JobID,QualificationType,FieldOfStudy,MinimumGrade,OtherDetails
2813,A/L,,Distinction,
2814,Bachelor's Degree,Technology,Pass,
2815,O/L,Technology,Merit,
2815,Master's Degree,Arts,Distinction,
2816,A/L,,Distinction,
2816,Bachelor's Degree,Science,Merit,
2817,A/L,Commerce,,
2817,Bachelor's Degree,Science,,
2817,Master's Degree,Arts,Pass,
2818,Master's Degree,,Distinction,
2818,O/L,Commerce,,
2818,Bachelor's Degree,,Pass,
2819,A/L,,Distinction,
2819,O/L,Technology,Pass,
2820,Master's Degree,Arts,Merit,
2821,A/L,General,Distinction,
2821,Master's Degree,Arts,Merit,
2822,Master's Degree,,Pass,
2822,Bachelor's Degree,Technology,,
2822,A/L,Commerce,,
2823,O/L,,,
2823,Master's Degree,Arts,Distinction,
2823,Bachelor's Degree,,Merit,
2824,Bachelor's Degree,Science,,
2825,Master's Degree,,Pass,
2825,O/L,General,Distinction,
2826,A/L,Commerce,Merit,
2826,Bachelor's Degree,General,,
2826,Master's Degree,,Pass,
2827,Master's Degree,Technology,Pass,
2827,Bachelor's Degree,,,
2828,Bachelor's Degree,Technology,,
2829,Bachelor's Degree,Commerce,Distinction,
2829,A/L,General,Merit,
2830,O/L,,Merit,
2831,O/L,Commerce,Merit,
2831,Bachelor's Degree,Science,Pass,
2831,Master's Degree,Commerce,,
2832,Bachelor's Degree,Science,Merit,
2832,O/L,General,Pass,
2832,A/L,Technology,,
2833,O/L,Commerce,Distinction,
2834,O/L,Arts,Merit,
2834,A/L,Technology,Pass,
2834,Master's Degree,Technology,Pass,
2835,Bachelor's Degree,General,Merit,
2835,Master's Degree,General,,
2835,A/L,Commerce,Merit,
2836,Master's Degree,,Pass,
2837,Master's Degree,Science,,
2837,Bachelor's Degree,General,Merit,
2837,A/L,Technology,Distinction,
2838,Bachelor's Degree,General,Merit,
2839,Bachelor's Degree,Technology,,
2840,Bachelor's Degree,,,
2841,A/L,Commerce,Pass,
2841,Bachelor's Degree,General,Merit,
2842,A/L,Technology,Merit,
2843,A/L,Commerce,Merit,
2844,Bachelor's Degree,General,Merit,
2845,Bachelor's Degree,Arts,Pass,
2845,A/L,Technology,Merit,
2846,Bachelor's Degree,Arts,,
2846,Master's Degree,Commerce,Distinction,
2846,A/L,Science,Pass,
2847,O/L,Commerce,Pass,
2847,Master's Degree,Arts,Merit,
2847,A/L,Arts,,
2848,O/L,Science,Pass,
2849,A/L,Arts,Distinction,
2850,A/L,,Merit,
2850,Bachelor's Degree,Arts,Pass,
2850,Master's Degree,Technology,Pass,
2851,A/L,,Merit,
2851,Master's Degree,Commerce,Pass,
2852,Master's Degree,Science,Distinction,
2853,A/L,Commerce,Merit,
2853,Master's Degree,Commerce,Pass,
2854,A/L,Arts,Pass,
2855,Bachelor's Degree,General,Distinction,
2855,A/L,Technology,Distinction,
2855,O/L,General,Merit,
2856,A/L,,Distinction,
2857,O/L,Arts,,
2857,Bachelor's Degree,Arts,Merit,
2857,Master's Degree,Technology,Distinction,
2858,Bachelor's Degree,Commerce,,
2858,A/L,Commerce,Distinction,
2859,A/L,,Merit,
2859,Master's Degree,,Distinction,
2860,Master's Degree,Commerce,Merit,
2860,O/L,,,
2860,A/L,General,Distinction,
2861,O/L,Science,,
2862,Bachelor's Degree,Commerce,Distinction,
2862,O/L,Commerce,Pass,
2863,A/L,General,,
2864,Master's Degree,Science,Pass,
2864,O/L,,Pass,
2864,Bachelor's Degree,Science,Pass,
2865,Master's Degree,General,Pass,
2865,O/L,Science,Distinction,
2866,Master's Degree,General,Pass,
2866,Bachelor's Degree,Commerce,Merit,
2866,A/L,Science,Merit,
2867,Bachelor's Degree,Commerce,Distinction,
2867,O/L,General,Distinction,
2867,Master's Degree,Arts,,
2868,Master's Degree,,Distinction,
2868,O/L,Technology,Merit,
2868,Bachelor's Degree,Technology,Merit,
2869,Bachelor's Degree,Technology,Distinction,
2869,Master's Degree,,,
2870,O/L,Science,,
2870,A/L,Technology,Pass,
2871,O/L,,Merit,
2871,Bachelor's Degree,Arts,Distinction,
2872,O/L,Commerce,Merit,
2873,Master's Degree,,Distinction,
2873,A/L,Science,Distinction,
2874,A/L,General,,
2874,O/L,Science,,
2874,Master's Degree,Arts,Pass,
2875,Master's Degree,Commerce,,
2875,O/L,,Merit,
2875,A/L,Technology,Merit,
2876,Bachelor's Degree,Science,Pass,
2876,A/L,,,
2876,O/L,Arts,Merit,
2877,Bachelor's Degree,General,Merit,
2877,O/L,Technology,Distinction,
2878,A/L,Technology,Distinction,
2878,O/L,General,Distinction,
2879,O/L,Commerce,Pass,
2879,A/L,General,Pass,
2879,Master's Degree,Science,Pass,
2880,A/L,Arts,Distinction,
2880,O/L,General,Pass,
2880,Bachelor's Degree,Science,Pass,
2881,O/L,Commerce,,
2882,Master's Degree,Technology,Merit,
2883,A/L,General,Pass,
2883,O/L,Arts,Merit,
2883,Bachelor's Degree,Commerce,Distinction,
2884,Master's Degree,Science,Merit,
2885,Bachelor's Degree,Commerce,Merit,
2886,Bachelor's Degree,Science,Merit,
2886,A/L,Commerce,Merit,
2886,Master's Degree,,Distinction,
2887,O/L,Technology,Distinction,
2888,O/L,Arts,,
2888,Master's Degree,Arts,Merit,
2889,O/L,,Merit,
2889,Bachelor's Degree,Technology,,
2889,Master's Degree,Commerce,Merit,
2890,A/L,General,Pass,
2890,O/L,General,Distinction,
2891,Master's Degree,General,Pass,
2891,O/L,Technology,Merit,
2891,A/L,General,Pass,
2892,Bachelor's Degree,General,,
2893,Master's Degree,General,,
2893,O/L,Technology,Distinction,
2894,A/L,,,
2895,A/L,Science,Pass,
2896,A/L,Commerce,Distinction,
2897,O/L,Science,Merit,
2898,Bachelor's Degree,General,Distinction,
2898,Master's Degree,General,Merit,
2899,Master's Degree,Arts,Merit,
2899,Bachelor's Degree,,,
2899,A/L,General,Pass,
2900,A/L,Technology,Pass,
2901,A/L,Technology,Merit,
2902,Bachelor's Degree,Science,Merit,
2903,A/L,,Distinction,
2903,O/L,Commerce,,
2904,A/L,Science,Distinction,
2905,Bachelor's Degree,Science,,
2906,A/L,Science,Distinction,
2906,O/L,Commerce,Merit,
2906,Master's Degree,Technology,Merit,
2907,Master's Degree,Technology,Pass,
2907,A/L,,Distinction,
2908,Master's Degree,Commerce,Pass,
2908,A/L,Arts,Distinction,
2908,O/L,Technology,Pass,
2909,Bachelor's Degree,,,
2909,Master's Degree,Commerce,Distinction,
2910,Bachelor's Degree,Technology,,
2910,A/L,General,,
2910,Master's Degree,Arts,Pass,
2911,Master's Degree,Science,,
2911,A/L,General,Merit,
2911,Bachelor's Degree,,,
2912,O/L,General,Merit,
2912,Master's Degree,Arts,Distinction,
2912,Bachelor's Degree,Arts,Pass,
2913,Bachelor's Degree,General,Merit,
2914,O/L,General,Pass,
2914,Master's Degree,General,,
2914,Bachelor's Degree,,,
2915,Bachelor's Degree,Technology,Pass,
2915,O/L,General,Merit,
2915,Master's Degree,Commerce,,
2916,A/L,Commerce,,
2916,O/L,Science,,
2917,Bachelor's Degree,Technology,Merit,
2917,A/L,,Distinction,
2917,O/L,Commerce,Merit,
2918,O/L,Arts,Merit,
2918,A/L,Commerce,,
2918,Bachelor's Degree,Commerce,Distinction,
2919,Bachelor's Degree,Arts,Distinction,
2920,Bachelor's Degree,Arts,Distinction,
2920,Master's Degree,Arts,Distinction,
2920,O/L,Science,,
2921,Bachelor's Degree,Arts,,
2922,O/L,General,Pass,
2922,A/L,,Pass,
2923,A/L,Arts,Distinction,
2924,Bachelor's Degree,,Pass,
2924,O/L,Science,Distinction,
2925,A/L,Science,Distinction,
2926,Master's Degree,Technology,,
2926,O/L,,Merit,
2926,Bachelor's Degree,Arts,Merit,
2927,A/L,General,Distinction,
2927,Master's Degree,,Distinction,
2928,Bachelor's Degree,Commerce,Pass,
2928,A/L,General,Merit,
2929,Bachelor's Degree,Technology,Pass,
2929,O/L,Science,Pass,
2929,A/L,Arts,,
2930,Bachelor's Degree,Commerce,Pass,
2930,O/L,Commerce,Distinction,
2931,Bachelor's Degree,Technology,Merit,
2931,Master's Degree,Arts,Pass,
2932,A/L,Arts,Pass,
2932,O/L,Arts,Distinction,
2933,Bachelor's Degree,Commerce,Pass,
2934,A/L,Arts,Merit,
2934,Master's Degree,,,
2935,Bachelor's Degree,Science,Pass,
2936,Master's Degree,Arts,,
2936,Bachelor's Degree,,Pass,
2937,Master's Degree,General,Distinction,
2938,Master's Degree,General,Pass,
2938,O/L,,Pass,
2939,O/L,Science,,
2939,Master's Degree,Commerce,Merit,
2940,Bachelor's Degree,Technology,,
2940,O/L,,Merit,
2940,Master's Degree,Arts,Merit,
2941,Bachelor's Degree,Arts,Pass,
2941,Master's Degree,General,,
2942,Bachelor's Degree,General,Pass,
2942,O/L,Commerce,Pass,
2942,Master's Degree,Technology,Merit,
2943,A/L,General,Distinction,
2943,O/L,Science,Pass,
2943,Master's Degree,Technology,,
2944,Master's Degree,,Merit,
2944,O/L,General,Distinction,
2944,Bachelor's Degree,Arts,Merit,
2945,Bachelor's Degree,General,Merit,
2946,Master's Degree,Technology,Pass,
2946,O/L,Commerce,Merit,
2946,A/L,Technology,,
2947,O/L,Arts,Pass,
2948,Master's Degree,,Pass,
2948,O/L,Science,Pass,
2949,O/L,Technology,Pass,
2949,A/L,Technology,,
2950,O/L,Commerce,,
2950,A/L,General,Merit,
2950,Bachelor's Degree,Technology,Merit,
2951,O/L,Technology,,
2952,A/L,Commerce,Distinction,
2953,O/L,Commerce,,
2953,A/L,General,Merit,
2953,Master's Degree,Arts,Merit,
2954,Bachelor's Degree,,Pass,
2954,O/L,Science,Pass,
2955,O/L,Science,Pass,
2955,Master's Degree,General,Pass,
2956,Bachelor's Degree,Arts,Distinction,
2956,A/L,Commerce,Pass,
2956,Master's Degree,General,Merit,
2957,A/L,Technology,,
2958,Bachelor's Degree,,,
2958,Master's Degree,,Merit,
2959,Master's Degree,Technology,Distinction,
2959,O/L,Arts,,
2959,A/L,Arts,Merit,
2960,A/L,Science,,
2960,O/L,General,Merit,
2960,Master's Degree,,,
2961,Master's Degree,Science,Distinction,
2962,Bachelor's Degree,Science,Distinction,
2962,O/L,Technology,Pass,
2962,A/L,General,Pass,
2963,Master's Degree,,Merit,
2963,Bachelor's Degree,,,
2963,A/L,Commerce,,
2964,Bachelor's Degree,Arts,Pass,
2964,O/L,Technology,Distinction,
2964,A/L,Arts,Merit,
2965,O/L,Science,,
2965,Bachelor's Degree,Arts,Pass,
2966,O/L,Commerce,Merit,
2966,Bachelor's Degree,,Distinction,
2966,A/L,General,,
2967,A/L,Commerce,,
2968,Bachelor's Degree,Commerce,,
2968,Master's Degree,Commerce,Pass,
2969,O/L,Arts,Distinction,
2969,Master's Degree,Commerce,Distinction,
2969,Bachelor's Degree,Arts,Pass,
2970,Bachelor's Degree,Commerce,,
2970,A/L,Technology,Distinction,
2971,A/L,General,,
2972,Bachelor's Degree,General,Pass,
2972,Master's Degree,Arts,,
2972,O/L,Arts,Distinction,
2973,Master's Degree,Arts,Pass,
2974,A/L,,Pass,
2975,O/L,Science,Pass,
2975,Bachelor's Degree,General,,
2976,A/L,General,Distinction,
2977,A/L,Science,,
2977,O/L,Technology,Distinction,
2978,Bachelor's Degree,General,Merit,
2978,O/L,General,Distinction,
2979,O/L,,Merit,
2980,O/L,,,
2980,A/L,,,
2980,Bachelor's Degree,Commerce,,
2981,O/L,Technology,Pass,
2981,A/L,Technology,,
2982,O/L,General,Merit,
2983,A/L,Arts,Distinction,
2983,Bachelor's Degree,Commerce,Distinction,
2984,Master's Degree,,,
2985,Master's Degree,Commerce,Distinction,
2985,A/L,Technology,Distinction,
2985,Bachelor's Degree,Science,Merit,
2986,O/L,Commerce,Pass,
2986,Bachelor's Degree,Science,Merit,
2986,A/L,General,Merit,
2987,A/L,Science,Distinction,
2988,A/L,Technology,,
2988,O/L,Science,Distinction,
2989,O/L,,Pass,
2989,Bachelor's Degree,Arts,Distinction,
2989,A/L,Commerce,Pass,
2990,O/L,Commerce,Merit,
2991,Master's Degree,,Merit,
2992,O/L,General,Pass,
2992,Bachelor's Degree,Science,Pass,
2992,Master's Degree,,Merit,
2993,A/L,Arts,Distinction,
2993,Master's Degree,,Distinction,
2994,O/L,Arts,Merit,
2995,Master's Degree,Technology,Merit,
2996,A/L,Arts,,
2996,O/L,Arts,Pass,
2996,Bachelor's Degree,Science,Distinction,
2997,A/L,,Pass,
2997,O/L,Arts,Merit,
2998,O/L,Science,Pass,
2998,Master's Degree,,Distinction,
2998,Bachelor's Degree,General,Merit,
2999,Master's Degree,Commerce,,
2999,O/L,Science,Merit,
3000,O/L,Arts,Distinction,
3000,A/L,Technology,Distinction,
3001,Master's Degree,Commerce,Pass,
3001,O/L,Arts,Merit,
3001,Bachelor's Degree,Arts,,
3002,O/L,,,
3002,Master's Degree,,,
3003,Master's Degree,Commerce,,
3003,O/L,Arts,,
3003,A/L,Technology,Distinction,
3004,Bachelor's Degree,Technology,Merit,
3004,Master's Degree,Science,Distinction,
3005,O/L,Science,Merit,
3006,Bachelor's Degree,General,Distinction,
3006,O/L,Arts,Merit,
3007,A/L,,Pass,
3007,O/L,Arts,Distinction,
3007,Master's Degree,,Merit,
3008,O/L,Technology,Merit,
3008,Master's Degree,Technology,,
3008,A/L,,Pass,
3009,Master's Degree,Technology,Distinction,
3009,O/L,Science,Distinction,
3009,Bachelor's Degree,General,,
3010,A/L,General,Distinction,
3010,O/L,Technology,Merit,
3010,Bachelor's Degree,Science,,
3011,O/L,Technology,Distinction,
3012,O/L,General,Merit,
3012,Master's Degree,General,,
3012,A/L,Arts,,
3013,Master's Degree,General,Distinction,
3014,Master's Degree,Science,Merit,
3014,O/L,General,Merit,
3015,O/L,Technology,,
3016,O/L,General,,
3017,O/L,General,Distinction,
3017,A/L,Science,Distinction,
3018,Bachelor's Degree,Technology,Pass,
3019,Master's Degree,Commerce,Merit,
3020,O/L,General,Merit,
3020,Bachelor's Degree,Technology,Distinction,
3021,Bachelor's Degree,General,,
3021,O/L,Technology,Merit,
3022,Master's Degree,Technology,Distinction,
3022,A/L,Commerce,Distinction,
3022,O/L,Commerce,Distinction,
3023,A/L,,Merit,
3023,Bachelor's Degree,Commerce,Distinction,
3023,Master's Degree,Technology,Pass,
3024,Bachelor's Degree,Science,Merit,
3024,O/L,General,Distinction,
3025,O/L,General,,
3026,A/L,Technology,Pass,
3026,Bachelor's Degree,Science,Pass,
3026,O/L,Arts,,
3027,O/L,Technology,,
3028,O/L,General,Merit,
3028,Bachelor's Degree,Arts,Merit,
3029,A/L,Commerce,,
3030,Bachelor's Degree,,Distinction,
3030,Master's Degree,,Merit,
3031,A/L,Commerce,,
3031,O/L,Commerce,Merit,
3032,A/L,Technology,,
3032,Master's Degree,Science,,
3032,O/L,General,,
3033,Bachelor's Degree,General,Pass,
3033,A/L,Commerce,Distinction,
3034,Master's Degree,Commerce,,
3034,A/L,Technology,Distinction,
3035,Bachelor's Degree,,Pass,
3036,O/L,,Merit,
3036,Bachelor's Degree,General,Pass,
3036,Master's Degree,,,
3037,Bachelor's Degree,Technology,Distinction,
3037,O/L,Arts,Pass,
3037,Master's Degree,Science,,
3038,A/L,,,
3038,Master's Degree,Arts,Pass,
3039,A/L,,Pass,
3040,Bachelor's Degree,Commerce,Pass,
3041,A/L,General,,
3042,Bachelor's Degree,Science,Merit,
3042,Master's Degree,Commerce,Merit,
3042,A/L,Science,,
3043,Master's Degree,Commerce,Merit,
3044,Bachelor's Degree,Technology,,
3044,A/L,Commerce,,
3045,A/L,General,Pass,
3045,Bachelor's Degree,Arts,Pass,
3046,Master's Degree,,Distinction,
3046,Bachelor's Degree,Arts,Pass,
3047,Bachelor's Degree,Commerce,Distinction,
3047,Master's Degree,,Pass,
3048,A/L,Commerce,,
3049,Master's Degree,General,,
3049,O/L,Commerce,Pass,
3049,A/L,Technology,Pass,
3050,Master's Degree,Commerce,Merit,
3050,A/L,,Merit,
3050,O/L,,Pass,
3051,Master's Degree,General,Distinction,
3051,Bachelor's Degree,,Pass,
3052,Bachelor's Degree,General,Pass,
3052,O/L,Technology,,
3053,Master's Degree,General,Pass,
3054,Master's Degree,Commerce,Merit,
3054,Bachelor's Degree,Technology,Pass,
3054,O/L,Science,Merit,
3055,Master's Degree,Commerce,Distinction,
3056,O/L,Science,,
3057,Bachelor's Degree,Technology,Merit,
3057,Master's Degree,General,,
3057,A/L,,Merit,
3058,A/L,Commerce,Pass,
3058,Master's Degree,General,Pass,
3058,Bachelor's Degree,Technology,Distinction,
3059,Bachelor's Degree,General,Merit,
3059,A/L,Arts,Pass,
3059,Master's Degree,,Distinction,
3060,Master's Degree,General,Pass,
3060,O/L,Science,Pass,
3060,A/L,Commerce,Merit,
3061,O/L,Arts,,
3062,O/L,Science,,
3062,Bachelor's Degree,Arts,Pass,
3062,A/L,Arts,Distinction,
3063,A/L,,Distinction,
3063,Master's Degree,Technology,Merit,
3063,Bachelor's Degree,Commerce,Merit,
3064,Master's Degree,Technology,Distinction,
3065,O/L,Arts,Pass,
3065,Master's Degree,Commerce,,
3066,Bachelor's Degree,General,,
3066,A/L,General,,
3066,Master's Degree,,,
3067,A/L,Commerce,Distinction,
3067,Master's Degree,Science,Merit,
3068,A/L,,Merit,
3068,Master's Degree,Science,Pass,
3069,Master's Degree,Arts,,
3070,Bachelor's Degree,,,
3070,O/L,Technology,Distinction,
3070,Master's Degree,General,Merit,
3071,A/L,Science,Merit,
3071,Master's Degree,Commerce,,
3071,O/L,Technology,Pass,
3072,Bachelor's Degree,,,
3072,Master's Degree,General,,
3073,O/L,General,Distinction,
3073,A/L,Arts,Merit,
3073,Master's Degree,General,,
3074,A/L,Commerce,Merit,
3074,Master's Degree,,Pass,
3074,Bachelor's Degree,General,Pass,
3075,A/L,Technology,Pass,
3075,Master's Degree,Technology,Distinction,
3076,O/L,Commerce,Pass,
3076,Bachelor's Degree,General,Merit,
3076,A/L,Commerce,Merit,
3077,Bachelor's Degree,Commerce,Distinction,
3077,Master's Degree,General,Pass,
3077,A/L,Arts,Distinction,
3078,A/L,,Pass,
3078,Bachelor's Degree,Arts,,
3078,Master's Degree,Technology,Pass,
3079,Bachelor's Degree,Technology,Distinction,
3080,A/L,Commerce,,
3080,Bachelor's Degree,Science,Pass,
3081,A/L,,Pass,
3081,Bachelor's Degree,General,Distinction,
3082,Master's Degree,Science,,
3082,O/L,,,
3083,Bachelor's Degree,Arts,Distinction,
3084,O/L,,Distinction,
3084,A/L,,Distinction,
3084,Bachelor's Degree,Science,,
3085,Bachelor's Degree,Commerce,,
3086,A/L,Arts,Pass,
3086,Master's Degree,Arts,Merit,
3086,Bachelor's Degree,Commerce,Merit,
3087,Master's Degree,Technology,Pass,
3087,A/L,Science,,
3088,Master's Degree,Technology,Pass,
3089,O/L,Science,Merit,
3089,Bachelor's Degree,Science,Pass,
3090,O/L,Technology,Distinction,
3091,Master's Degree,Technology,,
3091,A/L,,Merit,
3091,Bachelor's Degree,Commerce,Distinction,
3092,O/L,,Distinction,
3092,Master's Degree,Technology,Distinction,
3093,Bachelor's Degree,Technology,Merit,
3094,A/L,Science,Distinction,
3094,Master's Degree,General,Distinction,
3094,Bachelor's Degree,,Pass,
3095,Bachelor's Degree,Science,Pass,
3096,A/L,Science,Merit,
3096,Bachelor's Degree,,Pass,
3097,O/L,Arts,,
3097,A/L,,Distinction,
3098,O/L,,,
3098,A/L,Commerce,,
3098,Master's Degree,Technology,,
3099,O/L,Arts,Merit,
3100,Bachelor's Degree,,Distinction,
3100,A/L,Commerce,,
3101,O/L,Technology,Merit,
3102,A/L,Technology,,
3102,Bachelor's Degree,Arts,Distinction,
3102,O/L,,Distinction,
3103,A/L,Arts,Merit,
3103,O/L,,Merit,
3104,O/L,Technology,,
3104,Master's Degree,General,Pass,
3105,Master's Degree,Technology,Pass,
3106,Bachelor's Degree,Commerce,Distinction,
3107,A/L,Commerce,Distinction,
3108,Master's Degree,Science,Pass,
3108,Bachelor's Degree,Commerce,Distinction,
3109,Bachelor's Degree,Technology,Pass,
3109,Master's Degree,Technology,Pass,
3109,O/L,Technology,Pass,
3110,Master's Degree,Science,,
3110,O/L,Commerce,,
3110,Bachelor's Degree,Commerce,Pass,
3111,O/L,Science,Merit,
3111,Bachelor's Degree,Arts,Distinction,
3111,Master's Degree,Science,Merit,
3112,Master's Degree,General,Pass,
3112,O/L,Arts,Merit,
3113,A/L,Science,Pass,
3113,Bachelor's Degree,Science,Pass,
3114,O/L,Technology,Pass,
3115,O/L,General,Pass,
3116,A/L,Arts,,
3117,O/L,,,
3117,A/L,,Pass,
3117,Bachelor's Degree,Arts,Distinction,
3118,Master's Degree,General,Merit,
3118,O/L,,Merit,
3119,Bachelor's Degree,Technology,Merit,
3119,O/L,Arts,Pass,
3120,O/L,Commerce,Merit,
3121,Master's Degree,,Distinction,
3122,O/L,Technology,Merit,
3122,A/L,Science,,
3122,Master's Degree,Commerce,Merit,
3123,Bachelor's Degree,Arts,,
3123,Master's Degree,General,Merit,
3123,A/L,Commerce,,
3124,O/L,,Distinction,
3124,A/L,Commerce,Distinction,
3124,Bachelor's Degree,Science,Pass,
3125,A/L,General,Merit,
3126,A/L,,Distinction,
3126,O/L,General,Distinction,
3126,Bachelor's Degree,Commerce,Distinction,
3127,A/L,Commerce,Pass,
3128,Bachelor's Degree,Arts,,
3128,Master's Degree,Science,Distinction,
3129,O/L,Commerce,Merit,
3130,A/L,Commerce,Pass,
3130,O/L,,Merit,
3131,A/L,Science,Pass,
3132,Bachelor's Degree,Commerce,Distinction,
3132,O/L,General,Distinction,
3133,Master's Degree,Science,Pass,
3133,Bachelor's Degree,Science,Distinction,
3134,O/L,,Pass,
3134,Master's Degree,Science,Merit,
3135,Bachelor's Degree,Commerce,Merit,
3135,A/L,Technology,Distinction,
3136,Bachelor's Degree,,Merit,
3136,O/L,Technology,Distinction,
3136,Master's Degree,,,
3137,Bachelor's Degree,Technology,,
3137,A/L,Science,Merit,
3138,Master's Degree,Commerce,Merit,
3139,Bachelor's Degree,Commerce,Distinction,
3139,Master's Degree,Commerce,Distinction,
3139,A/L,,Pass,
3140,Bachelor's Degree,Science,Distinction,
3140,O/L,Arts,,
3141,A/L,Science,Merit,
3142,Bachelor's Degree,,Merit,
3142,A/L,,,
3143,A/L,Arts,Merit,
3143,Master's Degree,Technology,,
3144,Master's Degree,General,,
3145,O/L,Science,Merit,
3145,Bachelor's Degree,Technology,,
3146,A/L,Science,Pass,
3146,Bachelor's Degree,General,,
3147,O/L,General,Pass,
3147,Bachelor's Degree,Science,Distinction,
3147,A/L,Arts,,
3148,Bachelor's Degree,Arts,Distinction,
3148,A/L,Technology,Pass,
3148,Master's Degree,Commerce,Distinction,
3149,Bachelor's Degree,Science,Distinction,
3149,A/L,Science,Pass,
3150,Master's Degree,Technology,Distinction,
3150,Bachelor's Degree,Technology,,
3151,O/L,Arts,Distinction,
3152,O/L,,Pass,
3152,Bachelor's Degree,Arts,,
3152,Master's Degree,Science,Distinction,
3153,A/L,Arts,,
3153,Bachelor's Degree,Commerce,,
3153,O/L,Arts,Pass,
3154,A/L,,Pass,
3155,Master's Degree,Technology,Distinction,
3155,A/L,Commerce,Merit,
3156,O/L,General,Merit,
3156,Master's Degree,Science,Pass,
3157,Bachelor's Degree,Arts,Distinction,
3157,O/L,Science,Merit,
3157,Master's Degree,,,
3158,O/L,Commerce,Pass,
3158,Master's Degree,General,Merit,
3158,A/L,Commerce,Distinction,
3159,Master's Degree,Arts,Pass,
3160,O/L,Science,Merit,
3160,Master's Degree,Arts,,
3160,Bachelor's Degree,Technology,Distinction,
3161,Bachelor's Degree,Science,Distinction,
3161,A/L,Science,Distinction,
3161,Master's Degree,Commerce,Pass,
3162,O/L,Commerce,Pass,
3162,Bachelor's Degree,,Distinction,
3162,A/L,,Pass,
3163,Master's Degree,,,
3163,O/L,General,Distinction,
3163,A/L,Technology,Pass,
3164,O/L,General,Merit,
3164,Master's Degree,Commerce,Pass,
3164,A/L,Arts,,
3165,O/L,,Distinction,
3165,Bachelor's Degree,Science,Merit,
3165,Master's Degree,General,,
3166,Bachelor's Degree,Commerce,Distinction,
3166,O/L,,Pass,
3166,A/L,Arts,Pass,
3167,Bachelor's Degree,,Distinction,
3167,O/L,Commerce,,
3167,A/L,,Distinction,
3168,Master's Degree,Science,Distinction,
3169,Bachelor's Degree,Technology,,
3169,O/L,General,Merit,
3169,Master's Degree,Arts,Merit,
3170,A/L,General,Distinction,
3171,A/L,Arts,Pass,
3171,Master's Degree,Commerce,,
3172,Bachelor's Degree,Commerce,,
3172,O/L,Commerce,Distinction,
3172,Master's Degree,Arts,Distinction,
3173,Bachelor's Degree,,,
3173,A/L,Science,Merit,
3174,Master's Degree,Science,,
3175,O/L,,,
3175,Master's Degree,Arts,Distinction,
3176,Bachelor's Degree,,Merit,
3176,Master's Degree,Commerce,Merit,
3176,A/L,Science,,
3177,O/L,General,Distinction,
3177,Bachelor's Degree,Technology,Merit,
3177,A/L,Technology,Merit,
3178,Bachelor's Degree,General,Distinction,
3178,A/L,General,Merit,
3178,O/L,Commerce,Pass,
3179,Bachelor's Degree,Commerce,Distinction,
3179,Master's Degree,Commerce,Merit,
3180,O/L,Commerce,Pass,
3180,Master's Degree,General,Distinction,
3181,O/L,Science,,
3181,Bachelor's Degree,Arts,,
3182,Bachelor's Degree,Science,Merit,
3182,Master's Degree,Science,,
3182,A/L,General,Merit,
3183,Bachelor's Degree,Commerce,Pass,
3183,Master's Degree,Arts,Distinction,
3183,A/L,Arts,,
3184,Master's Degree,Commerce,Distinction,
3185,Bachelor's Degree,Arts,,
3186,A/L,Technology,,
3187,Master's Degree,Science,,
3187,A/L,Technology,,
3188,O/L,Science,,
3189,Master's Degree,Commerce,,
3189,A/L,Arts,Merit,
3190,Master's Degree,,Merit,
3190,Bachelor's Degree,Technology,Merit,
3190,A/L,Science,Pass,
3191,Bachelor's Degree,Technology,,
3192,A/L,Commerce,Merit,
3192,Bachelor's Degree,Arts,Merit,
3192,Master's Degree,General,Distinction,
3193,Bachelor's Degree,Commerce,Pass,
3193,A/L,Technology,,
3194,Bachelor's Degree,Arts,Distinction,
3195,Bachelor's Degree,Technology,,
3195,O/L,Technology,Merit,
3195,A/L,General,Pass,
3196,O/L,Commerce,Merit,
3196,A/L,Technology,,
3197,O/L,Science,Distinction,
3198,Master's Degree,General,Pass,
3199,Master's Degree,Commerce,Pass,
3199,A/L,General,Pass,
3199,O/L,Commerce,Merit,
3200,Master's Degree,Science,,
3200,O/L,Arts,Distinction,
3200,A/L,Arts,Merit,
3201,A/L,Commerce,Pass,
3201,Master's Degree,Commerce,Distinction,
3201,O/L,Science,,
3202,Bachelor's Degree,Technology,,
3202,A/L,Science,Pass,
3203,Bachelor's Degree,Technology,Merit,
3203,A/L,General,,
3203,Master's Degree,Commerce,Pass,
3204,Bachelor's Degree,Arts,Merit,
3204,Master's Degree,Arts,Merit,
3205,Bachelor's Degree,General,Distinction,
3206,Master's Degree,Commerce,,
3206,A/L,Arts,Pass,
3206,Bachelor's Degree,General,Merit,
3207,O/L,,Distinction,
3207,Master's Degree,Science,Distinction,
3208,O/L,Arts,Distinction,
3209,A/L,Arts,Merit,
3210,Bachelor's Degree,,,
3211,A/L,Technology,Merit,
3211,O/L,Arts,Pass,
3211,Bachelor's Degree,General,Merit,
3212,A/L,,Distinction,
3212,Master's Degree,Arts,Distinction,
3212,Bachelor's Degree,Commerce,Merit,
3213,O/L,Technology,Distinction,
3214,Bachelor's Degree,Arts,Distinction,
3215,Master's Degree,Commerce,Pass,
3215,A/L,,,
3216,O/L,Technology,Pass,
3216,A/L,Technology,Distinction,
3217,Bachelor's Degree,Commerce,Distinction,
