PersonalID,SkillName,ProficiencyLevel
4287,Accounting,Advanced
4288,Makeup Artistry,Advanced
4289,Welding,Intermediate
4289,Logistics Coordination,Advanced
4290,MS Office,Advanced
4291,Welding,Intermediate
4291,Livestock Management,Intermediate
4292,Welding,Intermediate
4292,Fishing,Advanced
4293,Horticulture,Basic
4293,Carpentry,Intermediate
4293,IT Skills,Basic
4293,Elderly Care,Basic
4294,Carpentry,Basic
4294,Sewing,Intermediate
4296,IT Skills,Basic
4296,CCTV Monitoring,Advanced
4296,Packing,Intermediate
4297,Caregiving,Intermediate
4297,Guest Relations,Advanced
4297,Serving,Advanced
4298,Nursing,Advanced
4299,Tailoring,Intermediate
4300,Guest Relations,Intermediate
4300,Elderly Care,Intermediate
4300,Retail Sales,Intermediate
4301,Accounting,Intermediate
4301,Barista Skills,Basic
4301,Tailoring,Intermediate
4302,Tailoring,Advanced
4302,Makeup Artistry,Basic
4302,Childcare,Basic
4302,Hotel Housekeeping,Advanced
4303,Bar Bending,Intermediate
4303,Kitchen Assistance,Advanced
4303,Home Cleaning,Basic
4304,Quality Inspection,Advanced
4305,Sewing,Intermediate
4306,Quality Inspection,Intermediate
4307,Scaffolding,Basic
4307,Serving,Basic
4308,Welding,Basic
4309,Tiling,Basic
4309,First Aid,Intermediate
4310,Janitorial Skills,Advanced
4311,Heavy Vehicle Driving,Advanced
4311,Beauty Therapy,Basic
4311,Inventory Management,Advanced
4312,Livestock Management,Basic
4312,Front Desk Operations,Intermediate
4312,Delivery Driving,Advanced
4313,Front Desk Operations,Basic
4313,Vehicle Maintenance,Advanced
4313,Construction Supervision,Intermediate
4314,Housekeeping,Advanced
4314,CCTV Monitoring,Advanced
4314,IT Skills,Intermediate
4315,Driving,Intermediate
4315,Teaching Assistance,Advanced
4315,Scaffolding,Intermediate
4316,IT Skills,Intermediate
4316,Medical Assistance,Intermediate
4316,Quality Inspection,Advanced
4317,Sewing,Advanced
4318,Quality Inspection,Advanced
4318,Beauty Therapy,Intermediate
4318,Horticulture,Intermediate
4318,Vehicle Maintenance,Advanced
4319,Front Desk Operations,Advanced
4319,Sewing,Basic
4319,Horticulture,Basic
4320,Driving,Basic
4320,Welding,Intermediate
4321,Nursing,Advanced
4322,Nursing,Advanced
4323,Driving,Intermediate
4323,Tailoring,Advanced
4324,Facility Maintenance,Advanced
4324,Scaffolding,Basic
4325,Fishing,Advanced
4325,Bar Bending,Advanced
4325,MS Office,Intermediate
4326,Packing,Advanced
4327,Janitorial Skills,Intermediate
4327,Tiling,Advanced
4327,Elderly Care,Intermediate
4328,Heavy Vehicle Driving,Intermediate
4328,Elderly Care,Basic
4328,Front Desk Operations,Basic
4328,Cooking,Advanced
4328,Farming,Intermediate
4329,Electrical,Basic
4329,Patient Care,Intermediate
4329,First Aid,Basic
4330,Housekeeping,Intermediate
4331,Hotel Housekeeping,Basic
4332,Masonry,Advanced
4332,Barista Skills,Advanced
4333,Driving,Intermediate
4334,Guest Relations,Advanced
4334,Tiling,Advanced
4334,Packing,Basic
4334,Fishing,Advanced
4335,Health Aide,Advanced
4335,Sewing,Intermediate
4335,Security Guarding,Intermediate
4336,Nursing,Advanced
4337,Sewing,Basic
4337,Data Entry,Basic
4337,Masonry,Basic
4337,Textile Machine Operation,Advanced
4338,Teaching Assistance,Intermediate
4338,Patient Care,Advanced
4338,Delivery Driving,Advanced
4339,Delivery Driving,Advanced
4340,Fishing,Intermediate
4340,Data Entry,Intermediate
4340,Hotel Housekeeping,Intermediate
4340,Bookkeeping,Advanced
4341,Bookkeeping,Intermediate
4341,Childcare,Basic
4342,Textile Machine Operation,Basic
4342,Kitchen Assistance,Intermediate
4342,Tailoring,Advanced
4343,Fishing,Advanced
4343,Sewing,Basic
4344,Laundry,Intermediate
4345,Accounting,Basic
4346,Tiling,Intermediate
4346,Laundry,Intermediate
4346,Plumbing,Intermediate
4346,Carpentry,Intermediate
4347,Electrical,Advanced
4348,Barista Skills,Basic
4348,Bookkeeping,Intermediate
4349,Scaffolding,Intermediate
4350,Hotel Housekeeping,Basic
4350,Driving,Basic
4350,Bookkeeping,Intermediate
4351,Fishing,Advanced
4351,Front Desk Operations,Advanced
4351,Patient Care,Advanced
4352,Elderly Care,Advanced
4352,Sewing,Advanced
4353,Banquet Service,Basic
4353,Serving,Intermediate
4354,Home Cleaning,Basic
4354,CCTV Monitoring,Basic
4355,Sewing,Basic
4355,Serving,Basic
4355,Painting,Intermediate
4356,Fishing,Basic
4356,Packing,Intermediate
4356,Beauty Therapy,Basic
4357,Driving,Advanced
4358,Carpentry,Intermediate
4358,CCTV Monitoring,Advanced
4359,Food Preparation,Basic
4360,Facility Maintenance,Basic
4360,Concrete Mixing,Basic
4361,Home Cleaning,Basic
4361,Inventory Management,Basic
4362,Hairdressing,Basic
4362,Vehicle Maintenance,Advanced
4363,Nursing,Intermediate
4364,Fishing,Basic
4364,Scaffolding,Basic
4364,MS Office,Intermediate
4364,Nursing,Intermediate
4365,Home Cleaning,Advanced
4366,Home Cleaning,Intermediate
4367,IT Skills,Basic
4367,Quality Inspection,Intermediate
4367,Retail Sales,Basic
4368,Serving,Basic
4368,Quality Inspection,Intermediate
4368,Home Cleaning,Advanced
4369,Driving,Basic
4370,Retail Sales,Basic
4370,Driving,Advanced
4371,Electrical,Basic
4372,Sewing,Basic
4373,Nursing,Basic
4374,Facility Maintenance,Intermediate
4374,Caregiving,Intermediate
4374,Barista Skills,Intermediate
4375,Heavy Vehicle Driving,Basic
4376,Driving,Basic
4377,Quality Inspection,Basic
4377,First Aid,Advanced
4378,Electrical,Basic
4379,Painting,Advanced
4380,Housekeeping,Intermediate
4380,Electrical,Intermediate
4380,Nursing,Basic
4380,Scaffolding,Basic
4381,Electrical,Intermediate
4381,Textile Machine Operation,Intermediate
4381,Guest Relations,Basic
4382,Carpentry,Advanced
4383,Livestock Management,Basic
4384,Driving,Intermediate
4384,Tailoring,Advanced
4384,Makeup Artistry,Intermediate
4384,Childcare,Advanced
4384,Masonry,Intermediate
4385,Garment Quality Control,Basic
4386,Sewing,Intermediate
4386,Nursing,Advanced
4387,Nursing,Intermediate
4388,Garment Quality Control,Intermediate
4388,First Aid,Basic
4389,Banquet Service,Intermediate
4390,Heavy Vehicle Driving,Intermediate
4390,Nursing,Advanced
4390,Sewing,Basic
4391,Bar Bending,Basic
4391,Caregiving,Intermediate
4391,Nursing,Intermediate
4392,Welding,Basic
4392,Excel,Advanced
4392,Tailoring,Advanced
4392,Makeup Artistry,Intermediate
4393,Elderly Care,Basic
4394,Childcare,Advanced
4396,Textile Machine Operation,Intermediate
4397,Hotel Housekeeping,Advanced
4397,Cooking,Advanced
4397,Sewing,Intermediate
4397,Laundry,Basic
4397,Accounting,Basic
4398,Home Cleaning,Intermediate
4398,Electrical,Intermediate
4398,Carpentry,Advanced
4398,Front Desk Operations,Advanced
4399,Driving,Basic
4400,Guest Relations,Basic
4400,Barista Skills,Intermediate
4401,Hairdressing,Advanced
4402,Health Aide,Advanced
4402,Packing,Intermediate
4402,Concrete Mixing,Intermediate
4403,Bookkeeping,Advanced
4403,Makeup Artistry,Advanced
4403,Food Preparation,Basic
4403,Horticulture,Advanced
4403,Plumbing,Intermediate
4404,Driving,Advanced
4405,Textile Machine Operation,Advanced
4405,Driving,Advanced
4406,Driving,Basic
4406,CCTV Monitoring,Advanced
4407,Farming,Advanced
4407,Laundry,Intermediate
4408,Patient Care,Advanced
4408,Data Entry,Basic
4409,Concrete Mixing,Basic
4409,Housekeeping,Intermediate
4409,Barista Skills,Advanced
4409,Retail Sales,Intermediate
4410,Quality Inspection,Basic
4410,Bar Bending,Basic
4410,Facility Maintenance,Intermediate
4411,Packing,Advanced
4411,Barista Skills,Advanced
4412,MS Office,Advanced
4412,Masonry,Advanced
4412,Livestock Management,Intermediate
4413,Plumbing,Intermediate
4413,Guest Relations,Intermediate
4413,Logistics Coordination,Intermediate
4415,CCTV Monitoring,Intermediate
4415,Barista Skills,Basic
4416,Childcare,Intermediate
4416,Excel,Intermediate
4416,Banquet Service,Advanced
4417,Driving,Advanced
4417,Housekeeping,Intermediate
4418,Front Desk Operations,Advanced
4418,Concrete Mixing,Basic
4418,Driving,Basic
4419,Farming,Advanced
4420,Tiling,Basic
4421,Housekeeping,Basic
4421,Kitchen Assistance,Intermediate
4422,Textile Machine Operation,Basic
4422,Packing,Intermediate
4422,IT Skills,Basic
4423,Nursing,Basic
4424,Forklift Operation,Basic
4425,Garment Quality Control,Advanced
4425,Nursing,Advanced
4426,Sewing,Basic
4427,Barista Skills,Advanced
4427,Livestock Management,Advanced
4427,Home Cleaning,Advanced
4428,Farming,Advanced
4428,Medical Assistance,Basic
4428,Bookkeeping,Advanced
4429,Laundry,Advanced
4429,Heavy Vehicle Driving,Advanced
4429,Welding,Advanced
4430,Data Entry,Intermediate
4431,Guest Relations,Advanced
4431,Excel,Intermediate
4432,Carpentry,Basic
4432,Horticulture,Advanced
4432,Nursing,Intermediate
4433,Sewing,Advanced
4434,Vehicle Maintenance,Intermediate
4434,Retail Sales,Intermediate
4434,Horticulture,Advanced
4434,Textile Machine Operation,Basic
4435,Packing,Intermediate
4436,Heavy Vehicle Driving,Intermediate
4436,IT Skills,Advanced
4437,Heavy Vehicle Driving,Basic
4438,Caregiving,Intermediate
4439,Janitorial Skills,Advanced
4439,Customer Service,Intermediate
4440,Heavy Vehicle Driving,Basic
4441,Concrete Mixing,Advanced
4441,Customer Service,Advanced
4441,Driving,Intermediate
4442,Banquet Service,Advanced
4442,Packing,Basic
4442,Health Aide,Intermediate
4444,Nursing,Advanced
4445,Home Cleaning,Basic
4446,Data Entry,Basic
4446,Fishing,Intermediate
4447,Sewing,Intermediate
4447,Accounting,Basic
4448,Driving,Intermediate
4449,Forklift Operation,Advanced
4450,Cooking,Advanced
4450,Concrete Mixing,Advanced
4450,CCTV Monitoring,Advanced
4451,Medical Assistance,Basic
4451,Delivery Driving,Basic
4451,Data Entry,Advanced
4452,Nursing,Intermediate
4453,Accounting,Basic
4454,Packing,Intermediate
4455,Painting,Advanced
4455,Plumbing,Intermediate
4455,Security Guarding,Advanced
4455,Excel,Basic
4456,Nursing,Basic
4456,Delivery Driving,Advanced
4456,Makeup Artistry,Advanced
4457,Nursing,Basic
4458,Banquet Service,Intermediate
4458,Nursing,Intermediate
4459,Elderly Care,Advanced
4459,Kitchen Assistance,Basic
4460,Fishing,Basic
4461,Front Desk Operations,Advanced
4462,Concrete Mixing,Advanced
4462,Banquet Service,Intermediate
4462,Horticulture,Basic
4462,Welding,Intermediate
4463,Inventory Management,Advanced
4463,Guest Relations,Intermediate
4463,Driving,Advanced
4464,Childcare,Basic
4464,Masonry,Intermediate
4464,Driving,Advanced
4465,Serving,Advanced
4465,Driving,Basic
4465,Security Guarding,Basic
4466,Driving,Intermediate
4466,Laundry,Basic
4466,First Aid,Basic
4466,Packing,Basic
4467,Heavy Vehicle Driving,Basic
4468,Retail Sales,Basic
4469,Administrative Support,Advanced
4469,Makeup Artistry,Basic
4469,Masonry,Basic
4470,Concrete Mixing,Basic
4471,Quality Inspection,Basic
4471,Tiling,Basic
4471,Makeup Artistry,Basic
4472,Vehicle Maintenance,Intermediate
4474,Retail Sales,Intermediate
4475,Nursing,Intermediate
4476,Scaffolding,Intermediate
4477,Farming,Advanced
4478,Nursing,Basic
4478,Sewing,Basic
4479,Welding,Basic
4479,Retail Sales,Basic
4480,Sewing,Advanced
4481,Heavy Vehicle Driving,Intermediate
4481,Sewing,Intermediate
4482,Teaching Assistance,Advanced
4482,Barista Skills,Basic
4482,Plumbing,Intermediate
4483,Tiling,Intermediate
4483,Inventory Management,Advanced
4483,Farming,Advanced
4483,Driving,Basic
4484,Data Entry,Basic
4485,Laundry,Intermediate
4486,Food Preparation,Intermediate
4486,Sewing,Advanced
4487,Driving,Intermediate
4487,Retail Sales,Basic
4487,Kitchen Assistance,Advanced
4488,Nursing,Basic
4488,Horticulture,Advanced
4488,Housekeeping,Basic
4489,Retail Sales,Advanced
4489,Textile Machine Operation,Advanced
4489,Painting,Advanced
4490,Nursing,Advanced
4491,Driving,Advanced
4491,Health Aide,Advanced
4492,Barista Skills,Intermediate
4492,Construction Supervision,Basic
4492,Driving,Advanced
4493,Kitchen Assistance,Advanced
4494,Nursing,Intermediate
4495,Plumbing,Basic
4495,Laundry,Basic
4496,Elderly Care,Intermediate
4497,Delivery Driving,Advanced
4497,Sewing,Advanced
4498,Security Guarding,Advanced
4498,Teaching Assistance,Basic
4498,Welding,Advanced
4498,Tiling,Intermediate
4499,Textile Machine Operation,Advanced
4500,Scaffolding,Advanced
4502,Packing,Intermediate
4503,Bar Bending,Basic
4504,Forklift Operation,Basic
4504,Kitchen Assistance,Basic
4504,Administrative Support,Intermediate
4505,Retail Sales,Basic
4505,Front Desk Operations,Basic
4505,Caregiving,Basic
4505,Painting,Basic
4506,Plumbing,Advanced
4506,Hairdressing,Basic
4507,Nursing,Advanced
4509,Home Cleaning,Basic
4509,Plumbing,Advanced
4510,Sewing,Intermediate
4511,Nursing,Intermediate
4512,Tailoring,Basic
4513,Sewing,Basic
4514,Banquet Service,Intermediate
4514,IT Skills,Advanced
4514,Serving,Intermediate
4515,Barista Skills,Advanced
4515,Fishing,Intermediate
4515,CCTV Monitoring,Advanced
4516,Nursing,Advanced
4517,Nursing,Basic
4518,Nursing,Advanced
4519,Barista Skills,Intermediate
4519,Laundry,Intermediate
4519,Janitorial Skills,Intermediate
4520,Sewing,Intermediate
4521,Forklift Operation,Basic
4521,Kitchen Assistance,Advanced
4522,Laundry,Intermediate
4523,Front Desk Operations,Intermediate
4523,Childcare,Advanced
4524,Heavy Vehicle Driving,Advanced
4524,Hotel Housekeeping,Intermediate
4524,Nursing,Basic
4525,Nursing,Advanced
4525,Excel,Advanced
4525,Driving,Basic
4526,Electrical,Intermediate
4527,Concrete Mixing,Basic
4528,Scaffolding,Intermediate
4528,Guest Relations,Basic
4528,Welding,Basic
4529,Data Entry,Advanced
4529,Tiling,Basic
4530,Sewing,Intermediate
4531,Health Aide,Intermediate
4531,Caregiving,Basic
4531,Accounting,Intermediate
4531,First Aid,Intermediate
4532,Logistics Coordination,Basic
4532,Hairdressing,Basic
4532,Home Cleaning,Basic
4532,Quality Inspection,Intermediate
4533,Fishing,Intermediate
4533,Janitorial Skills,Basic
4533,Makeup Artistry,Basic
4534,Fishing,Basic
4534,Administrative Support,Basic
4535,Retail Sales,Advanced
4535,Textile Machine Operation,Basic
4536,Scaffolding,Intermediate
4537,Quality Inspection,Advanced
4537,Painting,Intermediate
4538,Nursing,Intermediate
4539,IT Skills,Intermediate
4539,Forklift Operation,Intermediate
4539,Packing,Intermediate
4540,Makeup Artistry,Intermediate
4540,Sewing,Intermediate
4541,CCTV Monitoring,Advanced
4541,Administrative Support,Advanced
4541,Shuttering Carpentry,Intermediate
4541,MS Office,Advanced
4542,Tailoring,Basic
4542,IT Skills,Advanced
4542,Welding,Basic
4543,Painting,Intermediate
4544,Patient Care,Intermediate
4544,Welding,Intermediate
4545,Farming,Advanced
4545,Cooking,Intermediate
4545,Kitchen Assistance,Intermediate
4546,Masonry,Intermediate
4547,First Aid,Basic
4548,Sewing,Advanced
4548,Packing,Intermediate
4549,Delivery Driving,Intermediate
4550,Delivery Driving,Advanced
4550,Patient Care,Intermediate
4551,Fishing,Intermediate
4551,Guest Relations,Basic
4552,Makeup Artistry,Intermediate
4552,Shuttering Carpentry,Intermediate
4552,Data Entry,Intermediate
4552,Painting,Basic
4553,Delivery Driving,Basic
4554,First Aid,Basic
4554,Horticulture,Basic
4554,Guest Relations,Intermediate
4554,Kitchen Assistance,Advanced
4555,Patient Care,Advanced
4555,Fishing,Intermediate
4556,Vehicle Maintenance,Advanced
4556,Bar Bending,Advanced
4557,Barista Skills,Intermediate
4558,Administrative Support,Advanced
4558,Patient Care,Basic
4559,Plumbing,Basic
4559,Quality Inspection,Intermediate
4560,Makeup Artistry,Basic
4560,Teaching Assistance,Basic
4560,Horticulture,Intermediate
4561,Data Entry,Basic
4561,Teaching Assistance,Basic
4561,Forklift Operation,Basic
4562,Sewing,Advanced
4562,Beauty Therapy,Intermediate
4562,IT Skills,Intermediate
4563,Sewing,Intermediate
4563,Garment Quality Control,Intermediate
4564,Nursing,Basic
4565,Horticulture,Advanced
4565,Accounting,Intermediate
4566,IT Skills,Intermediate
4566,Makeup Artistry,Advanced
4566,Driving,Intermediate
4567,Bookkeeping,Intermediate
4567,CCTV Monitoring,Intermediate
4567,Fishing,Basic
4567,Tailoring,Advanced
4568,Construction Supervision,Intermediate
4569,Cooking,Advanced
4569,Driving,Advanced
4569,Administrative Support,Intermediate
4570,Patient Care,Basic
4571,Sewing,Basic
4571,Data Entry,Basic
4571,Construction Supervision,Basic
4571,Delivery Driving,Basic
4571,Horticulture,Advanced
4572,Bar Bending,Advanced
4572,Excel,Advanced
4573,Nursing,Basic
4574,Carpentry,Intermediate
4574,Sewing,Intermediate
4574,Quality Inspection,Basic
4574,Farming,Advanced
4574,Painting,Advanced
4575,Carpentry,Basic
4576,Retail Sales,Basic
4576,Excel,Intermediate
4576,Electrical,Advanced
4577,Welding,Advanced
4577,Driving,Basic
4577,First Aid,Advanced
4577,Bar Bending,Intermediate
4578,Plumbing,Basic
4578,Janitorial Skills,Intermediate
4578,Teaching Assistance,Advanced
4579,Electrical,Intermediate
4580,Cooking,Intermediate
4580,Plumbing,Basic
4580,Fishing,Advanced
4580,Janitorial Skills,Advanced
4581,Fishing,Intermediate
4581,Nursing,Intermediate
4581,Sewing,Basic
4583,Retail Sales,Basic
4584,Guest Relations,Basic
4584,Home Cleaning,Intermediate
4586,Fishing,Advanced
4586,Farming,Basic
4586,Hotel Housekeeping,Basic
4587,Garment Quality Control,Intermediate
4587,Inventory Management,Intermediate
4587,Data Entry,Basic
4588,Laundry,Basic
4589,First Aid,Intermediate
4589,Teaching Assistance,Basic
4589,Janitorial Skills,Basic
4589,Food Preparation,Advanced
4590,Cooking,Advanced
4591,Construction Supervision,Basic
4591,Patient Care,Intermediate
4591,CCTV Monitoring,Basic
4592,Laundry,Basic
4592,CCTV Monitoring,Intermediate
4592,Concrete Mixing,Intermediate
4592,Welding,Advanced
4594,Plumbing,Basic
4594,Janitorial Skills,Advanced
4595,Security Guarding,Advanced
4595,Kitchen Assistance,Basic
4596,Nursing,Intermediate
4596,Front Desk Operations,Advanced
4596,Administrative Support,Basic
4597,Nursing,Intermediate
4597,Retail Sales,Advanced
4597,Bookkeeping,Advanced
4597,Garment Quality Control,Basic
4598,Caregiving,Basic
4598,Tiling,Intermediate
4599,Forklift Operation,Advanced
4599,Teaching Assistance,Basic
4599,MS Office,Basic
4599,Bookkeeping,Advanced
4600,Heavy Vehicle Driving,Intermediate
4600,Painting,Advanced
4600,Sewing,Intermediate
4601,Tailoring,Basic
4601,Patient Care,Basic
4601,IT Skills,Advanced
4602,Serving,Intermediate
4602,Guest Relations,Intermediate
4602,Excel,Basic
4602,Vehicle Maintenance,Basic
4603,Tailoring,Intermediate
4603,Vehicle Maintenance,Advanced
4604,Childcare,Advanced
4605,Accounting,Intermediate
4605,Administrative Support,Intermediate
4605,Forklift Operation,Intermediate
4606,Tailoring,Intermediate
4607,Nursing,Advanced
4607,Driving,Intermediate
4608,Elderly Care,Advanced
4608,Scaffolding,Intermediate
4608,Home Cleaning,Basic
4608,Kitchen Assistance,Advanced
4609,Driving,Advanced
4609,Medical Assistance,Intermediate
4610,Caregiving,Basic
4611,Packing,Intermediate
4611,First Aid,Advanced
4611,Janitorial Skills,Advanced
4612,Sewing,Basic
4612,Nursing,Intermediate
4613,Food Preparation,Basic
4614,Beauty Therapy,Basic
4615,Tiling,Intermediate
4616,Inventory Management,Intermediate
4616,Livestock Management,Intermediate
4617,Nursing,Basic
4617,First Aid,Intermediate
4618,Patient Care,Intermediate
4618,Sewing,Basic
4618,First Aid,Advanced
4619,First Aid,Basic
4619,Excel,Basic
4619,Hotel Housekeeping,Intermediate
4619,Tailoring,Advanced
4620,CCTV Monitoring,Basic
4620,Kitchen Assistance,Intermediate
4620,Garment Quality Control,Basic
4621,Shuttering Carpentry,Basic
4621,Heavy Vehicle Driving,Intermediate
4621,MS Office,Basic
4621,Sewing,Basic
4621,Tiling,Advanced
4622,Accounting,Intermediate
4623,Horticulture,Advanced
4624,Serving,Intermediate
4625,Carpentry,Intermediate
4625,Fishing,Advanced
4626,Shuttering Carpentry,Advanced
4627,Health Aide,Intermediate
4627,Elderly Care,Advanced
4627,Beauty Therapy,Advanced
4628,Serving,Advanced
4628,Delivery Driving,Intermediate
4629,Construction Supervision,Intermediate
4630,Shuttering Carpentry,Intermediate
4630,Sewing,Intermediate
4631,Garment Quality Control,Advanced
4632,Bookkeeping,Basic
4632,Makeup Artistry,Advanced
4632,Bar Bending,Advanced
4633,Inventory Management,Advanced
4633,Garment Quality Control,Basic
4633,Tailoring,Basic
4633,Nursing,Intermediate
4633,Masonry,Basic
4634,Childcare,Basic
4634,Driving,Intermediate
4634,Tiling,Advanced
4635,Laundry,Advanced
4636,Nursing,Advanced
4636,Construction Supervision,Intermediate
4636,First Aid,Basic
4637,Sewing,Basic
4638,Makeup Artistry,Intermediate
4638,Security Guarding,Basic
4639,Driving,Intermediate
4639,Nursing,Basic
4640,Forklift Operation,Basic
4640,Vehicle Maintenance,Intermediate
4641,Home Cleaning,Advanced
4641,Carpentry,Advanced
4642,Accounting,Intermediate
4642,Horticulture,Intermediate
4643,Construction Supervision,Basic
4643,Carpentry,Intermediate
4644,Nursing,Intermediate
4645,Quality Inspection,Advanced
4645,Guest Relations,Advanced
4645,Bookkeeping,Advanced
4646,Excel,Intermediate
4646,Horticulture,Advanced
4646,Beauty Therapy,Advanced
4647,Laundry,Basic
4647,Welding,Basic
4647,Packing,Intermediate
4647,Delivery Driving,Advanced
4648,Driving,Advanced
4649,Nursing,Intermediate
4650,IT Skills,Basic
4650,Bar Bending,Basic
4650,Housekeeping,Basic
4651,Retail Sales,Intermediate
4651,Textile Machine Operation,Intermediate
4652,Accounting,Advanced
4652,Shuttering Carpentry,Advanced
4652,Home Cleaning,Advanced
4652,Makeup Artistry,Intermediate
4653,Delivery Driving,Basic
4653,IT Skills,Intermediate
4653,Tiling,Intermediate
4654,First Aid,Basic
4655,Sewing,Basic
4656,Packing,Basic
4657,Health Aide,Basic
4657,Fishing,Intermediate
4657,Heavy Vehicle Driving,Basic
4658,Hotel Housekeeping,Intermediate
4658,Beauty Therapy,Advanced
4659,Kitchen Assistance,Basic
4660,Administrative Support,Basic
4660,Sewing,Advanced
4661,Driving,Intermediate
4661,Heavy Vehicle Driving,Advanced
4661,Facility Maintenance,Intermediate
4662,Serving,Advanced
4662,Elderly Care,Basic
4662,Janitorial Skills,Intermediate
4662,Tailoring,Intermediate
4663,Beauty Therapy,Basic
4664,Construction Supervision,Basic
4664,Logistics Coordination,Basic
4665,Bar Bending,Basic
4665,Plumbing,Basic
4665,Childcare,Basic
4665,Guest Relations,Advanced
4666,First Aid,Advanced
4666,Patient Care,Intermediate
4666,Administrative Support,Advanced
4667,Electrical,Advanced
4668,Masonry,Intermediate
4668,Construction Supervision,Basic
4668,Health Aide,Basic
4669,Barista Skills,Basic
4669,Childcare,Intermediate
4669,First Aid,Basic
4669,Beauty Therapy,Basic
4669,Painting,Advanced
4670,Administrative Support,Advanced
4670,Elderly Care,Intermediate
4670,Inventory Management,Advanced
4670,Food Preparation,Intermediate
4671,Livestock Management,Advanced
4672,Cooking,Intermediate
4673,Electrical,Advanced
4673,Administrative Support,Advanced
4674,Customer Service,Advanced
4675,Nursing,Intermediate
4676,Horticulture,Basic
4676,Textile Machine Operation,Advanced
4677,Home Cleaning,Intermediate
4678,Painting,Basic
4679,Packing,Basic
4680,Sewing,Basic
4681,Tiling,Advanced
4681,Guest Relations,Basic
4682,Sewing,Basic
4683,Heavy Vehicle Driving,Intermediate
4683,Nursing,Intermediate
4683,Shuttering Carpentry,Basic
4684,Shuttering Carpentry,Intermediate
4685,Vehicle Maintenance,Basic
4686,Textile Machine Operation,Intermediate
4686,Inventory Management,Intermediate
4686,Elderly Care,Intermediate
4687,Guest Relations,Basic
4687,Masonry,Intermediate
4688,Horticulture,Basic
4689,Hotel Housekeeping,Intermediate
4689,Tailoring,Intermediate
4690,Quality Inspection,Intermediate
4691,Masonry,Advanced
4691,Front Desk Operations,Advanced
4691,Banquet Service,Advanced
4691,Administrative Support,Basic
4692,Bar Bending,Basic
4692,Nursing,Advanced
4693,Sewing,Advanced
4693,Elderly Care,Basic
4694,Laundry,Intermediate
4695,Security Guarding,Basic
4695,Facility Maintenance,Basic
4696,Delivery Driving,Basic
4696,Textile Machine Operation,Intermediate
4696,Caregiving,Advanced
4696,MS Office,Advanced
4697,Packing,Intermediate
4698,Packing,Basic
4699,Farming,Advanced
4700,Heavy Vehicle Driving,Basic
4701,Masonry,Advanced
4701,Fishing,Basic
4702,Bar Bending,Intermediate
4702,Food Preparation,Basic
4702,Construction Supervision,Advanced
4703,Packing,Basic
4704,Caregiving,Basic
4705,Masonry,Advanced
4705,Customer Service,Intermediate
4705,Serving,Intermediate
4705,Childcare,Basic
4706,Livestock Management,Advanced
4706,Data Entry,Intermediate
4706,Vehicle Maintenance,Advanced
4707,Beauty Therapy,Basic
4707,Plumbing,Basic
4707,Driving,Basic
4707,Tiling,Intermediate
4707,Accounting,Intermediate
4708,Caregiving,Basic
4708,Hairdressing,Basic
4708,Elderly Care,Basic
4708,Data Entry,Intermediate
4708,Housekeeping,Basic
4709,Concrete Mixing,Basic
4710,Tiling,Basic
4711,Shuttering Carpentry,Basic
4712,Delivery Driving,Advanced
4713,Packing,Intermediate
4714,Vehicle Maintenance,Advanced
4714,Inventory Management,Basic
4714,Welding,Intermediate
4715,Security Guarding,Basic
4715,Electrical,Basic
4715,Packing,Intermediate
4715,Nursing,Basic
4716,Administrative Support,Basic
4716,Quality Inspection,Advanced
4716,Vehicle Maintenance,Advanced
4716,Food Preparation,Basic
4717,Nursing,Advanced
4718,CCTV Monitoring,Advanced
4718,Sewing,Basic
4719,Delivery Driving,Basic
4719,Nursing,Advanced
4719,Bookkeeping,Intermediate
4719,Serving,Basic
4720,Laundry,Advanced
4721,Electrical,Advanced
4721,Excel,Basic
4722,Painting,Intermediate
4722,Makeup Artistry,Basic
4723,Vehicle Maintenance,Basic
4723,Bar Bending,Basic
4723,Nursing,Advanced
4724,Masonry,Advanced
4724,Sewing,Intermediate
4725,Horticulture,Advanced
4725,Concrete Mixing,Intermediate
4726,Electrical,Basic
4727,Fishing,Basic
4728,Housekeeping,Basic
4728,Textile Machine Operation,Basic
4728,Home Cleaning,Advanced
4728,Tailoring,Basic
4729,Bookkeeping,Advanced
4729,Laundry,Intermediate
4730,Packing,Advanced
4731,Home Cleaning,Advanced
4733,Tiling,Advanced
4733,Health Aide,Intermediate
4734,Banquet Service,Intermediate
4735,Laundry,Advanced
4735,Housekeeping,Advanced
4736,Bar Bending,Advanced
4736,Food Preparation,Advanced
4737,Sewing,Basic
4738,Horticulture,Intermediate
4739,Painting,Intermediate
4739,Inventory Management,Basic
4739,Forklift Operation,Advanced
4740,Forklift Operation,Basic
4740,Caregiving,Basic
4740,Inventory Management,Intermediate
4740,Nursing,Basic
4741,Delivery Driving,Intermediate
4742,Heavy Vehicle Driving,Intermediate
4742,CCTV Monitoring,Basic
4743,Customer Service,Basic
4743,Textile Machine Operation,Intermediate
4743,Logistics Coordination,Basic
4744,Beauty Therapy,Basic
4744,Welding,Advanced
4744,CCTV Monitoring,Intermediate
4744,Teaching Assistance,Intermediate
4745,Packing,Advanced
4745,Carpentry,Intermediate
4746,Bar Bending,Basic
4746,Livestock Management,Intermediate
4746,First Aid,Basic
