PersonalID,QualificationType,CourseName,University,Year,Result
4419,BA,Hospitality Premier,University of Colombo,1982,Second Lower
4426,MSc,Engineering Global,NSBM Green University,1981,Merit
4426,Higher Diploma,Hospitality National,NSBM Green University,2022,Second Upper
4429,BSc,Accounting Premier,Eastern University,1983,Second Lower
4441,BSc,Business Premier,NSBM Green University,1989,
4441,Diploma,Computer Science Advanced,University of Colombo,1994,Second Lower
4442,Higher Diploma,Computer Science Global,University of Peradeniya,1984,Merit
4481,BA,Computer Science Global,University of Ruhuna,1985,Second Upper
4482,Higher Diploma,Accounting Tech,Eastern University,2004,First Class
4483,Diploma,Computer Science International,University of Moratuwa,2020,First Class
4491,Higher Diploma,Accounting International,NSBM Green University,2003,
4521,BSc,Nursing International,University of Kelaniya,2023,First Class
4523,MSc,Computer Science Global,University of Peradeniya,1988,First Class
4524,BSc,Computer Science Global,NSBM Green University,1997,Second Lower
4528,BSc,Hospitality Elite,University of Sri Jayewardenepura,2011,Second Lower
4544,Diploma,Computer Science Premier,University of Peradeniya,1992,Merit
4544,BSc,Business National,University of Peradeniya,2009,First Class
4545,Higher Diploma,Accounting National,University of Moratuwa,1987,First Class
4572,Higher Diploma,Nursing Advanced,University of Sri Jayewardenepura,2020,Second Lower
4572,Diploma,Accounting Advanced,Open University of Sri Lanka,1981,First Class
4573,BA,Computer Science Elite,University of Ruhuna,1995,Second Lower
4573,Diploma,Engineering National,University of Peradeniya,2000,
4574,MSc,Accounting Elite,Eastern University,2004,Merit
4577,Higher Diploma,Hospitality Advanced,NSBM Green University,2020,Merit
4581,Diploma,Hospitality Global,University of Peradeniya,1981,First Class
4581,BSc,Hospitality Global,University of Ruhuna,2002,First Class
4592,BSc,Nursing Advanced,University of Kelaniya,2024,
4603,BA,Nursing Tech,University of Peradeniya,1997,
4606,MSc,Engineering Tech,University of Moratuwa,2018,
4612,BSc,Nursing Premier,University of Ruhuna,1993,Second Lower
4613,Diploma,Business International,Eastern University,2021,
4622,BSc,Nursing International,NSBM Green University,2020,
4627,Diploma,Business International,Open University of Sri Lanka,2006,First Class
4633,Diploma,Hospitality Elite,University of Colombo,2014,First Class
4638,BA,Nursing Global,University of Moratuwa,2018,Merit
4639,Diploma,Computer Science National,University of Kelaniya,1984,Merit
4641,Diploma,Hospitality Tech,University of Sri Jayewardenepura,1986,Second Upper
4643,Higher Diploma,Computer Science Tech,Open University of Sri Lanka,2016,Second Lower
4643,Higher Diploma,Accounting National,Open University of Sri Lanka,2008,Merit
4647,Diploma,Nursing Advanced,University of Kelaniya,2014,Pass
4652,BA,Business Global,Eastern University,2007,Merit
4653,BSc,Nursing National,SLIIT,2005,Second Lower
4655,BSc,Computer Science Global,University of Sri Jayewardenepura,2007,Pass
4667,BSc,Engineering Premier,NSBM Green University,1995,Merit
4667,MSc,Accounting Tech,Open University of Sri Lanka,2014,First Class
4667,Diploma,Accounting Elite,Eastern University,1992,Second Lower
4674,Diploma,Nursing International,NSBM Green University,2002,Second Upper
4674,MSc,Nursing Tech,SLIIT,1990,Second Lower
4674,Diploma,Engineering National,Eastern University,2003,Pass
4702,Higher Diploma,Accounting National,University of Ruhuna,1990,Second Lower
4705,BSc,Accounting Tech,Open University of Sri Lanka,2017,Second Lower
4705,Diploma,Accounting Tech,University of Peradeniya,2014,First Class
4705,Diploma,Nursing Premier,NSBM Green University,2015,Second Lower
4718,BA,Nursing Advanced,Eastern University,2009,
4725,BA,Computer Science Global,University of Ruhuna,2023,Second Upper
4730,MSc,Accounting Elite,Open University of Sri Lanka,2021,First Class
4731,Diploma,Engineering National,Eastern University,2009,Second Lower
4731,Higher Diploma,Accounting National,University of Peradeniya,1988,First Class
4737,Higher Diploma,Accounting Global,University of Sri Jayewardenepura,2005,
4746,Diploma,Accounting Tech,University of Kelaniya,2009,Pass
4752,BSc,Engineering Tech,NSBM Green University,2003,
4752,Diploma,Engineering International,University of Colombo,1990,Second Upper
4767,BSc,Nursing International,University of Sri Jayewardenepura,1986,Second Upper
4772,Higher Diploma,Engineering National,University of Colombo,2024,
4772,Higher Diploma,Nursing Advanced,Open University of Sri Lanka,2004,First Class
4783,BA,Engineering Tech,University of Ruhuna,2019,Second Lower
4786,BA,Accounting Elite,Eastern University,2009,Merit
4791,BA,Hospitality Advanced,University of Moratuwa,2019,First Class
4791,MSc,Nursing Tech,University of Peradeniya,1995,
4793,BA,Engineering Advanced,NSBM Green University,2003,First Class
4795,Higher Diploma,Engineering Advanced,Eastern University,2003,First Class
4801,Higher Diploma,Accounting Premier,University of Kelaniya,1986,Second Upper
4806,BSc,Business International,SLIIT,2006,First Class
4809,BSc,Nursing Global,NSBM Green University,1983,
4813,BA,Accounting Elite,SLIIT,2013,
4823,BSc,Hospitality Elite,SLIIT,1980,Second Upper
4837,MSc,Business Global,University of Kelaniya,1986,Second Upper
4837,Diploma,Computer Science Advanced,University of Peradeniya,1981,Second Upper
4846,Higher Diploma,Accounting Tech,University of Sri Jayewardenepura,2009,Pass
4854,Higher Diploma,Nursing Global,Eastern University,2022,Merit
4860,BA,Nursing Elite,University of Colombo,2009,
4867,BA,Business National,University of Ruhuna,1997,
4881,MSc,Hospitality International,SLIIT,2011,Merit
4882,Diploma,Hospitality Global,University of Colombo,1984,
4884,Higher Diploma,Business Premier,University of Moratuwa,2023,Pass
4887,BA,Business Premier,Eastern University,2007,Second Lower
4900,BSc,Accounting Elite,University of Moratuwa,1983,Merit
4901,BA,Accounting Premier,University of Moratuwa,1982,Second Lower
4901,BA,Business Advanced,University of Ruhuna,2020,Merit
4901,Diploma,Accounting Advanced,University of Moratuwa,2001,Second Upper
4910,MSc,Computer Science Tech,SLIIT,2022,Pass
4910,Higher Diploma,Nursing International,SLIIT,1987,First Class
4910,BA,Computer Science National,Open University of Sri Lanka,2024,Merit
4913,Diploma,Nursing International,University of Ruhuna,2025,Merit
4914,Higher Diploma,Nursing International,University of Kelaniya,2003,Second Upper
4915,Higher Diploma,Computer Science Tech,University of Ruhuna,2005,Second Lower
4915,Diploma,Hospitality Elite,University of Peradeniya,2025,Second Upper
4922,Diploma,Business Premier,NSBM Green University,1994,First Class
4922,BSc,Accounting Global,University of Sri Jayewardenepura,2000,Second Upper
4925,BSc,Hospitality Tech,University of Peradeniya,1998,Second Lower
4931,BSc,Nursing Global,University of Sri Jayewardenepura,1995,Pass
4942,BSc,Computer Science Premier,University of Ruhuna,1985,Pass
4942,BSc,Accounting Advanced,SLIIT,2025,Pass
4945,BSc,Business Premier,University of Kelaniya,2016,Pass
4969,BSc,Business National,NSBM Green University,2000,First Class
4970,BSc,Computer Science Elite,University of Sri Jayewardenepura,2025,Merit
4971,BA,Business National,University of Sri Jayewardenepura,1998,Second Lower
4973,Higher Diploma,Nursing International,NSBM Green University,2021,Merit
4973,Diploma,Engineering Premier,University of Peradeniya,1983,Pass
4978,BSc,Engineering Tech,NSBM Green University,2019,Merit
4978,BSc,Computer Science Advanced,Open University of Sri Lanka,2022,Second Upper
4980,MSc,Engineering National,Open University of Sri Lanka,1980,First Class
4981,MSc,Hospitality Premier,University of Peradeniya,2017,Second Upper
4995,BSc,Business Tech,NSBM Green University,1998,Pass
4998,Diploma,Engineering Advanced,University of Kelaniya,2007,
4998,Higher Diploma,Nursing International,University of Ruhuna,2024,Pass
5001,BA,Computer Science Elite,Eastern University,1990,Second Lower
5009,Higher Diploma,Accounting Elite,University of Moratuwa,1990,First Class
5012,Diploma,Hospitality Advanced,University of Kelaniya,1992,Second Upper
5022,Diploma,Engineering National,University of Colombo,1990,Pass
5026,Diploma,Accounting Advanced,Open University of Sri Lanka,1991,Merit
5030,Diploma,Business International,Eastern University,2001,
5033,MSc,Business Advanced,University of Ruhuna,2025,First Class
5045,Diploma,Computer Science Global,University of Kelaniya,2013,Second Lower
5048,BA,Engineering National,University of Kelaniya,2007,Second Upper
5049,BSc,Business Elite,University of Sri Jayewardenepura,2004,Merit
5049,BA,Engineering Elite,University of Peradeniya,2001,Merit
5049,Diploma,Accounting Tech,Open University of Sri Lanka,2022,Second Upper
5064,BSc,Hospitality National,University of Colombo,1981,Second Upper
5073,MSc,Business Premier,University of Ruhuna,2011,Pass
5096,BA,Accounting National,Eastern University,1989,Second Upper
5104,BA,Business International,University of Colombo,2008,Second Lower
5107,Diploma,Accounting International,Open University of Sri Lanka,2006,Second Lower
5110,MSc,Engineering Tech,Open University of Sri Lanka,2024,Second Upper
5115,Diploma,Computer Science Premier,University of Sri Jayewardenepura,2007,Pass
5132,Higher Diploma,Accounting Global,University of Moratuwa,2000,
5137,BA,Computer Science Advanced,University of Kelaniya,2001,Pass
5147,Diploma,Computer Science Elite,University of Sri Jayewardenepura,1995,Second Lower
5156,Higher Diploma,Engineering National,University of Moratuwa,2011,Second Lower
5156,MSc,Computer Science Advanced,University of Colombo,2022,Merit
5165,Higher Diploma,Nursing Elite,University of Peradeniya,2023,Second Lower
5170,Diploma,Business International,Eastern University,2016,Second Upper
5173,Diploma,Nursing Premier,University of Colombo,1996,Pass
5189,BA,Hospitality Elite,University of Moratuwa,1999,Pass
5193,MSc,Nursing International,University of Colombo,2024,Pass
5203,BSc,Nursing Advanced,University of Peradeniya,1997,First Class
5205,BSc,Nursing Tech,University of Colombo,2006,Second Lower
5210,BA,Hospitality Elite,University of Peradeniya,2005,Second Lower
5213,BSc,Computer Science Premier,University of Sri Jayewardenepura,1992,
5215,Higher Diploma,Computer Science Elite,University of Colombo,1996,Second Lower
5225,Higher Diploma,Nursing Elite,SLIIT,1982,Second Lower
5234,BA,Hospitality Elite,University of Peradeniya,1987,
5236,BSc,Nursing National,University of Kelaniya,2019,Pass
5236,MSc,Engineering National,University of Peradeniya,2008,Pass
5239,BSc,Engineering Tech,Open University of Sri Lanka,1985,Merit
5248,MSc,Hospitality National,Open University of Sri Lanka,2000,
5249,Higher Diploma,Accounting Premier,Open University of Sri Lanka,2005,Pass
5259,MSc,Nursing International,University of Moratuwa,2002,Second Upper
5259,MSc,Accounting Elite,University of Ruhuna,1997,Merit
5259,BA,Accounting Global,Eastern University,2001,First Class
5261,MSc,Nursing International,University of Ruhuna,1981,Second Upper
5264,BSc,Nursing Global,Eastern University,2005,Second Lower
5270,BSc,Accounting National,Eastern University,2024,
5280,Diploma,Accounting Advanced,Eastern University,2003,
5288,Diploma,Accounting Global,SLIIT,2007,Pass
5291,Higher Diploma,Hospitality National,SLIIT,2006,Second Upper
5293,BSc,Hospitality Global,University of Colombo,1988,First Class
5293,MSc,Nursing Elite,University of Ruhuna,1998,First Class
5294,Diploma,Engineering Premier,SLIIT,2024,Merit
5298,Higher Diploma,Accounting National,Open University of Sri Lanka,1992,
5298,BSc,Business Advanced,University of Sri Jayewardenepura,1995,First Class
5308,BA,Hospitality Advanced,Eastern University,2003,First Class
5316,BSc,Hospitality International,Eastern University,2021,Pass
5316,BA,Hospitality Tech,SLIIT,2014,Merit
5316,Higher Diploma,Accounting Advanced,NSBM Green University,2011,Second Upper
5325,Higher Diploma,Nursing Premier,NSBM Green University,2000,
5330,BA,Accounting International,University of Ruhuna,2020,Pass
5331,Higher Diploma,Engineering Elite,Open University of Sri Lanka,2000,Second Lower
5332,BSc,Computer Science Premier,Eastern University,2007,First Class
5332,BA,Accounting Advanced,University of Moratuwa,2020,Second Upper
5332,BA,Engineering National,SLIIT,2024,Pass
5346,BA,Nursing Advanced,Open University of Sri Lanka,1994,Second Upper
5353,Diploma,Accounting Tech,Open University of Sri Lanka,2011,Second Upper
5361,MSc,Business Elite,Open University of Sri Lanka,2010,First Class
5374,Higher Diploma,Computer Science Advanced,University of Ruhuna,2012,Merit
5374,BA,Hospitality International,University of Sri Jayewardenepura,2001,Merit
5376,MSc,Business Premier,Open University of Sri Lanka,1990,
5377,Higher Diploma,Hospitality Premier,University of Peradeniya,1999,Merit
5377,BA,Business Premier,Open University of Sri Lanka,1986,First Class
5377,MSc,Accounting Elite,NSBM Green University,2013,Second Upper
5378,MSc,Business Global,Open University of Sri Lanka,1984,First Class
5380,Higher Diploma,Accounting Elite,Open University of Sri Lanka,2015,First Class
5387,BA,Nursing Global,SLIIT,2006,Merit
5396,Higher Diploma,Business Advanced,SLIIT,2025,
5397,Diploma,Hospitality International,University of Moratuwa,2013,Second Lower
5406,BA,Computer Science Elite,University of Ruhuna,1980,Second Upper
5409,BA,Computer Science National,Open University of Sri Lanka,1991,Second Lower
5409,Higher Diploma,Engineering International,University of Sri Jayewardenepura,2012,Second Upper
5419,BSc,Business Global,University of Colombo,2000,Pass
5430,BA,Business Global,University of Colombo,2001,First Class
5430,Diploma,Nursing Advanced,University of Ruhuna,1985,Merit
5432,Higher Diploma,Engineering Elite,NSBM Green University,1981,Second Lower
5439,BA,Nursing Elite,University of Peradeniya,2004,First Class
5443,BA,Nursing Elite,University of Colombo,1982,Merit
5448,MSc,Accounting Tech,Eastern University,2022,Pass
5456,BA,Accounting Advanced,University of Colombo,1982,Second Lower
5466,BA,Engineering Global,University of Colombo,1981,Second Upper
5472,Diploma,Nursing Premier,University of Moratuwa,1991,Merit
5485,BSc,Accounting Global,University of Colombo,2002,Second Upper
5489,Diploma,Business Advanced,University of Kelaniya,1996,Pass
5495,MSc,Engineering Global,University of Ruhuna,2013,Pass
5499,Diploma,Accounting International,University of Kelaniya,2008,Merit
5499,MSc,Engineering International,University of Colombo,2014,
5502,Diploma,Business Advanced,SLIIT,2010,Second Upper
5502,BA,Accounting International,Open University of Sri Lanka,2007,Second Lower
5506,BA,Engineering Global,Open University of Sri Lanka,1996,Pass
5508,MSc,Computer Science National,NSBM Green University,1987,First Class
5516,BSc,Nursing Tech,University of Peradeniya,2024,Pass
5522,MSc,Computer Science International,NSBM Green University,2010,Second Lower
5553,BA,Computer Science National,University of Ruhuna,1986,Second Upper
5569,Higher Diploma,Business National,University of Colombo,2024,Pass
5575,BSc,Business Tech,University of Sri Jayewardenepura,1996,Pass
5579,MSc,Nursing Elite,NSBM Green University,1994,Merit
5586,MSc,Computer Science Elite,University of Peradeniya,2004,
5587,BA,Hospitality International,University of Ruhuna,1989,Second Lower
5598,BA,Accounting National,University of Colombo,1992,Pass
5598,Higher Diploma,Business International,SLIIT,2015,Second Upper
5604,Diploma,Accounting Global,University of Sri Jayewardenepura,2014,First Class
5606,BSc,Business Premier,University of Sri Jayewardenepura,2014,
5613,BA,Engineering Elite,University of Kelaniya,1991,
5614,MSc,Engineering Elite,SLIIT,1996,Pass
5614,Diploma,Nursing Advanced,NSBM Green University,1984,
5614,Higher Diploma,Nursing Global,University of Sri Jayewardenepura,2001,Second Lower
5615,Diploma,Business Tech,SLIIT,2016,First Class
5615,Higher Diploma,Business Elite,Open University of Sri Lanka,2020,Merit
5624,Diploma,Business Elite,Open University of Sri Lanka,2021,Pass
5628,MSc,Computer Science Premier,University of Ruhuna,2024,Second Lower
5629,Diploma,Engineering International,University of Colombo,2006,Second Lower
5629,BSc,Business Premier,University of Peradeniya,1994,Second Upper
5630,BA,Nursing Advanced,University of Sri Jayewardenepura,2010,
5633,MSc,Computer Science Premier,Eastern University,1987,Merit
5633,Diploma,Business Advanced,Eastern University,2022,Merit
5643,MSc,Business Global,SLIIT,2012,Second Upper
5650,MSc,Accounting Global,NSBM Green University,2000,Merit
5665,BSc,Nursing International,Eastern University,2018,
5670,MSc,Business Tech,NSBM Green University,2024,Second Lower
5680,BSc,Engineering Premier,University of Moratuwa,1998,Second Lower
5687,Diploma,Hospitality International,University of Colombo,1980,Merit
5694,Higher Diploma,Nursing National,University of Kelaniya,2017,Pass
5694,MSc,Business Global,Open University of Sri Lanka,2007,First Class
5694,MSc,Business Advanced,University of Colombo,2012,First Class
5696,BA,Engineering International,University of Sri Jayewardenepura,1983,First Class
5696,BA,Computer Science Global,University of Kelaniya,2011,Second Upper
5705,MSc,Computer Science Tech,Open University of Sri Lanka,2004,Merit
5715,BSc,Engineering Premier,University of Colombo,1997,Merit
5715,Diploma,Engineering National,University of Sri Jayewardenepura,1996,First Class
5717,BSc,Nursing Advanced,University of Peradeniya,2005,Merit
5728,Higher Diploma,Computer Science Advanced,University of Peradeniya,1994,Pass
5735,Higher Diploma,Computer Science Tech,NSBM Green University,2018,
5736,MSc,Business Advanced,NSBM Green University,2001,Merit
5742,MSc,Accounting Elite,University of Kelaniya,1985,Merit
5750,MSc,Business Elite,SLIIT,2013,
5751,Higher Diploma,Hospitality Advanced,University of Colombo,1985,Pass
5753,MSc,Hospitality Advanced,Eastern University,2001,Merit
5758,BA,Nursing Elite,Eastern University,1989,Pass
5762,BA,Nursing Global,NSBM Green University,2003,Second Upper
5776,MSc,Computer Science Elite,Open University of Sri Lanka,2008,Second Upper
5782,BSc,Engineering Global,University of Peradeniya,1991,Second Lower
5782,MSc,Accounting Global,University of Ruhuna,2004,First Class
5784,BA,Business Advanced,University of Kelaniya,2003,Second Upper
5788,Diploma,Accounting Advanced,University of Moratuwa,2005,First Class
5801,BA,Nursing Advanced,University of Sri Jayewardenepura,2019,Merit
5802,MSc,Accounting International,University of Colombo,2013,Pass
5842,Higher Diploma,Hospitality Premier,NSBM Green University,1990,
5851,BA,Nursing Tech,University of Ruhuna,2011,Second Lower
5854,BA,Accounting Elite,NSBM Green University,2015,Merit
5856,BSc,Engineering National,University of Ruhuna,2022,Merit
5856,BSc,Engineering Tech,SLIIT,1992,Merit
5865,Higher Diploma,Computer Science Advanced,University of Peradeniya,2011,Second Lower
5866,Higher Diploma,Accounting Global,Eastern University,2000,First Class
5876,MSc,Business International,University of Sri Jayewardenepura,2014,Pass
5878,BSc,Computer Science Premier,University of Colombo,1988,First Class
5879,Diploma,Hospitality International,University of Moratuwa,1997,
5883,Diploma,Hospitality National,University of Kelaniya,1980,Second Upper
5883,BSc,Hospitality Elite,Eastern University,1980,Pass
5885,BA,Hospitality Global,University of Peradeniya,1993,Pass
5890,Diploma,Hospitality Premier,University of Ruhuna,2008,First Class
5899,BA,Nursing International,Eastern University,2015,
5902,MSc,Computer Science Advanced,SLIIT,1993,First Class
5908,Diploma,Computer Science Tech,University of Sri Jayewardenepura,2022,Merit
5931,Higher Diploma,Engineering Global,Open University of Sri Lanka,1991,Pass
5936,MSc,Computer Science Advanced,University of Peradeniya,1984,First Class
5943,BSc,Engineering Elite,SLIIT,2008,First Class
5943,Higher Diploma,Engineering Premier,University of Ruhuna,2012,Pass
5947,MSc,Accounting National,University of Sri Jayewardenepura,2004,Second Upper
5948,BSc,Engineering National,University of Moratuwa,2020,
5961,Diploma,Business International,University of Colombo,2021,Second Lower
5961,BSc,Computer Science Advanced,Open University of Sri Lanka,2011,Merit
5962,Diploma,Hospitality Premier,University of Ruhuna,2007,First Class
5962,BSc,Hospitality National,University of Ruhuna,1995,
5962,BA,Hospitality Premier,University of Sri Jayewardenepura,1996,Pass
5964,BSc,Accounting Premier,University of Ruhuna,2018,Second Upper
5970,BA,Business Advanced,SLIIT,2021,Pass
5974,Higher Diploma,Hospitality Premier,University of Colombo,2009,Merit
5974,BA,Accounting Advanced,University of Peradeniya,1990,Second Upper
5980,BSc,Computer Science Premier,Eastern University,2000,First Class
5982,MSc,Business Elite,University of Kelaniya,2003,First Class
5984,Diploma,Nursing Premier,University of Peradeniya,1996,Pass
5985,BSc,Computer Science Global,University of Moratuwa,1994,Merit
5991,Higher Diploma,Business International,University of Peradeniya,1992,Second Upper
5991,Diploma,Hospitality Premier,University of Moratuwa,1981,First Class
6000,MSc,Business Advanced,University of Ruhuna,2000,Second Lower
6014,Higher Diploma,Engineering International,University of Moratuwa,2004,Merit
6015,Diploma,Accounting Premier,NSBM Green University,2004,Second Upper
6019,MSc,Hospitality Tech,SLIIT,2016,First Class
6021,MSc,Hospitality Advanced,University of Sri Jayewardenepura,2025,Pass
6026,MSc,Engineering Advanced,NSBM Green University,1991,Second Lower
6031,MSc,Nursing Elite,SLIIT,2003,Second Upper
6034,MSc,Nursing Global,University of Peradeniya,2008,
6034,BA,Accounting National,University of Colombo,2005,Second Upper
6039,BSc,Business International,University of Peradeniya,2004,First Class
6060,MSc,Engineering National,University of Moratuwa,1993,Pass
6074,BSc,Nursing Premier,SLIIT,1988,First Class
6075,MSc,Computer Science International,University of Sri Jayewardenepura,2019,Merit
6078,BSc,Accounting International,University of Colombo,2000,Pass
6090,BSc,Computer Science Advanced,SLIIT,1998,First Class
6092,MSc,Engineering Premier,Eastern University,1981,
6103,BSc,Computer Science Premier,Eastern University,1991,First Class
6103,BA,Engineering Elite,University of Kelaniya,2011,Merit
6107,BSc,Engineering National,SLIIT,2013,Second Lower
6115,MSc,Hospitality Global,University of Peradeniya,1994,Second Upper
6115,Higher Diploma,Accounting Elite,University of Sri Jayewardenepura,1992,Merit
6115,Higher Diploma,Business Tech,Eastern University,1980,Pass
6118,BA,Nursing Premier,University of Colombo,2005,
6118,BA,Nursing Elite,Eastern University,1982,Pass
6123,Higher Diploma,Nursing International,University of Colombo,1990,Second Lower
6123,Higher Diploma,Nursing Global,Eastern University,1997,Second Upper
6128,Higher Diploma,Computer Science National,University of Ruhuna,1990,Merit
6132,Diploma,Accounting Advanced,University of Sri Jayewardenepura,1995,First Class
6132,BA,Hospitality International,University of Peradeniya,1988,Second Upper
6134,MSc,Nursing Global,University of Peradeniya,1982,Merit
6134,Higher Diploma,Business Advanced,University of Kelaniya,2021,Second Upper
6144,MSc,Computer Science Global,University of Sri Jayewardenepura,1982,Pass
6144,BA,Hospitality International,University of Sri Jayewardenepura,1998,
6144,MSc,Nursing Premier,University of Colombo,1986,Second Upper
6148,BA,Computer Science Premier,SLIIT,2015,Second Lower
6152,Diploma,Computer Science Tech,University of Moratuwa,1987,Second Lower
6155,Diploma,Hospitality Premier,University of Moratuwa,2000,First Class
6155,BSc,Accounting National,University of Colombo,1992,
6155,BA,Hospitality Advanced,SLIIT,2021,First Class
6165,BSc,Business International,University of Moratuwa,1987,First Class
6167,Diploma,Business International,Eastern University,1993,Second Lower
6177,Higher Diploma,Computer Science Elite,University of Moratuwa,1985,Second Upper
6180,Diploma,Business Elite,University of Sri Jayewardenepura,2015,Pass
6180,Diploma,Business Advanced,Open University of Sri Lanka,1987,First Class
6188,Diploma,Computer Science Global,University of Sri Jayewardenepura,1997,First Class
6197,BA,Accounting Tech,University of Moratuwa,2025,Second Upper
6202,BA,Business International,University of Peradeniya,2024,First Class
6205,Higher Diploma,Engineering International,University of Kelaniya,1992,Second Upper
6205,MSc,Computer Science Global,University of Ruhuna,2008,Second Lower
6210,Higher Diploma,Nursing National,University of Moratuwa,2007,Second Lower
6210,BSc,Accounting Global,Eastern University,2014,Pass
6210,MSc,Nursing Global,University of Ruhuna,1995,First Class
6212,Diploma,Engineering Elite,Eastern University,2021,Second Upper
6228,BSc,Nursing Elite,Eastern University,1995,
6228,BSc,Computer Science Tech,SLIIT,1989,Merit
6228,MSc,Engineering Premier,University of Sri Jayewardenepura,2015,
6237,Diploma,Nursing Premier,University of Ruhuna,2003,First Class
6238,MSc,Hospitality Advanced,University of Colombo,2015,
6238,BA,Business International,Eastern University,1983,Second Upper
6244,BA,Business National,University of Peradeniya,2001,First Class
6245,MSc,Engineering International,NSBM Green University,2008,First Class
6247,Higher Diploma,Nursing Premier,University of Moratuwa,1982,
6249,BA,Hospitality Advanced,University of Ruhuna,2014,First Class
6260,BA,Engineering Tech,Open University of Sri Lanka,1990,Pass
6265,Higher Diploma,Engineering Elite,NSBM Green University,2017,First Class
6266,Diploma,Business Elite,Eastern University,2008,Pass
6269,BSc,Accounting Tech,University of Ruhuna,2022,Pass
6269,BSc,Accounting International,SLIIT,2009,Second Lower
6272,BA,Computer Science Tech,Eastern University,2020,Merit
6293,Higher Diploma,Nursing Premier,University of Peradeniya,2016,First Class
6313,MSc,Business Premier,University of Peradeniya,2016,
6322,BA,Hospitality National,SLIIT,1983,Merit
6335,BSc,Business Tech,University of Ruhuna,2004,Second Lower
6338,BA,Business National,SLIIT,1985,First Class
6339,Diploma,Nursing Tech,University of Peradeniya,1995,
6340,MSc,Nursing Global,SLIIT,2021,
6348,BA,Accounting Global,University of Ruhuna,2020,Merit
6350,BA,Nursing Premier,University of Colombo,2011,Pass
6354,BSc,Computer Science National,Open University of Sri Lanka,2021,
6357,BA,Computer Science Advanced,Open University of Sri Lanka,1984,Pass
6361,Higher Diploma,Nursing Premier,NSBM Green University,2014,Second Lower
6361,BA,Accounting Tech,University of Kelaniya,1992,Second Upper
6363,MSc,Computer Science Tech,Eastern University,2022,Pass
6368,BA,Accounting International,University of Ruhuna,1987,Second Upper
6389,BA,Nursing Global,SLIIT,1981,Second Upper
6401,MSc,Accounting Elite,NSBM Green University,1995,Second Lower
6408,BSc,Engineering Elite,SLIIT,1988,Pass
6421,BA,Accounting International,Eastern University,2001,Second Lower
6422,BA,Hospitality International,SLIIT,1997,First Class
6427,MSc,Engineering International,University of Sri Jayewardenepura,2003,Second Upper
6440,BA,Nursing Advanced,University of Sri Jayewardenepura,2022,Second Upper
6448,Higher Diploma,Nursing National,University of Moratuwa,2005,Second Lower
6453,Higher Diploma,Computer Science International,NSBM Green University,1991,First Class
6459,Diploma,Engineering Tech,University of Moratuwa,1996,First Class
6460,MSc,Accounting Elite,University of Ruhuna,2011,Pass
6468,BA,Engineering Premier,NSBM Green University,1992,First Class
6468,BSc,Nursing Elite,University of Colombo,2023,Second Lower
6470,Diploma,Computer Science International,Eastern University,2016,Second Lower
6475,BA,Computer Science Advanced,University of Peradeniya,1981,Merit
6475,BSc,Nursing Elite,University of Sri Jayewardenepura,2018,First Class
6475,BA,Business Advanced,Open University of Sri Lanka,2000,First Class
6476,Diploma,Accounting Elite,Open University of Sri Lanka,2009,
6480,Higher Diploma,Hospitality Elite,Open University of Sri Lanka,2018,Merit
6480,Diploma,Hospitality Advanced,Eastern University,1981,Second Lower
6495,BSc,Engineering Global,University of Peradeniya,2020,
6495,BA,Hospitality Advanced,Eastern University,2019,
6499,MSc,Nursing Premier,University of Colombo,2010,Second Upper
6500,Diploma,Business Advanced,Eastern University,1988,Merit
6519,BSc,Business National,University of Kelaniya,1985,Pass
6526,BSc,Computer Science Premier,University of Sri Jayewardenepura,1985,Second Upper
6532,MSc,Accounting Premier,NSBM Green University,1986,Pass
6541,Diploma,Nursing Global,University of Peradeniya,2005,
6549,BA,Hospitality Elite,University of Kelaniya,2012,Second Lower
6557,MSc,Computer Science Premier,University of Colombo,2012,
6558,BSc,Nursing Tech,University of Kelaniya,1983,Second Upper
6565,Higher Diploma,Hospitality Premier,University of Kelaniya,2020,Merit
6569,BA,Engineering Tech,University of Sri Jayewardenepura,1989,Second Upper
6572,Higher Diploma,Accounting Tech,University of Colombo,2003,Second Lower
6576,BA,Hospitality Tech,University of Moratuwa,1983,Second Upper
6584,BA,Computer Science Global,Open University of Sri Lanka,1986,Second Upper
6589,MSc,Business Advanced,University of Colombo,1981,First Class
6591,BA,Business Advanced,University of Ruhuna,2016,Second Lower
6594,Diploma,Accounting Advanced,University of Colombo,1988,Second Upper
6602,Diploma,Computer Science International,University of Peradeniya,1980,First Class
6614,Diploma,Computer Science International,Open University of Sri Lanka,2002,Pass
6626,BA,Hospitality National,SLIIT,1994,Second Upper
6632,MSc,Accounting International,University of Sri Jayewardenepura,1981,First Class
6638,Higher Diploma,Engineering Premier,Open University of Sri Lanka,1993,
6641,BSc,Engineering Premier,Open University of Sri Lanka,2012,Merit
6648,BSc,Business National,University of Colombo,2002,
6651,BSc,Nursing Elite,University of Colombo,1990,Second Upper
6651,Diploma,Hospitality Tech,SLIIT,1986,Pass
6665,BA,Computer Science Premier,University of Ruhuna,1997,
6673,MSc,Engineering National,University of Ruhuna,1992,
6686,BSc,Accounting National,University of Sri Jayewardenepura,1993,
6691,BSc,Nursing Advanced,SLIIT,1991,Pass
