ContractID,ApplicationID,JobID,PersonalID,ContractNumber,ContractStartDate,ContractEndDate,RenewalEligible,ContractStatus,SignedDate,Remarks
4033,13543,3323,4592,C0004033,2026-06-13,2026-09-27,1,Active,2026-06-13,Fixed-Term
4034,13548,658,4594,C0004034,2025-12-14,2027-07-29,0,Active,2025-12-14,SLBFE Standard Contract
4035,13549,4165,4594,C0004035,2025-02-23,2026-02-24,0,Active,2025-02-23,Travel Allowance
4036,13551,2943,4594,C0004036,2026-03-25,2026-10-10,1,Active,2026-03-25,Fixed-Term
4037,13552,3961,4594,C0004037,2026-06-17,2026-09-20,1,Active,2026-06-17,Housing Provided
4038,13556,4612,4595,C0004038,2025-04-20,2026-06-01,0,Active,2025-04-20,Travel Allowance
4039,13559,350,4596,C0004039,2026-01-04,2026-03-15,0,Active,2026-01-04,SLBFE Standard Contract
4040,13560,130,4596,C0004040,2026-02-25,2027-06-15,1,Active,2026-02-25,Housing Provided
4041,13567,1469,4598,C0004041,2024-09-16,2026-02-10,1,Active,2024-09-16,SLBFE Standard Contract
4042,13570,1918,4599,C0004042,2026-07-18,2026-10-14,0,Active,2026-07-18,SLBFE Standard Contract
4043,13571,2237,4601,C0004043,2024-09-19,2026-04-11,0,Active,2024-09-19,Fixed-Term
4044,13573,1119,4602,C0004044,2024-05-25,2025-04-04,1,Active,2024-05-25,Fixed-Term
4045,13574,608,4602,C0004045,2026-08-06,2027-04-29,0,Active,2026-08-06,Travel Allowance
4046,13576,740,4603,C0004046,2025-05-24,2026-07-09,1,Active,2025-05-24,SLBFE Standard Contract
4047,13581,2129,4605,C0004047,2025-01-30,2026-03-27,1,Active,2025-01-30,Housing Provided
4048,13585,2181,4605,C0004048,2026-01-09,2026-02-20,1,Active,2026-01-09,Fixed-Term
4049,13588,1684,4606,C0004049,2025-04-09,2027-04-15,1,Active,2025-04-09,Travel Allowance
4050,13590,1357,4608,C0004050,2026-04-18,2026-10-09,1,Active,2026-04-18,Fixed-Term
4051,13593,4854,4609,C0004051,2026-05-16,2027-03-14,0,Active,2026-05-16,Fixed-Term
4052,13594,2258,4609,C0004052,2025-05-07,2025-08-30,1,Active,2025-05-07,Housing Provided
4053,13598,520,4610,C0004053,2025-02-11,2027-02-19,1,Active,2025-02-11,SLBFE Standard Contract
4054,13600,4013,4610,C0004054,2025-09-21,2026-06-03,1,Active,2025-09-21,Travel Allowance
4055,13613,1169,4615,C0004055,2025-05-15,2026-05-02,1,Active,2025-05-15,SLBFE Standard Contract
4056,13614,1781,4616,C0004056,2024-02-10,2024-11-10,0,Active,2024-02-10,SLBFE Standard Contract
4057,13615,2738,4616,C0004057,2026-06-24,2026-09-27,1,Active,2026-06-24,Travel Allowance
4058,13616,152,4616,C0004058,2025-07-03,2027-06-11,0,Active,2025-07-03,SLBFE Standard Contract
4059,13621,1123,4617,C0004059,2023-12-27,2026-06-26,1,Active,2023-12-27,Housing Provided
4060,13623,745,4617,C0004060,2025-06-04,2026-06-21,1,Active,2025-06-04,Fixed-Term
4061,13624,991,4617,C0004061,2025-01-31,2026-03-26,1,Active,2025-01-31,Travel Allowance
4062,13625,1216,4618,C0004062,2025-01-16,2025-02-28,0,Active,2025-01-16,Fixed-Term
4063,13630,19,4619,C0004063,2024-06-25,2026-06-05,0,Active,2024-06-25,Travel Allowance
4064,13632,4137,4621,C0004064,2025-07-10,2025-12-14,1,Active,2025-07-10,Housing Provided
4065,13636,4684,4621,C0004065,2025-07-13,2025-09-19,1,Active,2025-07-13,Housing Provided
4066,13637,1418,4621,C0004066,2025-08-15,2026-05-02,0,Active,2025-08-15,Travel Allowance
4067,13638,425,4622,C0004067,2025-08-25,2026-01-15,0,Active,2025-08-25,Fixed-Term
4068,13642,2021,4623,C0004068,2026-04-24,2026-08-03,1,Active,2026-04-24,Housing Provided
4069,13644,4342,4623,C0004069,2026-02-16,2026-06-16,1,Active,2026-02-16,Fixed-Term
4070,13651,130,4624,C0004070,2025-12-26,2026-05-28,0,Active,2025-12-26,Travel Allowance
4071,13656,2068,4626,C0004071,2025-05-25,2026-11-25,1,Active,2025-05-25,Fixed-Term
4072,13657,5000,4626,C0004072,2025-10-23,2026-12-14,1,Active,2025-10-23,Travel Allowance
4073,13661,3769,4626,C0004073,2025-01-18,2027-06-19,0,Active,2025-01-18,Housing Provided
4074,13663,3013,4628,C0004074,2025-11-14,2025-11-23,0,Active,2025-11-14,Travel Allowance
4075,13664,543,4628,C0004075,2026-01-06,2027-02-07,1,Active,2026-01-06,Fixed-Term
4076,13667,2279,4628,C0004076,2025-09-01,2026-07-15,1,Active,2025-09-01,SLBFE Standard Contract
4077,13668,2677,4628,C0004077,2024-11-06,2027-05-10,0,Active,2024-11-06,SLBFE Standard Contract
4078,13671,816,4629,C0004078,2025-11-04,2027-01-23,0,Active,2025-11-04,Housing Provided
4079,13672,2498,4630,C0004079,2025-09-04,2026-01-17,0,Active,2025-09-04,SLBFE Standard Contract
4080,13676,4119,4631,C0004080,2026-01-05,2027-05-14,1,Active,2026-01-05,SLBFE Standard Contract
4081,13683,1548,4633,C0004081,2025-08-03,2026-10-13,0,Active,2025-08-03,Housing Provided
4082,13696,1420,4636,C0004082,2025-10-02,2025-12-09,1,Active,2025-10-02,Housing Provided
4083,13698,1761,4637,C0004083,2024-12-12,2025-08-10,0,Active,2024-12-12,SLBFE Standard Contract
4084,13699,1216,4637,C0004084,2026-04-06,2027-05-30,0,Active,2026-04-06,Fixed-Term
4085,13704,1639,4639,C0004085,2025-11-14,2026-06-22,1,Active,2025-11-14,Housing Provided
4086,13705,3309,4639,C0004086,2026-03-12,2026-11-11,1,Active,2026-03-12,Travel Allowance
4087,13706,654,4640,C0004087,2025-12-26,2027-07-06,0,Active,2025-12-26,Travel Allowance
4088,13712,2208,4641,C0004088,2025-05-08,2027-06-25,0,Active,2025-05-08,Housing Provided
4089,13721,2980,4645,C0004089,2024-12-28,2025-10-30,0,Active,2024-12-28,Housing Provided
4090,13723,1561,4646,C0004090,2025-11-20,2026-04-09,0,Active,2025-11-20,SLBFE Standard Contract
4091,13725,1925,4648,C0004091,2025-10-14,2025-11-21,0,Active,2025-10-14,Fixed-Term
4092,13730,899,4650,C0004092,2026-07-28,2026-09-25,1,Active,2026-07-28,SLBFE Standard Contract
4093,13731,1511,4650,C0004093,2024-01-19,2026-02-25,0,Active,2024-01-19,Fixed-Term
4094,13732,533,4650,C0004094,2026-02-14,2026-05-20,0,Active,2026-02-14,Housing Provided
4095,13733,1544,4650,C0004095,2026-08-05,2027-04-30,0,Active,2026-08-05,Housing Provided
4096,13734,2959,4651,C0004096,2025-08-01,2026-02-21,0,Active,2025-08-01,Travel Allowance
4097,13743,3964,4653,C0004097,2025-09-04,2026-03-12,0,Active,2025-09-04,Fixed-Term
4098,13753,2462,4657,C0004098,2025-10-31,2026-01-02,0,Active,2025-10-31,SLBFE Standard Contract
4099,13755,2352,4657,C0004099,2024-11-15,2025-09-03,0,Active,2024-11-15,Housing Provided
4100,13756,4937,4658,C0004100,2025-09-04,2026-03-19,0,Active,2025-09-04,Housing Provided
4101,13759,2039,4658,C0004101,2025-01-21,2026-03-22,0,Active,2025-01-21,SLBFE Standard Contract
4102,13763,2498,4660,C0004102,2026-01-28,2027-06-16,1,Active,2026-01-28,SLBFE Standard Contract
4103,13774,74,4662,C0004103,2025-06-01,2027-03-21,1,Active,2025-06-01,Housing Provided
4104,13776,1076,4663,C0004104,2024-07-30,2025-05-17,0,Active,2024-07-30,Fixed-Term
4105,13780,1985,4664,C0004105,2025-11-29,2027-01-07,0,Active,2025-11-29,SLBFE Standard Contract
4106,13783,3633,4664,C0004106,2025-03-15,2026-06-05,1,Active,2025-03-15,SLBFE Standard Contract
4107,13793,2267,4666,C0004107,2025-09-30,2026-10-27,1,Active,2025-09-30,SLBFE Standard Contract
4108,13795,1223,4667,C0004108,2026-06-01,2027-05-21,1,Active,2026-06-01,Housing Provided
4109,13803,3467,4669,C0004109,2025-08-14,2026-09-02,0,Active,2025-08-14,Housing Provided
4110,13804,2184,4669,C0004110,2025-06-14,2026-11-12,1,Active,2025-06-14,Fixed-Term
4111,13805,1061,4669,C0004111,2024-10-27,2026-01-19,1,Active,2024-10-27,Travel Allowance
4112,13808,1858,4669,C0004112,2026-01-11,2026-04-12,1,Active,2026-01-11,Housing Provided
4113,13810,4841,4670,C0004113,2024-08-29,2026-02-23,1,Active,2024-08-29,Fixed-Term
4114,13811,4385,4670,C0004114,2025-07-13,2026-09-19,1,Active,2025-07-13,Housing Provided
4115,13814,26,4672,C0004115,2026-05-29,2026-06-09,1,Active,2026-05-29,Travel Allowance
4116,13815,1793,4673,C0004116,2025-08-15,2026-02-19,1,Active,2025-08-15,Travel Allowance
4117,13817,4125,4674,C0004117,2024-12-07,2027-07-28,1,Active,2024-12-07,Travel Allowance
4118,13819,313,4675,C0004118,2026-06-17,2027-05-09,0,Active,2026-06-17,Housing Provided
4119,13823,521,4675,C0004119,2024-06-11,2027-05-26,1,Active,2024-06-11,Travel Allowance
4120,13826,1830,4677,C0004120,2025-10-09,2027-06-25,0,Active,2025-10-09,Housing Provided
4121,13828,872,4678,C0004121,2024-11-27,2025-03-08,1,Active,2024-11-27,Travel Allowance
4122,13829,388,4678,C0004122,2026-05-27,2027-01-10,1,Active,2026-05-27,SLBFE Standard Contract
4123,13830,1280,4679,C0004123,2025-05-30,2026-01-01,1,Active,2025-05-30,Travel Allowance
4124,13835,3202,4684,C0004124,2024-12-03,2026-08-24,1,Active,2024-12-03,Housing Provided
4125,13843,2940,4687,C0004125,2025-02-12,2026-05-15,0,Active,2025-02-12,SLBFE Standard Contract
4126,13845,4640,4687,C0004126,2025-11-09,2026-02-12,1,Active,2025-11-09,Housing Provided
4127,13850,2171,4688,C0004127,2024-01-10,2024-10-10,1,Active,2024-01-10,Travel Allowance
4128,13851,1853,4688,C0004128,2025-10-07,2027-02-11,1,Active,2025-10-07,SLBFE Standard Contract
4129,13858,873,4690,C0004129,2025-12-20,2027-05-17,1,Active,2025-12-20,Fixed-Term
4130,13860,439,4691,C0004130,2026-04-03,2027-04-26,0,Active,2026-04-03,Travel Allowance
4131,13867,1749,4693,C0004131,2025-12-30,2026-08-10,0,Active,2025-12-30,Travel Allowance
4132,13868,1641,4693,C0004132,2024-11-08,2025-06-09,0,Active,2024-11-08,SLBFE Standard Contract
4133,13870,2406,4695,C0004133,2026-04-06,2027-04-18,0,Active,2026-04-06,SLBFE Standard Contract
4134,13877,4193,4696,C0004134,2025-03-04,2026-09-20,1,Active,2025-03-04,Housing Provided
4135,13878,3665,4697,C0004135,2025-04-01,2025-06-12,0,Active,2025-04-01,Travel Allowance
4136,13881,683,4698,C0004136,2025-02-04,2027-01-25,0,Active,2025-02-04,Travel Allowance
4137,13882,2153,4698,C0004137,2025-05-14,2025-08-31,0,Active,2025-05-14,Travel Allowance
4138,13883,2627,4698,C0004138,2026-03-24,2027-05-25,1,Active,2026-03-24,Housing Provided
4139,13884,354,4698,C0004139,2024-10-20,2027-04-15,0,Active,2024-10-20,Housing Provided
4140,13887,4707,4701,C0004140,2024-03-30,2025-01-11,1,Active,2024-03-30,Fixed-Term
4141,13888,1042,4702,C0004141,2026-04-18,2026-05-07,1,Active,2026-04-18,SLBFE Standard Contract
4142,13891,839,4702,C0004142,2026-02-24,2026-10-14,0,Active,2026-02-24,SLBFE Standard Contract
4143,13892,3792,4702,C0004143,2026-07-26,2027-05-08,0,Active,2026-07-26,Housing Provided
4144,13901,378,4706,C0004144,2024-12-04,2025-12-26,0,Active,2024-12-04,Travel Allowance
4145,13902,1163,4706,C0004145,2025-07-16,2026-11-14,1,Active,2025-07-16,Fixed-Term
4146,13905,2592,4707,C0004146,2025-07-06,2027-04-06,1,Active,2025-07-06,Travel Allowance
4147,13909,63,4709,C0004147,2025-08-17,2027-06-25,0,Active,2025-08-17,Travel Allowance
4148,13922,3776,4714,C0004148,2026-08-09,2026-10-19,1,Active,2026-08-09,Housing Provided
4149,13923,1845,4715,C0004149,2026-08-19,2026-12-12,0,Active,2026-08-19,Fixed-Term
4150,13924,2261,4715,C0004150,2025-07-06,2025-10-14,1,Active,2025-07-06,Travel Allowance
4151,13925,1918,4715,C0004151,2025-06-14,2026-11-22,1,Active,2025-06-14,SLBFE Standard Contract
4152,13926,1364,4716,C0004152,2026-02-27,2026-04-15,1,Active,2026-02-27,Fixed-Term
4153,13928,4166,4716,C0004153,2025-06-08,2026-01-24,1,Active,2025-06-08,Fixed-Term
4154,13929,266,4716,C0004154,2025-12-25,2026-09-26,1,Active,2025-12-25,Fixed-Term
4155,13930,789,4716,C0004155,2025-02-17,2025-06-28,1,Active,2025-02-17,SLBFE Standard Contract
4156,13934,4923,4717,C0004156,2025-05-23,2026-01-07,0,Active,2025-05-23,Housing Provided
4157,13935,4288,4718,C0004157,2026-06-06,2027-06-20,1,Active,2026-06-06,Housing Provided
4158,13943,369,4721,C0004158,2026-04-11,2026-06-29,0,Active,2026-04-11,Housing Provided
4159,13944,730,4722,C0004159,2024-10-03,2026-04-04,0,Active,2024-10-03,Fixed-Term
4160,13946,2273,4723,C0004160,2025-12-25,2027-04-04,1,Active,2025-12-25,Fixed-Term
4161,13950,2106,4723,C0004161,2025-04-10,2025-05-24,1,Active,2025-04-10,Fixed-Term
4162,13951,3316,4724,C0004162,2025-07-21,2026-08-09,0,Active,2025-07-21,Housing Provided
4163,13959,1716,4725,C0004163,2026-05-27,2027-06-17,0,Active,2026-05-27,Fixed-Term
4164,13960,2286,4726,C0004164,2024-04-23,2025-05-11,1,Active,2024-04-23,SLBFE Standard Contract
4165,13961,498,4726,C0004165,2024-10-09,2027-05-27,0,Active,2024-10-09,Travel Allowance
4166,13963,3428,4727,C0004166,2025-11-25,2026-04-29,1,Active,2025-11-25,Travel Allowance
4167,13966,4220,4727,C0004167,2025-04-13,2026-12-30,1,Active,2025-04-13,Housing Provided
4168,13969,258,4728,C0004168,2026-02-22,2027-01-20,0,Active,2026-02-22,Housing Provided
4169,13970,3337,4728,C0004169,2026-02-21,2026-08-04,0,Active,2026-02-21,Fixed-Term
4170,13974,2293,4730,C0004170,2026-05-25,2027-02-19,1,Active,2026-05-25,Housing Provided
4171,13975,1280,4730,C0004171,2025-10-17,2026-05-14,0,Active,2025-10-17,Housing Provided
4172,13979,346,4732,C0004172,2026-07-18,2026-12-11,0,Active,2026-07-18,SLBFE Standard Contract
4173,13982,226,4732,C0004173,2024-11-17,2025-07-19,0,Active,2024-11-17,Travel Allowance
4174,13984,2178,4733,C0004174,2026-03-05,2026-04-03,1,Active,2026-03-05,Housing Provided
4175,13985,411,4733,C0004175,2025-12-26,2026-12-28,0,Active,2025-12-26,Housing Provided
4176,13988,1593,4734,C0004176,2025-11-30,2027-03-29,0,Active,2025-11-30,Housing Provided
4177,13989,1432,4734,C0004177,2024-11-19,2025-08-20,0,Active,2024-11-19,Fixed-Term
4178,13990,531,4734,C0004178,2026-08-11,2027-04-08,0,Active,2026-08-11,SLBFE Standard Contract
4179,13992,3096,4735,C0004179,2024-12-16,2026-09-30,0,Active,2024-12-16,Housing Provided
4180,13993,648,4735,C0004180,2025-10-02,2027-05-19,0,Active,2025-10-02,Travel Allowance
4181,13997,3419,4736,C0004181,2025-12-04,2025-12-24,1,Active,2025-12-04,Travel Allowance
4182,13999,3000,4737,C0004182,2024-05-24,2025-03-30,1,Active,2024-05-24,Travel Allowance
4183,14000,542,4737,C0004183,2024-08-09,2025-03-16,1,Active,2024-08-09,Fixed-Term
4184,14003,2359,4739,C0004184,2026-07-26,2026-11-20,0,Active,2026-07-26,Fixed-Term
4185,14005,303,4739,C0004185,2024-05-09,2026-12-02,1,Active,2024-05-09,SLBFE Standard Contract
4186,14007,2047,4740,C0004186,2025-07-02,2026-11-04,1,Active,2025-07-02,Fixed-Term
4187,14008,4766,4741,C0004187,2026-02-02,2026-10-08,0,Active,2026-02-02,Travel Allowance
4188,14009,3009,4741,C0004188,2025-03-12,2026-10-22,0,Active,2025-03-12,Fixed-Term
4189,14010,581,4741,C0004189,2025-11-24,2025-12-10,1,Active,2025-11-24,Travel Allowance
4190,14011,1947,4741,C0004190,2026-03-11,2027-07-26,1,Active,2026-03-11,Fixed-Term
4191,14015,1750,4743,C0004191,2025-09-17,2026-02-04,0,Active,2025-09-17,Travel Allowance
4192,14016,4050,4744,C0004192,2025-03-05,2026-07-04,1,Active,2025-03-05,Travel Allowance
4193,14020,1432,4744,C0004193,2024-01-18,2027-08-06,1,Active,2024-01-18,Fixed-Term
4194,14021,4920,4745,C0004194,2024-12-17,2026-08-22,1,Active,2024-12-17,SLBFE Standard Contract
4195,14026,4086,4745,C0004195,2023-12-11,2024-03-04,1,Active,2023-12-11,Travel Allowance
4196,14029,3465,4748,C0004196,2025-10-06,2026-02-14,0,Active,2025-10-06,SLBFE Standard Contract
4197,14032,698,4748,C0004197,2024-01-29,2025-11-25,1,Active,2024-01-29,Travel Allowance
4198,14036,208,4749,C0004198,2024-09-04,2024-12-24,1,Active,2024-09-04,Housing Provided
4199,14039,2610,4752,C0004199,2024-12-20,2026-07-29,1,Active,2024-12-20,Travel Allowance
4200,14044,15,4753,C0004200,2026-04-13,2026-04-13,0,Active,2026-04-13,Fixed-Term
4201,14046,563,4753,C0004201,2026-01-01,2026-01-21,0,Active,2026-01-01,Housing Provided
4202,14048,2375,4754,C0004202,2025-02-27,2027-02-03,0,Active,2025-02-27,Travel Allowance
4203,14049,1589,4754,C0004203,2025-12-19,2027-04-05,0,Active,2025-12-19,Housing Provided
4204,14050,2245,4754,C0004204,2025-06-03,2026-10-31,0,Active,2025-06-03,Fixed-Term
4205,14051,973,4754,C0004205,2025-11-01,2026-11-27,1,Active,2025-11-01,Fixed-Term
4206,14052,158,4754,C0004206,2025-08-29,2027-05-01,1,Active,2025-08-29,Travel Allowance
4207,14053,3333,4754,C0004207,2026-07-18,2026-12-14,1,Active,2026-07-18,Fixed-Term
4208,14057,911,4757,C0004208,2024-01-25,2024-09-26,0,Active,2024-01-25,Fixed-Term
4209,14061,22,4758,C0004209,2024-10-21,2027-02-17,0,Active,2024-10-21,SLBFE Standard Contract
4210,14067,1811,4762,C0004210,2026-05-24,2026-08-14,1,Active,2026-05-24,Fixed-Term
4211,14069,530,4762,C0004211,2025-05-19,2025-12-11,1,Active,2025-05-19,Travel Allowance
4212,14075,21,4765,C0004212,2025-08-16,2026-02-15,1,Active,2025-08-16,SLBFE Standard Contract
4213,14077,342,4765,C0004213,2025-12-08,2026-07-13,1,Active,2025-12-08,Housing Provided
4214,14082,517,4767,C0004214,2026-07-01,2027-03-10,1,Active,2026-07-01,Fixed-Term
4215,14084,1744,4767,C0004215,2025-03-09,2025-08-26,0,Active,2025-03-09,Travel Allowance
4216,14085,580,4767,C0004216,2026-03-21,2027-06-18,0,Active,2026-03-21,SLBFE Standard Contract
4217,14087,2510,4769,C0004217,2025-11-14,2026-02-23,0,Active,2025-11-14,Housing Provided
4218,14095,925,4770,C0004218,2025-09-01,2026-11-29,1,Active,2025-09-01,Housing Provided
4219,14098,361,4770,C0004219,2024-07-12,2025-10-14,0,Active,2024-07-12,Travel Allowance
4220,14099,1177,4770,C0004220,2024-12-23,2025-06-23,0,Active,2024-12-23,SLBFE Standard Contract
4221,14104,2349,4772,C0004221,2025-12-17,2027-02-08,1,Active,2025-12-17,Fixed-Term
4222,14107,80,4773,C0004222,2025-11-12,2026-01-08,0,Active,2025-11-12,Fixed-Term
4223,14112,909,4774,C0004223,2025-09-24,2026-03-10,0,Active,2025-09-24,Fixed-Term
4224,14117,3687,4775,C0004224,2025-02-19,2026-06-08,0,Active,2025-02-19,Travel Allowance
4225,14118,48,4776,C0004225,2026-01-02,2026-01-14,1,Active,2026-01-02,Housing Provided
4226,14122,4087,4781,C0004226,2025-04-22,2026-08-28,0,Active,2025-04-22,Housing Provided
4227,14124,2431,4782,C0004227,2026-03-09,2027-04-18,1,Active,2026-03-09,Housing Provided
4228,14125,1048,4782,C0004228,2025-09-25,2027-01-22,1,Active,2025-09-25,Housing Provided
4229,14129,2728,4783,C0004229,2026-05-20,2026-06-15,1,Active,2026-05-20,SLBFE Standard Contract
4230,14130,404,4783,C0004230,2026-01-20,2027-07-25,1,Active,2026-01-20,Fixed-Term
4231,14137,3476,4785,C0004231,2025-01-10,2027-02-15,0,Active,2025-01-10,SLBFE Standard Contract
4232,14144,4708,4788,C0004232,2025-10-14,2026-02-12,0,Active,2025-10-14,Housing Provided
4233,14154,4203,4795,C0004233,2025-07-08,2026-06-03,1,Active,2025-07-08,Travel Allowance
4234,14156,1149,4795,C0004234,2024-11-18,2026-03-24,0,Active,2024-11-18,SLBFE Standard Contract
4235,14158,2249,4795,C0004235,2024-05-08,2024-07-14,1,Active,2024-05-08,SLBFE Standard Contract
4236,14160,3022,4795,C0004236,2024-07-01,2025-04-25,0,Active,2024-07-01,Housing Provided
4237,14168,4833,4799,C0004237,2026-06-22,2026-12-03,0,Active,2026-06-22,Fixed-Term
4238,14169,43,4799,C0004238,2025-09-05,2026-07-06,1,Active,2025-09-05,Fixed-Term
4239,14173,1856,4801,C0004239,2025-03-27,2025-05-13,1,Active,2025-03-27,Housing Provided
4240,14174,1273,4802,C0004240,2026-08-08,2026-10-26,0,Active,2026-08-08,Housing Provided
4241,14175,3253,4802,C0004241,2025-10-04,2026-11-30,0,Active,2025-10-04,Fixed-Term
4242,14176,176,4802,C0004242,2026-03-08,2027-02-18,1,Active,2026-03-08,SLBFE Standard Contract
4243,14177,3857,4802,C0004243,2026-03-12,2026-06-21,1,Active,2026-03-12,SLBFE Standard Contract
4244,14178,4920,4803,C0004244,2023-11-10,2024-02-20,1,Active,2023-11-10,SLBFE Standard Contract
4245,14201,804,4810,C0004245,2024-06-29,2024-08-09,1,Active,2024-06-29,Fixed-Term
4246,14207,1828,4812,C0004246,2024-12-07,2027-05-12,1,Active,2024-12-07,SLBFE Standard Contract
4247,14210,3691,4815,C0004247,2025-09-26,2026-07-23,0,Active,2025-09-26,Housing Provided
4248,14215,2310,4817,C0004248,2025-09-08,2026-12-04,1,Active,2025-09-08,Travel Allowance
4249,14221,111,4819,C0004249,2026-03-28,2027-07-04,0,Active,2026-03-28,Travel Allowance
4250,14222,1463,4820,C0004250,2025-12-08,2026-06-26,1,Active,2025-12-08,Travel Allowance
4251,14223,580,4820,C0004251,2025-02-21,2026-10-27,1,Active,2025-02-21,SLBFE Standard Contract
4252,14225,2140,4820,C0004252,2026-06-14,2026-10-12,0,Active,2026-06-14,Fixed-Term
4253,14226,4368,4820,C0004253,2025-04-02,2027-06-03,0,Active,2025-04-02,SLBFE Standard Contract
4254,14231,1905,4823,C0004254,2024-11-09,2026-12-15,0,Active,2024-11-09,Fixed-Term
4255,14233,2057,4824,C0004255,2025-05-26,2027-02-07,1,Active,2025-05-26,Travel Allowance
4256,14240,204,4826,C0004256,2025-11-07,2027-06-14,1,Active,2025-11-07,Housing Provided
4257,14242,2592,4826,C0004257,2025-08-23,2026-10-03,1,Active,2025-08-23,Housing Provided
4258,14247,570,4828,C0004258,2026-05-16,2027-07-13,1,Active,2026-05-16,Travel Allowance
4259,14249,3366,4828,C0004259,2024-07-26,2026-07-01,0,Active,2024-07-26,Travel Allowance
4260,14251,1692,4829,C0004260,2026-05-27,2026-10-24,0,Active,2026-05-27,Fixed-Term
4261,14255,1913,4831,C0004261,2026-02-20,2026-03-12,1,Active,2026-02-20,SLBFE Standard Contract
4262,14256,345,4832,C0004262,2025-03-12,2027-05-25,0,Active,2025-03-12,Fixed-Term
4263,14259,4088,4832,C0004263,2025-12-24,2026-04-08,0,Active,2025-12-24,Housing Provided
4264,14263,1124,4833,C0004264,2025-07-30,2026-01-10,0,Active,2025-07-30,Housing Provided
4265,14264,727,4834,C0004265,2025-06-04,2027-05-28,1,Active,2025-06-04,Fixed-Term
4266,14265,462,4834,C0004266,2026-08-03,2027-02-17,0,Active,2026-08-03,Travel Allowance
4267,14269,2200,4834,C0004267,2026-01-30,2027-04-21,0,Active,2026-01-30,Travel Allowance
4268,14270,1167,4834,C0004268,2025-11-29,2027-01-08,0,Active,2025-11-29,SLBFE Standard Contract
4269,14274,971,4836,C0004269,2025-12-05,2026-08-22,1,Active,2025-12-05,SLBFE Standard Contract
4270,14275,4042,4836,C0004270,2025-11-23,2026-01-20,1,Active,2025-11-23,Housing Provided
4271,14277,871,4837,C0004271,2025-06-18,2027-07-17,1,Active,2025-06-18,SLBFE Standard Contract
4272,14281,3374,4839,C0004272,2025-06-28,2026-01-05,0,Active,2025-06-28,SLBFE Standard Contract
4273,14295,131,4846,C0004273,2026-05-26,2027-08-16,0,Active,2026-05-26,Fixed-Term
4274,14297,1476,4847,C0004274,2026-07-18,2026-08-04,1,Active,2026-07-18,SLBFE Standard Contract
4275,14299,2357,4847,C0004275,2025-07-24,2025-08-29,1,Active,2025-07-24,Travel Allowance
4276,14302,270,4848,C0004276,2025-10-04,2027-02-22,0,Active,2025-10-04,Fixed-Term
4277,14309,114,4851,C0004277,2025-05-09,2025-05-20,0,Active,2025-05-09,Travel Allowance
4278,14312,2382,4853,C0004278,2024-07-13,2026-03-25,0,Active,2024-07-13,Travel Allowance
4279,14316,1050,4854,C0004279,2026-06-12,2026-09-22,0,Active,2026-06-12,Fixed-Term
4280,14319,773,4855,C0004280,2026-04-24,2027-07-12,0,Active,2026-04-24,Fixed-Term
4281,14329,3914,4859,C0004281,2025-11-29,2027-05-31,1,Active,2025-11-29,Housing Provided
4282,14330,2493,4859,C0004282,2024-11-08,2026-11-07,1,Active,2024-11-08,Housing Provided
4283,14331,2487,4860,C0004283,2024-07-22,2025-06-06,1,Active,2024-07-22,SLBFE Standard Contract
4284,14336,3288,4863,C0004284,2025-12-08,2026-06-26,1,Active,2025-12-08,SLBFE Standard Contract
4285,14339,1177,4863,C0004285,2025-11-18,2025-12-19,0,Active,2025-11-18,SLBFE Standard Contract
4286,14354,3873,4868,C0004286,2025-11-30,2025-12-08,1,Active,2025-11-30,Housing Provided
4287,14359,1370,4869,C0004287,2025-03-27,2026-03-22,0,Active,2025-03-27,Fixed-Term
4288,14367,3520,4873,C0004288,2024-10-08,2025-01-14,0,Active,2024-10-08,Fixed-Term
4289,14368,4054,4873,C0004289,2024-12-13,2025-08-14,1,Active,2024-12-13,Fixed-Term
4290,14369,1200,4874,C0004290,2024-03-17,2024-07-28,1,Active,2024-03-17,Housing Provided
4291,14371,4529,4874,C0004291,2025-07-28,2026-03-02,0,Active,2025-07-28,Travel Allowance
4292,14377,2107,4875,C0004292,2025-05-19,2026-04-11,0,Active,2025-05-19,Travel Allowance
4293,14378,604,4875,C0004293,2025-06-07,2027-01-26,1,Active,2025-06-07,SLBFE Standard Contract
4294,14388,2934,4878,C0004294,2024-01-19,2026-02-16,0,Active,2024-01-19,SLBFE Standard Contract
4295,14391,236,4879,C0004295,2026-01-02,2027-02-18,0,Active,2026-01-02,Travel Allowance
4296,14392,1522,4879,C0004296,2025-11-08,2027-02-26,1,Active,2025-11-08,Travel Allowance
4297,14394,485,4880,C0004297,2024-09-06,2026-04-24,0,Active,2024-09-06,Fixed-Term
4298,14397,2434,4880,C0004298,2024-04-09,2024-07-04,0,Active,2024-04-09,Fixed-Term
4299,14399,2415,4881,C0004299,2026-08-12,2026-11-28,1,Active,2026-08-12,SLBFE Standard Contract
4300,14402,2005,4881,C0004300,2026-06-30,2026-12-16,0,Active,2026-06-30,Fixed-Term
4301,14403,4604,4881,C0004301,2024-06-30,2025-09-26,0,Active,2024-06-30,SLBFE Standard Contract
4302,14405,3916,4882,C0004302,2025-12-27,2026-05-19,0,Active,2025-12-27,SLBFE Standard Contract
