PersonalID,ExamName,SubjectStream,Year,Subject1,Result1,Subject2,Result2,Subject3,Result3,Subject4,Result4
5935,ALevel,Commerce,2000,Commerce Subject 3,F,Commerce Subject 2,C,Commerce Subject 1,W,,
5942,ALevel,Science,2018,Science Subject 4,C,Science Subject 3,F,Science Subject 1,B,Science Subject 2,F
5943,ALevel,Science,2000,Science Subject 3,B,Science Subject 1,A,Science Subject 2,B,,
5947,ALevel,Science,2000,Science Subject 4,S,Science Subject 2,S,Science Subject 1,S,Science Subject 3,A
5948,ALevel,Science,2008,Science Subject 1,B,Science Subject 3,S,Science Subject 4,C,Science Subject 2,C
5950,ALevel,Arts,2022,Arts Subject 1,B,Arts Subject 4,C,Arts Subject 3,W,Arts Subject 2,B
5954,ALevel,Arts,1989,Arts Subject 3,B,Arts Subject 4,A,Arts Subject 1,F,Arts Subject 2,C
5956,ALevel,Technology,2001,Technology Subject 1,S,Technology Subject 3,C,Technology Subject 4,S,,
5959,ALevel,Science,1992,Science Subject 2,W,Science Subject 3,W,Science Subject 4,W,Science Subject 1,F
5960,ALevel,Science,2004,Science Subject 4,W,Science Subject 2,S,Science Subject 3,W,Science Subject 1,B
5962,ALevel,Commerce,1982,Commerce Subject 2,C,Commerce Subject 3,F,Commerce Subject 1,F,,
5964,ALevel,Commerce,2001,Commerce Subject 3,B,Commerce Subject 4,C,Commerce Subject 2,S,,
5965,ALevel,Commerce,2025,Commerce Subject 3,B,Commerce Subject 2,F,Commerce Subject 1,C,,
5968,ALevel,Technology,2011,Technology Subject 2,S,Technology Subject 1,C,Technology Subject 4,F,,
5970,ALevel,Arts,1984,Arts Subject 3,W,Arts Subject 2,W,Arts Subject 4,A,Arts Subject 1,W
5975,ALevel,Technology,1987,Technology Subject 1,B,Technology Subject 3,A,Technology Subject 2,S,,
5977,ALevel,Technology,2021,Technology Subject 1,B,Technology Subject 3,S,Technology Subject 4,B,Technology Subject 2,F
5980,ALevel,Arts,2019,Arts Subject 3,F,Arts Subject 1,W,Arts Subject 2,S,,
5983,ALevel,Technology,1984,Technology Subject 2,C,Technology Subject 4,W,Technology Subject 1,A,Technology Subject 3,B
5984,ALevel,Commerce,2004,Commerce Subject 2,C,Commerce Subject 1,S,Commerce Subject 4,C,Commerce Subject 3,S
5985,ALevel,Science,1981,Science Subject 4,B,Science Subject 3,W,Science Subject 1,S,Science Subject 2,C
5987,ALevel,Commerce,2006,Commerce Subject 3,S,Commerce Subject 4,F,Commerce Subject 2,F,Commerce Subject 1,C
5988,ALevel,Arts,2007,Arts Subject 4,S,Arts Subject 3,W,Arts Subject 2,S,Arts Subject 1,C
6000,ALevel,Technology,2014,Technology Subject 2,F,Technology Subject 4,C,Technology Subject 1,B,,
6001,ALevel,Arts,1995,Arts Subject 2,A,Arts Subject 3,C,Arts Subject 4,S,,
6005,ALevel,Science,2008,Science Subject 4,F,Science Subject 1,S,Science Subject 3,A,Science Subject 2,B
6009,ALevel,Arts,1993,Arts Subject 2,A,Arts Subject 4,A,Arts Subject 3,S,,
6014,ALevel,Science,2012,Science Subject 4,A,Science Subject 1,A,Science Subject 3,W,Science Subject 2,W
6015,ALevel,Technology,1989,Technology Subject 4,S,Technology Subject 1,F,Technology Subject 3,B,,
6016,ALevel,Science,2005,Science Subject 4,S,Science Subject 3,S,Science Subject 2,F,Science Subject 1,A
6019,ALevel,Science,1997,Science Subject 2,B,Science Subject 3,B,Science Subject 1,C,Science Subject 4,F
6026,ALevel,Arts,2003,Arts Subject 2,C,Arts Subject 1,F,Arts Subject 3,S,,
6027,ALevel,Technology,2007,Technology Subject 2,A,Technology Subject 1,W,Technology Subject 3,W,,
6028,ALevel,Commerce,2009,Commerce Subject 1,W,Commerce Subject 3,B,Commerce Subject 2,W,Commerce Subject 4,B
6031,ALevel,Science,1986,Science Subject 3,S,Science Subject 4,B,Science Subject 1,F,,
6032,ALevel,Commerce,1988,Commerce Subject 2,W,Commerce Subject 4,B,Commerce Subject 1,F,,
6035,ALevel,Technology,2015,Technology Subject 3,A,Technology Subject 4,W,Technology Subject 1,A,Technology Subject 2,C
6036,ALevel,Arts,2022,Arts Subject 2,S,Arts Subject 1,A,Arts Subject 4,W,Arts Subject 3,S
6038,ALevel,Science,1982,Science Subject 2,C,Science Subject 1,A,Science Subject 4,B,,
6039,ALevel,Commerce,2006,Commerce Subject 4,S,Commerce Subject 2,B,Commerce Subject 1,B,,
6043,ALevel,Commerce,2005,Commerce Subject 4,C,Commerce Subject 2,W,Commerce Subject 1,B,,
6047,ALevel,Science,2008,Science Subject 4,W,Science Subject 1,S,Science Subject 3,B,Science Subject 2,F
6048,ALevel,Commerce,1993,Commerce Subject 1,C,Commerce Subject 2,W,Commerce Subject 3,S,,
6051,ALevel,Technology,2018,Technology Subject 1,A,Technology Subject 3,W,Technology Subject 2,S,Technology Subject 4,C
6053,ALevel,Technology,1986,Technology Subject 1,A,Technology Subject 2,W,Technology Subject 3,W,,
6060,ALevel,Arts,2009,Arts Subject 3,S,Arts Subject 1,F,Arts Subject 4,W,,
6063,ALevel,Arts,2016,Arts Subject 4,S,Arts Subject 3,C,Arts Subject 2,F,Arts Subject 1,S
6070,ALevel,Arts,2007,Arts Subject 4,C,Arts Subject 1,F,Arts Subject 2,W,Arts Subject 3,B
6072,ALevel,Arts,2014,Arts Subject 3,F,Arts Subject 1,F,Arts Subject 2,B,,
6074,ALevel,Technology,1998,Technology Subject 4,S,Technology Subject 3,C,Technology Subject 1,F,Technology Subject 2,C
6075,ALevel,Technology,1992,Technology Subject 4,W,Technology Subject 1,A,Technology Subject 3,B,,
6080,ALevel,Commerce,2006,Commerce Subject 1,A,Commerce Subject 4,S,Commerce Subject 3,W,Commerce Subject 2,A
6084,ALevel,Science,1985,Science Subject 2,B,Science Subject 1,C,Science Subject 4,C,,
6085,ALevel,Technology,1992,Technology Subject 4,A,Technology Subject 2,B,Technology Subject 1,C,Technology Subject 3,F
6090,ALevel,Science,2018,Science Subject 4,B,Science Subject 2,C,Science Subject 1,C,,
6092,ALevel,Technology,2000,Technology Subject 4,C,Technology Subject 2,W,Technology Subject 3,F,Technology Subject 1,C
6094,ALevel,Science,2008,Science Subject 2,A,Science Subject 4,S,Science Subject 1,S,,
6099,ALevel,Technology,1984,Technology Subject 3,C,Technology Subject 2,B,Technology Subject 4,A,Technology Subject 1,A
6100,ALevel,Arts,1995,Arts Subject 3,A,Arts Subject 4,S,Arts Subject 1,F,Arts Subject 2,A
6101,ALevel,Commerce,1995,Commerce Subject 3,W,Commerce Subject 1,C,Commerce Subject 4,B,,
6102,ALevel,Arts,2015,Arts Subject 1,B,Arts Subject 3,S,Arts Subject 4,C,,
6103,ALevel,Commerce,2018,Commerce Subject 3,S,Commerce Subject 2,C,Commerce Subject 4,F,Commerce Subject 1,A
6104,ALevel,Science,2023,Science Subject 1,B,Science Subject 4,W,Science Subject 2,C,Science Subject 3,B
6105,ALevel,Science,1995,Science Subject 4,W,Science Subject 3,A,Science Subject 2,B,Science Subject 1,S
6107,ALevel,Technology,1995,Technology Subject 2,B,Technology Subject 3,W,Technology Subject 4,A,Technology Subject 1,B
6115,ALevel,Arts,2006,Arts Subject 3,S,Arts Subject 4,A,Arts Subject 2,B,,
6117,ALevel,Arts,1981,Arts Subject 2,F,Arts Subject 1,W,Arts Subject 3,A,Arts Subject 4,B
6118,ALevel,Technology,1995,Technology Subject 1,C,Technology Subject 3,F,Technology Subject 2,A,Technology Subject 4,A
6121,ALevel,Commerce,2019,Commerce Subject 1,F,Commerce Subject 3,B,Commerce Subject 2,C,,
6123,ALevel,Arts,2010,Arts Subject 2,F,Arts Subject 3,F,Arts Subject 1,C,Arts Subject 4,C
6126,ALevel,Commerce,1994,Commerce Subject 2,S,Commerce Subject 3,A,Commerce Subject 1,W,,
6129,ALevel,Commerce,2022,Commerce Subject 3,W,Commerce Subject 2,C,Commerce Subject 1,C,Commerce Subject 4,W
6131,ALevel,Arts,2023,Arts Subject 4,B,Arts Subject 2,F,Arts Subject 3,F,Arts Subject 1,C
6132,ALevel,Commerce,2003,Commerce Subject 1,W,Commerce Subject 4,A,Commerce Subject 2,B,Commerce Subject 3,C
6133,ALevel,Science,2019,Science Subject 4,B,Science Subject 3,W,Science Subject 1,S,,
6138,ALevel,Science,1998,Science Subject 1,W,Science Subject 2,W,Science Subject 4,S,,
6144,ALevel,Commerce,2009,Commerce Subject 4,A,Commerce Subject 1,W,Commerce Subject 2,C,Commerce Subject 3,W
6148,ALevel,Commerce,1993,Commerce Subject 2,B,Commerce Subject 3,B,Commerce Subject 1,W,Commerce Subject 4,S
6149,ALevel,Science,2025,Science Subject 4,W,Science Subject 1,F,Science Subject 3,C,Science Subject 2,F
6151,ALevel,Science,2012,Science Subject 4,W,Science Subject 2,F,Science Subject 1,C,,
6152,ALevel,Science,2000,Science Subject 2,W,Science Subject 4,F,Science Subject 1,F,Science Subject 3,C
6155,ALevel,Science,1982,Science Subject 2,B,Science Subject 3,C,Science Subject 1,F,Science Subject 4,C
6156,ALevel,Science,1990,Science Subject 3,W,Science Subject 4,F,Science Subject 2,C,Science Subject 1,A
6163,ALevel,Arts,2000,Arts Subject 4,A,Arts Subject 3,F,Arts Subject 2,W,,
6165,ALevel,Technology,2024,Technology Subject 2,W,Technology Subject 1,B,Technology Subject 4,C,,
6167,ALevel,Technology,1991,Technology Subject 2,A,Technology Subject 1,F,Technology Subject 4,A,Technology Subject 3,F
6170,ALevel,Science,2002,Science Subject 3,S,Science Subject 2,A,Science Subject 1,S,Science Subject 4,C
6171,ALevel,Commerce,1984,Commerce Subject 3,F,Commerce Subject 1,A,Commerce Subject 4,B,,
6173,ALevel,Commerce,2017,Commerce Subject 3,A,Commerce Subject 2,S,Commerce Subject 1,F,,
6176,ALevel,Science,1985,Science Subject 4,A,Science Subject 2,S,Science Subject 3,C,Science Subject 1,C
6177,ALevel,Arts,1983,Arts Subject 4,S,Arts Subject 3,A,Arts Subject 2,C,,
6179,ALevel,Science,2017,Science Subject 3,F,Science Subject 4,A,Science Subject 2,C,Science Subject 1,B
6184,ALevel,Science,2012,Science Subject 4,C,Science Subject 1,F,Science Subject 3,W,,
6187,ALevel,Technology,1986,Technology Subject 1,A,Technology Subject 2,B,Technology Subject 3,F,,
6188,ALevel,Commerce,2012,Commerce Subject 3,A,Commerce Subject 1,A,Commerce Subject 2,F,Commerce Subject 4,A
6189,ALevel,Science,1995,Science Subject 3,F,Science Subject 4,A,Science Subject 1,W,,
6194,ALevel,Arts,1999,Arts Subject 2,W,Arts Subject 3,S,Arts Subject 4,B,Arts Subject 1,F
6195,ALevel,Arts,2007,Arts Subject 4,S,Arts Subject 3,W,Arts Subject 2,A,Arts Subject 1,F
6197,ALevel,Technology,1983,Technology Subject 2,B,Technology Subject 1,W,Technology Subject 4,B,,
6200,ALevel,Arts,2023,Arts Subject 2,B,Arts Subject 3,A,Arts Subject 4,S,,
6202,ALevel,Technology,1997,Technology Subject 4,F,Technology Subject 3,A,Technology Subject 2,B,Technology Subject 1,C
6203,ALevel,Technology,2022,Technology Subject 3,W,Technology Subject 1,B,Technology Subject 2,W,,
6205,ALevel,Science,1997,Science Subject 4,A,Science Subject 3,F,Science Subject 1,B,Science Subject 2,W
6208,ALevel,Arts,1985,Arts Subject 4,C,Arts Subject 2,A,Arts Subject 1,A,Arts Subject 3,A
6211,ALevel,Technology,2022,Technology Subject 4,A,Technology Subject 2,W,Technology Subject 3,A,Technology Subject 1,A
6213,ALevel,Arts,1987,Arts Subject 2,S,Arts Subject 1,S,Arts Subject 4,A,,
6214,ALevel,Commerce,2025,Commerce Subject 2,W,Commerce Subject 4,W,Commerce Subject 3,C,Commerce Subject 1,C
6215,ALevel,Arts,1990,Arts Subject 1,A,Arts Subject 2,C,Arts Subject 4,A,Arts Subject 3,B
6216,ALevel,Arts,1994,Arts Subject 1,A,Arts Subject 4,F,Arts Subject 2,B,,
6218,ALevel,Arts,2015,Arts Subject 1,A,Arts Subject 2,C,Arts Subject 4,S,Arts Subject 3,F
6219,ALevel,Technology,1988,Technology Subject 1,S,Technology Subject 4,A,Technology Subject 3,F,,
6220,ALevel,Arts,2016,Arts Subject 2,A,Arts Subject 1,C,Arts Subject 4,S,Arts Subject 3,S
6221,ALevel,Science,2021,Science Subject 2,C,Science Subject 4,A,Science Subject 1,W,,
6228,ALevel,Technology,2000,Technology Subject 4,F,Technology Subject 2,B,Technology Subject 3,B,Technology Subject 1,S
6229,ALevel,Technology,2011,Technology Subject 4,A,Technology Subject 2,C,Technology Subject 3,F,Technology Subject 1,B
6231,ALevel,Technology,1990,Technology Subject 2,C,Technology Subject 1,A,Technology Subject 4,F,,
6235,ALevel,Commerce,2001,Commerce Subject 3,F,Commerce Subject 4,C,Commerce Subject 1,C,,
6237,ALevel,Commerce,1981,Commerce Subject 1,S,Commerce Subject 3,A,Commerce Subject 2,W,,
6238,ALevel,Science,1998,Science Subject 4,B,Science Subject 1,F,Science Subject 3,W,,
6244,ALevel,Commerce,1981,Commerce Subject 4,F,Commerce Subject 1,W,Commerce Subject 2,C,Commerce Subject 3,W
6246,ALevel,Science,1986,Science Subject 1,A,Science Subject 3,F,Science Subject 4,S,Science Subject 2,W
6247,ALevel,Science,2004,Science Subject 2,B,Science Subject 4,W,Science Subject 3,W,,
6249,ALevel,Commerce,2021,Commerce Subject 1,A,Commerce Subject 3,W,Commerce Subject 4,A,Commerce Subject 2,A
6251,ALevel,Science,2005,Science Subject 2,F,Science Subject 1,S,Science Subject 3,C,,
6253,ALevel,Science,1990,Science Subject 1,W,Science Subject 4,B,Science Subject 2,B,Science Subject 3,C
6257,ALevel,Science,2025,Science Subject 4,B,Science Subject 2,A,Science Subject 3,W,Science Subject 1,A
6259,ALevel,Technology,2018,Technology Subject 1,B,Technology Subject 3,F,Technology Subject 4,S,,
6260,ALevel,Technology,2004,Technology Subject 3,W,Technology Subject 1,C,Technology Subject 2,S,Technology Subject 4,W
6261,ALevel,Science,2010,Science Subject 1,B,Science Subject 3,A,Science Subject 4,B,Science Subject 2,B
6265,ALevel,Technology,2023,Technology Subject 3,C,Technology Subject 1,F,Technology Subject 2,W,Technology Subject 4,A
6266,ALevel,Technology,2013,Technology Subject 4,W,Technology Subject 3,F,Technology Subject 1,A,,
6268,ALevel,Technology,1990,Technology Subject 1,C,Technology Subject 2,W,Technology Subject 4,W,,
6271,ALevel,Arts,2023,Arts Subject 2,W,Arts Subject 3,C,Arts Subject 1,F,Arts Subject 4,C
6272,ALevel,Science,1988,Science Subject 1,B,Science Subject 3,A,Science Subject 2,S,Science Subject 4,A
6276,ALevel,Commerce,2013,Commerce Subject 3,B,Commerce Subject 1,S,Commerce Subject 4,F,,
6277,ALevel,Arts,2025,Arts Subject 2,W,Arts Subject 3,W,Arts Subject 1,C,,
6283,ALevel,Science,2002,Science Subject 3,S,Science Subject 1,W,Science Subject 4,B,,
6284,ALevel,Technology,2010,Technology Subject 4,C,Technology Subject 1,B,Technology Subject 2,C,,
6287,ALevel,Commerce,1988,Commerce Subject 1,W,Commerce Subject 2,S,Commerce Subject 4,W,Commerce Subject 3,S
6291,ALevel,Arts,2024,Arts Subject 2,F,Arts Subject 3,C,Arts Subject 4,A,,
6293,ALevel,Commerce,2007,Commerce Subject 2,S,Commerce Subject 3,C,Commerce Subject 4,A,,
6294,ALevel,Arts,2011,Arts Subject 2,S,Arts Subject 1,S,Arts Subject 4,B,,
6298,ALevel,Arts,2019,Arts Subject 1,A,Arts Subject 4,B,Arts Subject 2,C,,
6301,ALevel,Arts,1990,Arts Subject 4,C,Arts Subject 2,B,Arts Subject 3,W,Arts Subject 1,W
6302,ALevel,Science,2016,Science Subject 3,S,Science Subject 2,B,Science Subject 1,F,Science Subject 4,F
6305,ALevel,Arts,2002,Arts Subject 1,C,Arts Subject 4,F,Arts Subject 3,C,Arts Subject 2,F
6307,ALevel,Arts,1981,Arts Subject 2,F,Arts Subject 1,C,Arts Subject 4,A,Arts Subject 3,C
6310,ALevel,Technology,2008,Technology Subject 4,B,Technology Subject 3,S,Technology Subject 2,W,Technology Subject 1,B
6314,ALevel,Commerce,1999,Commerce Subject 2,W,Commerce Subject 4,W,Commerce Subject 3,C,,
6315,ALevel,Science,1995,Science Subject 2,S,Science Subject 3,S,Science Subject 4,C,Science Subject 1,A
6316,ALevel,Arts,1999,Arts Subject 2,B,Arts Subject 4,W,Arts Subject 3,C,,
6317,ALevel,Technology,2012,Technology Subject 1,C,Technology Subject 2,C,Technology Subject 4,A,Technology Subject 3,A
6318,ALevel,Technology,1991,Technology Subject 4,C,Technology Subject 3,F,Technology Subject 2,S,,
6322,ALevel,Arts,2001,Arts Subject 2,A,Arts Subject 3,S,Arts Subject 4,C,Arts Subject 1,B
6324,ALevel,Science,1988,Science Subject 1,C,Science Subject 2,F,Science Subject 4,C,,
6325,ALevel,Science,2012,Science Subject 2,F,Science Subject 4,F,Science Subject 1,A,,
6327,ALevel,Commerce,1986,Commerce Subject 1,S,Commerce Subject 3,B,Commerce Subject 4,S,Commerce Subject 2,C
6333,ALevel,Technology,2001,Technology Subject 2,F,Technology Subject 4,S,Technology Subject 1,B,,
6335,ALevel,Science,2001,Science Subject 2,B,Science Subject 4,F,Science Subject 3,S,,
6338,ALevel,Technology,2021,Technology Subject 4,C,Technology Subject 2,F,Technology Subject 1,A,,
6340,ALevel,Technology,1999,Technology Subject 2,C,Technology Subject 4,W,Technology Subject 1,B,Technology Subject 3,W
6342,ALevel,Arts,2016,Arts Subject 4,F,Arts Subject 2,A,Arts Subject 1,C,,
6343,ALevel,Arts,1998,Arts Subject 3,F,Arts Subject 2,C,Arts Subject 4,W,,
6344,ALevel,Commerce,1995,Commerce Subject 1,W,Commerce Subject 3,W,Commerce Subject 2,F,Commerce Subject 4,W
6345,ALevel,Arts,2021,Arts Subject 2,W,Arts Subject 3,S,Arts Subject 4,C,,
6346,ALevel,Science,2015,Science Subject 4,F,Science Subject 2,B,Science Subject 3,C,Science Subject 1,W
6348,ALevel,Technology,1989,Technology Subject 2,W,Technology Subject 1,W,Technology Subject 3,C,Technology Subject 4,F
6349,ALevel,Technology,1994,Technology Subject 1,F,Technology Subject 4,S,Technology Subject 3,B,Technology Subject 2,C
6350,ALevel,Arts,1991,Arts Subject 1,S,Arts Subject 3,F,Arts Subject 2,C,Arts Subject 4,C
6352,ALevel,Science,2024,Science Subject 3,C,Science Subject 4,S,Science Subject 1,W,,
6355,ALevel,Arts,2005,Arts Subject 3,C,Arts Subject 2,B,Arts Subject 4,B,Arts Subject 1,A
6357,ALevel,Science,2021,Science Subject 2,B,Science Subject 3,F,Science Subject 1,C,,
6360,ALevel,Technology,1982,Technology Subject 1,B,Technology Subject 3,W,Technology Subject 4,W,,
6361,ALevel,Commerce,1986,Commerce Subject 2,F,Commerce Subject 3,F,Commerce Subject 4,A,,
6363,ALevel,Science,2009,Science Subject 1,S,Science Subject 3,F,Science Subject 4,A,Science Subject 2,F
6364,ALevel,Science,1996,Science Subject 3,S,Science Subject 4,A,Science Subject 1,A,Science Subject 2,F
6367,ALevel,Science,2011,Science Subject 3,B,Science Subject 1,W,Science Subject 4,C,Science Subject 2,A
6368,ALevel,Commerce,1999,Commerce Subject 3,A,Commerce Subject 4,B,Commerce Subject 1,C,,
6372,ALevel,Arts,2013,Arts Subject 1,W,Arts Subject 4,A,Arts Subject 2,C,,
6373,ALevel,Commerce,2019,Commerce Subject 2,A,Commerce Subject 3,W,Commerce Subject 4,W,Commerce Subject 1,B
6376,ALevel,Arts,1988,Arts Subject 3,B,Arts Subject 1,C,Arts Subject 2,B,,
6377,ALevel,Arts,2005,Arts Subject 3,B,Arts Subject 1,W,Arts Subject 4,B,Arts Subject 2,C
6378,ALevel,Commerce,1990,Commerce Subject 2,W,Commerce Subject 4,B,Commerce Subject 3,S,,
6379,ALevel,Science,2024,Science Subject 3,W,Science Subject 2,W,Science Subject 4,B,,
6380,ALevel,Arts,2017,Arts Subject 4,C,Arts Subject 1,S,Arts Subject 2,S,Arts Subject 3,B
6382,ALevel,Commerce,1998,Commerce Subject 3,W,Commerce Subject 2,C,Commerce Subject 4,A,Commerce Subject 1,A
6387,ALevel,Science,1999,Science Subject 3,F,Science Subject 1,B,Science Subject 2,A,,
6388,ALevel,Technology,2006,Technology Subject 1,B,Technology Subject 4,C,Technology Subject 3,A,,
6391,ALevel,Commerce,2021,Commerce Subject 3,S,Commerce Subject 4,B,Commerce Subject 1,S,,
6392,ALevel,Technology,1981,Technology Subject 2,C,Technology Subject 4,S,Technology Subject 3,W,Technology Subject 1,S
6393,ALevel,Technology,2012,Technology Subject 4,S,Technology Subject 2,W,Technology Subject 3,C,,
6395,ALevel,Science,1999,Science Subject 4,W,Science Subject 3,C,Science Subject 2,A,,
6397,ALevel,Arts,1980,Arts Subject 1,W,Arts Subject 3,B,Arts Subject 2,B,Arts Subject 4,W
6398,ALevel,Arts,1988,Arts Subject 4,C,Arts Subject 1,W,Arts Subject 2,F,Arts Subject 3,A
6399,ALevel,Science,2015,Science Subject 1,S,Science Subject 3,C,Science Subject 2,C,,
6400,ALevel,Commerce,2011,Commerce Subject 3,A,Commerce Subject 1,W,Commerce Subject 2,A,Commerce Subject 4,A
6401,ALevel,Science,1982,Science Subject 3,S,Science Subject 4,W,Science Subject 2,S,,
6403,ALevel,Commerce,2025,Commerce Subject 1,B,Commerce Subject 4,A,Commerce Subject 3,B,,
6408,ALevel,Science,2021,Science Subject 3,W,Science Subject 1,F,Science Subject 4,C,,
6409,ALevel,Science,1983,Science Subject 2,C,Science Subject 4,C,Science Subject 1,S,Science Subject 3,S
6410,ALevel,Science,1998,Science Subject 4,A,Science Subject 3,S,Science Subject 1,S,,
6412,ALevel,Science,2012,Science Subject 4,C,Science Subject 1,C,Science Subject 3,C,Science Subject 2,B
6415,ALevel,Science,1995,Science Subject 4,B,Science Subject 2,C,Science Subject 1,B,Science Subject 3,S
6418,ALevel,Arts,2013,Arts Subject 2,S,Arts Subject 3,F,Arts Subject 4,W,,
6420,ALevel,Commerce,2025,Commerce Subject 4,W,Commerce Subject 3,B,Commerce Subject 1,C,Commerce Subject 2,W
6422,ALevel,Arts,1986,Arts Subject 4,F,Arts Subject 2,A,Arts Subject 3,W,Arts Subject 1,B
6425,ALevel,Technology,1993,Technology Subject 3,F,Technology Subject 2,S,Technology Subject 1,C,,
6426,ALevel,Commerce,1985,Commerce Subject 1,A,Commerce Subject 4,F,Commerce Subject 3,W,,
6427,ALevel,Commerce,1980,Commerce Subject 4,A,Commerce Subject 2,S,Commerce Subject 1,C,Commerce Subject 3,B
6430,ALevel,Science,2008,Science Subject 3,A,Science Subject 2,W,Science Subject 4,S,,
6434,ALevel,Technology,2014,Technology Subject 4,C,Technology Subject 1,W,Technology Subject 2,S,,
6440,ALevel,Commerce,1980,Commerce Subject 1,W,Commerce Subject 2,S,Commerce Subject 3,B,,
6441,ALevel,Commerce,2006,Commerce Subject 2,W,Commerce Subject 4,C,Commerce Subject 3,A,Commerce Subject 1,C
6442,ALevel,Commerce,2007,Commerce Subject 1,F,Commerce Subject 4,C,Commerce Subject 2,F,Commerce Subject 3,S
6447,ALevel,Science,1985,Science Subject 2,B,Science Subject 1,S,Science Subject 3,S,,
6448,ALevel,Commerce,2002,Commerce Subject 2,S,Commerce Subject 4,A,Commerce Subject 3,B,Commerce Subject 1,W
6449,ALevel,Technology,2018,Technology Subject 2,A,Technology Subject 3,W,Technology Subject 4,A,,
6450,ALevel,Arts,2005,Arts Subject 3,C,Arts Subject 4,S,Arts Subject 1,F,Arts Subject 2,B
6452,ALevel,Science,1997,Science Subject 1,A,Science Subject 3,W,Science Subject 2,B,Science Subject 4,B
6453,ALevel,Technology,1983,Technology Subject 2,F,Technology Subject 1,C,Technology Subject 4,A,,
6458,ALevel,Arts,2015,Arts Subject 3,W,Arts Subject 2,B,Arts Subject 1,W,,
6459,ALevel,Commerce,2008,Commerce Subject 2,F,Commerce Subject 4,F,Commerce Subject 1,C,,
6460,ALevel,Technology,1999,Technology Subject 1,S,Technology Subject 2,S,Technology Subject 4,A,,
6467,ALevel,Technology,1994,Technology Subject 4,W,Technology Subject 1,W,Technology Subject 3,A,,
6468,ALevel,Commerce,2011,Commerce Subject 2,C,Commerce Subject 1,C,Commerce Subject 3,S,,
6470,ALevel,Technology,2004,Technology Subject 2,B,Technology Subject 1,A,Technology Subject 4,A,Technology Subject 3,S
6471,ALevel,Technology,1987,Technology Subject 4,B,Technology Subject 2,F,Technology Subject 1,F,Technology Subject 3,W
6472,ALevel,Science,2020,Science Subject 1,S,Science Subject 4,F,Science Subject 2,C,Science Subject 3,F
6475,ALevel,Technology,2001,Technology Subject 4,W,Technology Subject 3,B,Technology Subject 2,F,Technology Subject 1,A
6476,ALevel,Science,1999,Science Subject 3,W,Science Subject 2,B,Science Subject 4,W,Science Subject 1,S
6478,ALevel,Commerce,2008,Commerce Subject 4,A,Commerce Subject 3,S,Commerce Subject 1,W,Commerce Subject 2,A
6482,ALevel,Science,1989,Science Subject 4,S,Science Subject 1,A,Science Subject 2,B,,
6487,ALevel,Arts,2011,Arts Subject 2,F,Arts Subject 4,B,Arts Subject 3,C,Arts Subject 1,F
6491,ALevel,Commerce,2010,Commerce Subject 3,S,Commerce Subject 1,B,Commerce Subject 4,B,,
6493,ALevel,Technology,1990,Technology Subject 2,S,Technology Subject 3,W,Technology Subject 1,A,Technology Subject 4,C
6494,ALevel,Technology,1988,Technology Subject 4,A,Technology Subject 3,C,Technology Subject 1,B,Technology Subject 2,F
6495,ALevel,Commerce,1997,Commerce Subject 4,F,Commerce Subject 2,W,Commerce Subject 3,A,,
6496,ALevel,Science,2021,Science Subject 2,W,Science Subject 4,C,Science Subject 1,C,Science Subject 3,W
6499,ALevel,Technology,1984,Technology Subject 1,W,Technology Subject 2,W,Technology Subject 3,W,,
6505,ALevel,Technology,2003,Technology Subject 1,B,Technology Subject 4,A,Technology Subject 2,W,,
6508,ALevel,Arts,2009,Arts Subject 1,C,Arts Subject 2,B,Arts Subject 4,W,,
6509,ALevel,Arts,1981,Arts Subject 3,S,Arts Subject 4,C,Arts Subject 1,W,Arts Subject 2,A
6510,ALevel,Technology,1987,Technology Subject 1,B,Technology Subject 2,C,Technology Subject 4,A,Technology Subject 3,A
6513,ALevel,Technology,2014,Technology Subject 1,B,Technology Subject 4,C,Technology Subject 2,S,Technology Subject 3,F
6514,ALevel,Technology,1994,Technology Subject 1,B,Technology Subject 3,A,Technology Subject 2,W,Technology Subject 4,W
6516,ALevel,Technology,1995,Technology Subject 2,W,Technology Subject 1,C,Technology Subject 3,C,,
6519,ALevel,Science,1986,Science Subject 2,S,Science Subject 3,C,Science Subject 1,W,Science Subject 4,W
6523,ALevel,Technology,2007,Technology Subject 3,B,Technology Subject 4,B,Technology Subject 2,S,Technology Subject 1,W
6525,ALevel,Arts,2000,Arts Subject 1,B,Arts Subject 3,S,Arts Subject 4,F,Arts Subject 2,A
6526,ALevel,Commerce,1984,Commerce Subject 2,W,Commerce Subject 3,C,Commerce Subject 1,A,,
6532,ALevel,Arts,1993,Arts Subject 3,B,Arts Subject 1,S,Arts Subject 4,F,Arts Subject 2,C
6535,ALevel,Science,2019,Science Subject 3,S,Science Subject 2,S,Science Subject 4,W,,
6537,ALevel,Technology,2020,Technology Subject 1,C,Technology Subject 2,F,Technology Subject 4,C,,
6540,ALevel,Technology,2002,Technology Subject 2,F,Technology Subject 4,A,Technology Subject 1,F,,
6541,ALevel,Arts,2012,Arts Subject 4,B,Arts Subject 1,B,Arts Subject 3,F,Arts Subject 2,S
6547,ALevel,Technology,2022,Technology Subject 2,A,Technology Subject 3,W,Technology Subject 4,F,Technology Subject 1,W
