JobID,SkillName,ProficiencyLevel
2204,Construction Supervision,Intermediate
2204,Carpentry,Advanced
2204,Quality Inspection,Advanced
2205,Tailoring,Intermediate
2205,Hotel Housekeeping,Advanced
2205,Plumbing,Basic
2206,Security Guarding,Basic
2207,Quality Inspection,Basic
2207,Shuttering Carpentry,Basic
2207,Painting,Basic
2207,Cooking,Advanced
2207,Delivery Driving,Basic
2208,Quality Inspection,Intermediate
2209,Bookkeeping,Advanced
2209,Elderly Care,Advanced
2210,Administrative Support,Advanced
2210,Hotel Housekeeping,Advanced
2210,Childcare,Intermediate
2211,Banquet Service,Advanced
2211,Janitorial Skills,Advanced
2212,Caregiving,Intermediate
2212,Inventory Management,Basic
2212,Bar Bending,Intermediate
2213,Accounting,Advanced
2213,Data Entry,Intermediate
2214,Security Guarding,Intermediate
2214,Nursing,Advanced
2215,Farming,Advanced
2215,Garment Quality Control,Basic
2215,Construction Supervision,Advanced
2215,Cooking,Intermediate
2216,Welding,Basic
2216,Sewing,Basic
2217,Childcare,Basic
2218,Logistics Coordination,Basic
2218,Scaffolding,Intermediate
2218,Textile Machine Operation,Advanced
2218,Housekeeping,Advanced
2218,Shuttering Carpentry,Advanced
2219,Health Aide,Advanced
2219,Customer Service,Intermediate
2219,Janitorial Skills,Intermediate
2219,Driving,Advanced
2220,Vehicle Maintenance,Intermediate
2220,Guest Relations,Basic
2221,Banquet Service,Basic
2221,Concrete Mixing,Basic
2221,Garment Quality Control,Advanced
2221,Bar Bending,Advanced
2222,Nursing,Advanced
2222,Cooking,Intermediate
2222,Welding,Intermediate
2222,Concrete Mixing,Basic
2223,Hotel Housekeeping,Intermediate
2223,Masonry,Intermediate
2223,Horticulture,Intermediate
2223,Livestock Management,Intermediate
2224,Food Preparation,Advanced
2224,Medical Assistance,Intermediate
2224,Plumbing,Basic
2224,Sewing,Intermediate
2224,Kitchen Assistance,Intermediate
2225,Livestock Management,Basic
2225,Textile Machine Operation,Intermediate
2225,Heavy Vehicle Driving,Advanced
2225,Administrative Support,Advanced
2226,Carpentry,Advanced
2226,Food Preparation,Intermediate
2226,Home Cleaning,Basic
2226,Garment Quality Control,Basic
2227,Scaffolding,Intermediate
2228,Garment Quality Control,Intermediate
2228,Concrete Mixing,Basic
2228,Hairdressing,Advanced
2228,Welding,Advanced
2229,Beauty Therapy,Advanced
2230,Electrical,Intermediate
2230,Driving,Advanced
2231,Driving,Advanced
2232,Beauty Therapy,Basic
2232,Sewing,Advanced
2233,Packing,Advanced
2234,Shuttering Carpentry,Intermediate
2234,Livestock Management,Basic
2234,Sewing,Advanced
2235,Nursing,Advanced
2236,Bar Bending,Intermediate
2236,Packing,Advanced
2237,Scaffolding,Basic
2237,Makeup Artistry,Intermediate
2237,Hairdressing,Basic
2238,Food Preparation,Intermediate
2238,Nursing,Basic
2238,Inventory Management,Intermediate
2238,Elderly Care,Advanced
2239,Nursing,Advanced
2240,Hotel Housekeeping,Basic
2240,Accounting,Intermediate
2240,Hairdressing,Basic
2240,Patient Care,Intermediate
2241,Administrative Support,Intermediate
2241,Hairdressing,Intermediate
2242,Plumbing,Advanced
2242,Shuttering Carpentry,Intermediate
2243,Facility Maintenance,Intermediate
2243,Cooking,Basic
2243,Housekeeping,Advanced
2244,Heavy Vehicle Driving,Advanced
2244,Fishing,Basic
2244,Shuttering Carpentry,Basic
2244,Medical Assistance,Basic
2245,Nursing,Intermediate
2245,Electrical,Advanced
2245,Kitchen Assistance,Advanced
2245,Packing,Intermediate
2245,Sewing,Intermediate
2246,Hotel Housekeeping,Advanced
2247,Sewing,Advanced
2248,Livestock Management,Advanced
2248,Scaffolding,Advanced
2249,Nursing,Basic
2250,Tailoring,Intermediate
2251,Horticulture,Basic
2251,Plumbing,Intermediate
2251,Health Aide,Basic
2251,Banquet Service,Advanced
2251,Delivery Driving,Advanced
2252,Data Entry,Basic
2253,IT Skills,Intermediate
2254,Barista Skills,Advanced
2254,Sewing,Intermediate
2255,Scaffolding,Advanced
2256,Driving,Intermediate
2257,Nursing,Advanced
2258,Driving,Basic
2259,Nursing,Advanced
2260,Guest Relations,Basic
2260,Textile Machine Operation,Basic
2260,Hotel Housekeeping,Basic
2260,Elderly Care,Advanced
2260,MS Office,Basic
2261,Packing,Intermediate
2262,Packing,Advanced
2263,Data Entry,Basic
2263,CCTV Monitoring,Intermediate
2263,Bar Bending,Advanced
2263,Makeup Artistry,Advanced
2263,Barista Skills,Intermediate
2264,Horticulture,Basic
2264,Farming,Basic
2264,Food Preparation,Advanced
2264,Facility Maintenance,Basic
2265,Front Desk Operations,Basic
2265,Horticulture,Advanced
2266,Welding,Intermediate
2266,Kitchen Assistance,Basic
2266,First Aid,Advanced
2266,Administrative Support,Basic
2267,Plumbing,Advanced
2267,Caregiving,Advanced
2267,Bookkeeping,Intermediate
2268,Facility Maintenance,Intermediate
2268,IT Skills,Intermediate
2268,Laundry,Basic
2268,Health Aide,Basic
2269,Painting,Basic
2270,Sewing,Basic
2271,Packing,Advanced
2272,Nursing,Intermediate
2273,Nursing,Basic
2274,Childcare,Intermediate
2274,Shuttering Carpentry,Basic
2274,Sewing,Basic
2275,Scaffolding,Intermediate
2275,Banquet Service,Intermediate
2275,Teaching Assistance,Basic
2275,Delivery Driving,Advanced
2276,Excel,Advanced
2276,Beauty Therapy,Advanced
2276,Cooking,Advanced
2276,Caregiving,Basic
2276,Shuttering Carpentry,Advanced
2277,Nursing,Advanced
2278,Makeup Artistry,Intermediate
2278,Painting,Basic
2278,Inventory Management,Basic
2279,Laundry,Advanced
2280,Laundry,Advanced
2281,Sewing,Intermediate
2281,Facility Maintenance,Basic
2281,Delivery Driving,Advanced
2282,Packing,Intermediate
2283,Fishing,Intermediate
2284,Textile Machine Operation,Advanced
2285,Farming,Advanced
2285,Hotel Housekeeping,Basic
2285,Hairdressing,Advanced
2286,Medical Assistance,Basic
2287,Hairdressing,Advanced
2287,Medical Assistance,Basic
2287,Electrical,Intermediate
2288,Driving,Advanced
2288,Health Aide,Basic
2288,Serving,Basic
2288,Excel,Intermediate
2288,Hotel Housekeeping,Advanced
2289,Shuttering Carpentry,Advanced
2290,Garment Quality Control,Advanced
2290,Packing,Basic
2290,Shuttering Carpentry,Basic
2290,Caregiving,Intermediate
2291,Laundry,Basic
2292,Facility Maintenance,Intermediate
2292,Inventory Management,Advanced
2292,Welding,Intermediate
2292,Bookkeeping,Advanced
2293,Packing,Basic
2294,Sewing,Basic
2295,Administrative Support,Intermediate
2295,Serving,Advanced
2295,Delivery Driving,Advanced
2295,Accounting,Advanced
2295,Health Aide,Advanced
2296,Childcare,Intermediate
2296,Janitorial Skills,Basic
2296,Heavy Vehicle Driving,Advanced
2296,Masonry,Advanced
2297,Banquet Service,Intermediate
2297,Makeup Artistry,Advanced
2297,Heavy Vehicle Driving,Intermediate
2298,Masonry,Advanced
2298,Bar Bending,Advanced
2298,Food Preparation,Intermediate
2298,IT Skills,Basic
2298,Janitorial Skills,Intermediate
2299,Front Desk Operations,Advanced
2299,Barista Skills,Intermediate
2299,Food Preparation,Intermediate
2300,Logistics Coordination,Intermediate
2301,Vehicle Maintenance,Advanced
2301,Tiling,Basic
2301,Kitchen Assistance,Basic
2301,Medical Assistance,Intermediate
2302,Administrative Support,Basic
2302,Excel,Basic
2302,Construction Supervision,Basic
2302,Bar Bending,Intermediate
2303,Retail Sales,Advanced
2304,Security Guarding,Basic
2304,Nursing,Intermediate
2305,Driving,Basic
2306,Housekeeping,Intermediate
2306,Excel,Intermediate
2306,Sewing,Basic
2307,Fishing,Intermediate
2307,Front Desk Operations,Basic
2308,Laundry,Intermediate
2308,Customer Service,Basic
2308,Serving,Advanced
2308,Home Cleaning,Intermediate
2308,Administrative Support,Intermediate
2309,Driving,Advanced
2310,Elderly Care,Basic
2310,Logistics Coordination,Advanced
2310,Data Entry,Basic
2310,Kitchen Assistance,Intermediate
2310,Guest Relations,Intermediate
2311,Laundry,Advanced
2311,Livestock Management,Basic
2311,Scaffolding,Advanced
2311,Forklift Operation,Basic
2311,Guest Relations,Advanced
2312,Inventory Management,Basic
2312,Elderly Care,Basic
2313,Home Cleaning,Intermediate
2313,Beauty Therapy,Intermediate
2313,CCTV Monitoring,Intermediate
2313,Tailoring,Intermediate
2314,Scaffolding,Advanced
2314,IT Skills,Basic
2314,Retail Sales,Intermediate
2314,Welding,Advanced
2315,Health Aide,Advanced
2315,Heavy Vehicle Driving,Intermediate
2315,Security Guarding,Advanced
2315,Excel,Advanced
2315,Logistics Coordination,Basic
2316,Inventory Management,Advanced
2316,Customer Service,Advanced
2316,Childcare,Basic
2316,IT Skills,Basic
2317,Vehicle Maintenance,Intermediate
2317,Shuttering Carpentry,Intermediate
2318,Laundry,Advanced
2319,Makeup Artistry,Advanced
2319,Nursing,Basic
2319,Sewing,Advanced
2319,Textile Machine Operation,Intermediate
2319,Bar Bending,Intermediate
2320,Fishing,Basic
2320,Front Desk Operations,Basic
2321,Garment Quality Control,Advanced
2321,Vehicle Maintenance,Advanced
2322,Medical Assistance,Advanced
2322,Nursing,Intermediate
2322,Front Desk Operations,Intermediate
2323,Housekeeping,Intermediate
2323,Construction Supervision,Basic
2323,Painting,Basic
2323,Barista Skills,Advanced
2324,Construction Supervision,Advanced
2324,Hairdressing,Advanced
2324,Hotel Housekeeping,Intermediate
2324,Beauty Therapy,Advanced
2324,Textile Machine Operation,Intermediate
2325,Laundry,Intermediate
2325,Concrete Mixing,Advanced
2325,Serving,Advanced
2326,Masonry,Basic
2327,Nursing,Intermediate
2328,Health Aide,Basic
2328,Cooking,Advanced
2328,Kitchen Assistance,Intermediate
2328,Front Desk Operations,Basic
2329,Shuttering Carpentry,Basic
2329,Cooking,Advanced
2330,Housekeeping,Basic
2330,Medical Assistance,Advanced
2330,First Aid,Advanced
2331,Driving,Advanced
2332,Data Entry,Intermediate
2332,Plumbing,Basic
2332,Tiling,Intermediate
2332,Scaffolding,Advanced
2332,Patient Care,Advanced
2333,Logistics Coordination,Intermediate
2333,Food Preparation,Advanced
2334,Painting,Intermediate
2334,Data Entry,Advanced
2334,Caregiving,Advanced
2335,Horticulture,Intermediate
2335,Delivery Driving,Advanced
2335,Childcare,Advanced
2335,Tailoring,Advanced
2336,Administrative Support,Basic
2336,Construction Supervision,Basic
2337,Driving,Basic
2337,MS Office,Basic
2337,Administrative Support,Basic
2337,Caregiving,Advanced
2338,Sewing,Intermediate
2339,Horticulture,Basic
2339,Bar Bending,Intermediate
2339,Medical Assistance,Advanced
2339,Hairdressing,Intermediate
2340,Serving,Advanced
2340,Food Preparation,Advanced
2341,Packing,Basic
2342,Beauty Therapy,Basic
2342,Caregiving,Advanced
2342,Administrative Support,Advanced
2343,Horticulture,Basic
2343,Childcare,Intermediate
2344,Barista Skills,Intermediate
2344,Kitchen Assistance,Basic
2345,Elderly Care,Advanced
2345,Front Desk Operations,Basic
2345,Administrative Support,Intermediate
2345,Housekeeping,Advanced
2345,Barista Skills,Advanced
2346,Teaching Assistance,Intermediate
2346,Bar Bending,Advanced
2347,Fishing,Intermediate
2347,Construction Supervision,Advanced
2347,CCTV Monitoring,Intermediate
2347,Guest Relations,Intermediate
2347,IT Skills,Advanced
2348,Janitorial Skills,Basic
2349,Electrical,Advanced
2349,Administrative Support,Basic
2349,Tailoring,Intermediate
2349,Nursing,Advanced
2350,Hotel Housekeeping,Intermediate
2350,Construction Supervision,Advanced
2350,Hairdressing,Intermediate
2350,Guest Relations,Basic
2350,Sewing,Basic
2351,Garment Quality Control,Intermediate
2351,Retail Sales,Intermediate
2351,Data Entry,Intermediate
2351,Excel,Intermediate
2352,Teaching Assistance,Basic
2352,Delivery Driving,Intermediate
2352,Janitorial Skills,Basic
2353,Caregiving,Intermediate
2353,Painting,Advanced
2353,Teaching Assistance,Intermediate
2353,Welding,Basic
2354,Retail Sales,Advanced
2354,Teaching Assistance,Basic
2354,MS Office,Intermediate
2354,Horticulture,Intermediate
2355,Fishing,Intermediate
2356,Horticulture,Advanced
2356,Barista Skills,Advanced
2357,Barista Skills,Intermediate
2357,Tailoring,Advanced
2357,Childcare,Intermediate
2358,Housekeeping,Intermediate
2358,Barista Skills,Basic
2358,Plumbing,Basic
2358,Tailoring,Intermediate
2358,Administrative Support,Intermediate
2359,Nursing,Basic
2360,Bookkeeping,Intermediate
2361,Packing,Intermediate
2362,Front Desk Operations,Basic
2363,Forklift Operation,Basic
2364,Janitorial Skills,Intermediate
2364,Delivery Driving,Basic
2365,Nursing,Advanced
2366,Administrative Support,Basic
2366,Guest Relations,Basic
2366,Laundry,Intermediate
2366,Makeup Artistry,Advanced
2367,Security Guarding,Basic
2367,Packing,Advanced
2367,Medical Assistance,Basic
2367,Garment Quality Control,Basic
2368,Hairdressing,Advanced
2368,Bookkeeping,Advanced
2368,Logistics Coordination,Intermediate
2369,Sewing,Basic
2370,Nursing,Advanced
2371,Bookkeeping,Advanced
2371,Childcare,Intermediate
2372,Construction Supervision,Intermediate
2372,Kitchen Assistance,Advanced
2372,Elderly Care,Intermediate
2372,Teaching Assistance,Basic
2372,Vehicle Maintenance,Intermediate
2373,Painting,Basic
2373,Beauty Therapy,Basic
2373,MS Office,Basic
2373,Customer Service,Intermediate
2373,Carpentry,Basic
2374,Administrative Support,Intermediate
2374,Driving,Basic
2374,Elderly Care,Basic
2374,Teaching Assistance,Intermediate
2374,Housekeeping,Basic
2375,Nursing,Basic
2376,Retail Sales,Basic
2377,Construction Supervision,Intermediate
2377,Childcare,Advanced
2377,Scaffolding,Basic
2378,Packing,Basic
2379,Serving,Intermediate
2379,Food Preparation,Advanced
2379,Teaching Assistance,Basic
2379,Beauty Therapy,Basic
2379,Guest Relations,Advanced
2380,Kitchen Assistance,Advanced
2380,Elderly Care,Basic
2381,Patient Care,Advanced
2381,Tailoring,Intermediate
2381,Painting,Basic
2382,Retail Sales,Basic
2383,Tailoring,Basic
2383,Delivery Driving,Intermediate
2383,Painting,Basic
2383,Forklift Operation,Advanced
2383,Patient Care,Advanced
2384,Laundry,Advanced
2385,Serving,Intermediate
2385,Teaching Assistance,Advanced
2386,Sewing,Basic
2386,Food Preparation,Intermediate
2386,Facility Maintenance,Intermediate
2387,Accounting,Intermediate
2387,First Aid,Advanced
2387,Banquet Service,Intermediate
2387,Retail Sales,Advanced
2388,Excel,Intermediate
2389,Nursing,Intermediate
2389,Cooking,Basic
2389,Vehicle Maintenance,Intermediate
2389,Housekeeping,Intermediate
2389,Retail Sales,Advanced
2390,Horticulture,Basic
2391,First Aid,Intermediate
2392,Nursing,Basic
2393,Plumbing,Advanced
2393,Makeup Artistry,Intermediate
2393,CCTV Monitoring,Basic
2393,Teaching Assistance,Basic
2394,CCTV Monitoring,Intermediate
2394,Scaffolding,Intermediate
2394,Home Cleaning,Intermediate
2394,Driving,Advanced
2395,Sewing,Intermediate
2395,Bar Bending,Intermediate
2395,CCTV Monitoring,Intermediate
2395,Guest Relations,Advanced
2396,Packing,Basic
2397,Nursing,Intermediate
2398,Teaching Assistance,Advanced
2398,Quality Inspection,Advanced
2399,Caregiving,Advanced
2399,Plumbing,Intermediate
2399,Housekeeping,Basic
2399,Serving,Advanced
2399,Hotel Housekeeping,Basic
2400,Forklift Operation,Advanced
2400,Teaching Assistance,Advanced
2401,Banquet Service,Intermediate
2401,Medical Assistance,Basic
2401,Customer Service,Basic
2401,Administrative Support,Advanced
2402,Janitorial Skills,Advanced
2402,Caregiving,Advanced
2402,Textile Machine Operation,Advanced
2402,Garment Quality Control,Advanced
2403,Nursing,Intermediate
2403,Caregiving,Advanced
2403,Hairdressing,Advanced
2404,Retail Sales,Basic
2404,Logistics Coordination,Intermediate
2404,Quality Inspection,Advanced
2404,Facility Maintenance,Intermediate
2404,Serving,Advanced
2405,Accounting,Intermediate
2405,Logistics Coordination,Intermediate
2406,Janitorial Skills,Advanced
2406,Elderly Care,Advanced
2407,Plumbing,Basic
2407,Delivery Driving,Advanced
2407,Concrete Mixing,Intermediate
2407,Scaffolding,Basic
2407,First Aid,Advanced
2408,Retail Sales,Intermediate
2408,Bar Bending,Basic
2408,Cooking,Advanced
2408,Forklift Operation,Advanced
2408,Security Guarding,Basic
2409,Banquet Service,Intermediate
2409,Administrative Support,Advanced
2410,Concrete Mixing,Basic
2410,IT Skills,Advanced
2410,Electrical,Basic
2411,Retail Sales,Basic
2411,Inventory Management,Basic
2411,Carpentry,Basic
2411,Teaching Assistance,Advanced
2412,Delivery Driving,Basic
2412,Construction Supervision,Advanced
2412,MS Office,Intermediate
2413,Sewing,Intermediate
2414,Administrative Support,Advanced
2414,IT Skills,Intermediate
2414,Forklift Operation,Advanced
2414,Plumbing,Basic
2414,Health Aide,Basic
2415,Tailoring,Intermediate
2415,Vehicle Maintenance,Basic
2415,Scaffolding,Advanced
2416,Forklift Operation,Basic
2416,Farming,Intermediate
2416,Garment Quality Control,Intermediate
2416,Banquet Service,Advanced
2417,Bar Bending,Intermediate
2417,Beauty Therapy,Basic
2417,Scaffolding,Basic
2417,Guest Relations,Intermediate
2417,Hotel Housekeeping,Advanced
2418,Banquet Service,Intermediate
2418,Heavy Vehicle Driving,Basic
2418,Bookkeeping,Basic
2418,Food Preparation,Basic
2419,Painting,Advanced
2419,Housekeeping,Basic
2419,Livestock Management,Basic
2419,Beauty Therapy,Intermediate
2420,Tiling,Intermediate
2421,Data Entry,Basic
2422,Electrical,Advanced
2422,Packing,Intermediate
2422,Logistics Coordination,Intermediate
2423,Facility Maintenance,Advanced
2423,CCTV Monitoring,Advanced
2424,Construction Supervision,Advanced
2424,First Aid,Basic
2424,Farming,Intermediate
2424,Childcare,Basic
2425,Beauty Therapy,Advanced
2425,Accounting,Advanced
2426,Accounting,Basic
2427,Elderly Care,Advanced
2427,CCTV Monitoring,Intermediate
2427,Health Aide,Intermediate
2428,Beauty Therapy,Intermediate
2428,Vehicle Maintenance,Basic
2428,Fishing,Basic
2428,Accounting,Intermediate
2428,Bookkeeping,Advanced
2429,Bookkeeping,Intermediate
2429,Heavy Vehicle Driving,Basic
2429,Medical Assistance,Intermediate
2429,Retail Sales,Advanced
2430,Sewing,Basic
2431,Serving,Basic
2431,Nursing,Intermediate
2431,Cooking,Intermediate
2432,Barista Skills,Basic
2432,Forklift Operation,Advanced
2433,Packing,Basic
2433,Accounting,Advanced
2434,CCTV Monitoring,Basic
2435,Driving,Intermediate
2436,Sewing,Basic
2437,Front Desk Operations,Intermediate
2437,Masonry,Intermediate
2438,Scaffolding,Intermediate
2438,CCTV Monitoring,Basic
2438,Bookkeeping,Intermediate
2438,Livestock Management,Advanced
2438,Customer Service,Intermediate
2439,Nursing,Advanced
2440,Laundry,Intermediate
2441,Livestock Management,Intermediate
2441,Barista Skills,Intermediate
2441,Scaffolding,Advanced
2441,Heavy Vehicle Driving,Intermediate
2442,Barista Skills,Basic
2442,Bar Bending,Intermediate
2443,Excel,Basic
2443,Logistics Coordination,Basic
2443,Customer Service,Advanced
2443,Security Guarding,Intermediate
2443,CCTV Monitoring,Basic
2444,Accounting,Advanced
2444,Security Guarding,Basic
2444,Delivery Driving,Intermediate
2444,Cooking,Basic
2444,Shuttering Carpentry,Basic
2445,Guest Relations,Intermediate
2445,Accounting,Advanced
2446,First Aid,Advanced
2446,Teaching Assistance,Advanced
2446,Tiling,Intermediate
2446,Makeup Artistry,Advanced
2446,Home Cleaning,Intermediate
2447,Sewing,Advanced
2447,Home Cleaning,Advanced
2447,Farming,Basic
2447,Logistics Coordination,Basic
2447,Welding,Advanced
2448,Nursing,Advanced
2449,Hairdressing,Advanced
2449,Concrete Mixing,Advanced
2449,Patient Care,Advanced
2450,Health Aide,Advanced
2451,Cooking,Intermediate
2451,Heavy Vehicle Driving,Basic
2451,Livestock Management,Advanced
2451,Bar Bending,Basic
2452,Textile Machine Operation,Intermediate
2452,Sewing,Basic
2452,Livestock Management,Basic
2452,Patient Care,Advanced
2453,Kitchen Assistance,Advanced
2453,Elderly Care,Basic
2453,Electrical,Intermediate
2454,Forklift Operation,Intermediate
2454,Bookkeeping,Basic
2454,Farming,Advanced
2455,Elderly Care,Advanced
2455,Horticulture,Basic
2456,Excel,Basic
2456,Caregiving,Intermediate
2456,Shuttering Carpentry,Intermediate
2457,Packing,Intermediate
2457,Horticulture,Intermediate
2457,Plumbing,Intermediate
2457,Security Guarding,Intermediate
2458,Laundry,Basic
2459,Nursing,Advanced
2460,Childcare,Intermediate
2460,Quality Inspection,Advanced
2460,Beauty Therapy,Basic
2460,Excel,Basic
2460,Plumbing,Advanced
2461,Textile Machine Operation,Basic
2462,Barista Skills,Intermediate
2462,Construction Supervision,Basic
2462,Garment Quality Control,Intermediate
2462,Laundry,Advanced
2463,Sewing,Intermediate
2463,IT Skills,Advanced
2463,Teaching Assistance,Basic
2464,Front Desk Operations,Basic
2464,CCTV Monitoring,Advanced
2465,Janitorial Skills,Advanced
2466,Painting,Intermediate
2466,Home Cleaning,Basic
2467,Makeup Artistry,Basic
2467,Facility Maintenance,Intermediate
2467,Customer Service,Advanced
2468,Welding,Advanced
2468,Inventory Management,Advanced
2468,Administrative Support,Intermediate
2468,IT Skills,Basic
2469,Quality Inspection,Intermediate
2470,Guest Relations,Intermediate
2470,Horticulture,Intermediate
2470,Driving,Advanced
2470,Nursing,Advanced
2471,Heavy Vehicle Driving,Intermediate
2471,Home Cleaning,Advanced
2471,Textile Machine Operation,Intermediate
2471,Plumbing,Intermediate
2472,Packing,Basic
2473,Vehicle Maintenance,Advanced
2474,Nursing,Advanced
2475,Food Preparation,Basic
2475,Tailoring,Advanced
2476,Electrical,Advanced
2476,Elderly Care,Basic
2476,Medical Assistance,Intermediate
2477,Hotel Housekeeping,Advanced
2477,Guest Relations,Advanced
2477,Sewing,Basic
2478,Serving,Basic
2478,Vehicle Maintenance,Intermediate
2478,Housekeeping,Intermediate
2478,Nursing,Intermediate
2478,Delivery Driving,Basic
2479,Security Guarding,Basic
2479,Nursing,Basic
2479,Laundry,Advanced
2479,Inventory Management,Intermediate
2480,Makeup Artistry,Advanced
2481,Teaching Assistance,Basic
2481,Scaffolding,Intermediate
2481,Guest Relations,Basic
2482,Kitchen Assistance,Advanced
2483,Heavy Vehicle Driving,Advanced
2483,Construction Supervision,Advanced
2483,Quality Inspection,Basic
2483,Teaching Assistance,Basic
2483,Excel,Basic
2484,Janitorial Skills,Basic
2484,Masonry,Advanced
2484,Horticulture,Basic
2484,Retail Sales,Advanced
2485,Shuttering Carpentry,Advanced
2485,Vehicle Maintenance,Advanced
2485,Caregiving,Intermediate
2485,IT Skills,Intermediate
2486,Nursing,Basic
2487,Sewing,Intermediate
2488,CCTV Monitoring,Intermediate
2488,Quality Inspection,Advanced
2488,Vehicle Maintenance,Advanced
2488,Home Cleaning,Basic
2489,Beauty Therapy,Advanced
2489,Banquet Service,Basic
2490,Bar Bending,Intermediate
2491,Excel,Advanced
2492,Beauty Therapy,Advanced
2493,Delivery Driving,Basic
2493,Health Aide,Advanced
2493,Facility Maintenance,Intermediate
2493,Quality Inspection,Advanced
2494,Barista Skills,Basic
2494,Beauty Therapy,Basic
2494,Caregiving,Intermediate
2495,Nursing,Basic
2496,Driving,Basic
2497,Delivery Driving,Advanced
2497,IT Skills,Intermediate
2498,Sewing,Advanced
2499,Livestock Management,Advanced
2500,Elderly Care,Intermediate
2500,Data Entry,Intermediate
2500,Packing,Intermediate
2500,CCTV Monitoring,Advanced
2500,Driving,Advanced
2501,Nursing,Advanced
2502,Accounting,Basic
2502,Sewing,Intermediate
2503,Barista Skills,Advanced
2503,Data Entry,Intermediate
2503,Makeup Artistry,Basic
2504,Farming,Intermediate
2504,Heavy Vehicle Driving,Advanced
2504,Tailoring,Basic
2505,Bookkeeping,Intermediate
2505,Vehicle Maintenance,Advanced
2506,Elderly Care,Basic
2506,Tiling,Basic
2506,Security Guarding,Basic
2506,Construction Supervision,Advanced
2506,Data Entry,Advanced
2507,Retail Sales,Intermediate
2507,Caregiving,Advanced
2507,Banquet Service,Basic
2507,Food Preparation,Basic
2508,Medical Assistance,Basic
2509,MS Office,Advanced
2510,Driving,Intermediate
2511,Carpentry,Intermediate
2512,Tailoring,Advanced
2512,Packing,Basic
2512,CCTV Monitoring,Advanced
2512,Carpentry,Basic
2513,Sewing,Intermediate
2514,Janitorial Skills,Basic
2514,Painting,Advanced
2514,Makeup Artistry,Intermediate
2514,First Aid,Intermediate
2514,Plumbing,Intermediate
2515,Carpentry,Advanced
2515,Inventory Management,Intermediate
2516,Laundry,Advanced
2516,Plumbing,Advanced
2516,Nursing,Basic
2517,Livestock Management,Intermediate
2517,Textile Machine Operation,Intermediate
2518,Scaffolding,Basic
2518,Packing,Intermediate
2518,CCTV Monitoring,Basic
2519,First Aid,Intermediate
2519,Serving,Basic
2519,Security Guarding,Basic
2519,Hairdressing,Basic
2519,Childcare,Advanced
2520,Logistics Coordination,Advanced
2520,Administrative Support,Basic
2521,Facility Maintenance,Intermediate
2521,Textile Machine Operation,Intermediate
2521,Home Cleaning,Basic
2521,Electrical,Advanced
2521,Garment Quality Control,Advanced
2522,Hotel Housekeeping,Basic
2522,Masonry,Intermediate
2522,Cooking,Intermediate
2522,Painting,Basic
2523,Nursing,Intermediate
2524,Driving,Intermediate
2525,Sewing,Advanced
2526,Delivery Driving,Advanced
2526,Home Cleaning,Intermediate
2526,Excel,Basic
2526,Horticulture,Intermediate
2526,Laundry,Intermediate
2527,Inventory Management,Advanced
2527,Fishing,Basic
2527,Textile Machine Operation,Intermediate
2528,Banquet Service,Advanced
2528,Health Aide,Advanced
2529,Accounting,Advanced
2529,Barista Skills,Basic
2530,Patient Care,Advanced
2530,Health Aide,Basic
2530,Livestock Management,Basic
2531,Administrative Support,Intermediate
2531,Concrete Mixing,Intermediate
2531,Caregiving,Advanced
2531,Data Entry,Basic
2532,Guest Relations,Basic
2532,Data Entry,Intermediate
2532,Administrative Support,Basic
2532,Vehicle Maintenance,Advanced
2532,Driving,Intermediate
2533,Bar Bending,Advanced
2534,Nursing,Basic
2535,Driving,Advanced
2535,Serving,Basic
2535,Packing,Advanced
2535,Livestock Management,Basic
2535,Tiling,Intermediate
2536,Childcare,Basic
2537,Retail Sales,Basic
2538,Accounting,Intermediate
2539,Nursing,Intermediate
2540,Data Entry,Advanced
2540,Janitorial Skills,Basic
2540,Masonry,Basic
2541,Laundry,Basic
2541,Logistics Coordination,Advanced
2541,Janitorial Skills,Advanced
2542,MS Office,Basic
2542,Forklift Operation,Intermediate
2543,Welding,Advanced
2543,Caregiving,Advanced
2543,Banquet Service,Advanced
2543,Tailoring,Basic
2544,Medical Assistance,Intermediate
2544,Nursing,Basic
2544,Forklift Operation,Advanced
2544,Kitchen Assistance,Intermediate
2545,Masonry,Intermediate
2545,Makeup Artistry,Advanced
2545,Tailoring,Basic
2546,Teaching Assistance,Basic
2546,Welding,Basic
2546,Plumbing,Advanced
2546,Beauty Therapy,Basic
2546,Food Preparation,Basic
2547,Sewing,Advanced
2548,Garment Quality Control,Basic
2548,Hotel Housekeeping,Advanced
2548,Hairdressing,Advanced
2548,Carpentry,Advanced
2549,Front Desk Operations,Advanced
2550,Delivery Driving,Intermediate
2550,Security Guarding,Basic
2550,Tailoring,Intermediate
2550,Administrative Support,Basic
2550,Scaffolding,Basic
2551,Data Entry,Advanced
2551,Horticulture,Intermediate
2552,MS Office,Advanced
2552,CCTV Monitoring,Advanced
2553,Accounting,Advanced
2553,Kitchen Assistance,Advanced
2553,Farming,Intermediate
2553,Childcare,Basic
2553,Nursing,Intermediate
2554,First Aid,Intermediate
2554,Tiling,Intermediate
2555,Caregiving,Basic
2556,Concrete Mixing,Intermediate
2556,Retail Sales,Intermediate
2556,Customer Service,Basic
2556,Welding,Advanced
2556,Barista Skills,Intermediate
2557,Accounting,Basic
