JobID,EmployerName,Country,EmploymentSector,JobTitle,PostedDate
2219,Construction Ltd,Saudi Arabia,Domestic Services,Welder,2023-09-17
2220,Tech Solutions,Kuwait,Domestic Services,Beautician,2023-10-02
2221,Apparel Co,Kuwait,Hospitality & Tourism,Logistics Coordinator,2024-10-22
2222,Apparel Pvt,Kuwait,Domestic Services,Forklift Operator,2024-07-24
2223,Lanka Pvt,Qatar,Beauty & Personal Care,House Driver,2024-09-30
2224,Lanka Corp,United Arab Emirates,Education & Training,Electrician,2023-10-08
2225,Tech Inc,United Arab Emirates,Hospitality & Tourism,Construction Helper,2025-07-13
2226,Tea Pvt,Japan,Garment & Apparel,Nurse,2025-03-29
2227,Tech Plantations,Qatar,Retail & Sales,Janitor,2023-12-18
2228,Gem Solutions,Saudi Arabia,Garment & Apparel,Construction Supervisor,2025-08-16
2229,Ceylon Group,Singapore,Domestic Services,Room Attendant,2024-09-27
2230,Construction Ltd,Saudi Arabia,Domestic Services,Caregiver,2024-09-26
2231,Apparel Co,Saudi Arabia,Driving & Transportation,Driver,2024-04-18
2232,Tea Inc,United Arab Emirates,Engineering & Technical,Engineer,2024-10-06
2233,Lanka Inc,Saudi Arabia,Engineering & Technical,Packing Worker,2024-10-05
2234,Sri Enterprises,United Arab Emirates,Garment & Apparel,Administrative Assistant,2024-05-10
2235,Apparel Group,United Arab Emirates,Healthcare & Nursing,Cook,2023-10-30
2236,Hotel Pvt,Maldives,Cleaning Services,Construction Supervisor,2025-07-13
2237,Apparel Group,Kuwait,Security Services,Electrician,2025-01-16
2238,Ceylon Inc,Qatar,Engineering & Technical,Administrative Assistant,2025-06-10
2239,Sri Enterprises,Saudi Arabia,Garment & Apparel,Nursing Assistant,2024-06-10
2240,Ceylon Solutions,United Arab Emirates,Logistics & Warehousing,Receptionist,2025-08-13
2241,Hotel Pvt,Saudi Arabia,Security Services,Hairdresser,2023-11-09
2242,Lanka Enterprises,Maldives,Construction,Construction Supervisor,2025-02-11
2243,Gem Inc,Malaysia,Security Services,Quality Control Inspector,2025-06-22
2244,Lanka Co,Canada,Construction,Construction Helper,2024-03-04
2245,Island Corp,United Arab Emirates,Agriculture & Fishery,Beautician,2023-09-29
2246,Gem Solutions,United Arab Emirates,Hospitality & Tourism,Electrician,2025-06-06
2247,Hotel Inc,Saudi Arabia,Hospitality & Tourism,Sewing Machine Operator,2024-11-08
2248,Ceylon Plantations,Australia,Hospitality & Tourism,Accountant,2025-03-06
2249,Gem Ltd,Kuwait,Hospitality & Tourism,Nursing Assistant,2025-01-13
2250,Ceylon Solutions,New Zealand,Logistics & Warehousing,Logistics Coordinator,2024-04-14
2251,Island Enterprises,Lebanon,Engineering & Technical,Domestic Worker,2025-01-24
2252,Tea Pvt,Saudi Arabia,Garment & Apparel,Gardener,2023-11-02
2253,Island Plantations,Sri Lanka,Construction,Construction Supervisor,2024-06-23
2254,Lanka Plantations,United Kingdom,Construction,Construction Supervisor,2024-09-01
2255,Apparel Plantations,Sri Lanka,Domestic Services,Hairdresser,2025-08-16
2256,Ceylon Group,Saudi Arabia,Driving & Transportation,Teacher Assistant,2024-09-29
2257,Construction Ltd,Qatar,Healthcare & Nursing,Technician,2024-04-15
2258,Lanka Enterprises,Kuwait,Driving & Transportation,Cook,2025-01-18
2259,Apparel Enterprises,United Arab Emirates,Healthcare & Nursing,Nurse,2024-09-08
2260,Sri Corp,United Arab Emirates,Domestic Services,Hotel Housekeeper,2024-10-23
2261,Island Group,Saudi Arabia,Garment & Apparel,Packing Worker,2024-07-13
2262,Gem Corp,Saudi Arabia,Security Services,Domestic Worker,2023-12-14
2263,Tea Solutions,Saudi Arabia,Construction,Construction Supervisor,2024-04-05
2264,Lanka Enterprises,Serbia,IT & Professional Services,Welder,2023-11-11
2265,Island Corp,Qatar,Domestic Services,Cleaner,2024-09-08
2266,Lanka Corp,Kuwait,Construction,Construction Supervisor,2024-01-31
2267,Gem Co,Qatar,Domestic Services,Tailor,2023-11-09
2268,Gem Solutions,Qatar,IT & Professional Services,Agricultural Worker,2025-07-07
2269,Hotel Pvt,Qatar,Domestic Services,Plumber,2023-12-28
2270,Lanka Inc,New Zealand,Domestic Services,Sewing Machine Operator,2025-08-15
2271,Apparel Group,Kuwait,Retail & Sales,Room Attendant,2024-03-28
2272,Sri Plantations,Kuwait,Healthcare & Nursing,Hotel Housekeeper,2023-11-05
2273,Hotel Co,Japan,Healthcare & Nursing,Teacher Assistant,2025-01-03
2274,Apparel Enterprises,Qatar,Logistics & Warehousing,Delivery Driver,2024-09-23
2275,Construction Solutions,United Kingdom,Domestic Services,Carpenter,2025-03-19
2276,Tea Inc,Oman,Hospitality & Tourism,Tailor,2024-11-04
2277,Tech Inc,Bahrain,Healthcare & Nursing,Heavy Vehicle Operator,2025-03-29
2278,Gem Group,Kuwait,Construction,Construction Supervisor,2025-06-15
2279,Hotel Ltd,Hong Kong,Cleaning Services,Laundry Worker,2024-04-14
2280,Hotel Inc,Maldives,Cleaning Services,Laundry Worker,2025-01-21
2281,Lanka Solutions,Hong Kong,Domestic Services,Hotel Housekeeper,2024-12-27
2282,Construction Plantations,Sri Lanka,Engineering & Technical,Logistics Coordinator,2024-11-22
2283,Tech Co,Hong Kong,Domestic Services,Construction Supervisor,2023-12-23
2284,Gem Inc,Oman,Domestic Services,Mason,2024-09-19
2285,Ceylon Inc,Saudi Arabia,Hospitality & Tourism,Construction Helper,2024-08-11
2286,Lanka Co,Kuwait,Construction,Construction Supervisor,2025-01-07
2287,Gem Pvt,Romania,Domestic Services,Room Attendant,2024-08-01
2288,Apparel Plantations,Australia,Hospitality & Tourism,Barista,2023-11-05
2289,Tech Solutions,United Arab Emirates,Logistics & Warehousing,Quality Control Inspector,2024-03-29
2290,Construction Inc,Saudi Arabia,Education & Training,Administrative Assistant,2025-08-07
2291,Apparel Ltd,Qatar,Beauty & Personal Care,Laundry Worker,2023-08-23
2292,Lanka Plantations,Saudi Arabia,Agriculture & Fishery,Chef,2025-02-19
2293,Construction Ltd,Bahrain,Logistics & Warehousing,Packing Worker,2023-10-10
2294,Sri Plantations,Maldives,Hospitality & Tourism,Sewing Machine Operator,2024-03-15
2295,Ceylon Solutions,Qatar,Security Services,Quality Control Inspector,2025-02-01
2296,Gem Pvt,Australia,Garment & Apparel,Tailor,2025-08-13
2297,Construction Corp,Cyprus,Construction,Construction Helper,2024-05-28
2298,Construction Group,Bahrain,Construction,Construction Helper,2023-09-20
2299,Apparel Corp,Maldives,Construction,Construction Supervisor,2023-09-28
2300,Sri Co,Saudi Arabia,Manufacturing,Receptionist,2024-05-26
2301,Lanka Co,South Korea,Engineering & Technical,Welder,2024-10-18
2302,Gem Inc,Saudi Arabia,Agriculture & Fishery,Agricultural Worker,2025-05-02
2303,Apparel Enterprises,Japan,Domestic Services,Janitor,2024-09-11
2304,Tech Inc,Romania,Engineering & Technical,Carpenter,2024-03-18
2305,Ceylon Solutions,Maldives,Driving & Transportation,Kitchen Helper,2025-08-09
2306,Apparel Inc,Maldives,Education & Training,Beautician,2024-11-28
2307,Hotel Group,Saudi Arabia,Domestic Services,Janitor,2024-09-27
2308,Hotel Ltd,Saudi Arabia,Security Services,Gardener,2024-01-16
2309,Gem Enterprises,Romania,Driving & Transportation,Factory Worker,2025-02-25
2310,Lanka Pvt,Kuwait,Construction,Construction Helper,2023-09-10
2311,Hotel Enterprises,Saudi Arabia,Hospitality & Tourism,Receptionist,2024-03-29
2312,Tech Corp,Qatar,Facility Management,Chef,2025-04-16
2313,Lanka Enterprises,Malaysia,Construction,Construction Supervisor,2023-10-27
2314,Island Group,Qatar,Facility Management,Domestic Worker,2024-07-27
2315,Lanka Group,Kuwait,Hospitality & Tourism,Housemaid,2025-04-22
2316,Tea Pvt,Qatar,Beauty & Personal Care,Technician,2023-10-16
2317,Construction Pvt,Saudi Arabia,Domestic Services,Administrative Assistant,2023-11-26
2318,Ceylon Enterprises,Oman,Garment & Apparel,Laundry Worker,2025-01-10
2319,Gem Corp,Saudi Arabia,Manufacturing,Janitor,2023-08-25
2320,Lanka Inc,United Arab Emirates,Garment & Apparel,Cook,2024-03-31
2321,Construction Corp,Kuwait,Construction,Construction Helper,2025-07-21
2322,Island Inc,Saudi Arabia,Beauty & Personal Care,Heavy Vehicle Operator,2023-10-21
2323,Gem Enterprises,Qatar,Domestic Services,Machine Operator,2024-03-22
2324,Sri Enterprises,Qatar,Facility Management,Carpenter,2024-04-12
2325,Hotel Corp,Saudi Arabia,Construction,Construction Helper,2024-03-18
2326,Island Enterprises,Kuwait,Facility Management,Security Guard,2023-09-15
2327,Tech Co,Saudi Arabia,Healthcare & Nursing,Salesperson,2023-09-19
2328,Construction Enterprises,Kuwait,Education & Training,Cleaner,2023-12-17
2329,Lanka Solutions,Kuwait,Domestic Services,Cleaner,2025-04-19
2330,Construction Plantations,Qatar,Construction,Construction Supervisor,2024-04-20
2331,Hotel Co,United Arab Emirates,Driving & Transportation,Receptionist,2024-02-20
2332,Apparel Enterprises,Saudi Arabia,Education & Training,Mason,2024-06-25
2333,Apparel Plantations,Saudi Arabia,Security Services,Barista,2025-08-06
2334,Gem Enterprises,Saudi Arabia,Construction,Construction Helper,2024-11-03
2335,Island Enterprises,United Arab Emirates,Garment & Apparel,Heavy Vehicle Operator,2024-07-26
2336,Gem Pvt,Oman,Retail & Sales,Quality Control Inspector,2025-01-06
2337,Lanka Enterprises,Saudi Arabia,Domestic Services,Agricultural Worker,2024-02-26
2338,Tech Co,Bahrain,Textile & Sewing,Administrative Assistant,2024-07-12
2339,Tea Pvt,Saudi Arabia,Construction,Construction Helper,2024-07-17
2340,Construction Solutions,Saudi Arabia,Cleaning Services,Barista,2024-07-07
2341,Sri Ltd,Romania,Education & Training,Housemaid,2025-06-09
2342,Apparel Pvt,Kuwait,Domestic Services,Gardener,2024-07-24
2343,Lanka Corp,Kuwait,IT & Professional Services,Kitchen Helper,2024-05-17
2344,Hotel Enterprises,Saudi Arabia,Construction,Construction Supervisor,2025-07-15
2345,Tech Ltd,United Arab Emirates,Construction,Construction Helper,2025-02-08
2346,Ceylon Ltd,United Arab Emirates,IT & Professional Services,Delivery Driver,2023-12-15
2347,Sri Enterprises,Saudi Arabia,Construction,Construction Supervisor,2023-09-03
2348,Lanka Enterprises,Malaysia,Garment & Apparel,Machine Operator,2025-02-09
2349,Lanka Enterprises,Saudi Arabia,Manufacturing,General Labourer,2024-05-25
2350,Sri Ltd,Saudi Arabia,Logistics & Warehousing,Beautician,2024-04-01
2351,Sri Ltd,Oman,Retail & Sales,Teacher Assistant,2024-09-13
2352,Tea Ltd,Saudi Arabia,Education & Training,Quality Control Inspector,2024-09-12
2353,Island Ltd,Bahrain,Agriculture & Fishery,Machine Operator,2024-02-26
2354,Tech Corp,United Arab Emirates,Construction,Construction Supervisor,2024-10-08
2355,Lanka Plantations,Kuwait,IT & Professional Services,Waiter,2024-09-20
2356,Apparel Group,United Arab Emirates,Hospitality & Tourism,Room Attendant,2025-01-15
2357,Hotel Corp,Romania,Domestic Services,Driver,2024-03-31
2358,Construction Group,Qatar,Domestic Services,Accountant,2025-06-16
2359,Tea Group,Saudi Arabia,Healthcare & Nursing,Kitchen Helper,2023-12-04
2360,Tech Corp,Kuwait,Engineering & Technical,Teacher Assistant,2024-01-29
2361,Apparel Pvt,Saudi Arabia,Domestic Services,Packing Worker,2024-11-23
2362,Hotel Plantations,Saudi Arabia,Domestic Services,Teacher Assistant,2023-10-22
2363,Construction Enterprises,New Zealand,Hospitality & Tourism,Waiter,2023-10-18
2364,Tech Enterprises,United Arab Emirates,Construction,Construction Helper,2025-05-07
2365,Tea Corp,New Zealand,Healthcare & Nursing,Welder,2023-10-04
2366,Construction Pvt,Saudi Arabia,Hospitality & Tourism,Shuttering Carpenter,2024-12-07
2367,Gem Ltd,Saudi Arabia,Domestic Services,Warehouse Worker,2024-03-14
2368,Tea Corp,Qatar,Domestic Services,Electrician,2023-11-12
2369,Lanka Co,Qatar,Facility Management,Sewing Machine Operator,2025-06-18
2370,Tea Ltd,Israel,Healthcare & Nursing,Logistics Coordinator,2024-03-28
2371,Construction Enterprises,Russia,Garment & Apparel,Driver,2024-03-11
2372,Gem Ltd,United Arab Emirates,Construction,Construction Helper,2024-01-14
2373,Hotel Inc,Qatar,Manufacturing,Gardener,2024-06-24
2374,Gem Enterprises,Kuwait,Domestic Services,Teacher Assistant,2024-05-04
2375,Lanka Corp,Saudi Arabia,Healthcare & Nursing,Cleaner,2025-01-18
2376,Construction Inc,Qatar,Construction,Construction Supervisor,2025-03-27
2377,Lanka Ltd,Kuwait,Domestic Services,Beautician,2025-05-17
2378,Gem Plantations,Maldives,Domestic Services,Packing Worker,2024-12-22
2379,Gem Enterprises,Lebanon,Construction,Construction Helper,2023-12-26
2380,Gem Enterprises,New Zealand,Construction,Construction Helper,2023-12-22
2381,Construction Group,Qatar,Construction,Construction Helper,2024-12-28
2382,Apparel Co,Saudi Arabia,Construction,Construction Supervisor,2023-12-21
2383,Apparel Pvt,Israel,Domestic Services,Forklift Operator,2025-05-22
2384,Sri Pvt,Seychelles,Domestic Services,Laundry Worker,2025-01-27
2385,Tech Inc,Kuwait,Garment & Apparel,Driver,2024-09-15
2386,Island Pvt,Kuwait,Construction,Construction Supervisor,2025-07-24
2387,Island Group,Qatar,Education & Training,Cook,2024-12-29
2388,Hotel Plantations,Lebanon,Engineering & Technical,General Labourer,2024-01-03
2389,Hotel Co,Kuwait,Agriculture & Fishery,Logistics Coordinator,2024-02-12
2390,Apparel Co,Hong Kong,Security Services,Kitchen Helper,2024-12-14
2391,Construction Corp,Kuwait,Engineering & Technical,Beautician,2024-02-11
2392,Apparel Plantations,Turkey,Healthcare & Nursing,Nursing Assistant,2025-05-11
2393,Construction Group,Saudi Arabia,Construction,Construction Supervisor,2025-07-24
2394,Tech Plantations,United Arab Emirates,Domestic Services,Beautician,2024-06-19
2395,Lanka Corp,New Zealand,Domestic Services,Security Guard,2025-04-04
2396,Lanka Plantations,Cyprus,Agriculture & Fishery,Packing Worker,2024-02-12
2397,Construction Inc,Saudi Arabia,Healthcare & Nursing,Kitchen Helper,2024-08-25
2398,Sri Pvt,Kuwait,Construction,Construction Helper,2024-11-28
2399,Tech Inc,Maldives,Domestic Services,Barista,2024-05-25
2400,Hotel Corp,Qatar,Hospitality & Tourism,Hairdresser,2023-08-25
2401,Construction Ltd,Sri Lanka,Domestic Services,Carpenter,2023-10-25
2402,Gem Pvt,Qatar,IT & Professional Services,Cleaner,2024-01-22
2403,Construction Group,Kuwait,Retail & Sales,Cook,2024-10-31
2404,Tea Pvt,United Arab Emirates,Security Services,Tailor,2025-03-05
2405,Tech Pvt,Maldives,Cleaning Services,Bar Bender,2024-07-28
2406,Hotel Enterprises,Maldives,Hospitality & Tourism,Welder,2024-03-14
2407,Lanka Solutions,Qatar,Construction,Construction Supervisor,2025-07-09
2408,Island Plantations,Saudi Arabia,Hospitality & Tourism,Salesperson,2025-02-23
2409,Sri Pvt,United Arab Emirates,Garment & Apparel,Gardener,2024-04-03
2410,Ceylon Corp,Saudi Arabia,Domestic Services,Fishery Worker,2024-03-13
2411,Construction Group,Qatar,Hospitality & Tourism,Factory Worker,2023-09-05
2412,Tea Group,Maldives,Construction,Construction Supervisor,2023-12-12
2413,Apparel Ltd,Saudi Arabia,Engineering & Technical,Heavy Vehicle Operator,2025-06-17
2414,Island Co,Saudi Arabia,Construction,Construction Supervisor,2025-01-13
2415,Tea Co,Saudi Arabia,Construction,Construction Supervisor,2024-06-28
2416,Sri Corp,Maldives,Garment & Apparel,Cleaner,2024-11-17
2417,Gem Pvt,United Arab Emirates,Hospitality & Tourism,Housemaid,2024-08-27
2418,Tech Group,United Kingdom,Construction,Construction Helper,2023-09-10
2419,Construction Solutions,Saudi Arabia,Hospitality & Tourism,Housemaid,2024-02-11
2420,Sri Solutions,Saudi Arabia,Domestic Services,Heavy Vehicle Operator,2025-08-12
2421,Apparel Ltd,Qatar,Construction,Construction Supervisor,2025-04-29
2422,Lanka Solutions,Qatar,Security Services,Machine Operator,2025-04-30
2423,Lanka Inc,Serbia,Manufacturing,Housemaid,2024-01-12
2424,Gem Pvt,Saudi Arabia,Garment & Apparel,House Driver,2025-08-04
2425,Tea Solutions,Kuwait,Construction,Construction Helper,2025-03-22
2426,Gem Pvt,Qatar,Construction,Construction Supervisor,2024-08-13
2427,Sri Co,Turkey,Security Services,Nurse,2025-01-12
2428,Tea Inc,Qatar,Manufacturing,Accountant,2024-07-23
2429,Sri Pvt,Kuwait,Manufacturing,Receptionist,2023-08-21
2430,Island Pvt,Kuwait,Garment & Apparel,Accountant,2023-11-25
2431,Construction Co,Cyprus,Domestic Services,Chef,2025-02-20
2432,Gem Ltd,Turkey,Construction,Construction Supervisor,2023-10-23
2433,Tea Plantations,Saudi Arabia,Retail & Sales,Engineer,2024-01-19
2434,Island Corp,United Arab Emirates,Garment & Apparel,Bar Bender,2025-07-28
2435,Hotel Plantations,Saudi Arabia,Driving & Transportation,Beautician,2024-04-06
2436,Island Co,Maldives,Retail & Sales,Sewing Machine Operator,2024-06-30
2437,Tech Enterprises,Saudi Arabia,Manufacturing,Cleaner,2025-07-08
2438,Construction Enterprises,Kuwait,Domestic Services,Agricultural Worker,2024-01-12
2439,Gem Group,Qatar,Healthcare & Nursing,Nursing Assistant,2023-10-29
2440,Apparel Pvt,United Arab Emirates,Healthcare & Nursing,Laundry Worker,2024-06-09
2441,Tech Corp,Sri Lanka,Hospitality & Tourism,Factory Worker,2024-03-14
2442,Hotel Solutions,Kuwait,Domestic Services,Cook,2023-09-09
2443,Tea Pvt,Saudi Arabia,Construction,Construction Helper,2024-11-20
2444,Island Ltd,Australia,Manufacturing,Hotel Housekeeper,2024-04-01
2445,Ceylon Solutions,Israel,Agriculture & Fishery,Janitor,2025-03-11
2446,Tea Enterprises,Saudi Arabia,Domestic Services,Hotel Housekeeper,2025-03-04
2447,Tea Ltd,Kuwait,Domestic Services,Room Attendant,2024-06-02
2448,Ceylon Plantations,Bahrain,Healthcare & Nursing,Administrative Assistant,2025-05-04
2449,Gem Enterprises,United Arab Emirates,Engineering & Technical,Shuttering Carpenter,2024-04-29
2450,Tech Pvt,Saudi Arabia,Garment & Apparel,Warehouse Worker,2024-07-25
2451,Sri Solutions,Qatar,IT & Professional Services,Teacher Assistant,2024-10-12
2452,Tech Enterprises,United Arab Emirates,Construction,Construction Supervisor,2024-12-03
2453,Gem Corp,Kuwait,Domestic Services,Welder,2024-12-07
2454,Ceylon Ltd,Kuwait,Hospitality & Tourism,House Driver,2023-10-23
2455,Lanka Pvt,Serbia,Beauty & Personal Care,Kitchen Helper,2024-01-09
2456,Hotel Solutions,Kuwait,Domestic Services,Teacher Assistant,2023-09-25
2457,Sri Co,Saudi Arabia,IT & Professional Services,Cook,2025-05-02
2458,Sri Pvt,Jordan,Domestic Services,Laundry Worker,2024-11-07
2459,Construction Pvt,United Arab Emirates,Domestic Services,Gardener,2023-10-23
2460,Gem Corp,Saudi Arabia,Construction,Construction Helper,2024-01-21
2461,Hotel Enterprises,United Arab Emirates,Engineering & Technical,Cook,2025-03-13
2462,Construction Inc,United Arab Emirates,Hospitality & Tourism,Construction Helper,2024-06-10
2463,Gem Enterprises,United Arab Emirates,Facility Management,Agricultural Worker,2023-12-20
2464,Construction Inc,United Arab Emirates,Facility Management,Factory Worker,2024-08-23
2465,Apparel Co,Canada,Manufacturing,Quality Control Inspector,2024-08-31
2466,Island Pvt,Saudi Arabia,Hospitality & Tourism,Receptionist,2024-10-15
2467,Island Group,Saudi Arabia,Domestic Services,Welder,2024-06-20
2468,Island Corp,United Arab Emirates,Hospitality & Tourism,Heavy Vehicle Operator,2023-09-01
2469,Ceylon Pvt,Qatar,Engineering & Technical,Hotel Housekeeper,2024-12-25
2470,Island Enterprises,Qatar,Beauty & Personal Care,Maintenance Worker,2024-01-19
2471,Island Group,United Arab Emirates,Domestic Services,Maintenance Worker,2024-06-05
2472,Gem Inc,Saudi Arabia,Engineering & Technical,Packing Worker,2025-05-05
2473,Lanka Corp,United Kingdom,Hospitality & Tourism,Accountant,2024-06-19
2474,Hotel Inc,Seychelles,Healthcare & Nursing,Cook,2023-10-05
2475,Ceylon Co,Serbia,Engineering & Technical,Housemaid,2025-03-12
2476,Tea Ltd,Kuwait,Garment & Apparel,Chef,2024-05-05
2477,Tea Plantations,United Kingdom,Domestic Services,Welder,2025-07-26
2478,Construction Enterprises,Saudi Arabia,Construction,Construction Supervisor,2024-08-21
2479,Hotel Corp,United Arab Emirates,Manufacturing,Administrative Assistant,2025-02-27
2480,Gem Plantations,Saudi Arabia,Garment & Apparel,Carpenter,2025-03-03
2481,Ceylon Plantations,United Kingdom,Domestic Services,Logistics Coordinator,2025-08-08
2482,Apparel Solutions,Saudi Arabia,Construction,Construction Supervisor,2024-07-20
2483,Gem Co,United Arab Emirates,Domestic Services,Bar Bender,2024-02-16
2484,Tech Ltd,Sri Lanka,Domestic Services,Cleaner,2025-06-17
2485,Tea Plantations,Saudi Arabia,IT & Professional Services,Technician,2024-02-27
2486,Tea Ltd,Seychelles,Beauty & Personal Care,Machine Operator,2023-09-03
2487,Gem Plantations,Kuwait,Hospitality & Tourism,Sewing Machine Operator,2024-08-15
2488,Ceylon Corp,Oman,Retail & Sales,Salesperson,2024-05-28
2489,Construction Solutions,Kuwait,Garment & Apparel,Mason,2025-04-09
2490,Tea Inc,Qatar,Beauty & Personal Care,Fishery Worker,2025-01-05
2491,Apparel Solutions,Japan,Retail & Sales,Construction Supervisor,2023-09-01
2492,Apparel Corp,Saudi Arabia,Domestic Services,Accountant,2024-09-05
2493,Tech Co,Romania,Hospitality & Tourism,Delivery Driver,2024-02-19
2494,Island Pvt,Saudi Arabia,Garment & Apparel,Warehouse Worker,2024-05-31
2495,Ceylon Group,United Kingdom,Healthcare & Nursing,Room Attendant,2024-01-30
2496,Apparel Enterprises,Japan,Facility Management,Kitchen Helper,2023-08-27
2497,Tea Enterprises,Qatar,Hospitality & Tourism,Gardener,2024-01-16
2498,Apparel Solutions,Kuwait,Textile & Sewing,Delivery Driver,2024-07-26
2499,Tea Plantations,United Kingdom,Construction,Construction Supervisor,2024-09-19
2500,Apparel Ltd,Saudi Arabia,Hospitality & Tourism,Driver,2024-05-05
2501,Lanka Co,United Arab Emirates,Healthcare & Nursing,Janitor,2025-04-01
2502,Lanka Inc,United Arab Emirates,Retail & Sales,Maintenance Worker,2025-08-05
2503,Construction Corp,Romania,Hospitality & Tourism,Logistics Coordinator,2023-09-20
2504,Gem Co,Qatar,Construction,Construction Helper,2024-02-13
2505,Hotel Corp,Qatar,Construction,Construction Supervisor,2024-11-16
2506,Gem Inc,United Arab Emirates,Hospitality & Tourism,Warehouse Worker,2024-05-27
2507,Gem Solutions,Kuwait,Domestic Services,Chef,2024-02-12
2508,Construction Inc,New Zealand,Facility Management,Barista,2024-06-28
2509,Tech Ltd,Saudi Arabia,Domestic Services,Quality Control Inspector,2024-11-04
2510,Tea Co,Canada,Driving & Transportation,Housemaid,2024-11-07
2511,Lanka Enterprises,Israel,Beauty & Personal Care,Engineer,2024-09-22
2512,Lanka Co,Qatar,Hospitality & Tourism,Forklift Operator,2024-08-12
2513,Hotel Corp,Kuwait,Textile & Sewing,Nursing Assistant,2025-06-01
2514,Tea Corp,United Arab Emirates,Construction,Construction Helper,2024-10-22
2515,Apparel Solutions,Kuwait,Education & Training,Chef,2025-04-29
2516,Gem Corp,Maldives,Domestic Services,Beautician,2025-08-08
2517,Ceylon Group,Saudi Arabia,Hospitality & Tourism,Welder,2025-04-08
2518,Apparel Enterprises,Qatar,Garment & Apparel,Receptionist,2024-03-08
2519,Ceylon Inc,United Arab Emirates,Domestic Services,Quality Control Inspector,2024-04-22
2520,Apparel Co,Maldives,Manufacturing,Construction Supervisor,2024-11-10
2521,Tea Ltd,South Korea,Construction,Construction Supervisor,2024-01-21
2522,Apparel Ltd,Saudi Arabia,Domestic Services,Gardener,2024-02-29
2523,Tea Ltd,Israel,Hospitality & Tourism,Nursing Assistant,2025-04-16
2524,Ceylon Inc,Kuwait,Driving & Transportation,Fishery Worker,2025-08-04
2525,Tech Enterprises,Qatar,Textile & Sewing,Engineer,2024-11-14
2526,Gem Group,Jordan,Construction,Construction Helper,2024-07-09
2527,Island Group,Maldives,Domestic Services,Warehouse Worker,2024-01-30
2528,Tech Ltd,Jordan,Domestic Services,Technician,2025-07-17
2529,Lanka Solutions,Saudi Arabia,Security Services,Barista,2024-07-12
2530,Tech Pvt,Kuwait,Construction,Construction Supervisor,2024-11-29
2531,Construction Enterprises,Saudi Arabia,Garment & Apparel,Engineer,2024-12-13
2532,Hotel Plantations,Singapore,Domestic Services,Carpenter,2024-11-30
2533,Island Solutions,United Arab Emirates,Retail & Sales,Hairdresser,2024-01-11
2534,Ceylon Solutions,Kuwait,Engineering & Technical,Nursing Assistant,2024-11-07
2535,Construction Group,New Zealand,Domestic Services,Welder,2024-01-13
2536,Gem Plantations,Japan,Garment & Apparel,General Labourer,2024-07-05
2537,Tech Group,Saudi Arabia,Domestic Services,Shuttering Carpenter,2024-01-25
2538,Ceylon Co,Saudi Arabia,Manufacturing,Maintenance Worker,2025-08-08
2539,Sri Plantations,Lebanon,Manufacturing,Nursing Assistant,2024-12-04
2540,Lanka Corp,Seychelles,Hospitality & Tourism,Maintenance Worker,2024-10-01
2541,Apparel Pvt,Kuwait,Domestic Services,Chef,2025-02-16
2542,Sri Corp,United Arab Emirates,Hospitality & Tourism,Housemaid,2024-11-26
2543,Gem Ltd,Romania,Domestic Services,Caregiver,2024-09-30
2544,Gem Corp,Saudi Arabia,Hospitality & Tourism,Forklift Operator,2024-04-17
2545,Gem Solutions,South Korea,Engineering & Technical,House Driver,2025-04-09
2546,Tea Pvt,Sri Lanka,Domestic Services,Room Attendant,2024-02-17
2547,Ceylon Inc,Oman,Textile & Sewing,Technician,2023-11-23
2548,Gem Ltd,Saudi Arabia,Engineering & Technical,Hairdresser,2025-04-19
2549,Island Co,Kuwait,Garment & Apparel,Logistics Coordinator,2025-08-12
2550,Tea Group,Saudi Arabia,Domestic Services,Gardener,2023-11-29
2551,Tea Co,Bahrain,Hospitality & Tourism,Barista,2024-11-21
2552,Construction Enterprises,Maldives,Construction,Construction Helper,2023-09-14
2553,Sri Enterprises,Maldives,Engineering & Technical,Driver,2025-06-25
2554,Gem Co,United Arab Emirates,Garment & Apparel,Machine Operator,2023-10-21
2555,Tech Co,Israel,Agriculture & Fishery,Bar Bender,2024-10-20
2556,Gem Solutions,Kuwait,Construction,Construction Supervisor,2025-01-10
2557,Sri Co,Saudi Arabia,Domestic Services,House Driver,2025-02-15
2558,Ceylon Inc,Jordan,Domestic Services,Laundry Worker,2025-01-04
2559,Island Co,Kuwait,Domestic Services,Maintenance Worker,2023-10-24
2560,Sri Inc,Maldives,Hospitality & Tourism,Accountant,2025-06-28
2561,Tea Pvt,South Korea,Security Services,Tailor,2025-07-10
2562,Construction Enterprises,Serbia,Cleaning Services,Domestic Worker,2025-02-17
2563,Lanka Inc,United Arab Emirates,Construction,Construction Supervisor,2025-08-19
2564,Tea Co,Kuwait,Domestic Services,Housemaid,2023-12-05
2565,Island Ltd,Hong Kong,IT & Professional Services,Logistics Coordinator,2024-12-19
2566,Tech Plantations,Kuwait,Manufacturing,Hairdresser,2023-11-14
2567,Gem Group,Saudi Arabia,Garment & Apparel,Fishery Worker,2024-10-26
2568,Tea Inc,Bahrain,Domestic Services,Janitor,2024-03-30
2569,Ceylon Pvt,United Arab Emirates,Domestic Services,Cleaner,2024-12-29
2570,Tea Group,Australia,Construction,Construction Supervisor,2025-02-25
