PersonalID,ExamName,Year,Subject1,Result1,Subject2,Result2,Subject3,Result3,Subject4,Result4,Subject5,Result5,Subject6,Result6,Subject7,Result7,Subject8,Result8,Subject9,Result9,Subject10,Result10
5292,OLevel,2019,Music,W,Tamil,W,Geography,W,Sinhala,W,Science,C,Mathematics,S,Commerce,A,English,F,History,S,,
5293,OLevel,1998,Geography,C,Tamil,A,Commerce,B,English,B,Mathematics,W,Music,S,History,S,Art,C,Science,S,,
5295,OLevel,2025,Music,W,English,B,Sinhala,A,Science,S,Commerce,W,Mathematics,C,Geography,W,Art,A,,,,
5297,OLevel,2017,History,A,Tamil,S,Music,S,Art,B,English,F,Mathematics,F,Commerce,C,Sinhala,A,Science,F,Geography,F
5298,OLevel,2016,History,F,Music,A,Art,A,Commerce,B,Geography,W,Mathematics,F,Science,B,English,F,Tamil,B,Sinhala,S
5299,OLevel,2021,IT,W,English,W,Sinhala,S,Science,C,Tamil,C,Music,B,Art,A,Mathematics,C,,,,
5300,OLevel,2015,Sinhala,A,Science,F,Music,C,Mathematics,B,Commerce,S,English,B,Tamil,W,,,,,,
5301,OLevel,2019,Sinhala,B,Art,W,Geography,F,Music,W,Science,S,Tamil,A,English,S,,,,,,
5302,OLevel,2009,Art,F,Commerce,W,Science,A,Mathematics,B,English,F,Music,F,Sinhala,A,,,,,,
5305,OLevel,1990,Art,C,Science,W,Geography,A,Tamil,W,IT,W,Commerce,C,,,,,,,,
5306,OLevel,1980,English,W,IT,C,Science,S,Tamil,S,Mathematics,A,History,C,Art,C,,,,,,
5308,OLevel,1984,Tamil,A,Mathematics,B,Art,S,English,C,IT,W,Music,S,Science,F,History,A,,,,
5309,OLevel,2010,Mathematics,S,IT,B,Sinhala,B,Science,S,Art,F,History,S,Music,A,,,,,,
5310,OLevel,2005,IT,A,Commerce,C,Tamil,B,Sinhala,W,Geography,F,English,S,History,S,,,,,,
5311,OLevel,2016,Art,W,Geography,W,Music,B,Sinhala,W,Science,C,History,C,Commerce,W,Tamil,W,Mathematics,B,,
5312,OLevel,1993,History,B,Music,B,Art,A,Sinhala,W,Science,A,Mathematics,C,Tamil,B,,,,,,
5313,OLevel,1992,IT,F,Geography,W,Music,S,English,B,Art,B,Science,B,,,,,,,,
5314,OLevel,2025,Commerce,W,Sinhala,W,IT,A,Geography,S,Science,F,Art,W,History,F,Music,A,,,,
5315,OLevel,2003,Science,B,Music,B,History,F,Sinhala,S,English,B,Commerce,B,Geography,F,,,,,,
5316,OLevel,2023,Music,B,Sinhala,B,Commerce,F,Geography,F,Tamil,B,English,C,,,,,,,,
5317,OLevel,2016,Sinhala,W,Art,F,Tamil,C,English,F,Science,W,History,C,Mathematics,F,,,,,,
5319,OLevel,1999,Music,C,History,C,Mathematics,F,Art,F,English,W,Science,S,Sinhala,C,Geography,S,,,,
5320,OLevel,2001,Science,S,Mathematics,S,Music,A,History,A,Commerce,A,English,F,Geography,B,IT,W,Tamil,B,Sinhala,S
5321,OLevel,2014,IT,F,Art,B,English,W,Geography,F,Commerce,S,Tamil,A,Sinhala,W,Mathematics,A,History,C,,
5323,OLevel,2004,English,A,Commerce,C,History,F,IT,W,Mathematics,C,Sinhala,B,Geography,W,Tamil,S,Science,S,Music,S
5324,OLevel,2008,IT,A,History,S,Music,C,Tamil,A,Science,B,Mathematics,C,Sinhala,F,Commerce,F,,,,
5328,OLevel,1994,Art,S,Tamil,S,Commerce,W,Science,W,Geography,A,Music,W,History,W,,,,,,
5329,OLevel,1984,Tamil,F,Art,C,Commerce,W,Sinhala,A,Mathematics,B,English,A,Geography,F,History,C,IT,S,Music,W
5330,OLevel,1997,Commerce,W,Sinhala,C,Music,A,Geography,C,Science,W,Mathematics,F,,,,,,,,
5331,OLevel,1985,Commerce,A,Sinhala,S,History,W,Art,A,Music,F,English,B,IT,W,Tamil,S,Mathematics,A,Science,S
5332,OLevel,2000,Commerce,C,Geography,A,Art,S,Science,B,IT,A,Sinhala,F,,,,,,,,
5333,OLevel,1982,Geography,C,Tamil,B,Art,F,Sinhala,B,History,B,Mathematics,S,Commerce,A,,,,,,
5335,OLevel,1989,English,A,Geography,F,Music,C,Art,S,Sinhala,B,Commerce,W,Science,S,Tamil,W,Mathematics,S,,
5336,OLevel,1991,Commerce,S,History,B,Sinhala,A,Music,S,Science,S,Geography,S,Mathematics,A,IT,B,English,S,Art,A
5337,OLevel,1989,History,A,Tamil,A,Science,S,Mathematics,B,Geography,F,Sinhala,F,IT,S,Art,C,English,A,,
5338,OLevel,2019,Mathematics,B,History,F,Art,A,Sinhala,A,English,W,Science,A,Tamil,S,Geography,S,,,,
5339,OLevel,2008,History,F,Commerce,C,Music,W,Tamil,W,Mathematics,C,Sinhala,F,Geography,C,Art,W,Science,W,,
5340,OLevel,2014,Geography,B,History,C,IT,W,Tamil,F,English,S,Sinhala,C,Art,F,Commerce,S,Mathematics,W,Music,S
5343,OLevel,2025,IT,A,Tamil,S,Music,W,Commerce,W,History,C,Science,C,English,S,,,,,,
5344,OLevel,1983,English,A,IT,A,Commerce,A,Art,B,Science,A,Sinhala,F,Tamil,B,Music,F,Geography,A,History,F
5345,OLevel,2000,Mathematics,F,Geography,B,IT,F,Tamil,B,English,B,Commerce,C,Music,F,History,W,Sinhala,F,,
5346,OLevel,1997,Tamil,S,Science,S,Sinhala,C,Mathematics,B,English,W,Geography,B,,,,,,,,
5347,OLevel,2005,Science,W,Tamil,W,Art,A,Commerce,A,English,B,IT,B,History,F,Geography,C,Mathematics,W,Sinhala,W
5348,OLevel,2002,Art,A,English,C,Music,F,IT,S,Tamil,W,Geography,B,Science,S,Sinhala,W,Mathematics,B,Commerce,F
5350,OLevel,2009,Commerce,F,Geography,S,Art,B,IT,C,History,A,Science,S,Mathematics,W,Tamil,A,English,S,Sinhala,B
5351,OLevel,2000,Art,A,Mathematics,W,Geography,C,English,C,History,A,Tamil,F,,,,,,,,
5352,OLevel,1987,Sinhala,S,IT,F,Music,B,Tamil,F,Commerce,S,History,C,Geography,F,,,,,,
5353,OLevel,1991,Sinhala,C,Commerce,F,Science,B,English,S,Art,A,Geography,W,Mathematics,B,,,,,,
5354,OLevel,1989,IT,F,Art,A,Commerce,B,Science,A,English,W,Mathematics,S,History,W,,,,,,
5355,OLevel,2018,Art,S,Commerce,C,History,B,Geography,B,IT,W,English,F,Tamil,S,Mathematics,A,,,,
5356,OLevel,1982,History,C,Music,A,Commerce,S,Science,W,English,S,Mathematics,C,Geography,F,IT,A,Art,S,Tamil,A
5357,OLevel,1988,Commerce,C,Tamil,C,Mathematics,F,English,A,Sinhala,B,Art,A,Geography,F,Science,A,,,,
5358,OLevel,1984,Sinhala,W,History,F,Music,W,Commerce,C,English,S,Art,S,Mathematics,B,Science,W,,,,
5360,OLevel,1980,English,B,Geography,B,Commerce,B,Science,C,Mathematics,S,IT,B,History,B,Tamil,B,Sinhala,F,Art,W
5361,OLevel,1995,IT,F,Mathematics,W,Art,W,Tamil,B,English,S,Science,B,,,,,,,,
5362,OLevel,1986,Sinhala,F,Science,C,Commerce,A,History,W,English,S,Tamil,C,Art,A,,,,,,
5363,OLevel,1998,English,W,Geography,C,Sinhala,A,Music,C,Art,F,Mathematics,F,Science,S,,,,,,
5364,OLevel,1999,History,C,Sinhala,F,Art,F,IT,A,Music,S,Geography,B,English,C,Commerce,S,Mathematics,B,Tamil,A
5366,OLevel,1980,Tamil,W,Commerce,F,Music,F,Sinhala,F,Geography,W,IT,F,Science,W,History,S,,,,
5367,OLevel,1989,Sinhala,B,History,W,English,F,Music,S,Science,A,Tamil,W,Commerce,A,Art,F,Geography,F,Mathematics,C
5370,OLevel,2020,Geography,S,English,W,Science,S,History,B,Tamil,F,Mathematics,A,Sinhala,W,,,,,,
5372,OLevel,1992,Sinhala,B,History,S,Geography,A,Science,F,Art,A,Mathematics,B,,,,,,,,
5374,OLevel,1980,Science,C,Geography,B,Commerce,B,English,C,Music,F,IT,F,Mathematics,A,Tamil,F,Sinhala,B,History,A
5375,OLevel,2023,Sinhala,B,Music,C,History,A,Geography,W,Mathematics,F,Art,S,IT,B,Commerce,W,Science,F,Tamil,F
5376,OLevel,2010,History,S,Mathematics,A,Art,W,Music,A,Sinhala,A,Science,F,English,C,Tamil,A,IT,B,,
5377,OLevel,1982,Geography,C,Art,B,Sinhala,A,English,F,Mathematics,A,Science,B,History,B,Tamil,W,IT,A,Music,W
5378,OLevel,2020,Commerce,A,Sinhala,A,Tamil,C,IT,B,Art,W,Science,A,History,W,,,,,,
5380,OLevel,2015,History,A,Art,C,Music,A,Geography,S,Tamil,A,Mathematics,F,IT,A,Science,B,English,F,,
5382,OLevel,1984,Geography,F,Sinhala,C,Science,A,Tamil,W,Music,B,English,F,IT,F,Mathematics,A,History,S,Commerce,S
5384,OLevel,2008,Geography,F,English,C,Science,W,History,F,Tamil,S,Art,F,Music,S,,,,,,
5385,OLevel,2002,History,F,Art,F,Sinhala,C,IT,S,Mathematics,A,Geography,F,English,S,Music,A,Tamil,A,Science,C
5386,OLevel,1984,Tamil,C,IT,W,History,F,Geography,F,Art,W,Mathematics,W,Music,S,,,,,,
5387,OLevel,2015,Music,C,Tamil,B,Commerce,F,Mathematics,C,Geography,W,IT,C,History,C,,,,,,
5389,OLevel,2022,Sinhala,S,Commerce,F,Tamil,W,Geography,C,Science,F,History,S,English,S,IT,A,Art,W,Music,A
5390,OLevel,1986,Science,S,Commerce,B,Geography,S,IT,B,History,F,Sinhala,A,,,,,,,,
5391,OLevel,2021,English,C,Science,A,Commerce,S,Sinhala,C,Music,B,IT,A,Art,A,Mathematics,A,Tamil,A,,
5392,OLevel,2020,Commerce,A,Geography,W,Mathematics,W,IT,F,Science,C,Art,B,Music,S,,,,,,
5394,OLevel,1983,IT,W,Geography,F,Mathematics,W,Music,W,English,B,Commerce,W,Tamil,S,Science,F,Sinhala,S,,
5397,OLevel,2014,Art,W,Mathematics,B,English,C,Tamil,B,Commerce,A,Geography,W,Science,A,Sinhala,S,,,,
5398,OLevel,1989,Science,F,English,C,History,S,Tamil,S,IT,A,Geography,F,Commerce,B,,,,,,
5399,OLevel,1991,Sinhala,A,Geography,B,Art,B,English,F,Science,B,Music,W,,,,,,,,
5400,OLevel,1982,Science,F,History,F,Commerce,C,Geography,W,IT,S,Art,C,,,,,,,,
5401,OLevel,1993,Sinhala,W,Geography,B,Science,W,Music,W,English,B,History,W,Art,F,,,,,,
5402,OLevel,2025,Mathematics,F,Commerce,A,English,S,Geography,A,IT,C,Sinhala,W,Tamil,W,,,,,,
5403,OLevel,2007,Sinhala,W,Music,A,Art,S,History,S,English,F,Mathematics,W,Tamil,F,,,,,,
5404,OLevel,2025,Mathematics,F,Geography,F,History,C,English,F,IT,C,Tamil,W,Sinhala,S,,,,,,
5405,OLevel,2016,IT,W,History,F,Tamil,B,Mathematics,B,Art,C,Sinhala,W,,,,,,,,
5406,OLevel,2001,History,W,Mathematics,A,IT,F,English,W,Sinhala,B,Tamil,C,Geography,F,Music,W,,,,
5407,OLevel,2001,History,B,IT,F,Music,F,Commerce,F,English,W,Art,B,Tamil,W,,,,,,
5408,OLevel,1990,Mathematics,F,Music,W,IT,C,History,C,Tamil,A,English,C,Commerce,B,Sinhala,B,Science,F,,
5409,OLevel,2017,Art,C,Commerce,W,IT,W,History,C,Music,W,Tamil,W,,,,,,,,
5412,OLevel,2018,Music,S,Sinhala,C,Mathematics,S,Science,A,Geography,A,Art,B,Tamil,A,Commerce,C,IT,S,English,B
5415,OLevel,1996,Science,C,Tamil,B,IT,F,Geography,B,History,S,Commerce,B,Sinhala,S,Mathematics,W,,,,
5416,OLevel,1996,IT,B,Commerce,C,Mathematics,A,Music,S,Science,C,Sinhala,W,Tamil,F,English,A,History,S,Geography,B
5417,OLevel,1980,English,B,Sinhala,B,Tamil,F,Art,F,Music,A,Science,S,,,,,,,,
5418,OLevel,1988,English,S,Music,B,Mathematics,A,Art,A,Science,W,Commerce,C,Sinhala,C,Tamil,F,Geography,B,,
5419,OLevel,1983,Mathematics,S,Tamil,F,IT,A,Geography,A,History,W,English,B,Sinhala,B,Music,S,Art,C,,
5421,OLevel,1986,Sinhala,S,Music,B,Tamil,F,Science,F,English,B,Art,C,History,F,Geography,B,IT,C,Mathematics,S
5422,OLevel,2021,Music,A,Tamil,W,IT,W,Geography,A,Mathematics,B,Art,B,History,C,Sinhala,W,,,,
5423,OLevel,1997,Commerce,A,Sinhala,A,Science,C,Art,B,Geography,S,History,C,English,F,IT,B,,,,
5424,OLevel,1991,Tamil,F,Science,A,English,W,History,B,IT,F,Music,C,Sinhala,W,Art,F,,,,
5425,OLevel,1987,Geography,A,English,B,Art,C,Music,B,Commerce,F,Science,F,History,S,Tamil,W,Mathematics,F,,
5426,OLevel,2012,IT,A,Tamil,W,Science,S,Mathematics,B,Art,S,History,B,Commerce,C,,,,,,
5427,OLevel,2011,Mathematics,A,Geography,C,Music,W,Science,C,Art,C,English,W,History,A,,,,,,
5430,OLevel,1986,Music,B,Geography,C,History,C,IT,B,Tamil,W,Art,C,English,A,Mathematics,W,Science,B,,
5431,OLevel,2013,Sinhala,C,Mathematics,F,Music,F,Geography,W,Commerce,B,English,B,Tamil,C,IT,C,Art,F,,
5433,OLevel,1998,IT,F,Commerce,A,Tamil,C,English,W,History,S,Mathematics,A,Sinhala,C,Science,C,Music,A,Geography,C
5435,OLevel,2020,Commerce,B,Science,F,Art,S,Mathematics,S,Sinhala,S,History,W,IT,F,Music,A,English,S,Tamil,A
5436,OLevel,2010,Geography,C,History,C,English,S,Sinhala,C,Tamil,W,Science,F,,,,,,,,
5437,OLevel,1998,Commerce,S,Sinhala,F,Mathematics,B,Art,F,Geography,W,IT,C,Science,A,English,W,History,A,Tamil,A
5439,OLevel,2000,Mathematics,A,Sinhala,S,Geography,A,Commerce,S,Tamil,C,Music,S,History,W,,,,,,
5440,OLevel,1993,English,A,Tamil,F,Science,F,Sinhala,F,History,W,IT,F,Commerce,S,Art,B,Mathematics,F,Music,S
5441,OLevel,2017,History,F,Commerce,B,Tamil,S,Science,C,Art,F,Sinhala,A,Mathematics,A,,,,,,
5442,OLevel,1997,Geography,S,English,A,Tamil,A,Sinhala,W,Commerce,A,Science,A,,,,,,,,
5443,OLevel,2021,Geography,C,Sinhala,F,Music,F,IT,F,Commerce,A,Art,B,,,,,,,,
5444,OLevel,2016,Music,F,English,C,Science,W,Tamil,W,Commerce,W,Geography,A,,,,,,,,
5445,OLevel,2023,Music,C,English,W,Science,A,Sinhala,C,Geography,A,Art,S,Mathematics,A,Tamil,B,,,,
5446,OLevel,1981,Music,A,Commerce,W,English,W,Geography,S,Sinhala,W,Science,S,,,,,,,,
5448,OLevel,2003,Music,S,History,W,Sinhala,B,Science,B,Mathematics,F,Tamil,F,IT,B,,,,,,
5449,OLevel,1999,History,S,Art,S,Sinhala,C,IT,A,Geography,S,Mathematics,A,Music,W,English,C,,,,
5450,OLevel,2016,Geography,B,English,S,Music,W,History,B,IT,B,Science,A,Mathematics,W,Tamil,F,,,,
5451,OLevel,1999,Mathematics,F,Commerce,B,English,A,IT,B,Geography,B,History,W,Music,B,Tamil,A,Sinhala,W,Art,W
5452,OLevel,1999,IT,A,Tamil,S,Mathematics,W,Art,W,Geography,F,Science,B,Sinhala,A,English,B,Music,F,,
5453,OLevel,1999,IT,A,Music,W,Science,C,Commerce,F,Mathematics,A,Sinhala,S,,,,,,,,
5454,OLevel,2019,Art,S,Geography,A,Sinhala,C,Commerce,F,English,S,Tamil,C,Music,S,IT,B,Mathematics,W,,
5455,OLevel,2002,Art,F,Music,B,Geography,A,Tamil,S,Mathematics,A,Commerce,F,,,,,,,,
5456,OLevel,2007,IT,S,Sinhala,W,English,S,Commerce,W,Mathematics,B,Science,A,,,,,,,,
5457,OLevel,1991,Mathematics,A,History,W,Science,F,Sinhala,W,Music,S,English,C,Commerce,S,IT,W,Art,A,Geography,B
5458,OLevel,2024,Geography,B,Art,B,Tamil,C,Music,A,Commerce,C,English,F,Science,B,,,,,,
5460,OLevel,1988,History,C,IT,A,Art,F,Commerce,W,Sinhala,A,Music,F,Tamil,B,,,,,,
5461,OLevel,1999,Art,B,Music,W,IT,W,English,S,Geography,A,Sinhala,A,Mathematics,A,Commerce,F,Science,A,Tamil,S
5463,OLevel,1995,Science,F,English,S,IT,B,Tamil,F,Music,F,Geography,C,Sinhala,A,Mathematics,W,Art,S,Commerce,C
5464,OLevel,2005,Science,S,Music,A,Geography,B,Sinhala,W,English,A,Tamil,W,,,,,,,,
5466,OLevel,2019,Sinhala,B,Commerce,W,Music,B,Geography,C,Science,A,Tamil,C,Mathematics,W,English,W,,,,
5468,OLevel,2017,Art,S,Geography,C,Music,B,Commerce,F,Sinhala,F,Mathematics,B,,,,,,,,
5471,OLevel,2000,Science,F,Geography,S,History,B,IT,F,Mathematics,A,Commerce,S,Music,W,Sinhala,S,,,,
5472,OLevel,2004,Tamil,C,English,F,Science,S,IT,S,Commerce,W,Music,A,Sinhala,S,Geography,C,Mathematics,A,,
5473,OLevel,1991,Music,F,Commerce,C,Sinhala,A,English,S,History,S,Tamil,C,,,,,,,,
5474,OLevel,2006,Tamil,B,Music,B,Mathematics,S,Commerce,C,IT,C,Sinhala,F,English,W,Art,F,,,,
5476,OLevel,2020,History,A,IT,B,Art,C,English,F,Tamil,F,Geography,A,Sinhala,C,Commerce,S,Music,S,,
5477,OLevel,2015,Mathematics,W,Geography,W,Tamil,S,IT,W,Science,S,Art,A,,,,,,,,
5478,OLevel,1987,English,F,Science,C,History,W,Mathematics,F,Geography,S,Commerce,W,,,,,,,,
5479,OLevel,2018,Sinhala,W,Geography,W,Science,C,English,A,Art,F,Commerce,W,Mathematics,W,IT,C,History,F,,
5480,OLevel,2009,Science,W,Art,S,Geography,F,IT,A,Tamil,W,Commerce,A,Mathematics,S,History,S,Sinhala,C,,
5481,OLevel,1994,Tamil,W,English,C,Sinhala,F,Mathematics,S,Art,W,History,A,Music,F,Science,W,IT,A,Geography,F
5482,OLevel,1980,Mathematics,C,IT,C,Music,F,Commerce,F,Sinhala,F,Science,S,Tamil,F,,,,,,
5483,OLevel,1984,Sinhala,W,Mathematics,W,Art,B,Science,F,History,B,Commerce,A,Music,B,English,B,IT,C,,
5484,OLevel,2003,Science,S,Music,C,History,B,IT,C,Art,F,Sinhala,S,Geography,F,Commerce,S,Mathematics,A,Tamil,S
5485,OLevel,2010,English,C,History,W,IT,F,Art,F,Tamil,A,Mathematics,S,Music,S,,,,,,
5487,OLevel,2018,Tamil,B,Mathematics,F,History,A,IT,B,Geography,S,English,F,Art,F,Science,B,Music,W,Sinhala,S
5488,OLevel,2013,Music,C,IT,A,Commerce,A,History,A,Art,C,English,S,,,,,,,,
5489,OLevel,2019,Music,A,IT,S,Tamil,A,Commerce,A,Sinhala,F,Science,C,English,A,Mathematics,B,Geography,A,History,C
5491,OLevel,2010,Science,S,Sinhala,C,English,B,Music,A,Mathematics,F,History,A,Tamil,W,,,,,,
5492,OLevel,2014,Science,A,Mathematics,W,History,W,Music,W,Commerce,C,Art,F,English,A,IT,C,Tamil,S,Sinhala,S
5493,OLevel,1995,Art,W,IT,C,English,W,Music,F,History,A,Mathematics,C,,,,,,,,
5495,OLevel,2020,Tamil,F,Science,B,Geography,W,Sinhala,F,IT,S,History,C,Commerce,W,Art,F,,,,
5496,OLevel,1981,Mathematics,F,Geography,B,Science,A,IT,B,Tamil,S,History,S,Sinhala,C,Music,W,Art,S,,
5497,OLevel,2017,Science,C,Commerce,S,Mathematics,C,History,B,IT,C,Geography,A,Tamil,F,Art,B,,,,
5498,OLevel,1987,Geography,A,Commerce,C,Art,C,Sinhala,B,Music,A,IT,F,English,F,History,S,Science,C,Tamil,A
5499,OLevel,2015,Sinhala,B,Science,W,Commerce,F,Geography,C,Mathematics,S,IT,A,Art,C,History,W,Music,B,,
5500,OLevel,1997,Mathematics,C,Science,A,Tamil,B,History,F,Commerce,F,English,S,Art,S,Music,A,Geography,F,Sinhala,F
5501,OLevel,1987,History,W,Tamil,A,English,C,Art,C,IT,C,Science,B,,,,,,,,
5502,OLevel,2002,English,A,Science,B,Art,A,Tamil,C,Music,A,History,F,IT,F,Sinhala,S,Commerce,F,,
5503,OLevel,2009,Music,F,Mathematics,F,IT,A,Science,B,English,A,Sinhala,B,,,,,,,,
5505,OLevel,2015,Commerce,S,English,W,Art,A,Sinhala,S,History,S,Geography,C,Mathematics,C,Tamil,B,,,,
5506,OLevel,2002,Mathematics,C,History,A,Music,B,Tamil,F,Science,A,Commerce,B,,,,,,,,
5507,OLevel,1988,Sinhala,C,IT,W,English,W,Tamil,A,Mathematics,B,Geography,F,Music,W,,,,,,
5508,OLevel,1996,Mathematics,S,Art,W,Sinhala,F,Music,C,Geography,W,Commerce,S,English,W,Science,S,History,F,,
5509,OLevel,2008,History,S,IT,A,Tamil,W,Sinhala,B,Commerce,S,Science,B,Art,S,English,S,Geography,B,,
5510,OLevel,2021,Geography,A,Tamil,W,History,F,Music,F,IT,A,Art,B,,,,,,,,
5511,OLevel,1989,IT,S,Tamil,A,Art,F,Sinhala,W,English,S,Science,W,Mathematics,C,,,,,,
5512,OLevel,1995,Commerce,W,Tamil,S,Science,B,Sinhala,C,English,S,Art,F,History,C,,,,,,
5514,OLevel,2018,IT,B,English,B,Mathematics,C,Science,F,Geography,W,Commerce,A,Music,C,,,,,,
5516,OLevel,2019,Tamil,W,English,F,Sinhala,F,Geography,A,Science,S,Music,B,History,F,Commerce,A,Art,F,Mathematics,S
5517,OLevel,2004,History,F,Geography,W,IT,B,Art,B,Music,B,Commerce,A,Tamil,S,Sinhala,C,Science,B,,
5518,OLevel,2009,Sinhala,C,Art,C,IT,A,Music,C,History,B,Mathematics,A,English,W,Commerce,C,Tamil,F,Geography,F
5519,OLevel,2012,Geography,C,Art,W,Science,W,Mathematics,C,IT,F,Tamil,C,History,B,Music,F,,,,
5520,OLevel,1982,History,C,IT,B,Geography,C,Commerce,S,Science,A,Mathematics,F,Music,B,English,F,,,,
5521,OLevel,2011,Sinhala,A,Commerce,C,IT,C,History,B,Geography,C,Music,B,Science,W,Tamil,C,,,,
5522,OLevel,1994,History,A,Tamil,W,Music,A,IT,W,Geography,A,English,B,Mathematics,W,Science,A,Art,A,,
5523,OLevel,1987,Music,S,Tamil,A,Commerce,B,Mathematics,C,Geography,A,IT,F,History,C,,,,,,
5524,OLevel,1996,Geography,W,Tamil,B,Science,S,Art,A,English,A,Mathematics,S,,,,,,,,
5525,OLevel,2023,Geography,B,History,C,Mathematics,W,Sinhala,F,Science,F,IT,S,English,W,,,,,,
5526,OLevel,2017,English,W,Science,S,Geography,W,Art,W,IT,F,Mathematics,A,Sinhala,S,Commerce,W,,,,
5528,OLevel,1986,IT,W,History,A,Tamil,C,Sinhala,W,Geography,W,Commerce,A,Mathematics,C,Music,B,Art,A,,
5529,OLevel,2021,Music,B,Science,W,Geography,A,Commerce,B,Tamil,B,Art,C,Mathematics,F,Sinhala,C,IT,A,,
5530,OLevel,1994,Sinhala,C,History,C,Art,S,Music,B,Mathematics,B,Commerce,F,Tamil,F,Science,S,Geography,B,English,B
5532,OLevel,1986,Music,B,Art,W,History,F,Geography,F,IT,W,English,B,,,,,,,,
5534,OLevel,1998,Mathematics,F,Commerce,A,Art,B,History,W,Tamil,A,English,S,Music,F,IT,F,,,,
5535,OLevel,2010,Tamil,A,History,A,Geography,A,Science,C,Commerce,C,Sinhala,F,Art,S,,,,,,
5536,OLevel,2000,Geography,A,English,F,Science,F,Mathematics,F,IT,S,Music,W,History,S,,,,,,
5537,OLevel,2007,Music,B,Art,A,History,A,Mathematics,C,English,A,Tamil,A,,,,,,,,
5538,OLevel,2021,IT,F,Art,C,Geography,C,Mathematics,C,Commerce,S,Tamil,S,,,,,,,,
5539,OLevel,2017,Music,S,Tamil,C,Mathematics,F,English,S,Sinhala,A,Commerce,W,Geography,F,,,,,,
5541,OLevel,1980,Commerce,C,History,W,Mathematics,A,Tamil,F,Music,A,Sinhala,B,English,B,Science,S,Art,F,,
5544,OLevel,1994,IT,W,English,F,Mathematics,W,Commerce,W,Art,B,History,W,Music,B,Sinhala,C,Science,B,,
5545,OLevel,2019,Mathematics,S,Art,F,English,C,Science,F,Music,F,Geography,F,IT,C,Commerce,F,History,C,,
5546,OLevel,1994,Art,F,Mathematics,S,Science,B,History,F,Music,C,English,W,Sinhala,A,,,,,,
5547,OLevel,1980,Sinhala,C,Art,F,English,F,Mathematics,S,Commerce,S,Tamil,A,Music,B,IT,A,Geography,F,,
5548,OLevel,2000,Mathematics,W,Commerce,C,Sinhala,C,Science,A,Music,A,English,F,,,,,,,,
5549,OLevel,2005,English,A,Music,B,Art,F,Geography,C,Tamil,F,IT,S,Science,B,Mathematics,S,Sinhala,W,History,W
5550,OLevel,1996,IT,B,Sinhala,C,Science,B,Commerce,B,Music,S,English,B,Mathematics,A,Geography,W,,,,
5551,OLevel,2003,History,A,Tamil,W,Science,A,English,W,Mathematics,F,Art,F,Geography,S,Music,C,Sinhala,C,,
5552,OLevel,2022,Geography,B,Science,B,Mathematics,A,History,S,Sinhala,B,English,S,IT,S,Art,W,Commerce,A,,
5553,OLevel,1980,Mathematics,W,IT,W,Science,S,History,C,Geography,C,Tamil,C,Sinhala,S,Art,F,Commerce,B,,
5554,OLevel,2011,IT,W,Music,C,Tamil,A,Sinhala,C,History,C,Mathematics,S,English,W,Commerce,B,Geography,A,,
5555,OLevel,2010,History,S,Science,F,Tamil,A,Mathematics,F,IT,W,Commerce,F,Geography,S,Art,A,,,,
5556,OLevel,1986,IT,S,History,F,Tamil,C,English,F,Geography,S,Mathematics,C,Music,F,Commerce,S,,,,
5558,OLevel,2003,Science,F,Mathematics,A,Sinhala,C,English,C,Tamil,B,Commerce,W,History,S,,,,,,
5559,OLevel,1996,English,A,IT,B,Music,W,Tamil,A,Mathematics,S,Science,F,Commerce,B,Geography,W,Art,S,,
5560,OLevel,2011,Geography,A,Science,A,Mathematics,A,Commerce,C,IT,B,Tamil,C,History,B,Music,S,Art,W,English,F
5561,OLevel,2016,English,S,IT,F,Art,A,Music,A,History,C,Science,W,Tamil,C,,,,,,
5562,OLevel,1987,Science,A,IT,S,Mathematics,W,English,S,Music,B,Geography,B,Art,W,Commerce,B,,,,
5563,OLevel,1991,Tamil,S,History,F,Art,F,Science,F,Commerce,B,Music,C,IT,A,English,F,,,,
5564,OLevel,1996,Music,A,IT,B,Commerce,F,Art,C,English,C,Sinhala,A,Science,W,Geography,F,,,,
5565,OLevel,1992,Science,S,Mathematics,W,IT,A,English,A,Tamil,F,Commerce,C,Geography,A,Sinhala,W,History,W,,
5566,OLevel,1984,Tamil,W,English,S,Commerce,S,Sinhala,W,Science,F,IT,S,,,,,,,,
5567,OLevel,1988,Tamil,A,Mathematics,A,History,F,Commerce,A,English,F,Sinhala,A,,,,,,,,
5568,OLevel,1982,Commerce,W,Tamil,B,Music,W,Science,B,Mathematics,A,History,S,,,,,,,,
5569,OLevel,1986,History,A,Art,F,Tamil,S,English,F,Commerce,S,IT,W,Sinhala,W,Mathematics,W,Science,F,,
5570,OLevel,1992,Sinhala,B,Science,A,Tamil,C,Music,B,Art,C,Geography,S,Mathematics,A,,,,,,
5572,OLevel,2013,Art,W,Tamil,F,Science,S,Commerce,C,Sinhala,B,Mathematics,A,English,C,,,,,,
5573,OLevel,2023,Music,B,Science,S,Sinhala,B,Mathematics,C,Geography,B,IT,F,History,F,Commerce,B,Art,A,,
5574,OLevel,2025,History,B,Geography,C,IT,B,Mathematics,S,Tamil,C,English,B,,,,,,,,
5575,OLevel,2005,Science,W,Music,S,IT,C,Mathematics,B,Commerce,F,English,S,,,,,,,,
