PersonalID,NVQLevel,CourseName,Institution,CompletionDate
5735,,Diploma in Business,SLBFE Training Center,2016-07-07
5736,,Diploma in Hospitality,SLBFE Training Center,2022-09-03
5736,,Master's Degree,VTA,2018-10-24
5737,,Certificate in Welding,VTA,2016-07-21
5737,,Diploma in Hospitality,Island Plantations,2018-01-18
5738,,Diploma in Nursing,SLBFE Training Center,2016-11-05
5739,,Certificate in Accounting,VTA,2023-10-14
5739,,Certificate in Domestic Work,VTA,2024-03-29
5739,,Certificate in Welding,VTA,2018-04-25
5740,,Certificate in Carpentry,TVEC,2021-01-04
5741,NVQ Level 5,,NAITA,2016-10-13
5742,,Diploma in Business,TVEC,2020-04-14
5743,NVQ Level 2,,Tech Inc,2022-02-12
5744,,Certificate in Sewing,SLBFE Training Center,2018-05-23
5744,,Diploma in Nursing,TVEC,2024-12-22
5744,,Certificate in Masonry,VTA,2018-11-29
5746,,Certificate in Accounting,SLBFE Training Center,2018-10-20
5746,,Diploma in Hospitality,NAITA,2019-04-17
5753,NVQ Level 1,,Gem Plantations,2024-04-28
5755,,Certificate in Carpentry,NAITA,2020-08-15
5755,,Certificate in Domestic Work,Tech Pvt,2024-08-13
5755,,Certificate in Cooking,Tech Inc,2021-06-02
5756,,Certificate in Caregiving,TVEC,2023-03-18
5757,,Certificate in Carpentry,VTA,2016-07-13
5757,,Certificate in IT,TVEC,2021-01-22
5760,,Diploma in IT,TVEC,2024-01-30
5764,,Certificate in Carpentry,SLBFE Training Center,2018-06-15
5764,NVQ Level 4,,VTA,2024-11-11
5766,,Certificate in Carpentry,NAITA,2021-12-15
5766,,Certificate in Driving,TVEC,2018-03-28
5770,,Diploma in Hospitality,SLBFE Training Center,2021-01-23
5770,,Certificate in Electrical Work,Sri Ltd,2021-04-23
5771,,Certificate in Nursing,TVEC,2021-02-10
5773,,Certificate in Welding,VTA,2017-10-17
5773,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2021-08-24
5774,,Certificate in Carpentry,VTA,2020-01-30
5774,NVQ Level 1,,NAITA,2020-06-27
5774,,Diploma in Business,VTA,2017-12-26
5775,,Certificate in Welding,TVEC,2019-05-31
5776,NVQ Level 5,,SLBFE Training Center,2016-12-11
5776,NVQ Level 4,,VTA,2022-11-28
5778,,Diploma in Nursing,VTA,2021-07-16
5781,,Certificate in Accounting,SLBFE Training Center,2023-10-06
5781,,Diploma in Nursing,TVEC,2015-09-04
5781,,A/L,Ceylon Inc,2021-12-05
5781,,Certificate in Caregiving,Hotel Ltd,2024-12-15
5783,,Diploma in Nursing,VTA,2017-12-27
5783,,Certificate in Welding,Tech Group,2016-04-06
5783,,Certificate in Nursing,SLBFE Training Center,2023-04-15
5783,NVQ Level 5,,Apparel Plantations,2016-07-02
5784,,Certificate in Masonry,TVEC,2016-11-23
5785,,Certificate in Accounting,SLBFE Training Center,2019-01-06
5785,,Certificate in Caregiving,SLBFE Training Center,2020-06-14
5785,NVQ Level 2,,VTA,2017-06-21
5790,NVQ Level 2,,Apparel Ltd,2018-03-23
5790,,A/L,Tea Solutions,2019-05-31
5791,,Certificate in Carpentry,Hotel Solutions,2016-07-01
5791,,Certificate in Electrical Work,SLBFE Training Center,2019-08-23
5794,,Certificate in Caregiving,VTA,2021-04-22
5794,,Certificate in Caregiving,SLBFE Training Center,2023-06-08
5795,NVQ Level 2,,VTA,2022-02-01
5795,,Certificate in Hospitality,TVEC,2021-09-11
5797,,Certificate in Sewing,NAITA,2015-09-08
5799,,Certificate in Nursing,SLBFE Training Center,2021-04-10
5799,,Certificate in Cooking,TVEC,2024-12-03
5800,,Diploma in Hospitality,SLBFE Training Center,2020-05-08
5800,NVQ Level 2,,VTA,2020-05-02
5801,,Certificate in Driving,NAITA,2022-07-02
5802,NVQ Level 3,,VTA,2019-02-21
5802,NVQ Level 3,,Construction Co,2024-03-03
5803,,Diploma in Business,SLBFE Training Center,2016-04-01
5803,,Certificate in Carpentry,SLBFE Training Center,2017-08-11
5804,,Bachelor's Degree,Gem Group,2017-07-31
5804,,Certificate in IT,SLBFE Training Center,2021-08-13
5809,,Certificate in Cooking,TVEC,2020-05-30
5809,,Certificate in Cooking,Island Inc,2020-09-21
5810,,Certificate in Caregiving,VTA,2019-03-05
5810,,Certificate in Caregiving,VTA,2020-10-22
5810,,Certificate in Caregiving,NAITA,2025-04-25
5811,,Certificate in Accounting,NAITA,2024-05-04
5818,,Certificate in Welding,Gem Group,2016-12-02
5818,,Bachelor's Degree,SLBFE Training Center,2019-04-05
5818,,Certificate in IT,NAITA,2019-06-05
5820,,O/L,SLBFE Training Center,2025-05-09
5820,,Certificate in IT,TVEC,2018-06-10
5826,,Diploma in Nursing,TVEC,2022-06-04
5826,,Certificate in Plumbing,TVEC,2016-12-08
5826,NVQ Level 5,,Island Co,2016-02-15
5828,NVQ Level 5,,Construction Group,2015-08-30
5829,,Master's Degree,Hotel Solutions,2024-07-03
5829,,Certificate in Driving,SLBFE Training Center,2024-03-26
5829,NVQ Level 3,,TVEC,2018-09-08
5830,,Certificate in Welding,Hotel Plantations,2021-08-10
5833,,Certificate in IT,NAITA,2019-04-01
5833,,Diploma in Business,NAITA,2017-07-06
5833,NVQ Level 4,,VTA,2017-10-14
5833,,Bachelor's Degree,VTA,2018-10-31
5834,,Certificate in Hospitality,VTA,2015-12-02
5836,,Certificate in Hospitality,NAITA,2020-08-28
5836,,A/L,SLBFE Training Center,2024-02-07
5836,,Master's Degree,VTA,2016-05-11
5837,,Certificate in Driving,VTA,2020-12-26
5837,,Certificate in Accounting,NAITA,2023-02-28
5837,NVQ Level 4,,NAITA,2016-11-09
5837,NVQ Level 2,,TVEC,2018-08-07
5838,,Diploma in Business,VTA,2020-12-05
5841,,Certificate in Masonry,TVEC,2024-02-27
5841,NVQ Level 4,,NAITA,2019-10-28
5841,,Certificate in Nursing,TVEC,2018-04-05
5841,,Certificate in Domestic Work,SLBFE Training Center,2023-05-23
5843,,Certificate in Domestic Work,VTA,2023-12-11
5843,,Diploma in IT,Lanka Co,2018-07-02
5843,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2021-08-08
5843,,Master's Degree,Apparel Group,2020-12-13
5845,NVQ Level 3,,VTA,2020-01-25
5846,,Certificate in Hospitality,TVEC,2025-08-04
5847,,Certificate in Accounting,TVEC,2020-01-27
5854,NVQ Level 2,,VTA,2020-09-03
5857,,Certificate in Domestic Work,TVEC,2020-07-20
5857,,Certificate in Accounting,SLBFE Training Center,2016-06-30
5858,NVQ Level 2,,NAITA,2020-11-05
5859,,Certificate in Nursing,TVEC,2023-03-24
5861,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2015-09-14
5861,,Certificate in Cooking,NAITA,2025-05-10
5861,,Certificate in Driving,Lanka Pvt,2023-05-09
5864,,Certificate in IT,SLBFE Training Center,2024-12-07
5864,NVQ Level 4,,Sri Ltd,2018-03-25
5865,NVQ Level 1,,NAITA,2016-08-01
5865,,Diploma in Hospitality,VTA,2021-05-05
5866,,Diploma in IT,SLBFE Training Center,2023-10-20
5866,NVQ Level 3,,SLBFE Training Center,2018-09-21
5867,,Certificate in Caregiving,VTA,2023-11-22
5872,,Certificate in Hospitality,TVEC,2022-09-03
5873,,Certificate in Cooking,SLBFE Training Center,2019-09-15
5873,NVQ Level 5,,TVEC,2020-07-08
5873,,Certificate in Hospitality,Hotel Corp,2019-02-21
5875,,Diploma in Nursing,NAITA,2025-04-27
5875,,Master's Degree,VTA,2020-03-19
5875,,Certificate in Masonry,NAITA,2024-10-07
5877,NVQ Level 1,,SLBFE Training Center,2023-05-16
5877,,Certificate in Plumbing,NAITA,2024-05-09
5877,,Master's Degree,NAITA,2025-03-09
5878,,Diploma in Nursing,TVEC,2023-03-06
5879,,Certificate in Caregiving,SLBFE Training Center,2019-11-03
5882,,Diploma in Business,NAITA,2018-09-20
5882,,Diploma in IT,Tech Group,2025-03-23
5883,,Diploma in Nursing,SLBFE Training Center,2017-11-26
5884,,Certificate in Domestic Work,Gem Pvt,2022-03-11
5884,NVQ Level 5,,NAITA,2024-01-27
5884,,Certificate in Accounting,TVEC,2021-06-05
5886,,Certificate in Electrical Work,NAITA,2020-02-11
5886,,Certificate in Welding,TVEC,2020-11-06
5886,,Bachelor's Degree,VTA,2020-09-23
5887,,Certificate in Caregiving,NAITA,2017-09-26
5887,,Certificate in Nursing,Gem Co,2016-10-20
5888,NVQ Level 1,,Apparel Plantations,2023-10-11
5888,,Certificate in Sewing,Ceylon Co,2020-12-06
5889,,Diploma in Nursing,NAITA,2025-03-06
5889,,Certificate in Masonry,VTA,2018-07-05
5889,,Certificate in Electrical Work,NAITA,2019-09-20
5889,NVQ Level 4,,TVEC,2021-04-23
5890,,Certificate in Driving,NAITA,2022-08-21
5890,,Certificate in Electrical Work,TVEC,2019-03-14
5891,,Certificate in Hospitality,Apparel Corp,2025-02-21
5891,,Certificate in Nursing,TVEC,2021-12-15
5894,,Certificate in Accounting,VTA,2022-09-21
5895,,Certificate in Masonry,NAITA,2020-05-25
5895,,Certificate in IT,NAITA,2019-06-09
5895,NVQ Level 2,,NAITA,2019-06-04
5899,,Master's Degree,Construction Ltd,2019-06-14
5899,,Bachelor's Degree,VTA,2016-07-12
5901,NVQ Level 3,,Island Solutions,2015-12-12
5902,,Certificate in Welding,TVEC,2024-03-18
5903,,Diploma in Nursing,VTA,2018-01-26
5903,,A/L,TVEC,2024-07-18
5905,,A/L,Tech Group,2022-11-15
5905,,Diploma in Business,TVEC,2021-04-13
5905,,Certificate in Carpentry,TVEC,2019-09-07
5911,,Master's Degree,VTA,2018-04-11
5911,,O/L,TVEC,2024-08-29
5912,,Certificate in Cooking,NAITA,2024-11-04
5912,,Certificate in Cooking,NAITA,2022-12-09
5913,,A/L,Island Co,2019-03-07
5913,,Certificate in Driving,TVEC,2016-01-05
5915,,Certificate in Carpentry,NAITA,2022-07-24
5915,,Certificate in Accounting,VTA,2017-01-20
5916,,Certificate in Electrical Work,TVEC,2015-08-29
5919,NVQ Level 4,,TVEC,2024-12-07
5919,,Certificate in Heavy Vehicle Operation,Tech Co,2017-04-16
5919,,Master's Degree,TVEC,2023-12-06
5922,,Certificate in Electrical Work,TVEC,2021-04-13
5924,,Certificate in Caregiving,VTA,2023-09-25
5924,,Certificate in Caregiving,TVEC,2017-07-24
5924,,Certificate in Caregiving,TVEC,2020-11-11
5924,,Certificate in Caregiving,TVEC,2018-05-05
5926,,Certificate in IT,Island Inc,2022-07-19
5930,,Certificate in Accounting,SLBFE Training Center,2017-02-14
5931,,Certificate in Caregiving,NAITA,2019-11-08
5931,NVQ Level 3,,SLBFE Training Center,2015-09-16
5931,,O/L,VTA,2017-02-02
5933,,Certificate in Cooking,SLBFE Training Center,2019-12-21
5933,,A/L,VTA,2020-01-15
5933,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2015-11-18
5935,NVQ Level 3,,NAITA,2022-12-14
5935,,Certificate in Plumbing,Island Pvt,2016-06-05
5935,,Certificate in Carpentry,SLBFE Training Center,2021-01-27
5936,,Diploma in Nursing,TVEC,2020-01-02
5938,,Certificate in Hospitality,Gem Corp,2022-08-25
5938,NVQ Level 1,,NAITA,2018-08-11
5938,,Bachelor's Degree,Construction Pvt,2021-02-07
5939,,Diploma in Hospitality,VTA,2020-04-10
5939,NVQ Level 4,,SLBFE Training Center,2025-07-29
5940,,Certificate in Caregiving,NAITA,2019-02-09
5940,,Certificate in Caregiving,NAITA,2020-06-02
5941,NVQ Level 4,,NAITA,2022-12-30
5941,,Certificate in Driving,NAITA,2023-04-17
5941,,Certificate in Masonry,TVEC,2018-04-10
5941,NVQ Level 5,,TVEC,2017-04-14
5942,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2023-01-09
5942,NVQ Level 2,,SLBFE Training Center,2023-10-15
5944,NVQ Level 5,,NAITA,2016-03-06
5944,,Diploma in IT,NAITA,2020-06-18
5946,,Certificate in Domestic Work,VTA,2020-12-16
5947,,O/L,Construction Inc,2018-10-24
5948,,Master's Degree,VTA,2023-11-02
5948,,Certificate in Driving,TVEC,2019-01-14
5949,,Certificate in Nursing,NAITA,2016-09-18
5949,,Diploma in Nursing,NAITA,2016-09-09
5950,,Certificate in Caregiving,VTA,2023-12-30
5950,,Certificate in Caregiving,NAITA,2017-01-27
5950,,Certificate in Caregiving,VTA,2018-09-16
5950,,Certificate in Caregiving,SLBFE Training Center,2021-07-07
5951,,Certificate in Welding,NAITA,2024-03-08
5952,,Certificate in Caregiving,NAITA,2024-10-29
5952,,Diploma in IT,VTA,2024-09-22
5952,,Certificate in Cooking,SLBFE Training Center,2019-04-27
5953,,Certificate in Nursing,SLBFE Training Center,2019-03-31
5953,,Certificate in Cooking,VTA,2020-07-11
5953,,A/L,Sri Pvt,2024-07-11
5955,NVQ Level 3,,Construction Solutions,2022-01-03
5955,,Certificate in Carpentry,NAITA,2017-02-05
5955,,Certificate in IT,NAITA,2019-07-02
5958,,Certificate in Masonry,SLBFE Training Center,2015-09-18
5958,,Diploma in Nursing,TVEC,2022-03-07
5958,NVQ Level 4,,VTA,2017-06-24
5958,,Certificate in Electrical Work,SLBFE Training Center,2016-10-01
5959,NVQ Level 5,,VTA,2016-12-01
5960,,Bachelor's Degree,TVEC,2019-03-15
5962,,O/L,VTA,2018-09-01
5965,NVQ Level 5,,NAITA,2022-04-02
5965,,Diploma in IT,TVEC,2016-03-05
5969,,Certificate in Masonry,VTA,2022-10-23
5969,,A/L,Tea Enterprises,2016-01-29
5970,,Certificate in Masonry,SLBFE Training Center,2016-06-19
5970,,Diploma in Hospitality,TVEC,2021-03-08
5971,,A/L,NAITA,2015-11-26
5971,,Certificate in Nursing,NAITA,2019-12-13
5973,,Certificate in Cooking,NAITA,2022-09-23
5973,,Certificate in Hospitality,VTA,2025-02-17
5977,,Certificate in Masonry,NAITA,2024-09-02
5978,,Certificate in Cooking,Island Solutions,2016-12-16
5979,,Diploma in Hospitality,SLBFE Training Center,2022-12-27
5979,NVQ Level 4,,NAITA,2015-09-29
5980,,Certificate in Accounting,VTA,2021-07-12
5980,NVQ Level 3,,SLBFE Training Center,2019-04-04
5980,,Master's Degree,VTA,2022-07-09
5981,,Certificate in Heavy Vehicle Operation,NAITA,2017-10-30
5981,,Bachelor's Degree,SLBFE Training Center,2018-12-24
5981,NVQ Level 4,,VTA,2015-09-26
5982,,Certificate in Sewing,NAITA,2024-06-02
5983,,Certificate in Domestic Work,SLBFE Training Center,2022-11-01
5985,,Certificate in Accounting,SLBFE Training Center,2017-07-17
5987,,Certificate in Accounting,Construction Inc,2021-12-04
5988,,Certificate in Carpentry,SLBFE Training Center,2025-06-28
5988,,Certificate in Heavy Vehicle Operation,TVEC,2021-12-21
5988,,Diploma in Nursing,SLBFE Training Center,2025-08-07
5991,,Diploma in IT,NAITA,2022-12-22
5991,,Master's Degree,VTA,2025-08-17
5994,,Certificate in Masonry,NAITA,2023-01-26
5995,NVQ Level 3,,NAITA,2017-05-05
5995,,Certificate in Masonry,SLBFE Training Center,2024-06-30
5997,,Certificate in Driving,VTA,2023-02-20
5997,,Master's Degree,NAITA,2016-03-19
5998,,Certificate in Heavy Vehicle Operation,VTA,2021-11-04
5998,,Certificate in Masonry,SLBFE Training Center,2021-01-27
6000,,Diploma in Nursing,SLBFE Training Center,2016-02-12
6001,,Certificate in Hospitality,NAITA,2019-04-04
6001,,Diploma in Nursing,VTA,2024-12-18
6004,NVQ Level 1,,SLBFE Training Center,2025-02-04
6005,,Certificate in Caregiving,SLBFE Training Center,2022-11-14
6006,,Certificate in Hospitality,SLBFE Training Center,2016-08-08
6006,,Certificate in Caregiving,NAITA,2016-08-30
6007,,Certificate in Masonry,VTA,2024-12-03
6008,,A/L,TVEC,2018-02-17
6009,NVQ Level 1,,SLBFE Training Center,2023-11-02
6009,NVQ Level 5,,Lanka Ltd,2023-10-14
6009,,Master's Degree,TVEC,2022-04-01
6009,NVQ Level 4,,VTA,2018-12-20
6010,,Certificate in Caregiving,VTA,2017-07-28
6010,,Certificate in Caregiving,VTA,2016-07-31
6013,,Diploma in IT,SLBFE Training Center,2018-06-16
6013,NVQ Level 3,,Tech Co,2019-05-13
6014,NVQ Level 4,,Island Inc,2016-06-25
6014,,Certificate in Plumbing,NAITA,2023-07-10
6015,,Certificate in Domestic Work,SLBFE Training Center,2017-09-01
6015,NVQ Level 1,,VTA,2015-09-08
6016,,Bachelor's Degree,TVEC,2024-01-24
6016,NVQ Level 4,,NAITA,2024-09-12
6018,NVQ Level 4,,TVEC,2021-06-13
6018,,Certificate in Cooking,Hotel Corp,2018-12-03
6020,,Certificate in Caregiving,Ceylon Ltd,2025-06-03
6020,,Certificate in Caregiving,VTA,2024-05-25
6020,,Certificate in Caregiving,Ceylon Inc,2019-10-17
6023,,Certificate in IT,Island Group,2020-12-16
6023,,Certificate in Driving,Construction Solutions,2022-12-17
6025,NVQ Level 3,,Gem Ltd,2018-06-28
6029,,Certificate in Domestic Work,VTA,2025-07-05
6031,,Certificate in Driving,Sri Group,2019-04-27
6031,,Certificate in Carpentry,Tea Solutions,2018-06-05
6031,,Diploma in IT,NAITA,2016-04-16
6031,,Certificate in Nursing,TVEC,2024-04-28
6032,NVQ Level 2,,SLBFE Training Center,2019-10-20
6033,NVQ Level 3,,NAITA,2016-03-16
6033,,A/L,NAITA,2016-12-06
6034,NVQ Level 5,,NAITA,2017-05-11
6034,,Master's Degree,Ceylon Plantations,2025-07-18
6037,NVQ Level 1,,TVEC,2022-07-15
6041,,Diploma in Nursing,SLBFE Training Center,2022-05-12
6041,,A/L,TVEC,2015-10-18
6041,NVQ Level 4,,Apparel Corp,2021-11-21
6041,,Certificate in Plumbing,Construction Plantations,2016-02-06
6042,,Bachelor's Degree,TVEC,2018-02-05
6044,,Certificate in Masonry,TVEC,2021-09-14
6044,,Diploma in Hospitality,TVEC,2017-07-29
6046,NVQ Level 4,,NAITA,2020-07-06
6047,,Diploma in Hospitality,NAITA,2019-12-30
6047,,Diploma in Nursing,NAITA,2023-07-08
6047,,Diploma in Business,VTA,2024-01-22
6048,,Certificate in Plumbing,TVEC,2025-08-20
6048,NVQ Level 2,,SLBFE Training Center,2021-04-15
6048,,Certificate in Hospitality,NAITA,2023-02-11
6049,NVQ Level 4,,VTA,2018-01-25
6049,,Bachelor's Degree,TVEC,2023-06-04
6050,,Bachelor's Degree,SLBFE Training Center,2017-12-15
6050,,Certificate in Cooking,SLBFE Training Center,2024-12-31
6050,,Certificate in Carpentry,VTA,2017-04-09
6050,NVQ Level 1,,TVEC,2016-10-02
6051,,Certificate in Masonry,SLBFE Training Center,2019-10-08
6051,,Certificate in Masonry,Tech Corp,2023-05-11
6052,,Diploma in IT,VTA,2024-07-20
6052,,Bachelor's Degree,NAITA,2023-04-29
6052,NVQ Level 2,,Apparel Co,2022-01-22
6053,NVQ Level 2,,NAITA,2020-04-16
6053,,O/L,SLBFE Training Center,2020-03-26
6053,,Certificate in Electrical Work,NAITA,2018-11-12
6054,,Bachelor's Degree,Ceylon Enterprises,2022-06-26
6055,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2017-10-22
6058,,Certificate in Caregiving,TVEC,2018-12-08
6059,,Diploma in IT,VTA,2016-01-01
6059,,Certificate in Electrical Work,Ceylon Corp,2024-10-09
6060,,Certificate in Carpentry,TVEC,2015-11-20
6061,,Certificate in Caregiving,TVEC,2022-10-21
6063,NVQ Level 5,,NAITA,2015-09-22
6064,,Diploma in Nursing,Construction Co,2020-04-08
6066,,Diploma in Nursing,Construction Enterprises,2021-08-09
6066,NVQ Level 3,,NAITA,2021-09-24
6070,,Certificate in Nursing,TVEC,2019-04-14
6070,,O/L,Hotel Ltd,2015-10-10
6070,NVQ Level 3,,NAITA,2021-08-13
6070,,Certificate in Masonry,NAITA,2022-12-31
6074,NVQ Level 4,,NAITA,2022-09-29
6074,NVQ Level 1,,Construction Corp,2024-09-12
6074,,Certificate in Electrical Work,Ceylon Inc,2018-03-29
6075,,Bachelor's Degree,TVEC,2018-02-17
6075,,Bachelor's Degree,SLBFE Training Center,2016-01-11
6076,NVQ Level 4,,Tech Enterprises,2024-09-19
6076,,Diploma in Nursing,TVEC,2019-07-19
6076,,Diploma in Business,Tea Inc,2023-03-01
6077,,Diploma in Business,NAITA,2017-03-24
6078,,Certificate in Welding,NAITA,2018-11-12
6078,,Certificate in IT,NAITA,2017-07-16
6078,,Diploma in Business,VTA,2019-10-17
6079,,Certificate in Nursing,SLBFE Training Center,2020-03-25
6079,NVQ Level 4,,Apparel Pvt,2023-05-08
6079,,Certificate in Electrical Work,TVEC,2024-10-26
6083,,Certificate in Driving,NAITA,2022-10-26
6084,,Bachelor's Degree,Tech Pvt,2022-01-13
6084,,Certificate in Caregiving,TVEC,2024-06-19
6084,,Diploma in IT,Tea Plantations,2023-04-01
6086,,Certificate in Nursing,VTA,2015-11-15
6086,NVQ Level 2,,TVEC,2019-07-12
6086,,Certificate in IT,VTA,2016-07-18
6087,,Certificate in Hospitality,Island Pvt,2021-10-03
6088,,Diploma in Hospitality,VTA,2016-07-29
6088,,Certificate in Hospitality,NAITA,2022-01-06
6088,,Certificate in Plumbing,Ceylon Pvt,2015-09-01
6089,,Master's Degree,NAITA,2022-01-17
6089,,Certificate in Hospitality,VTA,2018-01-24
6089,,Certificate in IT,VTA,2018-04-08
6094,,Diploma in Nursing,VTA,2019-05-26
6095,,Certificate in Caregiving,TVEC,2018-04-15
6101,,Diploma in Hospitality,Tea Corp,2016-04-27
6102,NVQ Level 5,,Construction Plantations,2016-08-07
6103,NVQ Level 1,,TVEC,2021-01-14
6105,,Diploma in Hospitality,NAITA,2019-08-27
6106,NVQ Level 5,,Construction Solutions,2018-02-05
6106,NVQ Level 5,,NAITA,2016-03-20
6107,,Certificate in Cooking,VTA,2025-07-23
6109,,Diploma in IT,VTA,2020-07-30
6109,,Certificate in Welding,SLBFE Training Center,2017-12-17
6109,,Certificate in Cooking,Sri Ltd,2020-11-08
6109,NVQ Level 5,,VTA,2020-06-29
6110,,Certificate in Carpentry,SLBFE Training Center,2023-01-10
6110,NVQ Level 1,,NAITA,2023-10-07
6110,,Certificate in Masonry,Gem Corp,2023-06-08
6111,,Certificate in Domestic Work,VTA,2022-11-16
6111,NVQ Level 4,,TVEC,2020-03-09
6119,,Certificate in Domestic Work,Tea Ltd,2021-05-04
6122,NVQ Level 1,,NAITA,2022-09-17
6122,,Certificate in Sewing,SLBFE Training Center,2020-01-12
6124,,Certificate in Welding,SLBFE Training Center,2019-11-06
6125,,Certificate in Carpentry,SLBFE Training Center,2019-07-28
6126,,Certificate in Domestic Work,Island Corp,2020-10-19
6128,NVQ Level 4,,VTA,2022-05-14
6128,,Bachelor's Degree,NAITA,2024-01-27
6130,,O/L,TVEC,2021-11-19
6133,,Certificate in Cooking,TVEC,2022-04-29
6133,NVQ Level 1,,VTA,2016-09-12
6133,,Bachelor's Degree,VTA,2023-07-21
6135,,Diploma in Business,Island Corp,2020-11-04
6135,,Certificate in Masonry,NAITA,2017-04-15
6136,,Certificate in Sewing,Gem Co,2020-10-09
6136,,Certificate in Welding,SLBFE Training Center,2016-08-23
6137,,Certificate in IT,SLBFE Training Center,2020-05-27
6142,,O/L,SLBFE Training Center,2021-11-06
6142,NVQ Level 1,,VTA,2017-08-11
6142,NVQ Level 1,,VTA,2016-07-16
6143,NVQ Level 4,,Gem Inc,2015-11-09
6143,,Certificate in Masonry,NAITA,2020-04-19
6145,,A/L,NAITA,2024-05-16
6146,,Diploma in Hospitality,Apparel Plantations,2019-09-18
6146,,Certificate in Plumbing,VTA,2017-03-08
6146,,Certificate in Plumbing,NAITA,2023-11-11
6147,,Certificate in Cooking,SLBFE Training Center,2023-04-20
6147,,Certificate in Cooking,VTA,2025-04-27
6147,,Certificate in Cooking,Ceylon Pvt,2022-05-29
6148,NVQ Level 1,,VTA,2022-01-10
6148,,Certificate in Heavy Vehicle Operation,TVEC,2019-08-15
6148,,O/L,TVEC,2022-12-07
6148,,Certificate in Heavy Vehicle Operation,NAITA,2016-10-23
6149,,Certificate in Driving,Hotel Group,2015-11-16
6149,,Certificate in Carpentry,NAITA,2021-07-14
6149,,Certificate in Nursing,VTA,2019-02-18
6150,,Diploma in Hospitality,NAITA,2015-10-19
6150,NVQ Level 1,,TVEC,2022-07-24
6151,,Certificate in Masonry,VTA,2019-02-27
6155,,Certificate in Accounting,SLBFE Training Center,2020-02-26
6155,,Diploma in IT,SLBFE Training Center,2025-04-23
6155,NVQ Level 2,,TVEC,2023-12-04
6155,,Certificate in Sewing,NAITA,2020-02-28
6156,NVQ Level 1,,VTA,2016-11-25
6156,,O/L,VTA,2019-08-06
6157,,Diploma in Hospitality,NAITA,2019-08-21
6157,NVQ Level 2,,TVEC,2016-02-06
6159,,O/L,VTA,2021-01-18
6159,,O/L,Tech Ltd,2017-06-29
6159,,A/L,NAITA,2019-07-06
6159,,O/L,Tech Plantations,2021-12-18
6160,,Certificate in Cooking,VTA,2017-06-04
6160,,O/L,Island Corp,2023-01-01
6163,,Certificate in Masonry,NAITA,2019-08-01
6163,,Certificate in Masonry,TVEC,2023-06-16
6163,,Certificate in Masonry,TVEC,2023-01-05
6165,,Certificate in Driving,SLBFE Training Center,2017-06-04
6169,NVQ Level 5,,VTA,2023-06-01
6169,,Certificate in Welding,SLBFE Training Center,2024-01-22
6170,,Certificate in Hospitality,SLBFE Training Center,2016-03-26
6170,,Certificate in Heavy Vehicle Operation,Apparel Co,2022-09-30
6172,,Master's Degree,Apparel Pvt,2020-01-23
6172,,O/L,SLBFE Training Center,2018-03-06
6173,,Certificate in Masonry,SLBFE Training Center,2024-07-01
6173,,Certificate in Carpentry,SLBFE Training Center,2021-06-21
6173,,Certificate in Carpentry,TVEC,2023-09-18
6178,,Certificate in Nursing,NAITA,2019-09-10
6180,NVQ Level 2,,NAITA,2019-10-02
6181,,Certificate in Sewing,TVEC,2017-01-11
6184,NVQ Level 2,,NAITA,2020-07-22
6185,,Certificate in Nursing,NAITA,2024-02-22
6186,,Certificate in Caregiving,NAITA,2022-07-08
6186,,Certificate in Driving,VTA,2019-08-03
6186,,Certificate in Hospitality,TVEC,2017-10-23
6187,,Certificate in IT,NAITA,2015-12-23
6187,,Certificate in Hospitality,SLBFE Training Center,2016-08-18
6188,,Certificate in Sewing,NAITA,2015-11-24
6188,,Diploma in Nursing,TVEC,2022-04-08
6190,,Bachelor's Degree,Construction Plantations,2023-03-25
6191,,Bachelor's Degree,TVEC,2018-01-21
6194,,Certificate in Welding,SLBFE Training Center,2023-10-03
6195,,Diploma in Business,TVEC,2018-09-06
6195,,Certificate in Heavy Vehicle Operation,Apparel Inc,2024-03-07
6197,NVQ Level 4,,NAITA,2016-02-25
6197,,Certificate in Hospitality,VTA,2018-04-29
6197,,Bachelor's Degree,NAITA,2024-04-25
6201,,Certificate in Plumbing,VTA,2021-08-08
6201,NVQ Level 4,,SLBFE Training Center,2016-01-20
6201,,Certificate in Carpentry,TVEC,2020-02-27
6212,,Certificate in Nursing,NAITA,2021-02-18
6212,NVQ Level 2,,SLBFE Training Center,2024-04-06
6213,,Certificate in Plumbing,SLBFE Training Center,2019-03-14
6213,,Certificate in Cooking,TVEC,2020-03-31
6215,,Certificate in Hospitality,VTA,2024-06-14
6215,,Certificate in Carpentry,TVEC,2022-12-03
6215,,Bachelor's Degree,TVEC,2022-10-14
6215,,Certificate in Nursing,TVEC,2018-11-24
6216,NVQ Level 2,,NAITA,2018-11-16
6216,,Master's Degree,TVEC,2019-07-25
6216,NVQ Level 4,,VTA,2024-03-27
6216,,Certificate in Heavy Vehicle Operation,Sri Inc,2017-03-28
6220,,Certificate in Sewing,TVEC,2025-02-26
6220,NVQ Level 3,,NAITA,2019-03-25
