EmploymentID,PersonalID,EmploymentType,EmploymentSector,Employer,Country,Occupation,SkillsUsed,StartDate,EndDate,DurationMonths
6943,4452,Previous,Beauty & Personal Care,Sri Corp,Turkey,Nursing Assistant,Nursing,2017-12-06,2024-09-14,81.0
6944,4452,Previous,Engineering & Technical,Construction Group,South Korea,Nursing Assistant,Nursing,2014-04-27,2021-04-18,84.0
6945,4452,Previous,Beauty & Personal Care,Hotel Plantations,Qatar,Nursing Assistant,Nursing,2017-01-25,2023-06-30,77.0
6946,4452,Previous,Hospitality & Tourism,Tech Corp,Serbia,Nursing Assistant,Nursing,2018-08-20,2021-06-04,34.0
6947,4453,Previous,Logistics & Warehousing,Tea Ltd,Kuwait,Kitchen Helper,Accounting,2012-10-13,2020-03-30,89.0
6948,4454,Previous,Education & Training,Gem Plantations,Maldives,Housemaid,Packing,2016-06-11,2019-05-20,35.0
6949,4456,Previous,Manufacturing,Lanka Plantations,Kuwait,Maintenance Worker,Makeup Artistry;Hotel Housekeeping;Delivery Driving,2012-07-18,2016-11-13,52.0
6950,4456,Previous,Healthcare & Nursing,Tech Pvt,Kuwait,Maintenance Worker,Nursing,2012-09-11,2024-09-01,144.0
6951,4457,Previous,Healthcare & Nursing,Tea Group,Qatar,Caregiver,Nursing,2021-12-27,2023-06-12,18.0
6952,4457,Previous,Healthcare & Nursing,Island Group,Singapore,Caregiver,Nursing,2016-01-03,2016-07-18,6.0
6953,4458,Previous,Facility Management,Tea Inc,Kuwait,Accountant,Banquet Service;Quality Inspection;MS Office,2014-09-04,2019-08-14,59.0
6954,4458,Current,Education & Training,Construction Inc,Malaysia,Accountant,Nursing;Concrete Mixing;Janitorial Skills,2017-03-03,,
6955,4459,Previous,Domestic Services,Hotel Plantations,Saudi Arabia,Domestic Worker,Elderly Care;Kitchen Assistance;Bookkeeping,2014-09-10,2014-12-19,3.0
6956,4461,Previous,Manufacturing,Apparel Group,Saudi Arabia,General Labourer,Patient Care;Horticulture,2024-03-15,2024-06-26,3.0
6957,4461,Previous,Retail & Sales,Island Pvt,Japan,General Labourer,Front Desk Operations,2023-04-19,2025-01-31,21.0
6958,4462,Previous,Retail & Sales,Lanka Enterprises,Saudi Arabia,Mason,Welding;Horticulture,2015-07-14,2019-09-06,50.0
6959,4462,Previous,IT & Professional Services,Gem Group,Serbia,Mason,Banquet Service;Concrete Mixing;Cooking,2023-01-13,2025-08-10,31.0
6960,4463,Previous,Domestic Services,Island Group,United Arab Emirates,Domestic Worker,Inventory Management,2015-12-05,2018-08-29,32.0
6961,4463,Previous,Domestic Services,Apparel Enterprises,Qatar,Domestic Worker,Driving;Guest Relations,2017-07-31,2024-11-29,88.0
6962,4464,Previous,Education & Training,Sri Plantations,Seychelles,Shuttering Carpenter,Hotel Housekeeping;Logistics Coordination;Masonry,2017-07-03,2023-07-04,72.0
6963,4464,Current,Driving & Transportation,Hotel Enterprises,Malaysia,Carpenter,Driving,2018-04-18,,
6964,4464,Previous,Engineering & Technical,Ceylon Pvt,Kuwait,Shuttering Carpenter,Childcare;Vehicle Maintenance,2011-09-24,2022-09-10,132.0
6965,4465,Previous,Garment & Apparel,Hotel Group,Saudi Arabia,Welder,Driving;Serving;Security Guarding,2016-08-30,2020-12-06,52.0
6966,4466,Previous,Driving & Transportation,Construction Inc,Russia,Logistics Coordinator,Driving,2010-11-23,2017-07-12,80.0
6967,4466,Previous,Logistics & Warehousing,Lanka Inc,Australia,Logistics Coordinator,Laundry;Packing;First Aid,2017-12-29,2025-04-04,88.0
6968,4467,Current,Agriculture & Fishery,Construction Co,Lebanon,Electrician,Heavy Vehicle Driving,2013-03-23,,
6969,4468,Previous,Garment & Apparel,Lanka Enterprises,Kuwait,Bar Bender,Retail Sales,2015-02-16,2015-03-02,1.0
6970,4469,Previous,Facility Management,Gem Group,United Arab Emirates,Mason,Makeup Artistry;Masonry,2011-02-06,2024-06-26,160.0
6971,4469,Previous,IT & Professional Services,Gem Solutions,Saudi Arabia,Mason,Beauty Therapy;Administrative Support,2017-06-03,2023-01-11,67.0
6972,4469,Previous,IT & Professional Services,Ceylon Ltd,Kuwait,Mason,MS Office,2022-07-27,2023-06-05,11.0
6973,4469,Current,Driving & Transportation,Island Inc,Qatar,Mason,Driving,2010-12-23,,
6974,4472,Current,Education & Training,Island Co,Saudi Arabia,House Driver,Vehicle Maintenance,2016-05-26,,
6975,4474,Current,Cleaning Services,Sri Pvt,Maldives,Construction Helper,Nursing;Retail Sales,2012-07-19,,
6976,4474,Previous,Domestic Services,Gem Ltd,Saudi Arabia,Construction Helper,Carpentry;Caregiving;Guest Relations,2023-12-28,2025-04-30,16.0
6977,4474,Current,Facility Management,Sri Group,Saudi Arabia,Construction Helper,Scaffolding,2021-08-18,,
6978,4474,Previous,Retail & Sales,Apparel Plantations,Oman,Construction Helper,Inventory Management;Hotel Housekeeping,2018-09-04,2020-07-04,22.0
6979,4475,Previous,Healthcare & Nursing,Hotel Corp,South Korea,Caregiver,Nursing,2013-03-16,2018-06-09,63.0
6980,4475,Previous,Healthcare & Nursing,Ceylon Enterprises,Singapore,Caregiver,Nursing,2024-05-26,2025-06-17,13.0
6981,4476,Previous,Domestic Services,Tech Solutions,Cyprus,Construction Supervisor,Administrative Support;Elderly Care;Scaffolding,2013-11-03,2018-10-19,59.0
6982,4477,Previous,Education & Training,Construction Solutions,Qatar,Forklift Operator,Kitchen Assistance;Beauty Therapy;Makeup Artistry,2018-12-22,2021-11-30,35.0
6983,4477,Previous,Agriculture & Fishery,Apparel Ltd,United Arab Emirates,Forklift Operator,Farming,2015-06-04,2022-10-19,88.0
6984,4478,Previous,Healthcare & Nursing,Tea Pvt,Kuwait,Caregiver,Nursing,2013-02-17,2019-10-03,80.0
6985,4478,Previous,Healthcare & Nursing,Tech Inc,South Korea,Caregiver,Nursing,2022-09-13,2024-02-08,17.0
6986,4478,Previous,Textile & Sewing,Ceylon Group,United Arab Emirates,Caregiver,Sewing,2015-03-29,2023-08-30,101.0
6987,4479,Previous,Facility Management,Tea Corp,Saudi Arabia,Construction Helper,Retail Sales,2021-01-26,2022-01-04,12.0
6988,4479,Previous,Hospitality & Tourism,Gem Corp,Turkey,Construction Helper,Welding,2011-05-13,2024-06-25,157.0
6989,4480,Previous,Cleaning Services,Ceylon Inc,Maldives,Sewing Machine Operator,Sewing,2017-08-29,2019-10-29,26.0
6990,4480,Previous,Beauty & Personal Care,Apparel Co,Saudi Arabia,Sewing Machine Operator,Sewing,2022-10-24,2024-09-07,23.0
6991,4481,Current,Beauty & Personal Care,Apparel Group,Saudi Arabia,Maintenance Worker,Heavy Vehicle Driving,2018-07-07,,
6992,4481,Previous,Textile & Sewing,Gem Corp,Malaysia,Maintenance Worker,Sewing,2012-02-06,2017-03-11,61.0
6993,4482,Previous,Agriculture & Fishery,Apparel Inc,Hong Kong,Nurse,Teaching Assistance;Barista Skills,2021-10-18,2024-07-02,33.0
6994,4482,Current,Cleaning Services,Sri Plantations,Seychelles,Nurse,Logistics Coordination;Plumbing;Laundry,2019-05-03,,
6995,4483,Previous,Agriculture & Fishery,Hotel Co,United Arab Emirates,Forklift Operator,Livestock Management,2017-06-20,2019-01-12,19.0
6996,4483,Previous,Beauty & Personal Care,Sri Solutions,Japan,Forklift Operator,Vehicle Maintenance;Farming;Tiling,2014-12-11,2020-08-21,68.0
6997,4483,Previous,Driving & Transportation,Sri Corp,Kuwait,Forklift Operator,Driving,2017-10-25,2024-02-06,76.0
6998,4483,Current,IT & Professional Services,Gem Corp,Kuwait,Forklift Operator,Inventory Management;Elderly Care;Health Aide,2012-03-05,,
6999,4484,Current,Retail & Sales,Tea Enterprises,Saudi Arabia,Delivery Driver,Bookkeeping;Data Entry,2017-01-25,,
7000,4484,Previous,Cleaning Services,Construction Pvt,Saudi Arabia,Driver,Medical Assistance;Administrative Support;Driving,2018-03-30,2022-08-12,53.0
7001,4485,Previous,Agriculture & Fishery,Apparel Enterprises,United Arab Emirates,Laundry Worker,Laundry,2011-10-15,2014-07-08,33.0
7002,4486,Previous,Textile & Sewing,Tea Inc,United Arab Emirates,Mason,Sewing,2010-10-31,2012-08-02,22.0
7003,4486,Current,Retail & Sales,Apparel Solutions,United Arab Emirates,Mason,Garment Quality Control;Food Preparation;Serving,2016-09-07,,
7004,4487,Previous,Domestic Services,Construction Group,Oman,Housemaid,Kitchen Assistance,2021-10-19,2025-04-01,42.0
7005,4487,Previous,Construction,Construction Corp,Kuwait,Housemaid,Driving;Retail Sales,2015-02-05,2015-05-31,3.0
7006,4488,Previous,Garment & Apparel,Gem Enterprises,United Arab Emirates,Construction Supervisor,Housekeeping;Sewing,2013-06-12,2015-03-09,21.0
7007,4488,Previous,Logistics & Warehousing,Lanka Inc,Kuwait,Construction Supervisor,Medical Assistance;Horticulture,2020-06-21,2024-11-22,53.0
7008,4488,Previous,Textile & Sewing,Apparel Pvt,Qatar,Construction Supervisor,Sewing,2018-04-28,2020-08-19,28.0
7009,4488,Previous,Agriculture & Fishery,Construction Enterprises,United Arab Emirates,Construction Supervisor,Nursing;Electrical,2015-02-14,2019-04-25,50.0
7010,4489,Current,IT & Professional Services,Lanka Ltd,Qatar,Shuttering Carpenter,Textile Machine Operation;Retail Sales,2023-10-26,,
7011,4489,Previous,Logistics & Warehousing,Hotel Inc,Kuwait,Shuttering Carpenter,Painting,2012-08-15,2018-05-28,69.0
7012,4489,Current,Logistics & Warehousing,Lanka Corp,Malaysia,Shuttering Carpenter,CCTV Monitoring;Tiling;Data Entry,2014-10-11,,
7013,4490,Previous,Hospitality & Tourism,Island Pvt,Saudi Arabia,Nursing Assistant,Nursing,2015-06-24,2022-04-27,82.0
7014,4490,Previous,Facility Management,Hotel Enterprises,Qatar,Nursing Assistant,Nursing,2017-08-30,2019-04-19,20.0
7015,4490,Previous,Facility Management,Ceylon Co,Jordan,Nursing Assistant,Nursing,2010-09-14,2017-04-22,79.0
7016,4491,Previous,Domestic Services,Island Inc,Saudi Arabia,Salesperson,Driving;Health Aide,2021-12-18,2021-12-30,1.0
7017,4492,Previous,Retail & Sales,Tea Group,Singapore,General Labourer,Painting;Barista Skills,2022-03-12,2023-05-10,14.0
7018,4492,Previous,Security Services,Island Inc,Romania,General Labourer,Driving;Textile Machine Operation;Construction Supervision,2024-07-30,2025-05-23,10.0
7019,4493,Previous,Security Services,Apparel Inc,Malaysia,Agricultural Worker,Kitchen Assistance,2024-04-18,2024-08-14,4.0
7020,4494,Current,Healthcare & Nursing,Tea Group,Saudi Arabia,Caregiver,Nursing,2015-11-20,,
7021,4495,Previous,IT & Professional Services,Tech Plantations,United Arab Emirates,House Driver,Plumbing;Hairdressing;Laundry,2023-01-06,2024-01-23,12.0
7022,4495,Previous,Textile & Sewing,Island Ltd,Oman,Driver,Sewing,2021-12-30,2024-08-28,32.0
7023,4496,Previous,Garment & Apparel,Tea Plantations,Maldives,Construction Supervisor,Driving;Elderly Care,2014-04-06,2023-10-08,114.0
7024,4496,Previous,Security Services,Island Corp,United Arab Emirates,Construction Supervisor,Hairdressing,2017-03-21,2017-11-09,8.0
7025,4497,Previous,Textile & Sewing,Construction Enterprises,Kuwait,Engineer,Sewing,2012-05-12,2024-02-07,141.0
7026,4497,Previous,Engineering & Technical,Apparel Plantations,Saudi Arabia,Engineer,Delivery Driving,2014-09-17,2022-12-18,99.0
7027,4499,Current,Garment & Apparel,Island Solutions,Cyprus,Delivery Driver,Excel;Sewing,2017-09-23,,
7028,4499,Previous,Construction,Gem Group,Kuwait,Construction Supervisor,Textile Machine Operation;Heavy Vehicle Driving,2015-11-21,2018-08-29,33.0
7029,4502,Previous,Facility Management,Apparel Co,Saudi Arabia,Cook,Janitorial Skills;Delivery Driving,2020-04-02,2024-03-02,47.0
7030,4502,Previous,Agriculture & Fishery,Tea Ltd,Qatar,Cook,Hotel Housekeeping,2024-05-18,2024-05-20,1.0
7031,4502,Current,Agriculture & Fishery,Island Enterprises,Qatar,Cook,Packing;Banquet Service;Vehicle Maintenance,2011-03-27,,
7032,4504,Previous,Security Services,Tech Ltd,Saudi Arabia,House Driver,Administrative Support,2017-12-14,2018-04-27,4.0
7033,4504,Previous,IT & Professional Services,Tea Pvt,Qatar,Delivery Driver,Kitchen Assistance,2016-09-28,2018-02-14,17.0
7034,4504,Previous,Garment & Apparel,Island Group,Saudi Arabia,Driver,Forklift Operation;Shuttering Carpentry,2012-11-26,2020-12-10,97.0
7035,4506,Current,Retail & Sales,Lanka Corp,Saudi Arabia,Construction Helper,Hairdressing;Plumbing;Shuttering Carpentry,2014-01-26,,
7036,4506,Current,Facility Management,Apparel Pvt,Romania,Construction Helper,Hairdressing,2015-09-12,,
7037,4506,Previous,Retail & Sales,Ceylon Enterprises,Maldives,Construction Helper,Packing,2023-07-14,2025-02-04,19.0
7038,4506,Previous,Driving & Transportation,Gem Pvt,Kuwait,Construction Helper,Driving,2021-10-14,2024-10-24,36.0
7039,4507,Previous,Healthcare & Nursing,Sri Ltd,Sri Lanka,Cleaner,Nursing,2023-03-23,2025-02-23,23.0
7040,4509,Previous,Domestic Services,Hotel Solutions,Saudi Arabia,Kitchen Helper,Hairdressing;Scaffolding,2024-03-13,2025-01-01,10.0
7041,4509,Previous,Security Services,Ceylon Pvt,United Arab Emirates,Kitchen Helper,Plumbing;Home Cleaning;Security Guarding,2014-03-03,2022-04-10,97.0
7042,4510,Previous,Textile & Sewing,Island Enterprises,United Arab Emirates,Cleaner,Sewing,2011-07-22,2012-10-29,15.0
7043,4511,Previous,Healthcare & Nursing,Island Co,Saudi Arabia,Delivery Driver,Nursing,2015-03-15,2016-03-04,12.0
7044,4512,Previous,Construction,Tea Pvt,Japan,Construction Supervisor,Tailoring,2015-03-21,2022-11-03,92.0
7045,4513,Previous,Retail & Sales,Gem Corp,Bahrain,Sewing Machine Operator,Sewing,2023-05-27,2023-09-16,4.0
7046,4513,Previous,Retail & Sales,Tea Co,Kuwait,Sewing Machine Operator,Sewing,2020-03-05,2025-06-23,63.0
7047,4514,Previous,Healthcare & Nursing,Hotel Corp,Kuwait,Nurse,Nursing,2012-02-18,2022-07-10,125.0
7048,4514,Previous,Beauty & Personal Care,Apparel Inc,Qatar,Nurse,Banquet Service;Serving;IT Skills,2018-11-05,2024-03-17,64.0
7049,4515,Previous,Retail & Sales,Apparel Co,United Arab Emirates,Hotel Housekeeper,Fishing;Barista Skills;Sewing,2011-10-21,2022-04-12,126.0
7050,4515,Previous,Textile & Sewing,Sri Plantations,Kuwait,Hotel Housekeeper,Sewing,2011-05-06,2012-03-08,10.0
7051,4515,Previous,Hospitality & Tourism,Construction Pvt,Saudi Arabia,Hotel Housekeeper,Banquet Service;CCTV Monitoring,2013-09-08,2024-08-11,131.0
7052,4516,Previous,Hospitality & Tourism,Tea Inc,Qatar,Nursing Assistant,Nursing,2017-03-23,2020-12-28,45.0
7053,4516,Current,Agriculture & Fishery,Gem Ltd,Singapore,Nursing Assistant,Nursing,2024-03-22,,
7054,4517,Previous,Healthcare & Nursing,Tea Inc,Qatar,Construction Helper,Nursing,2012-10-24,2021-08-22,106.0
7055,4518,Current,Healthcare & Nursing,Hotel Enterprises,Qatar,Nursing Assistant,Nursing,2022-04-16,,
7056,4519,Current,Construction,Ceylon Group,Australia,Construction Helper,Laundry,2015-11-12,,
7057,4519,Previous,Domestic Services,Lanka Plantations,Saudi Arabia,Technician,Garment Quality Control;Janitorial Skills;Barista Skills,2018-10-29,2021-12-04,38.0
7058,4520,Previous,Textile & Sewing,Apparel Ltd,Qatar,Janitor,Sewing,2012-09-22,2017-04-28,55.0
7059,4521,Previous,Beauty & Personal Care,Island Enterprises,Kuwait,General Labourer,Forklift Operation;Kitchen Assistance,2011-03-15,2025-03-15,168.0
7060,4522,Previous,Hospitality & Tourism,Gem Plantations,Kuwait,Laundry Worker,Laundry,2014-02-16,2014-08-16,6.0
7061,4522,Previous,Security Services,Ceylon Plantations,United Arab Emirates,Laundry Worker,Laundry,2015-06-25,2016-10-09,16.0
7062,4523,Previous,Garment & Apparel,Sri Group,Kuwait,Kitchen Helper,Childcare;Front Desk Operations,2024-02-16,2025-04-20,14.0
7063,4524,Previous,Beauty & Personal Care,Ceylon Corp,Saudi Arabia,Construction Supervisor,Electrical;Sewing,2017-05-01,2024-08-25,87.0
7064,4524,Previous,Facility Management,Gem Inc,Maldives,Construction Supervisor,Hotel Housekeeping;Nursing;Heavy Vehicle Driving,2013-01-26,2023-03-03,122.0
7065,4525,Previous,Healthcare & Nursing,Lanka Pvt,United Arab Emirates,Gardener,Nursing,2022-06-13,2022-12-04,6.0
7066,4525,Previous,Facility Management,Sri Corp,Qatar,Gardener,Driving;Excel,2024-02-13,2025-07-09,17.0
7067,4527,Current,Agriculture & Fishery,Gem Pvt,Saudi Arabia,Construction Helper,Concrete Mixing,2017-12-19,,
7068,4529,Previous,IT & Professional Services,Construction Inc,Bahrain,Receptionist,Horticulture;Caregiving,2019-02-18,2019-07-19,5.0
7069,4529,Previous,Cleaning Services,Tech Co,Maldives,Receptionist,Data Entry;Food Preparation;Tiling,2012-04-10,2023-05-20,133.0
7070,4529,Previous,Driving & Transportation,Island Plantations,Saudi Arabia,Receptionist,Driving,2016-12-17,2024-09-12,93.0
7071,4530,Previous,Textile & Sewing,Construction Corp,Saudi Arabia,Sewing Machine Operator,Sewing,2015-07-01,2016-08-02,13.0
7072,4530,Previous,Manufacturing,Gem Corp,Seychelles,Sewing Machine Operator,Sewing,2016-10-22,2020-02-17,40.0
7073,4531,Previous,Facility Management,Construction Solutions,Israel,Delivery Driver,Accounting;Tailoring,2013-07-23,2021-11-30,100.0
7074,4531,Previous,Engineering & Technical,Tea Group,Saudi Arabia,Delivery Driver,First Aid,2021-05-16,2024-11-21,42.0
7075,4531,Previous,Logistics & Warehousing,Sri Plantations,Cyprus,Delivery Driver,Caregiving;Health Aide,2016-11-24,2020-07-01,44.0
7076,4532,Previous,Domestic Services,Gem Solutions,United Arab Emirates,Domestic Worker,Quality Inspection;Home Cleaning;Hairdressing,2015-06-03,2022-11-23,89.0
7077,4532,Previous,Domestic Services,Tech Pvt,Saudi Arabia,Domestic Worker,Logistics Coordination,2015-12-19,2019-10-21,46.0
7078,4533,Previous,Domestic Services,Tech Group,Kuwait,Domestic Worker,Janitorial Skills;Teaching Assistance,2011-11-10,2021-01-16,110.0
7079,4533,Previous,Manufacturing,Lanka Corp,Saudi Arabia,Domestic Worker,Fishing;Makeup Artistry;Kitchen Assistance,2020-06-26,2024-12-26,54.0
7080,4535,Previous,Beauty & Personal Care,Island Group,Saudi Arabia,Housemaid,Makeup Artistry;Quality Inspection,2011-04-16,2017-03-12,71.0
7081,4535,Previous,Domestic Services,Construction Corp,United Arab Emirates,Housemaid,Health Aide;Retail Sales;Textile Machine Operation,2019-01-27,2021-09-11,32.0
7082,4536,Previous,Domestic Services,Sri Corp,Kuwait,Electrician,Scaffolding,2015-09-09,2020-07-06,58.0
7083,4537,Previous,IT & Professional Services,Gem Ltd,Saudi Arabia,Barista,Delivery Driving;Caregiving,2020-12-04,2024-07-26,43.0
7084,4537,Previous,Logistics & Warehousing,Hotel Solutions,Oman,Barista,Childcare;Painting;Quality Inspection,2011-08-17,2022-03-10,127.0
7085,4538,Current,Facility Management,Tech Ltd,Saudi Arabia,Nursing Assistant,Nursing,2021-02-24,,
7086,4538,Previous,Agriculture & Fishery,Hotel Enterprises,Bahrain,Nursing Assistant,Nursing,2017-08-13,2022-09-05,61.0
7087,4540,Current,Construction,Hotel Corp,Saudi Arabia,Heavy Vehicle Operator,Makeup Artistry,2015-01-01,,
7088,4540,Previous,Textile & Sewing,Apparel Inc,Saudi Arabia,Heavy Vehicle Operator,Sewing,2018-01-20,2020-07-16,30.0
7089,4541,Previous,Cleaning Services,Construction Pvt,Kuwait,Domestic Worker,Shuttering Carpentry;CCTV Monitoring,2013-11-20,2025-05-19,138.0
7090,4541,Previous,Domestic Services,Ceylon Pvt,United Arab Emirates,Domestic Worker,Administrative Support;MS Office,2020-08-29,2025-04-24,56.0
7091,4542,Previous,Retail & Sales,Gem Plantations,United Arab Emirates,Technician,IT Skills;Tailoring;Welding,2011-06-08,2024-01-05,151.0
7092,4543,Previous,Cleaning Services,Hotel Solutions,United Arab Emirates,Delivery Driver,Painting,2022-10-30,2025-02-22,28.0
7093,4544,Previous,Agriculture & Fishery,Tech Group,Kuwait,Nurse,Patient Care,2015-12-04,2020-12-16,60.0
7094,4544,Previous,Construction,Lanka Ltd,Saudi Arabia,Construction Supervisor,Scaffolding;Welding,2016-02-07,2022-04-12,74.0
7095,4545,Previous,Beauty & Personal Care,Apparel Solutions,Qatar,Construction Supervisor,Kitchen Assistance;Farming,2017-07-04,2023-06-14,71.0
7096,4545,Previous,Construction,Apparel Corp,Canada,Construction Supervisor,Cooking,2021-09-27,2023-08-25,23.0
7097,4547,Previous,Manufacturing,Tea Corp,Turkey,Gardener,Painting;First Aid,2023-04-27,2023-05-10,1.0
7098,4548,Previous,Beauty & Personal Care,Apparel Enterprises,United Arab Emirates,General Labourer,Packing,2021-11-26,2022-04-13,5.0
7099,4548,Current,Textile & Sewing,Hotel Pvt,Kuwait,General Labourer,Sewing,2014-09-09,,
7100,4549,Previous,Domestic Services,Tea Co,Saudi Arabia,Domestic Worker,Front Desk Operations,2014-05-06,2017-11-21,42.0
7101,4549,Previous,Domestic Services,Apparel Co,United Arab Emirates,Domestic Worker,Delivery Driving;Data Entry,2016-08-29,2021-04-10,56.0
7102,4550,Previous,Cleaning Services,Gem Co,Saudi Arabia,Construction Helper,Patient Care;Delivery Driving;Retail Sales,2013-05-26,2014-02-21,9.0
7103,4551,Current,Security Services,Hotel Co,United Arab Emirates,Nurse,Medical Assistance,2012-07-05,,
7104,4551,Previous,Domestic Services,Lanka Group,Saudi Arabia,Nurse,Janitorial Skills,2012-05-07,2021-11-23,114.0
7105,4551,Previous,Beauty & Personal Care,Construction Group,Kuwait,Nurse,Fishing;Guest Relations,2015-03-23,2024-06-29,111.0
7106,4552,Previous,Beauty & Personal Care,Lanka Plantations,Cyprus,Quality Control Inspector,Painting,2019-10-28,2021-04-06,18.0
7107,4552,Previous,Cleaning Services,Tea Enterprises,United Arab Emirates,Quality Control Inspector,Shuttering Carpentry,2023-08-29,2024-11-07,15.0
7108,4552,Previous,Cleaning Services,Sri Plantations,United Kingdom,Quality Control Inspector,Data Entry,2016-08-08,2018-07-09,23.0
7109,4552,Previous,Manufacturing,Ceylon Plantations,Saudi Arabia,Quality Control Inspector,Makeup Artistry;Painting,2021-12-14,2023-12-05,24.0
7110,4553,Current,Hospitality & Tourism,Tea Ltd,United Arab Emirates,Housemaid,Accounting;Customer Service,2012-04-15,,
7111,4553,Previous,IT & Professional Services,Island Corp,Kuwait,Housemaid,Laundry;Delivery Driving,2011-11-22,2012-08-08,9.0
7112,4553,Previous,Textile & Sewing,Construction Group,Maldives,Housemaid,Sewing,2016-07-24,2020-06-28,47.0
7113,4553,Previous,Healthcare & Nursing,Ceylon Solutions,Kuwait,Housemaid,Nursing,2011-11-15,2016-05-18,54.0
7114,4554,Previous,Engineering & Technical,Tech Co,Kuwait,Hotel Housekeeper,Horticulture;Construction Supervision;Guest Relations,2014-09-03,2021-05-01,80.0
7115,4554,Previous,Domestic Services,Sri Group,South Korea,Hotel Housekeeper,Inventory Management;First Aid,2020-11-12,2022-02-23,15.0
7116,4554,Previous,IT & Professional Services,Island Pvt,Qatar,Hotel Housekeeper,Kitchen Assistance,2024-01-03,2024-08-31,7.0
7117,4556,Current,Education & Training,Tech Enterprises,Cyprus,Factory Worker,Bar Bending;Vehicle Maintenance,2021-05-18,,
7118,4557,Previous,Construction,Apparel Inc,Kuwait,Kitchen Helper,Barista Skills,2010-11-13,2017-07-18,80.0
7119,4558,Previous,Facility Management,Sri Plantations,United Kingdom,Delivery Driver,Nursing,2014-02-19,2024-02-13,120.0
7120,4558,Previous,Textile & Sewing,Sri Co,Saudi Arabia,Delivery Driver,Sewing,2019-09-24,2020-02-18,5.0
7121,4558,Previous,Domestic Services,Ceylon Co,United Arab Emirates,Delivery Driver,Patient Care;Teaching Assistance;Administrative Support,2013-11-10,2022-12-03,109.0
7122,4558,Current,Facility Management,Ceylon Ltd,Saudi Arabia,Delivery Driver,Nursing;Patient Care,2018-07-16,,
7123,4561,Current,Facility Management,Tea Plantations,Kuwait,Driver,Heavy Vehicle Driving;Forklift Operation;Teaching Assistance,2022-05-30,,
7124,4561,Previous,IT & Professional Services,Ceylon Ltd,Bahrain,Delivery Driver,Data Entry;Construction Supervision,2023-07-31,2025-03-23,20.0
7125,4562,Previous,Garment & Apparel,Gem Group,Oman,Hotel Housekeeper,Driving,2013-05-14,2024-10-24,137.0
7126,4562,Current,Agriculture & Fishery,Tech Enterprises,Saudi Arabia,Hotel Housekeeper,Teaching Assistance;Logistics Coordination;Beauty Therapy,2021-09-23,,
7127,4562,Current,Logistics & Warehousing,Apparel Co,United Arab Emirates,Hotel Housekeeper,Sewing;IT Skills,2020-03-18,,
7128,4562,Previous,Textile & Sewing,Apparel Inc,United Kingdom,Hotel Housekeeper,Sewing,2024-04-02,2025-01-18,9.0
7129,4563,Current,Engineering & Technical,Lanka Enterprises,Qatar,Tailor,Guest Relations;Garment Quality Control,2016-12-28,,
7130,4563,Previous,Textile & Sewing,Ceylon Group,Seychelles,Tailor,Sewing,2022-12-02,2024-05-21,17.0
7131,4564,Previous,Healthcare & Nursing,Gem Inc,United Arab Emirates,Beautician,Nursing,2018-02-19,2025-02-26,84.0
7132,4564,Previous,Healthcare & Nursing,Ceylon Ltd,Turkey,Beautician,Nursing,2011-04-01,2016-09-24,65.0
7133,4565,Current,Construction,Sri Group,South Korea,Construction Helper,Accounting;First Aid,2018-02-24,,
7134,4565,Previous,Retail & Sales,Construction Inc,Kuwait,Delivery Driver,Serving,2016-02-18,2022-10-21,80.0
7135,4565,Previous,Hospitality & Tourism,Ceylon Pvt,Sri Lanka,Delivery Driver,Beauty Therapy,2020-07-11,2024-06-01,47.0
7136,4565,Previous,Construction,Lanka Plantations,United Arab Emirates,Delivery Driver,MS Office;Horticulture,2016-12-15,2025-06-29,102.0
7137,4566,Previous,Driving & Transportation,Tea Group,United Arab Emirates,Nurse,Driving,2014-04-09,2016-02-13,22.0
7138,4566,Previous,Logistics & Warehousing,Sri Plantations,Qatar,Nurse,IT Skills;Makeup Artistry,2017-01-01,2018-09-01,20.0
7139,4567,Current,Domestic Services,Gem Co,Singapore,Domestic Worker,Tailoring,2018-11-24,,
7140,4567,Current,Engineering & Technical,Sri Pvt,Saudi Arabia,Domestic Worker,Bookkeeping;CCTV Monitoring,2022-11-11,,
7141,4567,Current,Cleaning Services,Island Solutions,Saudi Arabia,Domestic Worker,Fishing;Inventory Management,2017-10-05,,
7142,4568,Current,Security Services,Tech Co,United Arab Emirates,Technician,Tiling,2011-03-02,,
7143,4568,Previous,Manufacturing,Lanka Pvt,South Korea,Technician,Construction Supervision,2018-06-25,2022-10-07,52.0
7144,4569,Previous,Facility Management,Tea Ltd,Canada,Shuttering Carpenter,Driving,2011-11-19,2022-06-08,127.0
7145,4569,Previous,Retail & Sales,Gem Plantations,Saudi Arabia,Shuttering Carpenter,Administrative Support;Cooking,2017-11-27,2021-10-18,47.0
7146,4570,Previous,Construction,Sri Co,Qatar,Construction Supervisor,Patient Care,2017-01-23,2020-01-30,36.0
7147,4571,Previous,Education & Training,Hotel Solutions,United Arab Emirates,Machine Operator,Retail Sales;Data Entry;Delivery Driving,2017-08-25,2020-01-18,29.0
7148,4571,Current,IT & Professional Services,Ceylon Enterprises,Japan,Sewing Machine Operator,Sewing,2012-06-29,,
