PersonalID,LanguageName,ProficiencyLevel,ProofOfProficiency
4881,Tamil,Fluent,No
4882,German,Intermediate,
4882,Hebrew,Intermediate,
4882,English,Basic,
4882,Sinhala,Intermediate,
4883,English,Advanced,Yes
4883,English,Intermediate,
4884,Arabic,Intermediate,
4884,Sinhala,Advanced,Yes
4884,Hindi,Intermediate,
4885,English,Advanced,No
4885,Japanese,Intermediate,
4886,Sinhala,Advanced,Yes
4887,Hebrew,Advanced,No
4888,French,Basic,
4888,Arabic,Advanced,
4889,Arabic,Basic,
4890,English,Advanced,
4890,Arabic,Fluent,No
4891,English,Fluent,No
4891,English,Basic,
4891,English,Basic,
4892,English,Basic,
4892,Tamil,Basic,
4892,Tamil,Intermediate,
4893,Japanese,Intermediate,
4894,Sinhala,Intermediate,
4895,English,Basic,
4896,English,Intermediate,
4897,Hindi,Intermediate,
4897,Korean,Basic,
4897,English,Basic,
4898,Arabic,Basic,
4899,Arabic,Intermediate,
4900,Hindi,Basic,
4901,Sinhala,Intermediate,
4902,Sinhala,Intermediate,
4903,Arabic,Advanced,No
4903,Italian,Intermediate,
4904,English,Intermediate,
4904,English,Basic,
4905,Japanese,Basic,
4905,Arabic,Basic,
4906,English,Basic,
4907,Sinhala,Advanced,
4908,Sinhala,Intermediate,
4908,Japanese,Fluent,Yes
4908,English,Basic,
4908,Tamil,Basic,
4909,Tamil,Basic,
4909,Tamil,Intermediate,
4910,Korean,Basic,
4910,English,Intermediate,
4911,English,Basic,
4911,Sinhala,Basic,
4911,English,Basic,
4912,English,Intermediate,
4912,Tamil,Advanced,
4912,Tamil,Intermediate,
4913,English,Advanced,
4913,Tamil,Basic,
4914,Hindi,Fluent,No
4915,English,Basic,
4916,Arabic,Intermediate,
4917,Sinhala,Intermediate,
4917,English,Basic,
4917,English,Intermediate,
4918,Korean,Fluent,
4919,Arabic,Intermediate,
4919,Arabic,Intermediate,
4919,Korean,Intermediate,
4919,Arabic,Intermediate,
4920,Sinhala,Basic,
4920,Arabic,Advanced,No
4921,Arabic,Intermediate,
4922,Tamil,Basic,
4922,Arabic,Fluent,Yes
4922,Arabic,Intermediate,
4923,Italian,Basic,
4924,French,Basic,
4925,English,Basic,
4925,Arabic,Intermediate,
4926,Arabic,Intermediate,
4926,English,Basic,
4926,Korean,Basic,
4926,English,Intermediate,
4927,Arabic,Basic,
4927,Arabic,Basic,
4927,English,Advanced,No
4928,Korean,Intermediate,
4929,Arabic,Basic,
4930,French,Fluent,Yes
4931,Arabic,Intermediate,
4932,Sinhala,Advanced,No
4933,Arabic,Basic,
4933,Arabic,Basic,
4934,Tamil,Intermediate,
4935,Korean,Advanced,Yes
4935,Sinhala,Intermediate,
4936,Tamil,Advanced,
4937,Hebrew,Basic,
4938,English,Fluent,Yes
4938,English,Basic,
4938,Sinhala,Basic,
4939,English,Basic,
4940,English,Intermediate,
4941,English,Advanced,
4942,Sinhala,Intermediate,
4942,Sinhala,Advanced,Yes
4943,Arabic,Basic,
4943,Arabic,Basic,
4944,English,Advanced,
4945,English,Basic,
4946,Sinhala,Basic,
4946,Arabic,Basic,
4946,Korean,Intermediate,
4947,Arabic,Advanced,No
4947,English,Fluent,Yes
4947,German,Fluent,
4948,English,Advanced,Yes
4949,Tamil,Basic,
4949,Arabic,Basic,
4949,Arabic,Basic,
4950,English,Basic,
4950,English,Basic,
4951,English,Advanced,Yes
4951,Sinhala,Basic,
4951,Sinhala,Basic,
4952,English,Advanced,Yes
4953,English,Intermediate,
4953,Hindi,Basic,
4954,Tamil,Basic,
4954,Sinhala,Fluent,No
4954,English,Intermediate,
4955,English,Advanced,Yes
4955,Sinhala,Fluent,Yes
4955,English,Advanced,
4956,Sinhala,Advanced,Yes
4957,English,Fluent,Yes
4958,Japanese,Basic,
4959,English,Intermediate,
4960,Hebrew,Intermediate,
4961,Japanese,Basic,
4962,Arabic,Advanced,
4962,Arabic,Basic,
4963,Arabic,Intermediate,
4963,Tamil,Intermediate,
4963,French,Intermediate,
4963,English,Advanced,Yes
4964,Sinhala,Basic,
4964,English,Advanced,Yes
4964,Tamil,Fluent,No
4965,Sinhala,Fluent,No
4965,Arabic,Fluent,Yes
4965,Arabic,Advanced,No
4965,Arabic,Basic,
4966,Arabic,Basic,
4966,Tamil,Basic,
4967,Arabic,Intermediate,
4967,English,Basic,
4967,Arabic,Intermediate,
4968,Hindi,Basic,
4969,Tamil,Intermediate,
4970,Arabic,Basic,
4971,English,Advanced,Yes
4972,Sinhala,Intermediate,
4972,Tamil,Intermediate,
4972,Arabic,Intermediate,
4972,Sinhala,Intermediate,
4973,English,Intermediate,
4973,Sinhala,Intermediate,
4973,Japanese,Advanced,Yes
4973,Tamil,Intermediate,
4974,Arabic,Fluent,Yes
4975,English,Fluent,Yes
4975,English,Intermediate,
4976,Hindi,Basic,
4976,Korean,Intermediate,
4976,Japanese,Intermediate,
4977,French,Basic,
4978,Arabic,Intermediate,
4978,Arabic,Advanced,No
4978,Korean,Fluent,Yes
4979,English,Basic,
4979,Tamil,Basic,
4979,English,Advanced,
4980,Sinhala,Intermediate,
4980,Tamil,Fluent,
4981,English,Basic,
4981,Tamil,Basic,
4982,English,Intermediate,
4982,English,Basic,
4982,Tagalog,Fluent,
4983,Arabic,Basic,
4984,English,Basic,
4985,Sinhala,Advanced,Yes
4986,Sinhala,Intermediate,
4986,Tamil,Intermediate,
4986,Sinhala,Basic,
4987,English,Basic,
4987,English,Advanced,
4988,Sinhala,Fluent,No
4989,English,Advanced,
4989,Sinhala,Intermediate,
4989,Arabic,Intermediate,
4990,Sinhala,Intermediate,
4991,Tamil,Basic,
4991,Tamil,Fluent,No
4992,Arabic,Intermediate,
4992,Hindi,Intermediate,
4993,Hebrew,Advanced,No
4994,Arabic,Basic,
4994,Tamil,Advanced,
4995,Sinhala,Basic,
4996,Sinhala,Fluent,Yes
4996,English,Basic,
4996,Tamil,Basic,
4997,Tagalog,Basic,
4997,English,Intermediate,
4998,Arabic,Basic,
4999,Tamil,Intermediate,
5000,Hebrew,Basic,
5001,English,Advanced,
5001,Sinhala,Basic,
5002,Tamil,Basic,
5002,English,Basic,
5002,English,Advanced,
5003,Arabic,Intermediate,
5004,Arabic,Intermediate,
5005,Arabic,Intermediate,
5005,Hindi,Basic,
5005,Tamil,Fluent,Yes
5006,Korean,Intermediate,
5007,Hebrew,Advanced,
5007,English,Intermediate,
5008,Hebrew,Basic,
5009,Korean,Basic,
5010,Arabic,Intermediate,
5011,Hindi,Fluent,No
5011,English,Intermediate,
5012,Korean,Intermediate,
5013,Arabic,Advanced,Yes
5014,Arabic,Intermediate,
5015,Sinhala,Advanced,Yes
5015,Tamil,Intermediate,
5015,Arabic,Basic,
5016,Arabic,Basic,
5017,Arabic,Advanced,
5017,Sinhala,Basic,
5018,Tamil,Advanced,No
5018,Arabic,Basic,
5019,English,Fluent,
5020,English,Intermediate,
5020,Sinhala,Fluent,
5021,Arabic,Basic,
5021,Arabic,Basic,
5021,Hindi,Intermediate,
5022,English,Intermediate,
5022,English,Advanced,Yes
5022,Hebrew,Basic,
5023,English,Intermediate,
5024,Arabic,Advanced,
5024,Arabic,Fluent,
5025,Sinhala,Intermediate,
5025,English,Basic,
5025,English,Basic,
5026,English,Basic,
5027,Sinhala,Intermediate,
5027,Tamil,Intermediate,
5027,English,Intermediate,
5028,Sinhala,Intermediate,
5028,Tamil,Basic,
5029,Arabic,Advanced,Yes
5029,Sinhala,Advanced,No
5030,Sinhala,Intermediate,
5030,Tamil,Intermediate,
5031,Arabic,Advanced,Yes
5031,Hebrew,Advanced,
5032,English,Basic,
5032,Arabic,Advanced,Yes
5033,Korean,Basic,
5033,English,Basic,
5033,English,Intermediate,
5034,English,Intermediate,
5034,Tagalog,Intermediate,
5034,English,Basic,
5035,Sinhala,Basic,
5035,Tamil,Advanced,Yes
5035,Sinhala,Advanced,No
5036,English,Basic,
5036,English,Basic,
5037,Arabic,Intermediate,
5037,Korean,Fluent,No
5038,English,Basic,
5038,Sinhala,Basic,
5038,Sinhala,Advanced,No
5038,Sinhala,Intermediate,
5039,English,Advanced,Yes
5039,Sinhala,Basic,
5040,Korean,Basic,
5040,English,Basic,
5041,English,Fluent,
5041,Sinhala,Basic,
5042,Sinhala,Advanced,Yes
5042,Arabic,Intermediate,
5043,English,Advanced,No
5044,Tamil,Basic,
5045,English,Basic,
5045,English,Basic,
5046,Hebrew,Basic,
5047,English,Basic,
5048,English,Advanced,No
5048,Arabic,Intermediate,
5049,Arabic,Basic,
5050,Hindi,Basic,
5050,English,Basic,
5050,Sinhala,Advanced,Yes
5051,Arabic,Basic,
5051,Korean,Intermediate,
5052,English,Intermediate,
5052,Hindi,Advanced,
5052,Tamil,Advanced,Yes
5053,Tamil,Intermediate,
5054,English,Intermediate,
5054,Sinhala,Fluent,Yes
5054,English,Fluent,
5055,Arabic,Advanced,
5055,English,Basic,
5055,Tamil,Fluent,
5055,Arabic,Fluent,No
5056,Sinhala,Advanced,
5056,Sinhala,Basic,
5057,Sinhala,Basic,
5058,English,Intermediate,
5058,Tamil,Basic,
5059,Tamil,Intermediate,
5059,English,Basic,
5060,Tagalog,Advanced,
5061,English,Fluent,Yes
5061,English,Basic,
5061,English,Basic,
5062,Japanese,Intermediate,
5063,Korean,Intermediate,
5063,Sinhala,Basic,
5063,Italian,Advanced,Yes
5064,Sinhala,Advanced,No
5064,English,Basic,
5064,English,Intermediate,
5065,English,Advanced,No
5065,Hindi,Intermediate,
5066,Arabic,Basic,
5066,Korean,Advanced,
5067,Arabic,Intermediate,
5067,Sinhala,Basic,
5067,Tagalog,Intermediate,
5068,Tamil,Basic,
5069,English,Basic,
5069,Korean,Fluent,
5069,Korean,Intermediate,
5070,Arabic,Advanced,Yes
5070,Japanese,Basic,
5071,English,Intermediate,
5071,Tamil,Basic,
5071,Arabic,Fluent,Yes
5071,English,Basic,
5072,Hindi,Fluent,
5073,German,Intermediate,
5073,English,Advanced,Yes
5074,Arabic,Advanced,Yes
5075,Sinhala,Basic,
5076,Sinhala,Intermediate,
5077,English,Intermediate,
5077,Arabic,Basic,
5077,Tamil,Basic,
5078,English,Basic,
5078,Tamil,Basic,
5078,English,Intermediate,
5079,Sinhala,Basic,
5079,Arabic,Intermediate,
5080,English,Basic,
5081,Arabic,Advanced,No
5082,English,Intermediate,
5083,Hindi,Fluent,No
5083,Sinhala,Fluent,No
5083,Arabic,Intermediate,
5083,Sinhala,Intermediate,
5084,French,Intermediate,
5084,English,Intermediate,
5085,Tamil,Advanced,No
5086,Arabic,Fluent,Yes
5086,Arabic,Basic,
5086,English,Basic,
5086,English,Advanced,No
5087,Arabic,Intermediate,
5087,Sinhala,Intermediate,
5087,Arabic,Intermediate,
5088,German,Basic,
5088,English,Intermediate,
5089,Sinhala,Intermediate,
5089,Arabic,Fluent,
5089,Tamil,Advanced,No
5090,Tagalog,Intermediate,
5090,Arabic,Basic,
5091,English,Basic,
5092,English,Advanced,No
5092,English,Basic,
5093,English,Basic,
5094,English,Intermediate,
5095,Arabic,Intermediate,
5096,English,Intermediate,
5097,Korean,Basic,
5097,Japanese,Intermediate,
5098,Sinhala,Intermediate,
5098,English,Basic,
5099,Sinhala,Advanced,
5099,Arabic,Intermediate,
5099,Italian,Fluent,
5100,Tamil,Basic,
5100,Sinhala,Advanced,Yes
5101,English,Intermediate,
5102,Hindi,Fluent,
5102,Hindi,Basic,
5102,Japanese,Advanced,
5103,Korean,Advanced,Yes
5103,Arabic,Basic,
5103,Arabic,Advanced,
5103,Arabic,Intermediate,
5104,Sinhala,Basic,
5105,English,Basic,
5105,Hebrew,Fluent,No
5106,Tamil,Basic,
5106,Tamil,Fluent,Yes
5107,Hebrew,Basic,
5107,English,Advanced,
5107,English,Basic,
5107,English,Basic,
5108,Arabic,Intermediate,
5109,Korean,Intermediate,
5109,French,Basic,
5110,English,Basic,
5110,English,Intermediate,
5111,English,Intermediate,
5112,English,Basic,
5112,Arabic,Fluent,Yes
5112,English,Intermediate,
5113,English,Basic,
5113,Tamil,Advanced,No
5113,English,Intermediate,
5113,English,Advanced,No
5114,Arabic,Advanced,No
5114,English,Intermediate,
5114,Tamil,Intermediate,
5114,Tamil,Basic,
5115,Hindi,Basic,
5115,Sinhala,Advanced,No
5115,Arabic,Intermediate,
5116,Korean,Intermediate,
5117,Hindi,Advanced,
5118,Korean,Basic,
5118,English,Basic,
5118,Japanese,Advanced,
5119,Tamil,Fluent,No
5120,Tamil,Intermediate,
5120,Japanese,Basic,
5120,English,Basic,
5121,Sinhala,Fluent,
5122,English,Fluent,No
5123,English,Advanced,No
5123,Tamil,Intermediate,
5123,Arabic,Basic,
5124,Tagalog,Basic,
5125,Hebrew,Intermediate,
5125,Arabic,Basic,
5126,Korean,Basic,
5127,English,Basic,
5128,German,Intermediate,
5128,French,Basic,
5128,Korean,Intermediate,
5129,Tamil,Basic,
5130,Arabic,Advanced,
5131,Tamil,Basic,
5131,English,Basic,
5132,Sinhala,Basic,
5133,Hebrew,Intermediate,
5134,Tamil,Fluent,Yes
5134,Japanese,Basic,
5134,Sinhala,Advanced,
5134,Sinhala,Basic,
5135,Korean,Advanced,Yes
5136,English,Basic,
5136,Japanese,Advanced,
5136,English,Advanced,
5137,Tamil,Advanced,Yes
5138,English,Fluent,No
5138,Tamil,Intermediate,
5139,Arabic,Basic,
5139,Sinhala,Fluent,No
5140,Tamil,Intermediate,
5140,English,Intermediate,
5140,Tamil,Intermediate,
5141,Korean,Fluent,No
5142,Arabic,Intermediate,
5142,Arabic,Intermediate,
5142,Japanese,Basic,
5143,English,Advanced,
5143,Japanese,Fluent,No
5144,English,Basic,
5144,English,Basic,
5145,Tamil,Intermediate,
5145,Arabic,Basic,
5146,English,Fluent,Yes
5147,Tamil,Fluent,
5147,German,Fluent,No
5148,Arabic,Basic,
5149,Sinhala,Intermediate,
5149,English,Intermediate,
5150,Sinhala,Basic,
5150,Korean,Advanced,No
5151,Arabic,Intermediate,
5152,Arabic,Fluent,Yes
5152,Hindi,Basic,
5152,Sinhala,Basic,
5153,Tamil,Advanced,Yes
5153,Arabic,Basic,
5153,Sinhala,Advanced,Yes
5153,Arabic,Advanced,
5154,Arabic,Advanced,No
5154,Tamil,Intermediate,
5154,Tamil,Basic,
5155,Arabic,Advanced,No
5156,Arabic,Intermediate,
5156,Sinhala,Basic,
5157,Arabic,Intermediate,
5157,Arabic,Intermediate,
5157,Hebrew,Intermediate,
5157,Hindi,Basic,
5158,Tamil,Intermediate,
5159,Sinhala,Advanced,Yes
5160,English,Intermediate,
5160,Arabic,Intermediate,
5161,English,Basic,
5161,English,Basic,
5161,English,Basic,
5162,Korean,Intermediate,
5162,Sinhala,Fluent,No
5163,Arabic,Fluent,No
5164,English,Fluent,No
5165,English,Intermediate,
5165,Arabic,Fluent,Yes
5166,English,Advanced,Yes
5166,Sinhala,Basic,
5167,Tagalog,Advanced,Yes
5168,Hindi,Intermediate,
5169,Tamil,Basic,
5170,Arabic,Basic,
5170,French,Basic,
5170,Tamil,Intermediate,
5171,Arabic,Basic,
5171,Korean,Intermediate,
5172,Korean,Basic,
5172,Sinhala,Intermediate,
5173,Tamil,Basic,
5173,Tamil,Advanced,
5173,English,Basic,
5174,French,Basic,
5175,Sinhala,Advanced,
5175,Sinhala,Basic,
5176,Arabic,Advanced,
5177,Arabic,Basic,
5178,Sinhala,Intermediate,
5179,Korean,Basic,
5179,Korean,Advanced,
5179,English,Basic,
5180,Sinhala,Advanced,No
5180,Sinhala,Intermediate,
5181,Sinhala,Basic,
5181,English,Advanced,No
5181,Korean,Intermediate,
5182,English,Intermediate,
5182,Hindi,Basic,
5183,Sinhala,Intermediate,
5183,Hindi,Intermediate,
5184,Hindi,Basic,
5184,Arabic,Advanced,
5184,English,Basic,
5185,Arabic,Basic,
5186,English,Advanced,Yes
5186,Arabic,Intermediate,
5186,Italian,Fluent,
5187,Tamil,Basic,
5187,Arabic,Advanced,Yes
5187,Hindi,Intermediate,
5187,Sinhala,Basic,
5188,Arabic,Advanced,No
5188,Arabic,Advanced,No
5189,Tamil,Basic,
5190,Korean,Intermediate,
5191,Korean,Fluent,
5192,English,Advanced,Yes
5192,Arabic,Basic,
5193,Arabic,Intermediate,
5193,Sinhala,Intermediate,
5194,English,Intermediate,
5194,Arabic,Basic,
5194,Sinhala,Basic,
5195,Arabic,Intermediate,
5195,Sinhala,Basic,
5195,Tamil,Basic,
5196,Arabic,Fluent,Yes
5197,Sinhala,Advanced,
5197,Japanese,Intermediate,
5198,Arabic,Basic,
5198,Tamil,Intermediate,
5199,Tagalog,Basic,
5199,Tamil,Advanced,
5199,Hebrew,Intermediate,
5200,Arabic,Intermediate,
5200,English,Basic,
5201,Arabic,Intermediate,
5202,Hebrew,Advanced,No
5203,Sinhala,Basic,
5203,Tamil,Basic,
5204,Tamil,Advanced,No
5205,English,Intermediate,
5205,Korean,Intermediate,
5205,Tamil,Advanced,
5205,Arabic,Basic,
5206,Arabic,Basic,
5206,Hindi,Advanced,Yes
5207,Sinhala,Fluent,
5208,Arabic,Advanced,Yes
5209,Hindi,Advanced,No
5210,Hebrew,Intermediate,
5211,Japanese,Advanced,No
5211,Tamil,Advanced,No
5212,English,Intermediate,
5212,English,Basic,
5213,English,Basic,
5214,Korean,Advanced,
5215,Hindi,Intermediate,
5216,English,Intermediate,
5216,German,Intermediate,
5216,Arabic,Advanced,
5217,English,Fluent,
5218,English,Advanced,Yes
5219,Tamil,Fluent,No
5219,Sinhala,Intermediate,
5219,English,Basic,
5220,Arabic,Basic,
5221,English,Basic,
5221,Tamil,Advanced,Yes
5222,English,Basic,
5223,Hebrew,Intermediate,
5223,English,Advanced,
5224,Tamil,Intermediate,
5225,Japanese,Basic,
5225,Korean,Fluent,No
5225,Tamil,Intermediate,
5226,Sinhala,Basic,
5227,Sinhala,Basic,
5227,Arabic,Basic,
5227,Tamil,Intermediate,
5228,English,Fluent,No
5229,Korean,Basic,
5230,English,Basic,
5230,Arabic,Intermediate,
5231,Arabic,Basic,
5232,Korean,Basic,
5232,English,Basic,
5233,Hindi,Fluent,
5233,Italian,Intermediate,
5234,English,Basic,
5234,English,Intermediate,
5234,English,Intermediate,
5235,Arabic,Fluent,No
5235,Arabic,Advanced,
5236,Sinhala,Basic,
5237,Arabic,Fluent,
5237,English,Advanced,Yes
5237,Sinhala,Intermediate,
5238,English,Advanced,No
5238,Sinhala,Basic,
5239,Sinhala,Advanced,
5239,Arabic,Basic,
5239,English,Basic,
5240,Sinhala,Basic,
5241,English,Fluent,
5241,Arabic,Intermediate,
5241,Sinhala,Intermediate,
5242,English,Advanced,Yes
5243,Sinhala,Intermediate,
5243,Arabic,Fluent,
5243,Japanese,Intermediate,
5243,Hindi,Intermediate,
5244,English,Intermediate,
5244,English,Intermediate,
5245,Sinhala,Basic,
5245,English,Advanced,No
5246,Sinhala,Basic,
5247,Hebrew,Basic,
5247,English,Advanced,No
5247,English,Intermediate,
5248,English,Advanced,
5248,Tamil,Intermediate,
5248,Korean,Intermediate,
5249,Tamil,Intermediate,
5249,English,Basic,
5249,Arabic,Intermediate,
5249,French,Intermediate,
5250,Tamil,Basic,
5250,English,Basic,
5250,Arabic,Basic,
5250,English,Fluent,No
5251,English,Advanced,
5251,Arabic,Advanced,Yes
5251,English,Intermediate,
5252,English,Advanced,Yes
5253,Tamil,Intermediate,
5254,Sinhala,Intermediate,
5255,Arabic,Basic,
5256,Tamil,Fluent,Yes
5256,Arabic,Intermediate,
5256,Arabic,Intermediate,
5257,Hindi,Advanced,No
5258,English,Basic,
5259,Arabic,Intermediate,
5260,Arabic,Basic,
5260,English,Basic,
5261,German,Basic,
5261,Sinhala,Intermediate,
5262,English,Intermediate,
5262,Tamil,Basic,
5263,Japanese,Advanced,No
5264,English,Basic,
5264,Hebrew,Fluent,No
5265,Tamil,Basic,
5266,Tamil,Basic,
5266,Tagalog,Basic,
5266,Arabic,Advanced,No
5267,Arabic,Advanced,
5267,Tamil,Intermediate,
5268,German,Advanced,
5268,Tamil,Fluent,
5269,Tamil,Advanced,
5270,Tamil,Fluent,No
5270,Hebrew,Basic,
5271,Arabic,Intermediate,
5272,Arabic,Advanced,
5273,Hindi,Basic,
5273,English,Intermediate,
5274,Korean,Basic,
5274,Tamil,Basic,
5275,English,Intermediate,
5275,Arabic,Basic,
5275,Hindi,Basic,
5276,Arabic,Basic,
5277,Arabic,Intermediate,
5277,Sinhala,Advanced,
5278,Tagalog,Advanced,Yes
5278,Hindi,Basic,
5278,Korean,Fluent,Yes
5278,Korean,Basic,
5279,Tamil,Intermediate,
5280,English,Advanced,Yes
5281,Hebrew,Advanced,
5282,English,Basic,
5283,English,Basic,
5283,Tamil,Fluent,
5283,Tamil,Advanced,Yes
5284,Arabic,Basic,
5284,English,Intermediate,
5284,Arabic,Intermediate,
5285,English,Basic,
5286,Tamil,Advanced,No
5287,German,Advanced,
5287,Sinhala,Intermediate,
5288,Korean,Basic,
5288,Sinhala,Basic,
5288,Arabic,Basic,
5289,Japanese,Basic,
5289,English,Fluent,
5289,Arabic,Advanced,No
5290,Japanese,Basic,
5290,Hindi,Intermediate,
5291,Hebrew,Advanced,
5291,English,Basic,
5292,English,Basic,
5292,English,Advanced,Yes
5293,Hindi,Intermediate,
5294,Sinhala,Intermediate,
5294,Tamil,Intermediate,
5294,English,Intermediate,
5295,Korean,Basic,
5295,Arabic,Basic,
5295,Tamil,Intermediate,
5295,Hindi,Advanced,No
5296,Arabic,Intermediate,
5296,Hebrew,Advanced,
5296,English,Basic,
5296,Arabic,Intermediate,
5297,Arabic,Basic,
5297,Arabic,Basic,
5298,English,Intermediate,
5298,Hebrew,Intermediate,
5298,Hindi,Intermediate,
5298,Tamil,Fluent,
5299,English,Intermediate,
5299,English,Basic,
5299,Arabic,Basic,
5300,Tamil,Fluent,Yes
5301,Arabic,Fluent,
5301,English,Basic,
5301,English,Advanced,
5301,Hebrew,Advanced,Yes
5302,Arabic,Basic,
5302,Italian,Basic,
5303,English,Intermediate,
5303,English,Intermediate,
5303,Tamil,Fluent,No
5304,English,Basic,
5304,Sinhala,Intermediate,
5305,Korean,Basic,
5305,Tamil,Fluent,
5306,Tamil,Basic,
5307,Arabic,Intermediate,
5307,Arabic,Basic,
5307,Tagalog,Basic,
5308,Korean,Intermediate,
5309,German,Advanced,No
5309,English,Basic,
5310,Tamil,Fluent,No
5310,Hindi,Advanced,No
5310,Korean,Intermediate,
5311,English,Intermediate,
5312,Hindi,Intermediate,
5313,German,Intermediate,
5313,Sinhala,Basic,
5314,English,Intermediate,
5314,Sinhala,Basic,
5314,Arabic,Basic,
5315,Tamil,Intermediate,
5315,English,Advanced,
5315,Arabic,Basic,
5316,Japanese,Advanced,Yes
5316,English,Fluent,
5317,Arabic,Basic,
5317,Hebrew,Intermediate,
5317,Tamil,Basic,
5318,Arabic,Basic,
5318,Japanese,Basic,
5319,English,Advanced,No
5320,Arabic,Basic,
5321,English,Intermediate,
5321,Arabic,Intermediate,
5321,English,Advanced,Yes
5322,Sinhala,Basic,
5323,Sinhala,Intermediate,
5323,Korean,Intermediate,
5324,Sinhala,Basic,
5324,Arabic,Basic,
5325,Tamil,Advanced,Yes
5326,Arabic,Intermediate,
5326,Tamil,Basic,
5327,Korean,Intermediate,
5328,Hindi,Basic,
5328,Korean,Intermediate,
5329,Sinhala,Basic,
5329,Arabic,Advanced,No
5329,Sinhala,Basic,
5329,Arabic,Basic,
5330,Tamil,Intermediate,
5330,English,Intermediate,
5330,English,Advanced,
5330,Arabic,Fluent,No
5331,English,Basic,
5331,English,Basic,
5332,Arabic,Intermediate,
5333,Tamil,Basic,
5333,German,Basic,
5333,English,Advanced,
5334,Italian,Basic,
5335,Hebrew,Fluent,
5335,Italian,Basic,
5336,Arabic,Fluent,Yes
5337,Japanese,Basic,
5337,Arabic,Intermediate,
5338,Arabic,Basic,
5338,Tagalog,Intermediate,
5339,Tamil,Intermediate,
5339,Tamil,Intermediate,
5339,English,Advanced,
5340,English,Intermediate,
5341,English,Basic,
5342,Sinhala,Basic,
5343,Sinhala,Intermediate,
5343,Hebrew,Intermediate,
5343,Arabic,Basic,
5344,Sinhala,Fluent,No
5344,Arabic,Intermediate,
5345,Japanese,Intermediate,
5346,Italian,Advanced,
5346,Arabic,Advanced,
5346,English,Basic,
5347,English,Basic,
5347,Korean,Intermediate,
5348,Arabic,Basic,
5349,English,Basic,
5349,Korean,Intermediate,
5350,Hebrew,Basic,
5350,Arabic,Intermediate,
5351,Arabic,Fluent,Yes
5351,Sinhala,Basic,
5352,Arabic,Advanced,
5353,English,Basic,
5353,Arabic,Basic,
5353,Arabic,Advanced,No
5354,Arabic,Basic,
5355,Tagalog,Intermediate,
5355,Arabic,Intermediate,
5355,English,Intermediate,
5356,English,Basic,
5356,English,Basic,
5356,Arabic,Fluent,No
5357,German,Basic,
5358,Hebrew,Basic,
5358,English,Basic,
5359,Arabic,Intermediate,
5360,Tamil,Basic,
5361,Arabic,Advanced,No
5361,Sinhala,Intermediate,
5361,Arabic,Intermediate,
5361,Tagalog,Basic,
5362,English,Basic,
5362,English,Basic,
5362,Sinhala,Intermediate,
5362,German,Intermediate,
5363,Sinhala,Intermediate,
5363,English,Advanced,Yes
5364,Japanese,Advanced,Yes
5364,English,Advanced,
5365,English,Advanced,
5366,Italian,Basic,
5366,Arabic,Intermediate,
5367,Arabic,Fluent,Yes
5367,Hebrew,Intermediate,
5367,Tamil,Basic,
5368,English,Advanced,No
5369,English,Basic,
5369,Tamil,Advanced,No
5369,Hebrew,Basic,
5369,Sinhala,Fluent,
5370,Japanese,Basic,
5370,Arabic,Basic,
5370,Tamil,Advanced,
5371,English,Intermediate,
5371,English,Intermediate,
5371,Korean,Intermediate,
5372,English,Advanced,
5372,Hindi,Basic,
5373,English,Intermediate,
5374,Arabic,Advanced,
5375,Arabic,Advanced,
5376,Sinhala,Intermediate,
5377,Tamil,Advanced,No
5378,Hebrew,Basic,
5378,Tamil,Intermediate,
5379,English,Advanced,
5379,Sinhala,Intermediate,
5380,Sinhala,Fluent,Yes
5380,Hebrew,Intermediate,
5380,Tamil,Intermediate,
5380,Arabic,Intermediate,
5381,Tamil,Intermediate,
5382,Arabic,Intermediate,
5382,Japanese,Intermediate,
5382,Arabic,Advanced,Yes
5382,Hebrew,Intermediate,
5383,English,Basic,
5384,Sinhala,Advanced,
5385,English,Basic,
5386,Arabic,Intermediate,
5386,Sinhala,Fluent,
5386,English,Basic,
5386,Arabic,Advanced,
5387,Arabic,Intermediate,
5388,Arabic,Basic,
5388,Tamil,Basic,
5389,Hindi,Intermediate,
5389,Tamil,Intermediate,
5389,Arabic,Advanced,
5390,Italian,Basic,
5390,Arabic,Intermediate,
5390,French,Basic,
5391,English,Intermediate,
5392,Arabic,Advanced,
5392,English,Basic,
5392,English,Basic,
5392,Hindi,Intermediate,
5393,Tamil,Basic,
5393,English,Intermediate,
5393,Hebrew,Intermediate,
5393,Hebrew,Fluent,
5394,Arabic,Basic,
5394,English,Advanced,No
5394,Arabic,Intermediate,
5395,Korean,Intermediate,
5395,Korean,Advanced,
5395,Arabic,Basic,
5396,Sinhala,Intermediate,
5396,Japanese,Basic,
5396,English,Basic,
5397,Hebrew,Intermediate,
5398,French,Basic,
5398,Hindi,Advanced,Yes
5399,Tamil,Fluent,No
5399,English,Basic,
5399,Sinhala,Intermediate,
5400,Japanese,Advanced,No
5400,Sinhala,Intermediate,
5401,English,Basic,
5401,Tamil,Basic,
5401,Sinhala,Basic,
5402,Hebrew,Basic,
5403,Arabic,Basic,
5404,Arabic,Basic,
5405,Tamil,Basic,
5406,English,Advanced,Yes
5407,Japanese,Advanced,
5407,Tamil,Fluent,Yes
5407,Tamil,Basic,
5408,Hebrew,Advanced,Yes
