OLevelID,PersonalID,ExamName,Year,Subject1,Result1,Subject2,Result2,Subject3,Result3,Subject4,Result4,Subject5,Result5,Subject6,Result6,Subject7,Result7,Subject8,Result8,Subject9,Result9,Subject10,Result10
3094,3926,OLevel,2017,History,A,Commerce,B,Tamil,C,Science,A,Mathematics,C,Sinhala,B,Art,S,,,,,,
3095,3927,OLevel,1999,Geography,A,Sinhala,W,Tamil,S,English,A,Music,S,History,C,Mathematics,C,IT,S,,,,
3096,3929,OLevel,1988,Music,W,IT,C,History,W,Tamil,C,Sinhala,S,Geography,W,Science,B,Art,B,Commerce,B,English,W
3097,3931,OLevel,2009,Sinhala,S,History,C,Music,A,Commerce,A,IT,S,Mathematics,W,,,,,,,,
3098,3932,OLevel,1986,Science,C,Music,S,IT,A,Sinhala,B,Geography,A,English,C,,,,,,,,
3099,3933,OLevel,2001,Geography,B,Sinhala,A,IT,C,English,A,Science,A,Tamil,A,History,A,Art,A,Music,S,,
3100,3934,OLevel,2001,Geography,A,Sinhala,S,IT,A,History,C,Music,S,Commerce,A,English,B,Mathematics,A,,,,
3101,3935,OLevel,2023,Art,S,Music,A,History,B,Sinhala,W,Tamil,C,IT,C,,,,,,,,
3102,3936,OLevel,1999,Music,W,Sinhala,B,History,B,Geography,B,Commerce,A,English,S,IT,B,Art,A,Mathematics,B,Science,W
3103,3937,OLevel,2024,History,B,Commerce,W,Geography,B,Art,S,Music,C,IT,A,,,,,,,,
3104,3938,OLevel,2002,Geography,B,Sinhala,B,Science,S,Commerce,A,History,S,IT,B,Mathematics,S,Music,B,,,,
3105,3939,OLevel,2015,Geography,C,Commerce,C,History,C,Art,S,English,W,Music,S,Tamil,A,Mathematics,B,Science,A,,
3106,3940,OLevel,2014,Science,A,Commerce,A,Music,B,Mathematics,A,Art,B,IT,W,,,,,,,,
3107,3941,OLevel,2014,History,B,Sinhala,A,Tamil,C,Art,B,Music,A,Commerce,C,English,S,Mathematics,W,IT,S,Geography,W
3108,3942,OLevel,2021,Mathematics,B,Commerce,C,English,A,IT,A,Sinhala,A,Art,C,Science,A,,,,,,
3109,3943,OLevel,2007,Commerce,A,IT,C,English,B,Art,W,History,C,Geography,B,Tamil,B,Mathematics,B,Science,S,,
3110,3944,OLevel,2003,Commerce,B,Art,A,Science,B,IT,C,Tamil,A,Music,B,,,,,,,,
3111,3945,OLevel,1990,IT,B,Music,C,Sinhala,B,History,C,English,A,Tamil,B,Art,B,Science,C,Mathematics,B,Geography,B
3112,3946,OLevel,2005,Mathematics,B,English,S,Art,S,Music,C,Commerce,C,Tamil,C,History,C,,,,,,
3113,3947,OLevel,2016,English,C,Music,A,History,C,Tamil,A,Science,S,IT,S,,,,,,,,
3114,3949,OLevel,2006,Mathematics,B,Tamil,S,Music,C,English,B,Sinhala,C,History,S,Commerce,S,IT,C,,,,
3115,3950,OLevel,2013,IT,W,Music,B,Mathematics,B,Tamil,S,Commerce,B,Science,W,Sinhala,B,Geography,B,,,,
3116,3952,OLevel,2013,Sinhala,C,Commerce,S,Music,C,Geography,W,History,W,Mathematics,W,Science,A,Tamil,S,,,,
3117,3953,OLevel,1985,Science,A,History,B,Music,C,Sinhala,S,Geography,C,IT,B,Mathematics,S,Commerce,A,Tamil,S,,
3118,3955,OLevel,2013,Art,C,Sinhala,S,History,S,Mathematics,C,Science,C,Music,C,Tamil,C,,,,,,
3119,3956,OLevel,2015,Tamil,C,Geography,W,Commerce,C,Science,C,Music,S,History,C,IT,S,Art,B,,,,
3120,3958,OLevel,2018,Art,B,IT,C,Science,B,English,C,Commerce,A,Tamil,B,History,S,Mathematics,W,Geography,C,,
3121,3959,OLevel,2017,Geography,S,Sinhala,A,Tamil,A,Mathematics,C,Art,B,Music,S,Science,S,,,,,,
3122,3960,OLevel,2007,Tamil,A,Geography,B,IT,A,English,B,Commerce,A,History,S,Sinhala,S,,,,,,
3123,3961,OLevel,1987,Art,B,Music,C,Mathematics,A,IT,S,Commerce,A,Sinhala,S,English,C,Tamil,W,History,C,Geography,B
3124,3962,OLevel,2015,Art,S,Geography,S,IT,S,English,S,Mathematics,B,Science,C,Tamil,A,Sinhala,S,Music,S,History,A
3125,3963,OLevel,1999,History,A,English,S,Commerce,S,IT,B,Sinhala,B,Geography,W,Mathematics,A,,,,,,
3126,3964,OLevel,1999,English,B,Sinhala,C,Art,B,Geography,W,History,B,Commerce,C,Mathematics,S,Science,B,,,,
3127,3965,OLevel,2025,Science,B,History,A,Geography,S,Commerce,B,Art,S,English,W,Sinhala,B,,,,,,
3128,3967,OLevel,2005,Tamil,C,Geography,C,IT,A,Science,B,Art,W,Music,A,Commerce,B,English,B,Mathematics,S,History,B
3129,3968,OLevel,2009,Geography,S,Tamil,C,Commerce,A,History,B,IT,B,English,S,Art,C,Mathematics,B,Sinhala,C,Science,B
3130,3969,OLevel,2001,Tamil,B,Geography,C,History,B,Art,B,English,C,Science,A,Commerce,C,Sinhala,C,Mathematics,S,IT,B
3131,3970,OLevel,1997,Tamil,C,Music,C,Mathematics,C,History,C,Sinhala,S,English,W,,,,,,,,
3132,3971,OLevel,1980,Art,B,Tamil,C,Music,S,Mathematics,S,Commerce,C,IT,B,Science,A,,,,,,
3133,3973,OLevel,2024,Mathematics,C,Commerce,A,English,S,History,C,Art,B,IT,B,Tamil,S,Science,S,Music,S,,
3134,3974,OLevel,2007,Art,S,Geography,S,Tamil,S,Mathematics,C,Commerce,C,English,A,History,A,Science,B,,,,
3135,3975,OLevel,2024,Mathematics,B,Geography,C,Commerce,W,Art,S,IT,C,Tamil,W,Science,A,English,C,Music,B,Sinhala,W
3136,3976,OLevel,2013,History,W,Commerce,A,Geography,A,English,C,Tamil,B,IT,C,Mathematics,A,,,,,,
3137,3977,OLevel,2012,Science,C,Music,W,Geography,W,Mathematics,A,IT,C,English,S,Tamil,C,Commerce,S,Sinhala,A,,
3138,3979,OLevel,1995,Commerce,W,Music,A,Sinhala,B,Tamil,S,History,B,English,A,Mathematics,A,Art,S,,,,
3139,3980,OLevel,2006,Sinhala,C,Tamil,B,Commerce,S,Science,C,IT,C,Art,S,Music,B,History,B,Mathematics,B,,
3140,3981,OLevel,2005,Art,B,Science,C,History,A,Mathematics,B,Music,C,Sinhala,B,,,,,,,,
3141,3982,OLevel,2008,IT,C,Art,A,History,S,Mathematics,W,Music,B,Geography,S,,,,,,,,
3142,3983,OLevel,1981,Art,C,Mathematics,A,Sinhala,B,Tamil,C,Science,S,IT,B,Music,B,English,S,Commerce,B,,
3143,3985,OLevel,2015,Geography,S,English,C,IT,C,History,S,Science,S,Tamil,A,Mathematics,A,Sinhala,B,Art,A,,
3144,3986,OLevel,1998,Commerce,A,Art,A,Tamil,A,Sinhala,B,Science,C,English,A,Mathematics,S,IT,A,,,,
3145,3987,OLevel,2011,Art,S,Mathematics,S,Sinhala,S,Commerce,S,History,A,Geography,C,IT,B,,,,,,
3146,3988,OLevel,2018,Sinhala,A,History,A,English,W,IT,B,Tamil,B,Commerce,W,Music,S,Geography,C,Art,A,,
3147,3989,OLevel,1988,Geography,S,Sinhala,C,Art,S,Music,W,Science,B,Mathematics,S,History,S,Commerce,A,IT,C,,
3148,3990,OLevel,1996,Sinhala,C,Science,A,Art,C,Mathematics,A,Geography,C,English,A,History,C,IT,W,,,,
3149,3992,OLevel,2012,Art,A,English,C,Music,W,Sinhala,C,Commerce,W,IT,W,Science,C,Tamil,C,History,A,Geography,B
3150,3993,OLevel,2009,History,C,Tamil,C,Science,W,Music,B,Commerce,B,IT,W,Art,B,,,,,,
3151,3994,OLevel,1983,IT,A,Mathematics,B,Music,C,English,S,Science,B,Commerce,C,History,C,Tamil,W,,,,
3152,3995,OLevel,1999,History,C,Tamil,S,Geography,A,Mathematics,B,Science,W,Commerce,A,IT,B,Art,A,,,,
3153,3996,OLevel,2015,Sinhala,A,Mathematics,A,Geography,S,Tamil,W,Science,B,History,S,English,S,Music,B,Art,A,IT,C
3154,3997,OLevel,1996,Art,B,Science,C,History,A,Tamil,C,Commerce,W,Sinhala,B,IT,B,Geography,A,,,,
3155,3998,OLevel,1986,Commerce,C,History,S,Tamil,C,Sinhala,A,Geography,W,Music,C,English,C,,,,,,
3156,3999,OLevel,2002,IT,S,English,B,Geography,A,Tamil,W,Sinhala,A,Music,S,Art,C,History,A,Mathematics,S,Commerce,A
3157,4000,OLevel,1989,Science,S,Sinhala,A,English,S,Mathematics,B,IT,W,Art,C,,,,,,,,
3158,4001,OLevel,1986,Sinhala,C,Geography,C,Mathematics,S,Music,S,English,S,Tamil,B,Art,B,Science,C,Commerce,A,,
3159,4002,OLevel,2012,Mathematics,B,History,A,Sinhala,S,Art,A,Music,C,IT,A,Tamil,W,Commerce,B,Science,W,,
3160,4003,OLevel,2013,Mathematics,W,Sinhala,A,Science,S,Tamil,C,English,B,History,B,Commerce,S,,,,,,
3161,4005,OLevel,1995,Science,B,Geography,B,Sinhala,A,Mathematics,C,Tamil,B,Art,C,IT,S,Commerce,W,,,,
3162,4006,OLevel,1998,Geography,C,Commerce,B,English,S,Sinhala,C,Music,B,History,W,Art,A,Mathematics,C,IT,S,,
3163,4007,OLevel,2002,Mathematics,A,Tamil,S,Science,C,Geography,S,Music,A,Commerce,C,English,S,History,C,Sinhala,A,IT,S
3164,4009,OLevel,2011,Art,C,Geography,A,Science,C,Sinhala,W,English,S,Mathematics,A,Music,B,IT,A,,,,
3165,4010,OLevel,1983,Music,C,Art,A,English,S,Tamil,A,Science,S,Commerce,C,IT,W,History,A,Sinhala,S,,
3166,4011,OLevel,1989,IT,C,Geography,B,Mathematics,C,Tamil,C,English,S,Science,W,Music,W,,,,,,
3167,4014,OLevel,2005,History,A,Mathematics,A,IT,S,Sinhala,B,Art,B,Tamil,S,Geography,C,Science,S,Music,W,,
3168,4015,OLevel,2010,Commerce,A,Science,B,Geography,A,History,C,Tamil,B,IT,W,Sinhala,A,Mathematics,C,,,,
3169,4016,OLevel,2007,English,S,IT,A,Music,C,Mathematics,C,History,C,Art,B,Sinhala,A,Tamil,A,,,,
3170,4017,OLevel,1998,Science,A,Commerce,C,Sinhala,S,Art,S,Geography,A,Tamil,A,Mathematics,C,Music,B,History,B,English,C
3171,4018,OLevel,2014,Art,B,Music,B,History,B,Commerce,A,English,S,Sinhala,B,Geography,S,,,,,,
3172,4019,OLevel,1987,Science,C,IT,A,Mathematics,B,Music,S,History,W,Tamil,B,Sinhala,A,English,A,Art,C,,
3173,4021,OLevel,2012,Mathematics,A,Science,W,Sinhala,A,IT,A,Music,W,Tamil,B,History,B,Geography,A,,,,
3174,4022,OLevel,1999,Commerce,S,Geography,A,Science,S,IT,W,Art,W,Sinhala,A,,,,,,,,
3175,4023,OLevel,2019,IT,B,Tamil,A,Science,W,Commerce,A,Art,A,Music,B,English,B,History,W,Geography,B,Mathematics,C
3176,4024,OLevel,2008,Music,B,History,A,Sinhala,W,Tamil,A,Art,C,Commerce,C,,,,,,,,
3177,4025,OLevel,2006,Mathematics,S,English,A,Art,W,Science,B,Commerce,W,Sinhala,A,Tamil,B,Geography,C,,,,
3178,4026,OLevel,2006,Sinhala,S,Tamil,A,Geography,A,Mathematics,S,Science,W,History,B,,,,,,,,
3179,4027,OLevel,1980,Mathematics,C,Art,W,Commerce,C,Tamil,C,English,C,IT,B,,,,,,,,
3180,4028,OLevel,1981,Commerce,S,IT,A,Science,C,Music,A,Geography,B,History,S,Mathematics,S,Art,A,Tamil,A,English,A
3181,4029,OLevel,2021,Mathematics,A,Commerce,B,Tamil,A,IT,W,Science,A,English,S,Art,B,Music,A,History,A,,
3182,4030,OLevel,2000,Geography,B,Mathematics,W,Tamil,A,Sinhala,S,Science,C,History,S,Art,S,IT,W,Commerce,B,English,C
3183,4031,OLevel,1981,Commerce,S,Art,A,IT,B,Science,S,English,A,History,C,,,,,,,,
3184,4033,OLevel,2002,Science,W,Art,S,Tamil,A,Music,S,Mathematics,A,Commerce,S,English,C,,,,,,
3185,4034,OLevel,2020,Geography,S,History,C,Music,C,English,A,IT,C,Art,A,,,,,,,,
3186,4035,OLevel,2007,Geography,W,Science,C,English,B,Tamil,S,Sinhala,C,History,B,IT,A,Music,A,Mathematics,W,,
3187,4037,OLevel,2025,Science,C,Commerce,A,History,A,Sinhala,B,Art,S,Tamil,C,Mathematics,B,Geography,B,,,,
3188,4039,OLevel,1986,Sinhala,W,History,S,Art,A,Tamil,A,Mathematics,W,English,S,Commerce,C,Geography,C,,,,
3189,4040,OLevel,2017,IT,C,English,C,History,A,Science,S,Music,S,Commerce,B,Geography,C,Sinhala,W,Mathematics,B,Tamil,C
3190,4041,OLevel,1983,Geography,W,Commerce,A,History,S,Sinhala,A,Tamil,S,English,C,Mathematics,C,Art,A,,,,
3191,4042,OLevel,2017,Sinhala,B,IT,W,Music,S,Geography,A,Tamil,B,History,S,Commerce,W,Mathematics,S,Science,B,Art,S
3192,4043,OLevel,2010,Commerce,W,Science,B,Sinhala,C,Tamil,S,Geography,B,Music,B,English,B,Mathematics,C,Art,W,,
3193,4044,OLevel,1982,IT,B,Tamil,C,Science,S,History,S,Geography,C,Commerce,B,English,A,Sinhala,B,Music,S,Art,C
3194,4045,OLevel,2004,IT,A,Tamil,B,Art,S,English,S,Commerce,B,Music,A,,,,,,,,
3195,4046,OLevel,1988,Tamil,A,IT,B,Art,S,Commerce,A,Mathematics,W,English,B,Science,C,,,,,,
3196,4048,OLevel,1993,English,S,Geography,A,Science,C,Art,S,Tamil,W,Commerce,S,Mathematics,B,Music,A,History,B,Sinhala,S
3197,4049,OLevel,1991,Science,A,Sinhala,A,Tamil,C,IT,W,Commerce,B,Mathematics,S,,,,,,,,
3198,4050,OLevel,1987,Mathematics,A,Commerce,A,Music,S,Tamil,B,English,S,Science,C,Geography,A,History,S,IT,S,,
3199,4053,OLevel,1993,Commerce,C,English,S,Music,B,Tamil,B,Geography,A,Mathematics,S,Art,B,Science,C,Sinhala,A,IT,S
3200,4054,OLevel,2017,Art,C,Tamil,S,Music,W,Science,A,Geography,B,History,B,English,S,Sinhala,B,IT,S,Commerce,W
3201,4055,OLevel,2017,Geography,C,IT,C,Mathematics,B,History,W,English,B,Tamil,W,Science,B,,,,,,
3202,4056,OLevel,1993,Mathematics,A,Sinhala,C,Geography,B,English,B,Music,B,Commerce,S,Tamil,B,History,W,Art,S,IT,S
3203,4057,OLevel,2024,IT,S,Commerce,S,English,B,Mathematics,B,Science,S,Geography,B,History,B,Music,S,Sinhala,C,Tamil,W
3204,4060,OLevel,2003,Art,A,IT,C,English,C,Science,A,History,S,Commerce,C,Sinhala,S,Geography,C,Tamil,W,,
3205,4061,OLevel,1990,Tamil,S,Science,B,Music,S,Mathematics,A,History,C,English,C,Sinhala,B,Art,B,,,,
3206,4062,OLevel,1980,Art,C,History,S,English,C,Commerce,S,IT,W,Tamil,C,,,,,,,,
3207,4063,OLevel,2012,Music,A,Art,S,IT,S,Science,B,Tamil,C,Geography,B,,,,,,,,
3208,4064,OLevel,2007,History,B,Sinhala,A,Tamil,S,Commerce,B,Geography,C,Art,A,Mathematics,B,IT,C,,,,
3209,4065,OLevel,1981,Commerce,W,History,B,English,W,Art,C,Tamil,A,Geography,S,IT,B,,,,,,
3210,4066,OLevel,2005,History,A,Mathematics,A,Science,S,English,S,IT,C,Tamil,S,,,,,,,,
3211,4067,OLevel,2023,IT,S,Music,S,History,B,Geography,W,Art,B,Tamil,S,English,A,Sinhala,A,Mathematics,S,Commerce,A
3212,4068,OLevel,1994,IT,C,Geography,C,Sinhala,A,Mathematics,S,Commerce,S,Science,S,Music,C,Art,A,English,S,Tamil,W
3213,4069,OLevel,1989,Tamil,B,Mathematics,B,Sinhala,S,English,C,IT,A,History,C,Commerce,C,Geography,C,Music,B,,
3214,4070,OLevel,1994,Tamil,C,Geography,S,Art,W,Mathematics,C,Commerce,C,Science,B,Sinhala,B,IT,B,Music,A,,
3215,4071,OLevel,2021,Commerce,B,Art,A,Music,A,Geography,B,History,C,IT,B,English,C,,,,,,
3216,4072,OLevel,2016,Sinhala,A,Commerce,B,Science,W,Geography,S,Music,C,English,S,Tamil,C,,,,,,
3217,4073,OLevel,1989,IT,S,Science,A,Art,S,Tamil,B,Sinhala,A,Mathematics,A,Music,B,,,,,,
3218,4074,OLevel,1983,Geography,A,Art,C,Science,C,History,B,English,A,Tamil,A,Mathematics,C,Music,C,IT,S,,
3219,4076,OLevel,2008,Tamil,S,Science,C,Commerce,C,IT,B,History,C,Geography,W,English,B,Mathematics,C,Music,A,Sinhala,B
3220,4077,OLevel,1982,Tamil,C,Art,B,IT,C,Mathematics,S,Science,B,Sinhala,A,Music,A,Commerce,B,English,C,History,S
3221,4079,OLevel,2022,Mathematics,C,History,A,Tamil,S,English,W,Science,B,Art,A,Sinhala,A,IT,B,Geography,C,,
3222,4080,OLevel,1984,Science,B,Sinhala,B,Mathematics,W,Tamil,C,Geography,B,English,B,,,,,,,,
3223,4082,OLevel,1999,Mathematics,A,Art,A,Commerce,C,English,A,Science,W,History,W,Music,C,Tamil,W,Geography,B,Sinhala,A
3224,4083,OLevel,1992,Music,B,Commerce,W,IT,S,English,A,History,S,Geography,A,Mathematics,C,,,,,,
3225,4085,OLevel,1989,Science,B,Sinhala,W,Mathematics,S,Tamil,C,History,A,Art,B,Music,B,IT,S,Commerce,C,English,B
3226,4086,OLevel,1987,Science,A,Geography,S,Tamil,S,History,B,English,S,IT,B,,,,,,,,
3227,4087,OLevel,2012,Tamil,C,Mathematics,B,IT,A,Art,A,Commerce,C,History,A,English,S,Sinhala,B,Music,W,Science,W
3228,4088,OLevel,2009,IT,A,Music,S,English,S,Art,A,Tamil,W,Sinhala,A,Commerce,W,Mathematics,B,,,,
3229,4089,OLevel,2008,Mathematics,B,IT,W,Music,C,History,B,Commerce,C,Geography,C,Sinhala,A,Science,S,Art,A,English,B
3230,4090,OLevel,1995,Art,A,Mathematics,A,Sinhala,W,Music,W,English,S,Tamil,S,,,,,,,,
3231,4091,OLevel,1994,Science,W,Geography,C,Music,S,Tamil,B,Mathematics,C,IT,C,Commerce,B,Sinhala,A,English,S,History,B
3232,4092,OLevel,2024,English,A,Music,A,Geography,S,Commerce,C,Mathematics,C,Tamil,B,Sinhala,S,Science,C,IT,C,History,C
3233,4093,OLevel,1981,Music,S,Art,B,Commerce,S,Geography,A,Sinhala,B,Science,S,History,S,English,A,,,,
3234,4094,OLevel,2016,Music,B,Science,A,IT,S,History,A,Art,A,English,W,Commerce,B,Geography,S,Tamil,S,,
3235,4095,OLevel,1996,Art,A,Commerce,W,Sinhala,A,Science,A,Mathematics,C,Tamil,C,Geography,B,Music,B,IT,C,English,C
3236,4096,OLevel,1987,Sinhala,B,Geography,S,Tamil,W,Commerce,A,Mathematics,S,Art,A,,,,,,,,
3237,4097,OLevel,2005,IT,A,History,B,Tamil,B,Commerce,A,English,C,Science,C,Music,C,Mathematics,S,Art,B,,
3238,4098,OLevel,2013,Tamil,S,Science,S,IT,A,Art,S,History,C,Commerce,W,Sinhala,A,,,,,,
3239,4099,OLevel,1998,Mathematics,S,Music,S,Tamil,S,Sinhala,B,IT,A,Geography,B,Commerce,S,,,,,,
3240,4100,OLevel,1999,Tamil,A,Music,S,Science,B,Mathematics,B,English,C,Geography,W,Sinhala,B,Commerce,S,History,S,Art,S
3241,4101,OLevel,2008,Tamil,S,Mathematics,B,Sinhala,C,Commerce,A,IT,C,Art,B,English,B,Music,B,History,S,,
3242,4102,OLevel,2013,Mathematics,C,English,C,IT,B,Geography,C,Commerce,W,Science,A,Art,C,Music,C,,,,
3243,4103,OLevel,1997,Commerce,C,History,C,English,C,Art,S,Mathematics,A,Sinhala,B,,,,,,,,
3244,4104,OLevel,2007,IT,S,Music,B,English,C,History,W,Geography,S,Tamil,B,Science,B,Art,C,,,,
3245,4107,OLevel,2000,Science,S,Music,W,IT,W,Geography,B,History,W,English,B,Tamil,S,Art,S,Mathematics,C,,
3246,4109,OLevel,2019,Geography,S,History,A,Music,A,Tamil,W,Commerce,A,Science,C,IT,W,Sinhala,C,Art,B,,
3247,4110,OLevel,1988,Art,S,Commerce,W,Sinhala,W,English,C,Science,B,History,C,Music,B,Tamil,C,Geography,W,Mathematics,S
3248,4111,OLevel,1986,Art,S,English,B,IT,C,Tamil,C,History,S,Music,S,Geography,C,Mathematics,A,,,,
3249,4112,OLevel,2007,Sinhala,A,Art,S,English,B,Mathematics,W,Tamil,C,IT,S,History,A,Science,A,,,,
3250,4114,OLevel,2007,English,S,Geography,C,Art,W,Science,S,IT,C,History,A,Mathematics,C,Tamil,W,Commerce,W,Music,W
3251,4115,OLevel,1996,Art,B,Science,S,English,C,Commerce,S,Sinhala,B,Mathematics,A,Tamil,A,Music,S,IT,A,,
3252,4116,OLevel,2022,Sinhala,C,Geography,A,Science,A,Commerce,A,Music,C,Mathematics,A,IT,B,,,,,,
3253,4117,OLevel,2022,Mathematics,C,Commerce,S,Music,A,English,C,History,B,Art,A,Science,S,Tamil,B,,,,
3254,4118,OLevel,2011,IT,B,Sinhala,S,Music,A,English,S,Geography,A,Tamil,B,Mathematics,B,Commerce,B,Science,C,History,B
3255,4120,OLevel,2005,Tamil,B,History,B,Geography,B,IT,C,Music,B,Sinhala,B,,,,,,,,
3256,4123,OLevel,2008,Sinhala,S,Mathematics,B,Science,B,English,B,History,W,Music,S,,,,,,,,
3257,4124,OLevel,1994,Sinhala,W,Tamil,C,Art,B,IT,A,Geography,S,Commerce,A,,,,,,,,
3258,4125,OLevel,2003,Geography,C,IT,A,English,S,History,C,Art,A,Music,C,,,,,,,,
3259,4126,OLevel,1987,Science,A,Geography,W,Music,A,Mathematics,C,History,C,IT,A,Commerce,W,English,W,,,,
3260,4128,OLevel,2012,Geography,S,Science,A,Tamil,A,Art,W,Commerce,S,English,W,IT,B,Sinhala,S,Music,S,,
3261,4131,OLevel,2008,IT,C,English,B,Music,S,Sinhala,S,Art,B,Geography,B,Mathematics,B,,,,,,
3262,4134,OLevel,1985,Mathematics,S,Science,C,IT,C,Geography,S,Music,B,Tamil,C,Art,A,English,S,Sinhala,C,,
3263,4137,OLevel,1986,History,A,English,A,Geography,B,Music,C,Science,W,Mathematics,S,IT,B,Art,B,Sinhala,C,Commerce,B
3264,4138,OLevel,2021,Science,W,Commerce,S,IT,C,Mathematics,A,History,C,Art,C,Music,S,Tamil,A,Sinhala,C,,
3265,4139,OLevel,2004,Commerce,A,Sinhala,B,English,S,Mathematics,B,Tamil,B,IT,C,,,,,,,,
3266,4140,OLevel,2005,Tamil,W,History,A,English,S,IT,W,Music,A,Geography,S,Science,A,Sinhala,C,,,,
3267,4142,OLevel,2021,Science,C,English,C,Geography,C,Commerce,B,Tamil,C,History,S,IT,B,Mathematics,B,Sinhala,B,,
3268,4143,OLevel,1982,History,S,IT,A,Geography,S,English,W,Tamil,W,Art,A,Music,S,Science,C,,,,
3269,4145,OLevel,1990,Mathematics,W,Geography,A,Sinhala,C,IT,B,Art,B,Music,S,Commerce,W,Science,S,Tamil,A,,
3270,4146,OLevel,1985,Tamil,S,History,S,IT,A,Art,S,Science,A,English,A,,,,,,,,
3271,4147,OLevel,1985,Sinhala,A,English,C,Tamil,C,Music,A,Art,A,Mathematics,A,Science,W,Commerce,B,,,,
3272,4148,OLevel,1996,Art,C,IT,C,English,C,History,A,Tamil,A,Sinhala,S,Geography,A,Science,W,Commerce,A,Music,S
3273,4149,OLevel,1987,Art,B,IT,B,Music,A,Geography,C,Mathematics,A,Commerce,B,Science,B,,,,,,
3274,4150,OLevel,2010,Commerce,C,English,A,Science,B,Art,B,Mathematics,C,Geography,S,History,B,IT,B,Music,A,,
3275,4151,OLevel,2000,English,S,Art,W,IT,B,Commerce,B,Geography,B,Mathematics,B,History,B,Music,S,Sinhala,B,,
3276,4152,OLevel,2007,Tamil,C,Music,S,Mathematics,A,History,A,Art,C,Sinhala,W,Commerce,B,English,C,IT,C,Science,B
3277,4155,OLevel,2012,Art,C,IT,C,History,A,Tamil,A,Sinhala,C,Music,B,Mathematics,C,Commerce,B,,,,
3278,4156,OLevel,2017,Tamil,B,Mathematics,B,English,C,Music,C,IT,S,Art,C,Sinhala,B,Science,S,,,,
3279,4158,OLevel,2004,Art,A,Commerce,A,Mathematics,C,English,S,Science,S,Sinhala,C,Music,C,Geography,A,Tamil,B,,
3280,4159,OLevel,2016,Sinhala,C,Art,A,Geography,C,IT,W,English,B,Music,C,History,A,,,,,,
3281,4160,OLevel,2015,Science,A,Geography,B,History,C,Tamil,A,Art,S,Music,S,Mathematics,C,,,,,,
3282,4161,OLevel,1991,Music,S,Mathematics,B,Tamil,S,Geography,A,Commerce,B,Sinhala,S,English,B,IT,B,Science,S,,
3283,4163,OLevel,1982,Sinhala,S,Geography,S,Commerce,B,English,W,Art,A,History,C,Mathematics,B,Tamil,B,IT,B,Music,A
3284,4164,OLevel,1990,Tamil,A,English,A,Music,W,Geography,S,Science,B,Mathematics,W,History,W,IT,A,,,,
3285,4165,OLevel,2011,English,S,Tamil,S,IT,B,Sinhala,A,Commerce,A,Mathematics,S,Geography,W,Science,B,,,,
3286,4166,OLevel,1985,Sinhala,W,History,A,Music,A,Art,S,Commerce,S,Mathematics,C,Tamil,S,Geography,C,,,,
3287,4167,OLevel,2024,Art,S,Sinhala,B,Geography,C,Mathematics,S,Science,C,History,A,Music,C,Tamil,C,Commerce,S,English,W
3288,4168,OLevel,1995,Geography,B,Commerce,C,IT,C,Music,W,Science,S,Mathematics,A,,,,,,,,
3289,4169,OLevel,2013,IT,W,Music,S,Geography,C,Commerce,S,Tamil,S,Art,S,History,B,,,,,,
3290,4170,OLevel,1981,Art,C,Commerce,A,Music,C,Geography,S,Sinhala,A,Science,W,,,,,,,,
3291,4172,OLevel,2017,Commerce,C,Art,S,Sinhala,A,English,A,IT,B,Music,S,History,C,Science,B,Tamil,C,Mathematics,A
3292,4173,OLevel,2001,Commerce,W,Tamil,C,History,A,Geography,B,English,B,Science,S,Art,B,Sinhala,B,,,,
3293,4174,OLevel,2019,Tamil,B,IT,B,Geography,S,Sinhala,A,Science,A,Commerce,A,,,,,,,,
3294,4175,OLevel,1989,Geography,A,IT,C,Sinhala,A,English,C,Mathematics,A,Music,B,Commerce,S,Art,B,Science,B,History,A
3295,4177,OLevel,2013,Commerce,C,Geography,S,Art,W,History,A,English,A,IT,C,,,,,,,,
3296,4178,OLevel,2022,Science,C,Sinhala,C,Mathematics,B,Commerce,B,Music,C,Tamil,S,English,S,,,,,,
3297,4179,OLevel,1991,Geography,C,Music,B,Art,S,Tamil,S,IT,C,History,B,English,C,Commerce,B,,,,
3298,4182,OLevel,2004,Mathematics,B,Science,A,Art,S,Geography,C,Tamil,C,History,A,,,,,,,,
3299,4183,OLevel,2011,Art,S,Music,S,History,A,IT,C,Commerce,C,Mathematics,C,Sinhala,W,English,A,Geography,W,,
3300,4184,OLevel,1982,IT,B,Geography,B,Mathematics,S,English,A,History,S,Art,S,Commerce,C,,,,,,
3301,4185,OLevel,2015,IT,W,Mathematics,W,Geography,W,Tamil,A,English,C,Art,W,Music,A,,,,,,
3302,4186,OLevel,2025,Art,S,Mathematics,A,Geography,S,IT,C,History,B,Music,B,Science,B,English,C,Commerce,A,,
3303,4187,OLevel,2019,Commerce,A,Music,B,Mathematics,C,History,C,Geography,B,Tamil,A,English,A,,,,,,
3304,4189,OLevel,2012,Mathematics,S,Science,A,Sinhala,B,Tamil,B,Music,W,English,A,Geography,S,,,,,,
3305,4192,OLevel,1985,Art,C,Science,B,English,C,History,C,Sinhala,B,Music,C,Tamil,B,Commerce,B,,,,
3306,4193,OLevel,1993,Sinhala,B,Art,B,English,A,Science,S,Mathematics,A,Tamil,A,IT,C,Music,B,Commerce,W,,
