ALevelID,PersonalID,ExamName,SubjectStream,Year,Subject1,Result1,Subject2,Result2,Subject3,Result3,Subject4,Result4
1770,4548,ALevel,Science,2001,Science Subject 2,B,Science Subject 1,C,Science Subject 3,B,,
1771,4549,ALevel,Technology,1988,Technology Subject 4,C,Technology Subject 2,C,Technology Subject 3,B,Technology Subject 1,C
1772,4550,ALevel,Science,2024,Science Subject 3,C,Science Subject 2,C,Science Subject 4,A,,
1773,4553,ALevel,Technology,1980,Technology Subject 4,A,Technology Subject 2,S,Technology Subject 1,B,Technology Subject 3,A
1774,4554,ALevel,Commerce,1985,Commerce Subject 2,S,Commerce Subject 3,C,Commerce Subject 4,B,,
1775,4555,ALevel,Technology,2018,Technology Subject 1,S,Technology Subject 3,A,Technology Subject 4,S,Technology Subject 2,C
1776,4556,ALevel,Science,1995,Science Subject 2,C,Science Subject 3,B,Science Subject 4,W,,
1777,4557,ALevel,Technology,2012,Technology Subject 4,A,Technology Subject 3,S,Technology Subject 1,S,,
1778,4558,ALevel,Technology,1998,Technology Subject 3,C,Technology Subject 1,W,Technology Subject 4,A,Technology Subject 2,B
1779,4561,ALevel,Commerce,1991,Commerce Subject 3,S,Commerce Subject 1,A,Commerce Subject 2,C,,
1780,4564,ALevel,Science,1995,Science Subject 4,C,Science Subject 3,B,Science Subject 1,B,,
1781,4565,ALevel,Commerce,1980,Commerce Subject 3,C,Commerce Subject 1,W,Commerce Subject 4,A,Commerce Subject 2,S
1782,4566,ALevel,Science,2023,Science Subject 2,A,Science Subject 1,B,Science Subject 4,B,Science Subject 3,B
1783,4569,ALevel,Arts,2018,Arts Subject 2,C,Arts Subject 4,B,Arts Subject 3,B,,
1784,4570,ALevel,Technology,2007,Technology Subject 4,W,Technology Subject 2,B,Technology Subject 1,S,Technology Subject 3,C
1785,4573,ALevel,Commerce,2014,Commerce Subject 4,S,Commerce Subject 1,S,Commerce Subject 2,C,,
1786,4576,ALevel,Commerce,2023,Commerce Subject 3,S,Commerce Subject 4,B,Commerce Subject 1,C,,
1787,4577,ALevel,Arts,1980,Arts Subject 2,B,Arts Subject 3,B,Arts Subject 1,A,Arts Subject 4,A
1788,4579,ALevel,Arts,2009,Arts Subject 3,B,Arts Subject 4,A,Arts Subject 1,S,Arts Subject 2,S
1789,4582,ALevel,Science,1985,Science Subject 2,B,Science Subject 1,B,Science Subject 3,S,,
1790,4585,ALevel,Commerce,1997,Commerce Subject 4,S,Commerce Subject 2,A,Commerce Subject 1,B,,
1791,4587,ALevel,Commerce,2012,Commerce Subject 3,A,Commerce Subject 4,S,Commerce Subject 2,A,Commerce Subject 1,C
1792,4588,ALevel,Arts,2015,Arts Subject 3,A,Arts Subject 1,S,Arts Subject 4,B,,
1793,4593,ALevel,Arts,2025,Arts Subject 4,A,Arts Subject 2,S,Arts Subject 3,W,Arts Subject 1,C
1794,4594,ALevel,Arts,2008,Arts Subject 2,B,Arts Subject 3,C,Arts Subject 1,S,,
1795,4597,ALevel,Technology,1993,Technology Subject 4,A,Technology Subject 3,A,Technology Subject 2,B,,
1796,4601,ALevel,Arts,2022,Arts Subject 4,A,Arts Subject 1,S,Arts Subject 3,S,Arts Subject 2,S
1797,4609,ALevel,Science,2014,Science Subject 2,W,Science Subject 3,B,Science Subject 1,B,Science Subject 4,A
1798,4610,ALevel,Commerce,2010,Commerce Subject 1,S,Commerce Subject 3,B,Commerce Subject 2,B,,
1799,4611,ALevel,Science,2008,Science Subject 3,C,Science Subject 2,W,Science Subject 1,W,Science Subject 4,A
1800,4613,ALevel,Arts,2009,Arts Subject 2,C,Arts Subject 3,S,Arts Subject 1,C,Arts Subject 4,A
1801,4614,ALevel,Arts,2014,Arts Subject 1,B,Arts Subject 2,A,Arts Subject 3,C,Arts Subject 4,S
1802,4620,ALevel,Technology,2015,Technology Subject 2,S,Technology Subject 3,S,Technology Subject 1,A,,
1803,4621,ALevel,Arts,2016,Arts Subject 1,C,Arts Subject 3,B,Arts Subject 2,S,,
1804,4625,ALevel,Technology,1995,Technology Subject 4,B,Technology Subject 1,A,Technology Subject 3,B,Technology Subject 2,S
1805,4631,ALevel,Arts,2010,Arts Subject 4,A,Arts Subject 2,B,Arts Subject 3,B,,
1806,4632,ALevel,Technology,1982,Technology Subject 4,B,Technology Subject 1,S,Technology Subject 3,S,,
1807,4633,ALevel,Technology,2014,Technology Subject 3,W,Technology Subject 2,S,Technology Subject 1,A,,
1808,4638,ALevel,Science,1985,Science Subject 3,S,Science Subject 4,B,Science Subject 2,B,,
1809,4639,ALevel,Arts,2005,Arts Subject 2,S,Arts Subject 1,A,Arts Subject 3,B,Arts Subject 4,B
1810,4641,ALevel,Science,2022,Science Subject 4,B,Science Subject 1,B,Science Subject 2,A,Science Subject 3,A
1811,4646,ALevel,Commerce,2021,Commerce Subject 2,S,Commerce Subject 4,W,Commerce Subject 1,W,Commerce Subject 3,A
1812,4649,ALevel,Commerce,2012,Commerce Subject 1,S,Commerce Subject 4,W,Commerce Subject 2,S,,
1813,4651,ALevel,Technology,1986,Technology Subject 3,C,Technology Subject 4,W,Technology Subject 2,C,Technology Subject 1,C
1814,4653,ALevel,Technology,2013,Technology Subject 1,W,Technology Subject 2,B,Technology Subject 3,A,Technology Subject 4,C
1815,4654,ALevel,Arts,2006,Arts Subject 4,B,Arts Subject 3,B,Arts Subject 2,B,Arts Subject 1,C
1816,4656,ALevel,Commerce,2014,Commerce Subject 4,C,Commerce Subject 1,B,Commerce Subject 3,A,,
1817,4657,ALevel,Commerce,2019,Commerce Subject 3,B,Commerce Subject 2,B,Commerce Subject 4,S,Commerce Subject 1,W
1818,4658,ALevel,Commerce,2024,Commerce Subject 2,W,Commerce Subject 4,C,Commerce Subject 3,B,Commerce Subject 1,C
1819,4661,ALevel,Science,1985,Science Subject 2,S,Science Subject 4,A,Science Subject 1,A,,
1820,4662,ALevel,Commerce,2024,Commerce Subject 2,B,Commerce Subject 1,C,Commerce Subject 3,A,,
1821,4665,ALevel,Technology,1993,Technology Subject 2,A,Technology Subject 4,A,Technology Subject 1,B,Technology Subject 3,S
1822,4666,ALevel,Arts,2022,Arts Subject 4,S,Arts Subject 1,S,Arts Subject 2,B,,
1823,4667,ALevel,Commerce,2025,Commerce Subject 4,S,Commerce Subject 3,W,Commerce Subject 2,C,Commerce Subject 1,S
1824,4670,ALevel,Technology,2000,Technology Subject 1,C,Technology Subject 4,C,Technology Subject 2,A,,
1825,4671,ALevel,Technology,1993,Technology Subject 1,B,Technology Subject 4,C,Technology Subject 2,B,Technology Subject 3,B
1826,4673,ALevel,Arts,2018,Arts Subject 1,B,Arts Subject 3,W,Arts Subject 2,S,,
1827,4674,ALevel,Science,2015,Science Subject 3,C,Science Subject 4,B,Science Subject 1,C,,
1828,4676,ALevel,Technology,2024,Technology Subject 3,C,Technology Subject 4,S,Technology Subject 2,A,Technology Subject 1,B
1829,4679,ALevel,Science,1996,Science Subject 1,B,Science Subject 2,C,Science Subject 3,S,,
1830,4682,ALevel,Commerce,2005,Commerce Subject 1,C,Commerce Subject 4,A,Commerce Subject 3,C,,
1831,4684,ALevel,Arts,2024,Arts Subject 4,C,Arts Subject 2,B,Arts Subject 1,C,Arts Subject 3,C
1832,4690,ALevel,Arts,1985,Arts Subject 2,C,Arts Subject 3,A,Arts Subject 4,S,Arts Subject 1,C
1833,4692,ALevel,Technology,2008,Technology Subject 2,A,Technology Subject 3,W,Technology Subject 4,W,Technology Subject 1,A
1834,4694,ALevel,Science,1993,Science Subject 3,C,Science Subject 1,A,Science Subject 4,A,Science Subject 2,S
1835,4697,ALevel,Science,2023,Science Subject 3,A,Science Subject 2,C,Science Subject 1,S,Science Subject 4,B
1836,4700,ALevel,Commerce,2006,Commerce Subject 3,B,Commerce Subject 2,S,Commerce Subject 1,B,Commerce Subject 4,A
1837,4702,ALevel,Commerce,1998,Commerce Subject 3,A,Commerce Subject 4,B,Commerce Subject 1,C,Commerce Subject 2,S
1838,4707,ALevel,Science,1985,Science Subject 1,W,Science Subject 4,A,Science Subject 2,C,,
1839,4709,ALevel,Technology,1989,Technology Subject 4,S,Technology Subject 1,W,Technology Subject 2,A,Technology Subject 3,S
1840,4714,ALevel,Technology,2008,Technology Subject 4,B,Technology Subject 1,S,Technology Subject 2,C,Technology Subject 3,S
1841,4716,ALevel,Commerce,2020,Commerce Subject 2,A,Commerce Subject 1,B,Commerce Subject 4,S,,
1842,4717,ALevel,Technology,1991,Technology Subject 3,B,Technology Subject 1,C,Technology Subject 4,C,Technology Subject 2,B
1843,4720,ALevel,Technology,2017,Technology Subject 2,B,Technology Subject 1,B,Technology Subject 3,B,Technology Subject 4,C
1844,4721,ALevel,Science,2023,Science Subject 1,B,Science Subject 2,C,Science Subject 4,B,,
1845,4729,ALevel,Commerce,2005,Commerce Subject 3,S,Commerce Subject 1,C,Commerce Subject 2,W,,
1846,4732,ALevel,Arts,1996,Arts Subject 4,W,Arts Subject 1,A,Arts Subject 2,C,,
1847,4734,ALevel,Technology,2018,Technology Subject 2,A,Technology Subject 1,C,Technology Subject 4,A,Technology Subject 3,A
1848,4735,ALevel,Commerce,2003,Commerce Subject 3,B,Commerce Subject 4,S,Commerce Subject 1,B,Commerce Subject 2,S
1849,4736,ALevel,Science,1982,Science Subject 2,C,Science Subject 3,C,Science Subject 4,S,,
1850,4738,ALevel,Science,2006,Science Subject 1,B,Science Subject 2,A,Science Subject 3,S,,
1851,4739,ALevel,Technology,1985,Technology Subject 3,A,Technology Subject 4,C,Technology Subject 1,S,,
1852,4740,ALevel,Science,2016,Science Subject 4,S,Science Subject 1,W,Science Subject 2,B,,
1853,4741,ALevel,Arts,1986,Arts Subject 2,A,Arts Subject 3,A,Arts Subject 4,C,,
1854,4745,ALevel,Technology,1982,Technology Subject 4,B,Technology Subject 3,B,Technology Subject 1,B,,
1855,4747,ALevel,Commerce,2023,Commerce Subject 2,B,Commerce Subject 4,S,Commerce Subject 3,B,,
1856,4754,ALevel,Technology,1987,Technology Subject 1,A,Technology Subject 3,C,Technology Subject 2,W,,
1857,4755,ALevel,Technology,1987,Technology Subject 4,A,Technology Subject 1,C,Technology Subject 3,S,,
1858,4758,ALevel,Science,1980,Science Subject 4,B,Science Subject 3,B,Science Subject 1,C,,
1859,4766,ALevel,Technology,1993,Technology Subject 4,S,Technology Subject 1,B,Technology Subject 3,C,Technology Subject 2,B
1860,4768,ALevel,Arts,2010,Arts Subject 2,A,Arts Subject 3,B,Arts Subject 1,C,,
1861,4770,ALevel,Commerce,1987,Commerce Subject 1,A,Commerce Subject 2,S,Commerce Subject 3,A,,
1862,4771,ALevel,Commerce,2008,Commerce Subject 4,B,Commerce Subject 3,S,Commerce Subject 2,C,,
1863,4772,ALevel,Commerce,1992,Commerce Subject 3,S,Commerce Subject 4,S,Commerce Subject 2,B,Commerce Subject 1,A
1864,4773,ALevel,Commerce,2020,Commerce Subject 2,S,Commerce Subject 3,C,Commerce Subject 4,B,,
1865,4777,ALevel,Technology,2019,Technology Subject 4,W,Technology Subject 1,B,Technology Subject 2,C,,
1866,4778,ALevel,Arts,1983,Arts Subject 1,A,Arts Subject 4,B,Arts Subject 2,C,Arts Subject 3,W
1867,4781,ALevel,Commerce,1995,Commerce Subject 3,B,Commerce Subject 1,C,Commerce Subject 4,C,,
1868,4784,ALevel,Arts,2012,Arts Subject 2,B,Arts Subject 4,C,Arts Subject 1,W,Arts Subject 3,A
1869,4791,ALevel,Technology,2018,Technology Subject 2,A,Technology Subject 1,C,Technology Subject 3,B,,
1870,4792,ALevel,Commerce,2013,Commerce Subject 2,A,Commerce Subject 1,S,Commerce Subject 3,S,,
1871,4793,ALevel,Arts,2017,Arts Subject 4,W,Arts Subject 2,C,Arts Subject 1,C,Arts Subject 3,C
1872,4794,ALevel,Science,1989,Science Subject 4,S,Science Subject 3,C,Science Subject 2,S,,
1873,4795,ALevel,Science,2022,Science Subject 4,S,Science Subject 2,W,Science Subject 1,A,Science Subject 3,C
1874,4797,ALevel,Technology,2010,Technology Subject 3,C,Technology Subject 2,A,Technology Subject 1,S,,
1875,4798,ALevel,Commerce,2019,Commerce Subject 1,W,Commerce Subject 2,S,Commerce Subject 3,A,,
1876,4805,ALevel,Arts,2015,Arts Subject 1,A,Arts Subject 2,A,Arts Subject 3,S,,
1877,4812,ALevel,Science,2001,Science Subject 4,C,Science Subject 1,C,Science Subject 2,S,Science Subject 3,A
1878,4814,ALevel,Science,2008,Science Subject 4,A,Science Subject 2,C,Science Subject 1,S,Science Subject 3,C
1879,4815,ALevel,Commerce,1992,Commerce Subject 1,B,Commerce Subject 3,C,Commerce Subject 2,S,Commerce Subject 4,C
1880,4819,ALevel,Commerce,1989,Commerce Subject 1,C,Commerce Subject 2,S,Commerce Subject 4,S,,
1881,4820,ALevel,Science,2002,Science Subject 1,S,Science Subject 2,B,Science Subject 4,C,,
1882,4821,ALevel,Science,2022,Science Subject 4,A,Science Subject 2,A,Science Subject 3,C,Science Subject 1,C
1883,4826,ALevel,Arts,2000,Arts Subject 2,W,Arts Subject 1,S,Arts Subject 3,B,,
1884,4829,ALevel,Commerce,1998,Commerce Subject 4,A,Commerce Subject 1,C,Commerce Subject 2,A,Commerce Subject 3,C
1885,4832,ALevel,Arts,2019,Arts Subject 2,B,Arts Subject 3,B,Arts Subject 1,C,Arts Subject 4,W
1886,4834,ALevel,Science,2013,Science Subject 1,B,Science Subject 3,A,Science Subject 2,A,Science Subject 4,W
1887,4835,ALevel,Arts,2011,Arts Subject 1,W,Arts Subject 2,B,Arts Subject 4,A,,
1888,4841,ALevel,Technology,2003,Technology Subject 3,A,Technology Subject 4,B,Technology Subject 1,S,,
1889,4848,ALevel,Technology,1988,Technology Subject 4,S,Technology Subject 1,C,Technology Subject 3,A,,
1890,4851,ALevel,Commerce,1990,Commerce Subject 4,S,Commerce Subject 3,C,Commerce Subject 2,B,,
1891,4852,ALevel,Arts,1981,Arts Subject 3,A,Arts Subject 4,A,Arts Subject 2,W,Arts Subject 1,A
1892,4857,ALevel,Commerce,2007,Commerce Subject 3,S,Commerce Subject 2,B,Commerce Subject 4,B,Commerce Subject 1,C
1893,4858,ALevel,Technology,1996,Technology Subject 3,W,Technology Subject 1,B,Technology Subject 2,C,,
1894,4859,ALevel,Science,2017,Science Subject 3,C,Science Subject 1,S,Science Subject 2,A,Science Subject 4,C
1895,4860,ALevel,Commerce,2010,Commerce Subject 2,C,Commerce Subject 1,C,Commerce Subject 4,B,Commerce Subject 3,A
1896,4861,ALevel,Arts,1992,Arts Subject 2,C,Arts Subject 4,A,Arts Subject 1,S,,
1897,4865,ALevel,Science,2008,Science Subject 2,A,Science Subject 3,A,Science Subject 4,C,,
1898,4872,ALevel,Science,2024,Science Subject 3,C,Science Subject 2,S,Science Subject 1,C,Science Subject 4,S
1899,4873,ALevel,Arts,1988,Arts Subject 3,C,Arts Subject 1,C,Arts Subject 4,S,,
1900,4874,ALevel,Arts,2012,Arts Subject 1,S,Arts Subject 4,B,Arts Subject 3,C,,
1901,4879,ALevel,Arts,1994,Arts Subject 2,B,Arts Subject 3,A,Arts Subject 4,C,Arts Subject 1,C
1902,4881,ALevel,Science,1996,Science Subject 2,B,Science Subject 3,B,Science Subject 1,S,Science Subject 4,C
1903,4883,ALevel,Science,1983,Science Subject 2,S,Science Subject 4,B,Science Subject 1,C,Science Subject 3,S
1904,4885,ALevel,Science,1997,Science Subject 4,S,Science Subject 1,B,Science Subject 3,B,,
1905,4886,ALevel,Technology,2000,Technology Subject 3,C,Technology Subject 2,B,Technology Subject 1,A,Technology Subject 4,S
1906,4887,ALevel,Commerce,2021,Commerce Subject 1,B,Commerce Subject 4,C,Commerce Subject 2,C,,
1907,4890,ALevel,Commerce,2003,Commerce Subject 4,A,Commerce Subject 1,B,Commerce Subject 2,B,,
1908,4897,ALevel,Science,2019,Science Subject 3,B,Science Subject 1,A,Science Subject 2,B,Science Subject 4,S
1909,4902,ALevel,Commerce,2017,Commerce Subject 1,B,Commerce Subject 4,C,Commerce Subject 2,S,Commerce Subject 3,C
1910,4903,ALevel,Science,1991,Science Subject 4,S,Science Subject 3,A,Science Subject 2,S,,
1911,4909,ALevel,Science,2018,Science Subject 3,A,Science Subject 4,B,Science Subject 1,S,,
1912,4910,ALevel,Science,1989,Science Subject 4,A,Science Subject 2,B,Science Subject 1,B,,
1913,4912,ALevel,Technology,2021,Technology Subject 2,A,Technology Subject 4,C,Technology Subject 1,B,,
1914,4913,ALevel,Science,1981,Science Subject 2,B,Science Subject 3,C,Science Subject 4,S,,
1915,4914,ALevel,Science,2016,Science Subject 4,S,Science Subject 2,B,Science Subject 1,W,Science Subject 3,W
1916,4916,ALevel,Arts,2007,Arts Subject 2,B,Arts Subject 1,B,Arts Subject 4,A,Arts Subject 3,W
1917,4918,ALevel,Science,2018,Science Subject 2,C,Science Subject 3,S,Science Subject 1,A,,
1918,4919,ALevel,Science,2020,Science Subject 1,C,Science Subject 2,B,Science Subject 4,C,,
1919,4923,ALevel,Science,2024,Science Subject 2,C,Science Subject 1,S,Science Subject 3,C,Science Subject 4,S
1920,4924,ALevel,Arts,2006,Arts Subject 3,B,Arts Subject 1,B,Arts Subject 4,B,Arts Subject 2,S
1921,4928,ALevel,Arts,1999,Arts Subject 4,B,Arts Subject 2,C,Arts Subject 3,B,,
1922,4930,ALevel,Arts,2024,Arts Subject 4,A,Arts Subject 3,A,Arts Subject 1,S,,
1923,4931,ALevel,Technology,1980,Technology Subject 3,A,Technology Subject 4,W,Technology Subject 1,B,,
1924,4932,ALevel,Commerce,1980,Commerce Subject 4,B,Commerce Subject 2,B,Commerce Subject 1,C,Commerce Subject 3,C
1925,4933,ALevel,Technology,1983,Technology Subject 2,W,Technology Subject 4,S,Technology Subject 1,B,,
1926,4936,ALevel,Technology,2007,Technology Subject 1,A,Technology Subject 2,A,Technology Subject 4,S,,
1927,4939,ALevel,Commerce,1988,Commerce Subject 1,B,Commerce Subject 2,W,Commerce Subject 4,A,Commerce Subject 3,S
1928,4941,ALevel,Science,1997,Science Subject 1,C,Science Subject 4,C,Science Subject 2,C,,
1929,4944,ALevel,Science,2025,Science Subject 4,S,Science Subject 3,C,Science Subject 2,B,,
1930,4945,ALevel,Technology,1982,Technology Subject 3,A,Technology Subject 4,C,Technology Subject 1,S,Technology Subject 2,C
1931,4947,ALevel,Arts,2022,Arts Subject 1,W,Arts Subject 2,A,Arts Subject 3,A,Arts Subject 4,S
1932,4950,ALevel,Science,2020,Science Subject 2,B,Science Subject 4,B,Science Subject 3,W,,
1933,4957,ALevel,Science,1986,Science Subject 1,C,Science Subject 3,B,Science Subject 4,W,,
1934,4959,ALevel,Science,2002,Science Subject 1,B,Science Subject 3,B,Science Subject 2,B,,
1935,4963,ALevel,Science,2020,Science Subject 1,B,Science Subject 2,B,Science Subject 3,B,Science Subject 4,C
1936,4966,ALevel,Commerce,1983,Commerce Subject 3,A,Commerce Subject 2,C,Commerce Subject 1,S,Commerce Subject 4,B
1937,4970,ALevel,Commerce,1983,Commerce Subject 2,C,Commerce Subject 3,B,Commerce Subject 1,S,,
1938,4971,ALevel,Technology,2003,Technology Subject 1,B,Technology Subject 3,C,Technology Subject 2,A,Technology Subject 4,S
1939,4974,ALevel,Arts,1994,Arts Subject 4,B,Arts Subject 3,B,Arts Subject 2,B,,
1940,4976,ALevel,Technology,1999,Technology Subject 1,S,Technology Subject 4,C,Technology Subject 2,A,Technology Subject 3,B
1941,4977,ALevel,Commerce,1982,Commerce Subject 1,C,Commerce Subject 2,C,Commerce Subject 4,C,,
1942,4979,ALevel,Science,2011,Science Subject 4,S,Science Subject 2,B,Science Subject 1,A,Science Subject 3,C
1943,4985,ALevel,Science,1986,Science Subject 2,W,Science Subject 4,A,Science Subject 1,B,,
1944,4988,ALevel,Technology,2008,Technology Subject 1,C,Technology Subject 4,A,Technology Subject 2,A,Technology Subject 3,C
1945,4990,ALevel,Technology,1997,Technology Subject 1,S,Technology Subject 4,S,Technology Subject 3,A,Technology Subject 2,B
1946,4996,ALevel,Science,1990,Science Subject 3,B,Science Subject 4,B,Science Subject 1,S,,
1947,5000,ALevel,Commerce,2000,Commerce Subject 3,C,Commerce Subject 4,B,Commerce Subject 2,C,,
1948,5001,ALevel,Commerce,1996,Commerce Subject 2,B,Commerce Subject 1,W,Commerce Subject 4,S,,
1949,5002,ALevel,Technology,2000,Technology Subject 3,B,Technology Subject 1,B,Technology Subject 2,S,Technology Subject 4,A
1950,5003,ALevel,Arts,2013,Arts Subject 1,A,Arts Subject 4,S,Arts Subject 2,B,Arts Subject 3,A
1951,5004,ALevel,Commerce,2007,Commerce Subject 1,C,Commerce Subject 3,C,Commerce Subject 4,C,,
1952,5007,ALevel,Arts,2003,Arts Subject 1,B,Arts Subject 2,B,Arts Subject 4,S,Arts Subject 3,W
1953,5009,ALevel,Arts,2012,Arts Subject 4,S,Arts Subject 3,C,Arts Subject 1,B,,
1954,5011,ALevel,Commerce,1994,Commerce Subject 1,B,Commerce Subject 2,C,Commerce Subject 3,C,Commerce Subject 4,S
1955,5012,ALevel,Arts,1986,Arts Subject 1,W,Arts Subject 4,B,Arts Subject 2,S,,
1956,5013,ALevel,Science,2019,Science Subject 3,C,Science Subject 1,W,Science Subject 4,B,,
1957,5014,ALevel,Science,1984,Science Subject 4,B,Science Subject 3,S,Science Subject 2,S,Science Subject 1,A
1958,5015,ALevel,Science,1981,Science Subject 1,A,Science Subject 4,S,Science Subject 2,S,,
1959,5019,ALevel,Arts,2009,Arts Subject 2,S,Arts Subject 3,B,Arts Subject 4,C,,
1960,5021,ALevel,Science,2019,Science Subject 1,B,Science Subject 4,S,Science Subject 2,A,,
1961,5024,ALevel,Arts,2002,Arts Subject 3,W,Arts Subject 1,C,Arts Subject 4,S,Arts Subject 2,W
1962,5025,ALevel,Science,1982,Science Subject 2,S,Science Subject 1,C,Science Subject 3,C,,
1963,5026,ALevel,Commerce,1992,Commerce Subject 3,B,Commerce Subject 1,B,Commerce Subject 2,A,Commerce Subject 4,A
1964,5029,ALevel,Commerce,1985,Commerce Subject 1,C,Commerce Subject 3,S,Commerce Subject 4,W,,
1965,5032,ALevel,Arts,2012,Arts Subject 3,B,Arts Subject 1,S,Arts Subject 4,B,Arts Subject 2,B
1966,5033,ALevel,Commerce,1985,Commerce Subject 3,A,Commerce Subject 1,C,Commerce Subject 2,A,,
1967,5034,ALevel,Science,1984,Science Subject 4,W,Science Subject 2,B,Science Subject 1,A,,
1968,5036,ALevel,Commerce,1996,Commerce Subject 1,B,Commerce Subject 4,B,Commerce Subject 2,B,Commerce Subject 3,B
1969,5037,ALevel,Commerce,2006,Commerce Subject 2,A,Commerce Subject 3,C,Commerce Subject 4,W,Commerce Subject 1,W
1970,5038,ALevel,Technology,1990,Technology Subject 2,S,Technology Subject 1,S,Technology Subject 3,C,Technology Subject 4,C
1971,5039,ALevel,Technology,1981,Technology Subject 3,S,Technology Subject 4,W,Technology Subject 2,A,Technology Subject 1,S
1972,5040,ALevel,Technology,2002,Technology Subject 3,B,Technology Subject 1,C,Technology Subject 4,A,,
1973,5041,ALevel,Commerce,2012,Commerce Subject 3,W,Commerce Subject 1,W,Commerce Subject 4,S,Commerce Subject 2,A
1974,5043,ALevel,Arts,1993,Arts Subject 3,S,Arts Subject 2,A,Arts Subject 1,C,Arts Subject 4,C
1975,5044,ALevel,Technology,2000,Technology Subject 4,B,Technology Subject 3,W,Technology Subject 2,B,Technology Subject 1,C
1976,5045,ALevel,Arts,1996,Arts Subject 4,B,Arts Subject 2,C,Arts Subject 1,S,,
1977,5046,ALevel,Science,1993,Science Subject 4,C,Science Subject 2,S,Science Subject 3,A,Science Subject 1,B
1978,5048,ALevel,Technology,1992,Technology Subject 1,C,Technology Subject 2,A,Technology Subject 3,B,Technology Subject 4,S
1979,5053,ALevel,Arts,2003,Arts Subject 4,S,Arts Subject 1,B,Arts Subject 3,C,,
1980,5055,ALevel,Commerce,1988,Commerce Subject 2,S,Commerce Subject 3,B,Commerce Subject 1,W,,
1981,5056,ALevel,Commerce,2020,Commerce Subject 1,B,Commerce Subject 2,C,Commerce Subject 3,A,,
1982,5058,ALevel,Arts,1990,Arts Subject 4,C,Arts Subject 1,B,Arts Subject 2,A,Arts Subject 3,B
1983,5062,ALevel,Arts,2020,Arts Subject 4,C,Arts Subject 1,B,Arts Subject 3,S,Arts Subject 2,C
1984,5064,ALevel,Arts,2000,Arts Subject 3,C,Arts Subject 4,A,Arts Subject 1,C,,
1985,5067,ALevel,Science,2020,Science Subject 4,B,Science Subject 2,A,Science Subject 1,C,Science Subject 3,W
1986,5069,ALevel,Commerce,2016,Commerce Subject 3,B,Commerce Subject 2,B,Commerce Subject 4,C,Commerce Subject 1,S
1987,5071,ALevel,Commerce,1997,Commerce Subject 4,S,Commerce Subject 3,C,Commerce Subject 1,C,Commerce Subject 2,C
1988,5075,ALevel,Science,2011,Science Subject 2,C,Science Subject 4,C,Science Subject 1,C,,
1989,5080,ALevel,Arts,2007,Arts Subject 4,A,Arts Subject 2,B,Arts Subject 3,A,,
1990,5083,ALevel,Science,2013,Science Subject 3,C,Science Subject 4,C,Science Subject 1,B,Science Subject 2,C
1991,5085,ALevel,Arts,1986,Arts Subject 4,B,Arts Subject 1,B,Arts Subject 2,B,,
1992,5091,ALevel,Commerce,2001,Commerce Subject 1,W,Commerce Subject 2,C,Commerce Subject 3,B,,
1993,5092,ALevel,Technology,2010,Technology Subject 3,S,Technology Subject 4,S,Technology Subject 2,B,Technology Subject 1,B
1994,5094,ALevel,Commerce,2016,Commerce Subject 4,B,Commerce Subject 1,B,Commerce Subject 2,B,Commerce Subject 3,S
1995,5096,ALevel,Technology,1997,Technology Subject 3,C,Technology Subject 1,B,Technology Subject 4,C,,
1996,5097,ALevel,Arts,2010,Arts Subject 4,A,Arts Subject 3,C,Arts Subject 1,S,Arts Subject 2,S
1997,5099,ALevel,Science,1996,Science Subject 1,C,Science Subject 2,C,Science Subject 3,C,Science Subject 4,A
1998,5100,ALevel,Science,1988,Science Subject 3,W,Science Subject 2,B,Science Subject 4,C,,
1999,5102,ALevel,Technology,2016,Technology Subject 3,S,Technology Subject 4,W,Technology Subject 1,A,,
2000,5103,ALevel,Commerce,2003,Commerce Subject 4,C,Commerce Subject 2,A,Commerce Subject 3,S,Commerce Subject 1,C
2001,5106,ALevel,Commerce,1992,Commerce Subject 3,C,Commerce Subject 2,S,Commerce Subject 1,B,,
2002,5107,ALevel,Commerce,1999,Commerce Subject 2,W,Commerce Subject 4,A,Commerce Subject 3,S,Commerce Subject 1,B
2003,5110,ALevel,Science,2000,Science Subject 2,B,Science Subject 3,C,Science Subject 4,S,,
2004,5112,ALevel,Arts,2000,Arts Subject 1,S,Arts Subject 2,A,Arts Subject 3,A,Arts Subject 4,C
2005,5113,ALevel,Commerce,1997,Commerce Subject 3,S,Commerce Subject 4,W,Commerce Subject 2,S,,
2006,5118,ALevel,Technology,2007,Technology Subject 2,A,Technology Subject 3,C,Technology Subject 4,B,,
2007,5121,ALevel,Technology,2012,Technology Subject 2,C,Technology Subject 3,A,Technology Subject 4,C,Technology Subject 1,B
2008,5122,ALevel,Commerce,2001,Commerce Subject 3,C,Commerce Subject 2,A,Commerce Subject 1,B,Commerce Subject 4,B
2009,5123,ALevel,Arts,2025,Arts Subject 1,S,Arts Subject 2,A,Arts Subject 3,B,,
2010,5125,ALevel,Technology,2010,Technology Subject 3,C,Technology Subject 4,W,Technology Subject 1,B,Technology Subject 2,C
2011,5126,ALevel,Technology,2010,Technology Subject 1,S,Technology Subject 3,S,Technology Subject 4,A,Technology Subject 2,B
2012,5128,ALevel,Science,1981,Science Subject 4,A,Science Subject 3,W,Science Subject 1,C,Science Subject 2,A
