VocationalID,PersonalID,NVQLevel,CourseName,Institution,CompletionDate
2556,4891,,A/L,VTA,2022-03-10
2557,4895,NVQ Level 4,,SLBFE Training Center,2023-02-13
2558,4895,,Diploma in Hospitality,TVEC,2020-12-19
2559,4896,,Certificate in Driving,TVEC,2019-04-25
2560,4897,,Certificate in Cooking,SLBFE Training Center,2016-10-31
2561,4901,,Certificate in Domestic Work,Ceylon Enterprises,2022-09-19
2562,4903,,Certificate in IT,Apparel Inc,2022-11-01
2563,4907,NVQ Level 1,,Ceylon Plantations,2021-06-30
2564,4907,,Certificate in Caregiving,VTA,2018-05-04
2565,4912,,Bachelor's Degree,NAITA,2023-12-26
2566,4912,,Certificate in Carpentry,VTA,2025-03-21
2567,4914,,Certificate in Plumbing,Ceylon Group,2023-10-07
2568,4914,,Diploma in Nursing,Lanka Ltd,2017-04-17
2569,4916,,Certificate in Welding,NAITA,2023-08-19
2570,4918,NVQ Level 3,,SLBFE Training Center,2019-07-27
2571,4918,,Certificate in Electrical Work,NAITA,2022-12-18
2572,4924,NVQ Level 1,,Construction Co,2024-04-29
2573,4925,,Certificate in Nursing,NAITA,2019-10-15
2574,4928,NVQ Level 1,,VTA,2025-07-02
2575,4928,,Diploma in IT,TVEC,2017-03-04
2576,4929,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2016-01-31
2577,4930,,Certificate in IT,SLBFE Training Center,2017-02-28
2578,4930,,Certificate in Carpentry,NAITA,2016-05-14
2579,4931,,Diploma in Business,SLBFE Training Center,2021-06-30
2580,4933,,O/L,Ceylon Corp,2023-12-09
2581,4935,,Master's Degree,TVEC,2020-07-29
2582,4936,NVQ Level 3,,Hotel Enterprises,2017-01-26
2583,4936,,Master's Degree,VTA,2023-06-24
2584,4938,,Certificate in Domestic Work,SLBFE Training Center,2016-09-26
2585,4944,NVQ Level 4,,Island Inc,2022-01-10
2586,4951,,Certificate in Caregiving,VTA,2024-09-22
2587,4951,NVQ Level 3,,SLBFE Training Center,2016-05-15
2588,4952,,Certificate in Sewing,NAITA,2024-07-01
2589,4952,,Certificate in Nursing,SLBFE Training Center,2018-10-31
2590,4954,,Certificate in Driving,SLBFE Training Center,2017-05-25
2591,4957,,Certificate in Driving,VTA,2021-08-28
2592,4959,,Master's Degree,NAITA,2023-03-10
2593,4961,,Certificate in Heavy Vehicle Operation,VTA,2016-07-06
2594,4963,,Certificate in Driving,Ceylon Inc,2021-10-05
2595,4963,NVQ Level 1,,SLBFE Training Center,2016-06-29
2596,4965,NVQ Level 3,,Lanka Enterprises,2018-07-07
2597,4965,,Certificate in Plumbing,SLBFE Training Center,2018-04-11
2598,4966,,Diploma in Nursing,VTA,2020-10-18
2599,4966,,Certificate in Domestic Work,Island Corp,2016-09-12
2600,4969,,Certificate in Sewing,VTA,2015-09-15
2601,4969,NVQ Level 5,,Construction Plantations,2018-11-03
2602,4972,,Certificate in Heavy Vehicle Operation,NAITA,2015-10-11
2603,4973,,A/L,SLBFE Training Center,2020-09-28
2604,4975,,Certificate in Electrical Work,Hotel Pvt,2025-01-09
2605,4976,NVQ Level 2,,Construction Co,2016-10-31
2606,4976,,Certificate in Carpentry,NAITA,2020-09-11
2607,4978,,O/L,SLBFE Training Center,2025-04-04
2608,4992,,Certificate in Masonry,Hotel Enterprises,2017-05-25
2609,4992,NVQ Level 4,,TVEC,2021-10-10
2610,4995,,Certificate in Welding,Gem Enterprises,2020-11-27
2611,4995,,Certificate in Domestic Work,SLBFE Training Center,2024-03-22
2612,5000,,Certificate in Masonry,Tea Solutions,2022-10-01
2613,5003,NVQ Level 2,,NAITA,2017-01-22
2614,5004,,Certificate in Hospitality,TVEC,2023-10-03
2615,5009,,Master's Degree,TVEC,2019-12-22
2616,5012,,Certificate in Driving,Construction Inc,2018-12-29
2617,5012,,Certificate in Nursing,Lanka Ltd,2019-04-08
2618,5013,,O/L,NAITA,2017-12-16
2619,5024,NVQ Level 3,,NAITA,2025-06-29
2620,5024,,Certificate in Domestic Work,VTA,2022-04-24
2621,5028,,Diploma in Nursing,SLBFE Training Center,2024-11-16
2622,5028,NVQ Level 5,,VTA,2019-12-21
2623,5035,NVQ Level 2,,Hotel Group,2020-11-12
2624,5035,,Certificate in Hospitality,NAITA,2016-08-23
2625,5036,,Diploma in Hospitality,SLBFE Training Center,2018-11-07
2626,5038,NVQ Level 3,,NAITA,2017-06-23
2627,5041,,Certificate in Electrical Work,NAITA,2019-08-26
2628,5042,,Diploma in Hospitality,NAITA,2016-03-03
2629,5046,,Certificate in Heavy Vehicle Operation,NAITA,2022-11-24
2630,5046,,Diploma in Hospitality,Tech Corp,2024-01-05
2631,5047,,Diploma in IT,NAITA,2018-12-20
2632,5048,NVQ Level 4,,SLBFE Training Center,2017-01-26
2633,5053,,Diploma in Nursing,Construction Solutions,2016-07-21
2634,5053,,A/L,TVEC,2016-04-01
2635,5055,,Certificate in Driving,Construction Corp,2017-08-15
2636,5056,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2019-05-22
2637,5056,NVQ Level 5,,NAITA,2017-12-22
2638,5062,,Certificate in Cooking,SLBFE Training Center,2015-12-27
2639,5062,,Certificate in Masonry,VTA,2023-11-02
2640,5063,,Certificate in Sewing,NAITA,2023-11-14
2641,5063,NVQ Level 3,,TVEC,2016-01-05
2642,5070,,Certificate in Driving,NAITA,2022-06-03
2643,5070,,Certificate in Driving,VTA,2025-06-07
2644,5073,,Certificate in Carpentry,TVEC,2021-04-21
2645,5073,,Certificate in Hospitality,NAITA,2021-01-27
2646,5075,,Certificate in Electrical Work,SLBFE Training Center,2025-06-26
2647,5078,,Certificate in Welding,SLBFE Training Center,2018-12-14
2648,5078,,A/L,Tea Solutions,2015-10-03
2649,5080,NVQ Level 4,,VTA,2015-10-25
2650,5080,,Certificate in Accounting,TVEC,2017-03-28
2651,5081,,O/L,TVEC,2017-10-30
2652,5081,,O/L,TVEC,2016-03-18
2653,5084,,O/L,VTA,2021-04-02
2654,5084,,Certificate in Caregiving,VTA,2025-05-10
2655,5086,,Diploma in Nursing,VTA,2020-08-03
2656,5086,,Certificate in Cooking,NAITA,2024-05-21
2657,5087,,Certificate in IT,VTA,2015-09-13
2658,5087,,Certificate in Carpentry,NAITA,2023-04-13
2659,5093,,Certificate in IT,Apparel Co,2021-02-23
2660,5093,NVQ Level 2,,NAITA,2022-10-09
2661,5096,,Certificate in IT,NAITA,2023-07-28
2662,5096,,Certificate in Carpentry,VTA,2018-07-24
2663,5103,,Certificate in Welding,VTA,2015-10-13
2664,5103,,Diploma in Hospitality,TVEC,2022-12-30
2665,5105,,Certificate in Caregiving,TVEC,2024-11-03
2666,5105,,O/L,VTA,2021-08-30
2667,5106,,Diploma in Hospitality,SLBFE Training Center,2024-12-14
2668,5107,,Certificate in Hospitality,TVEC,2017-05-20
2669,5108,,O/L,TVEC,2018-10-25
2670,5109,,Certificate in Accounting,NAITA,2022-08-30
2671,5111,,Diploma in Business,VTA,2024-03-22
2672,5114,,Certificate in Heavy Vehicle Operation,TVEC,2015-11-13
2673,5119,NVQ Level 2,,Tech Ltd,2019-02-24
2674,5119,,Certificate in Plumbing,Apparel Solutions,2019-06-13
2675,5120,,Certificate in Masonry,TVEC,2019-12-06
2676,5123,,Diploma in IT,VTA,2021-02-10
2677,5129,,O/L,TVEC,2024-02-15
2678,5130,,Certificate in Heavy Vehicle Operation,Sri Enterprises,2019-06-17
2679,5130,,Certificate in Heavy Vehicle Operation,Sri Ltd,2021-06-14
2680,5132,,Certificate in Plumbing,Tea Plantations,2021-04-11
2681,5134,,Certificate in IT,NAITA,2019-12-15
2682,5134,,Certificate in Carpentry,TVEC,2025-05-27
2683,5137,NVQ Level 4,,NAITA,2018-01-22
2684,5143,,Certificate in Plumbing,TVEC,2016-12-08
2685,5143,,Certificate in Plumbing,TVEC,2023-02-20
2686,5147,,Bachelor's Degree,SLBFE Training Center,2020-02-27
2687,5149,,Certificate in Driving,Island Pvt,2018-06-25
2688,5149,,Certificate in Heavy Vehicle Operation,Construction Enterprises,2018-08-29
2689,5152,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2020-12-07
2690,5152,NVQ Level 1,,Island Ltd,2024-05-22
2691,5155,NVQ Level 3,,Lanka Co,2017-03-10
2692,5160,,Certificate in Domestic Work,TVEC,2015-11-07
2693,5162,,Diploma in Business,VTA,2022-03-29
2694,5162,,Diploma in Hospitality,SLBFE Training Center,2025-01-24
2695,5165,,Certificate in Domestic Work,NAITA,2022-07-03
2696,5171,,Certificate in Heavy Vehicle Operation,TVEC,2017-10-12
2697,5171,,Certificate in Carpentry,NAITA,2016-11-11
2698,5172,NVQ Level 3,,SLBFE Training Center,2024-05-29
2699,5173,,Certificate in Caregiving,VTA,2017-03-28
2700,5176,,Certificate in Masonry,NAITA,2020-12-11
2701,5176,,Certificate in Driving,TVEC,2019-01-27
2702,5177,NVQ Level 5,,SLBFE Training Center,2021-08-03
2703,5178,,Certificate in Heavy Vehicle Operation,TVEC,2022-05-19
2704,5183,,Certificate in Plumbing,TVEC,2019-09-15
2705,5187,NVQ Level 1,,SLBFE Training Center,2023-01-18
2706,5187,NVQ Level 4,,SLBFE Training Center,2019-09-07
2707,5193,,Certificate in Carpentry,Tea Co,2024-03-03
2708,5196,,Certificate in Hospitality,Construction Ltd,2025-02-17
2709,5201,,Certificate in Sewing,SLBFE Training Center,2022-10-23
2710,5201,,Certificate in Caregiving,TVEC,2021-09-22
2711,5203,,Diploma in Business,TVEC,2022-08-03
2712,5207,,Certificate in Masonry,SLBFE Training Center,2024-02-02
2713,5207,NVQ Level 4,,VTA,2017-05-21
2714,5214,NVQ Level 5,,NAITA,2019-01-17
2715,5219,,Certificate in Driving,NAITA,2024-10-12
2716,5220,,Master's Degree,TVEC,2017-02-13
2717,5221,,Certificate in Nursing,Tea Co,2022-03-14
2718,5221,NVQ Level 2,,TVEC,2023-05-03
2719,5222,,Certificate in Heavy Vehicle Operation,TVEC,2016-08-11
2720,5224,,Certificate in Nursing,VTA,2025-08-20
2721,5226,,Certificate in Heavy Vehicle Operation,NAITA,2016-03-13
2722,5232,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2023-12-29
2723,5232,,Certificate in Domestic Work,NAITA,2022-11-06
2724,5233,NVQ Level 2,,SLBFE Training Center,2024-05-26
2725,5238,NVQ Level 2,,VTA,2018-04-25
2726,5238,,Diploma in Hospitality,TVEC,2024-08-06
2727,5239,,Certificate in Nursing,Tech Inc,2020-11-03
2728,5240,NVQ Level 1,,TVEC,2016-07-23
2729,5242,,Master's Degree,SLBFE Training Center,2025-05-13
2730,5243,,Certificate in Sewing,VTA,2020-07-06
2731,5244,,O/L,Hotel Plantations,2018-10-10
2732,5245,,O/L,NAITA,2022-03-06
2733,5246,NVQ Level 2,,SLBFE Training Center,2017-05-09
2734,5246,NVQ Level 3,,SLBFE Training Center,2023-11-10
2735,5247,,O/L,Apparel Corp,2025-07-14
2736,5248,,Diploma in Hospitality,VTA,2021-09-28
2737,5248,,O/L,VTA,2019-06-18
2738,5252,NVQ Level 4,,TVEC,2022-11-27
2739,5252,NVQ Level 4,,TVEC,2020-01-11
2740,5254,,Certificate in Driving,VTA,2021-03-16
2741,5256,NVQ Level 3,,TVEC,2019-09-28
2742,5256,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2020-09-16
2743,5257,,Certificate in Domestic Work,TVEC,2023-08-18
2744,5257,,Certificate in Sewing,VTA,2024-07-27
2745,5258,NVQ Level 2,,TVEC,2016-07-20
2746,5258,,Certificate in Nursing,Gem Pvt,2018-05-29
2747,5260,,Bachelor's Degree,Lanka Inc,2015-11-21
2748,5263,NVQ Level 2,,SLBFE Training Center,2024-03-21
2749,5264,,Certificate in IT,Sri Co,2017-08-06
2750,5265,,Certificate in Driving,VTA,2020-02-13
2751,5265,NVQ Level 1,,SLBFE Training Center,2020-02-13
2752,5266,,Certificate in Heavy Vehicle Operation,NAITA,2020-11-01
2753,5268,,Diploma in IT,TVEC,2025-01-07
2754,5268,,Certificate in Nursing,Tech Plantations,2017-06-12
2755,5272,,Certificate in Accounting,NAITA,2016-02-12
2756,5277,NVQ Level 5,,NAITA,2021-05-01
2757,5277,,Diploma in Hospitality,Tea Inc,2019-04-22
2758,5278,,Master's Degree,TVEC,2024-05-24
2759,5278,,Certificate in IT,TVEC,2020-08-21
2760,5279,NVQ Level 4,,NAITA,2020-06-02
2761,5284,,Certificate in Driving,NAITA,2017-04-04
2762,5286,NVQ Level 3,,NAITA,2021-01-10
2763,5289,NVQ Level 4,,NAITA,2016-05-29
2764,5290,,Diploma in IT,SLBFE Training Center,2018-02-21
2765,5290,,Bachelor's Degree,NAITA,2021-03-22
2766,5296,,Certificate in Driving,VTA,2025-07-08
2767,5297,,O/L,SLBFE Training Center,2019-01-18
2768,5297,,Certificate in Heavy Vehicle Operation,VTA,2019-12-28
2769,5301,,Certificate in Hospitality,VTA,2024-05-27
2770,5301,,Master's Degree,NAITA,2022-08-07
2771,5302,,Diploma in IT,VTA,2025-05-11
2772,5307,,Certificate in IT,TVEC,2017-04-30
2773,5308,,Certificate in Cooking,SLBFE Training Center,2024-12-14
2774,5309,NVQ Level 3,,VTA,2024-04-24
2775,5309,,Diploma in IT,TVEC,2020-06-04
2776,5314,,Certificate in Sewing,VTA,2021-09-13
2777,5314,,Certificate in Nursing,VTA,2022-12-17
2778,5322,NVQ Level 4,,TVEC,2020-07-04
2779,5322,,Certificate in Welding,TVEC,2021-07-25
2780,5328,,Certificate in Plumbing,TVEC,2024-04-14
2781,5338,,O/L,Apparel Enterprises,2023-11-02
2782,5339,NVQ Level 5,,VTA,2017-12-09
2783,5339,,Certificate in Plumbing,NAITA,2018-01-01
2784,5342,,A/L,NAITA,2016-07-04
2785,5342,,Diploma in Hospitality,SLBFE Training Center,2022-11-23
2786,5346,,Certificate in Driving,SLBFE Training Center,2017-12-26
2787,5350,,Certificate in Cooking,SLBFE Training Center,2025-01-18
2788,5351,NVQ Level 4,,Lanka Corp,2017-06-01
2789,5353,NVQ Level 3,,SLBFE Training Center,2017-01-05
2790,5355,,O/L,SLBFE Training Center,2020-01-20
2791,5355,NVQ Level 3,,TVEC,2022-03-08
2792,5356,NVQ Level 1,,SLBFE Training Center,2023-08-19
2793,5358,,Certificate in Caregiving,NAITA,2022-12-23
2794,5358,NVQ Level 1,,SLBFE Training Center,2021-03-27
2795,5361,NVQ Level 3,,SLBFE Training Center,2020-08-09
2796,5363,,A/L,VTA,2018-07-24
2797,5363,,Bachelor's Degree,NAITA,2016-08-16
2798,5368,,Diploma in Hospitality,Tech Solutions,2016-02-15
2799,5368,,Certificate in Welding,TVEC,2025-07-13
2800,5371,,Certificate in Masonry,NAITA,2022-10-30
2801,5371,,Certificate in Plumbing,SLBFE Training Center,2016-12-12
2802,5372,,Certificate in Masonry,VTA,2016-03-25
2803,5374,NVQ Level 2,,VTA,2021-04-20
2804,5379,,Certificate in Welding,NAITA,2016-08-16
2805,5379,NVQ Level 2,,TVEC,2022-12-05
2806,5382,,Certificate in Hospitality,Ceylon Enterprises,2024-11-27
2807,5382,,Certificate in Electrical Work,VTA,2025-03-29
2808,5388,,Certificate in IT,Tech Group,2025-01-04
2809,5390,,Bachelor's Degree,NAITA,2017-06-09
2810,5395,NVQ Level 1,,TVEC,2017-06-30
2811,5399,,Certificate in Driving,Sri Co,2022-03-18
2812,5399,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2021-08-16
2813,5402,NVQ Level 2,,TVEC,2018-01-17
2814,5402,,Diploma in Nursing,NAITA,2020-11-14
2815,5403,,Certificate in Hospitality,Lanka Ltd,2024-04-04
2816,5411,,Certificate in Heavy Vehicle Operation,VTA,2024-03-01
2817,5411,,Certificate in Driving,TVEC,2025-02-23
2818,5412,NVQ Level 3,,NAITA,2017-01-16
2819,5412,NVQ Level 1,,NAITA,2018-11-21
2820,5415,,Certificate in Plumbing,VTA,2025-04-18
2821,5416,,A/L,TVEC,2021-09-15
2822,5416,,Diploma in IT,NAITA,2017-09-11
2823,5422,,Diploma in Hospitality,VTA,2020-02-28
2824,5422,,Certificate in Caregiving,SLBFE Training Center,2017-08-02
2825,5424,NVQ Level 4,,VTA,2023-09-11
2826,5427,NVQ Level 2,,VTA,2015-12-21
2827,5430,,Diploma in Business,SLBFE Training Center,2015-09-25
2828,5438,,Certificate in Welding,VTA,2017-09-06
2829,5438,NVQ Level 3,,SLBFE Training Center,2018-06-14
2830,5444,,Certificate in Domestic Work,SLBFE Training Center,2024-10-29
2831,5446,,Certificate in Hospitality,SLBFE Training Center,2025-07-06
2832,5448,,Certificate in Caregiving,TVEC,2017-09-06
2833,5452,,Certificate in Heavy Vehicle Operation,TVEC,2021-06-26
2834,5452,,Certificate in Heavy Vehicle Operation,Tech Ltd,2020-11-06
2835,5458,,Diploma in Business,NAITA,2025-01-14
2836,5458,,Diploma in Business,VTA,2021-02-20
2837,5460,,Certificate in Heavy Vehicle Operation,NAITA,2020-03-14
2838,5464,,Certificate in Masonry,Hotel Enterprises,2019-06-10
2839,5464,,Certificate in IT,Ceylon Co,2021-11-05
2840,5467,,O/L,Gem Plantations,2017-07-31
2841,5467,,O/L,SLBFE Training Center,2023-07-29
2842,5470,,O/L,VTA,2018-05-14
2843,5471,,Diploma in Hospitality,NAITA,2018-12-10
2844,5473,,Certificate in Masonry,SLBFE Training Center,2017-07-04
2845,5474,NVQ Level 3,,Gem Enterprises,2024-07-24
2846,5474,,Certificate in Caregiving,TVEC,2022-01-19
2847,5475,,Master's Degree,TVEC,2022-05-06
2848,5475,,O/L,SLBFE Training Center,2017-12-03
2849,5477,,Diploma in Nursing,SLBFE Training Center,2016-06-03
2850,5483,,Certificate in Heavy Vehicle Operation,VTA,2024-04-23
2851,5483,NVQ Level 3,,Hotel Group,2021-02-15
2852,5485,,Certificate in Nursing,VTA,2018-08-21
2853,5487,,Certificate in Domestic Work,Ceylon Co,2017-02-16
2854,5488,NVQ Level 3,,Gem Pvt,2025-05-24
2855,5489,,Certificate in Heavy Vehicle Operation,NAITA,2018-12-02
2856,5491,NVQ Level 4,,NAITA,2018-12-27
2857,5491,NVQ Level 3,,Lanka Inc,2017-02-28
2858,5497,,Certificate in Driving,TVEC,2017-01-12
2859,5497,,Certificate in Hospitality,TVEC,2016-09-03
2860,5505,,Certificate in Plumbing,SLBFE Training Center,2022-07-06
2861,5506,,Certificate in Domestic Work,TVEC,2024-07-21
2862,5509,,Certificate in Caregiving,VTA,2024-05-26
2863,5513,,Certificate in Accounting,TVEC,2016-11-02
2864,5513,,Certificate in Domestic Work,SLBFE Training Center,2016-02-29
2865,5516,NVQ Level 1,,NAITA,2016-08-03
2866,5516,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2023-08-01
2867,5517,NVQ Level 5,,NAITA,2018-10-29
2868,5526,NVQ Level 1,,TVEC,2015-09-18
2869,5527,,Certificate in Cooking,SLBFE Training Center,2018-08-09
2870,5533,,Certificate in Caregiving,NAITA,2019-06-18
2871,5533,NVQ Level 4,,VTA,2024-12-18
2872,5536,NVQ Level 2,,Hotel Inc,2025-02-16
2873,5536,,Certificate in Driving,SLBFE Training Center,2017-04-01
2874,5544,,Certificate in Hospitality,Sri Co,2023-06-10
2875,5547,,Certificate in Carpentry,Tech Ltd,2024-06-16
2876,5548,,Certificate in Welding,NAITA,2021-10-12
2877,5552,,Certificate in Masonry,SLBFE Training Center,2016-07-24
2878,5556,,Certificate in Masonry,VTA,2021-01-25
2879,5556,,Certificate in Caregiving,TVEC,2023-01-01
2880,5557,,O/L,Construction Group,2024-01-04
2881,5558,NVQ Level 2,,NAITA,2015-11-15
2882,5566,,Diploma in Nursing,Hotel Corp,2017-08-29
2883,5566,NVQ Level 5,,TVEC,2018-02-12
2884,5569,,Certificate in Carpentry,SLBFE Training Center,2018-08-28
2885,5572,,Bachelor's Degree,VTA,2021-11-05
2886,5576,,O/L,TVEC,2024-02-14
2887,5576,,Certificate in Driving,VTA,2020-08-08
2888,5580,,Certificate in Carpentry,TVEC,2017-09-23
2889,5580,,Diploma in Nursing,TVEC,2017-10-13
2890,5583,NVQ Level 1,,SLBFE Training Center,2018-10-13
2891,5592,,Certificate in Sewing,NAITA,2016-02-17
2892,5592,,Certificate in Domestic Work,TVEC,2018-07-28
2893,5593,,Certificate in Caregiving,Tech Inc,2022-03-10
2894,5593,,Certificate in Domestic Work,SLBFE Training Center,2017-02-23
2895,5595,,Diploma in Nursing,VTA,2022-01-01
2896,5598,,Certificate in Caregiving,Ceylon Ltd,2018-02-12
2897,5598,NVQ Level 4,,SLBFE Training Center,2015-11-04
2898,5603,,Certificate in Accounting,Apparel Plantations,2024-10-31
2899,5603,,Certificate in Domestic Work,TVEC,2022-09-24
2900,5612,,Certificate in IT,VTA,2020-11-19
2901,5612,NVQ Level 2,,SLBFE Training Center,2020-03-31
2902,5615,,Certificate in Driving,VTA,2025-05-16
2903,5620,,Certificate in Driving,VTA,2016-03-05
2904,5625,,O/L,SLBFE Training Center,2023-11-13
2905,5627,,Bachelor's Degree,Sri Corp,2015-12-15
2906,5627,,Diploma in Hospitality,VTA,2016-12-07
2907,5630,NVQ Level 3,,Construction Group,2025-02-26
2908,5630,,Diploma in Nursing,TVEC,2020-11-21
2909,5633,NVQ Level 4,,VTA,2020-09-01
2910,5633,,Certificate in Plumbing,SLBFE Training Center,2019-01-29
2911,5634,,Certificate in Hospitality,SLBFE Training Center,2019-09-12
2912,5634,,Certificate in Welding,VTA,2016-04-19
2913,5637,,Certificate in IT,SLBFE Training Center,2017-07-29
2914,5638,,Certificate in Masonry,Lanka Ltd,2022-07-12
2915,5638,,Bachelor's Degree,NAITA,2024-09-06
2916,5642,,Certificate in Hospitality,VTA,2016-10-18
2917,5642,,Certificate in Heavy Vehicle Operation,NAITA,2016-08-25
2918,5646,NVQ Level 3,,Tech Pvt,2023-11-17
2919,5646,NVQ Level 3,,SLBFE Training Center,2024-03-07
2920,5647,,Diploma in Business,VTA,2023-07-26
2921,5648,,Certificate in Electrical Work,Hotel Enterprises,2025-07-21
2922,5649,,Certificate in Electrical Work,Lanka Inc,2021-05-13
2923,5650,,Diploma in Business,TVEC,2016-07-23
2924,5650,,Certificate in Sewing,NAITA,2022-08-08
2925,5651,NVQ Level 5,,NAITA,2019-10-05
2926,5655,,Diploma in Nursing,TVEC,2017-07-11
2927,5658,,Bachelor's Degree,TVEC,2025-08-06
2928,5658,NVQ Level 4,,TVEC,2022-04-27
2929,5659,,Certificate in Masonry,NAITA,2024-12-29
2930,5659,NVQ Level 4,,SLBFE Training Center,2022-12-30
2931,5661,,Certificate in Hospitality,Tea Co,2025-05-10
2932,5662,NVQ Level 2,,SLBFE Training Center,2018-12-22
2933,5663,NVQ Level 4,,Sri Group,2016-06-25
2934,5663,,Certificate in Plumbing,VTA,2021-08-05
2935,5665,,Diploma in IT,Tea Solutions,2018-02-13
2936,5665,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2020-03-21
2937,5667,,Certificate in Domestic Work,SLBFE Training Center,2017-02-24
2938,5669,,Certificate in Masonry,VTA,2016-03-12
2939,5669,,Certificate in Accounting,TVEC,2020-08-13
2940,5672,,Certificate in Masonry,Gem Solutions,2023-09-02
2941,5676,,O/L,Apparel Group,2025-03-08
2942,5676,,O/L,Ceylon Co,2025-03-01
2943,5677,,Certificate in Domestic Work,TVEC,2021-04-27
2944,5677,,Certificate in Cooking,NAITA,2021-03-21
2945,5678,,Certificate in Carpentry,TVEC,2016-08-02
2946,5680,,A/L,TVEC,2017-02-17
2947,5681,,Certificate in Carpentry,SLBFE Training Center,2023-09-16
2948,5685,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2018-06-18
2949,5685,,Certificate in Heavy Vehicle Operation,NAITA,2021-01-31
2950,5686,,Certificate in Caregiving,SLBFE Training Center,2024-12-11
2951,5686,,Certificate in Nursing,VTA,2015-09-21
2952,5691,,Certificate in Accounting,NAITA,2024-04-21
2953,5694,,Certificate in IT,SLBFE Training Center,2023-08-18
2954,5694,,Certificate in Carpentry,Lanka Co,2019-12-28
2955,5695,,Certificate in Electrical Work,Hotel Co,2025-03-23
2956,5695,,Master's Degree,Ceylon Plantations,2025-04-06
2957,5697,,Bachelor's Degree,Hotel Pvt,2022-03-12
2958,5704,,Certificate in Caregiving,Construction Co,2020-10-07
2959,5704,,Certificate in Caregiving,VTA,2020-07-04
2960,5705,,Diploma in Nursing,SLBFE Training Center,2019-01-04
2961,5708,NVQ Level 5,,Tea Co,2024-03-08
2962,5711,,Certificate in Carpentry,TVEC,2020-09-20
2963,5713,,Diploma in Nursing,NAITA,2017-12-29
2964,5714,,O/L,Island Group,2017-03-03
2965,5714,,Certificate in Sewing,Gem Ltd,2024-11-23
2966,5715,,Certificate in Domestic Work,SLBFE Training Center,2017-05-31
2967,5717,NVQ Level 1,,VTA,2016-02-28
2968,5717,,Certificate in Cooking,Sri Ltd,2019-12-06
2969,5718,,Certificate in Masonry,SLBFE Training Center,2024-06-12
2970,5718,,Diploma in Nursing,VTA,2017-08-20
2971,5719,NVQ Level 1,,TVEC,2020-03-23
2972,5721,,Certificate in Plumbing,SLBFE Training Center,2018-08-25
2973,5734,NVQ Level 5,,NAITA,2024-02-12
2974,5734,NVQ Level 2,,VTA,2019-01-23
2975,5740,,Certificate in Caregiving,VTA,2019-12-17
2976,5741,,Certificate in Driving,TVEC,2018-02-26
2977,5745,,Certificate in Sewing,TVEC,2016-06-18
2978,5745,,Certificate in Hospitality,Lanka Enterprises,2023-08-30
2979,5749,,Certificate in Domestic Work,Tech Co,2022-09-13
2980,5750,,Certificate in Plumbing,VTA,2023-08-29
2981,5750,,Certificate in Hospitality,Ceylon Ltd,2023-02-15
2982,5759,NVQ Level 4,,NAITA,2017-09-07
2983,5762,,Certificate in Driving,VTA,2022-03-06
2984,5762,,O/L,SLBFE Training Center,2022-07-29
2985,5763,,O/L,Gem Enterprises,2019-01-29
2986,5764,,Diploma in Business,TVEC,2019-02-01
2987,5769,,A/L,VTA,2018-11-20
2988,5773,,Certificate in Heavy Vehicle Operation,NAITA,2024-11-21
2989,5774,NVQ Level 3,,TVEC,2021-06-15
2990,5777,,O/L,TVEC,2020-05-24
2991,5779,,Certificate in Nursing,NAITA,2016-09-08
2992,5779,,Diploma in IT,Gem Inc,2016-11-11
2993,5785,,Certificate in Driving,VTA,2024-04-01
2994,5785,,Certificate in Welding,TVEC,2020-11-23
2995,5789,,Certificate in Welding,SLBFE Training Center,2025-04-18
2996,5796,,Certificate in Driving,TVEC,2017-05-02
2997,5796,,O/L,SLBFE Training Center,2018-10-05
2998,5797,NVQ Level 4,,SLBFE Training Center,2016-04-29
2999,5802,,Certificate in Nursing,NAITA,2018-12-23
3000,5804,,Certificate in Driving,SLBFE Training Center,2020-07-01
3001,5804,,Certificate in Sewing,TVEC,2016-04-04
3002,5805,,Certificate in Domestic Work,NAITA,2024-11-27
3003,5807,,Certificate in Masonry,VTA,2022-08-13
3004,5807,,Bachelor's Degree,SLBFE Training Center,2018-06-21
3005,5811,,Diploma in Business,SLBFE Training Center,2017-08-09
3006,5812,,Diploma in Business,SLBFE Training Center,2025-07-30
3007,5817,,Certificate in Cooking,SLBFE Training Center,2016-05-23
3008,5817,NVQ Level 5,,SLBFE Training Center,2019-08-13
3009,5818,,Bachelor's Degree,SLBFE Training Center,2022-06-13
3010,5818,,Master's Degree,NAITA,2023-11-20
3011,5820,NVQ Level 2,,SLBFE Training Center,2025-06-20
3012,5823,,O/L,NAITA,2022-12-10
3013,5825,,Certificate in Heavy Vehicle Operation,VTA,2019-07-25
3014,5825,,O/L,VTA,2025-03-19
3015,5830,NVQ Level 3,,Ceylon Plantations,2021-06-19
