EmploymentID,PersonalID,EmploymentSector,Employer,Country,Occupation,StartDate,EndDate,DurationMonths
4819,3922,Healthcare & Nursing,Lanka Plantations,United Arab Emirates,Caregiver,2016-12-22,2020-11-30,48
4820,3922,Domestic Services,Gem Corp,Kuwait,Caregiver,2021-12-04,2024-01-17,26
4821,3924,Hospitality & Tourism,Island Co,Saudi Arabia,Bar Bender,2010-12-07,2015-02-01,51
4822,3924,Hospitality & Tourism,Ceylon Inc,Japan,Bar Bender,2021-06-10,2021-08-27,3
4823,3924,Textile & Sewing,Sri Pvt,Qatar,Bar Bender,2021-11-06,2022-01-02,2
4824,3924,Cleaning Services,Island Pvt,Maldives,Bar Bender,2022-02-19,2022-09-08,7
4825,3925,Engineering & Technical,Hotel Plantations,Saudi Arabia,Domestic Worker,2022-08-10,2024-03-03,20
4826,3926,Domestic Services,Tea Group,Qatar,Technician,2013-08-05,2017-05-28,47
4827,3926,Security Services,Construction Solutions,Saudi Arabia,Technician,2023-09-14,2023-10-10,1
4828,3926,Driving & Transportation,Ceylon Pvt,Oman,Technician,2023-10-15,2024-10-13,13
4829,3928,Education & Training,Sri Enterprises,United Arab Emirates,Domestic Worker,2012-03-23,2014-06-05,27
4830,3928,Hospitality & Tourism,Island Enterprises,United Arab Emirates,Domestic Worker,2014-07-20,2023-12-21,115
4831,3930,Logistics & Warehousing,Lanka Inc,Saudi Arabia,Construction Supervisor,2011-04-25,2015-09-30,54
4832,3930,Healthcare & Nursing,Gem Enterprises,United Arab Emirates,Construction Supervisor,2020-07-05,2025-05-13,60
4833,3931,Garment & Apparel,Hotel Pvt,Qatar,Security Guard,2020-06-07,2023-10-22,42
4834,3932,Security Services,Ceylon Co,Qatar,Cook,2017-04-14,2018-12-19,21
4835,3932,Garment & Apparel,Sri Enterprises,Saudi Arabia,Cook,2023-06-25,2023-09-02,3
4836,3932,Driving & Transportation,Gem Co,United Arab Emirates,Cook,2024-02-17,2024-03-23,2
4837,3933,Healthcare & Nursing,Ceylon Ltd,Saudi Arabia,Machine Operator,2021-06-12,2022-08-27,15
4838,3935,Agriculture & Fishery,Sri Co,Cyprus,Delivery Driver,2015-02-13,2015-09-06,7
4839,3935,Logistics & Warehousing,Tea Co,Jordan,Delivery Driver,2020-04-02,2021-04-20,13
4840,3935,Garment & Apparel,Tea Pvt,Qatar,Delivery Driver,2021-05-12,2025-02-14,46
4841,3936,Cleaning Services,Gem Corp,Malaysia,Chef,2014-08-04,2024-08-10,122
4842,3940,Hospitality & Tourism,Ceylon Pvt,Maldives,Kitchen Helper,2014-03-12,2015-09-04,19
4843,3940,Engineering & Technical,Apparel Group,United Arab Emirates,Kitchen Helper,2015-10-26,2015-11-23,1
4844,3940,Construction,Hotel Plantations,Kuwait,Kitchen Helper,2018-02-28,2023-05-17,64
4845,3944,Domestic Services,Apparel Solutions,Maldives,Construction Supervisor,2020-12-08,2024-04-13,41
4846,3945,IT & Professional Services,Ceylon Plantations,Maldives,Forklift Operator,2018-12-02,2020-05-06,18
4847,3945,IT & Professional Services,Sri Inc,Kuwait,Forklift Operator,2023-02-26,2024-09-29,20
4848,3946,Manufacturing,Gem Pvt,South Korea,Waiter,2018-08-06,2021-07-21,36
4849,3951,Beauty & Personal Care,Ceylon Co,Maldives,Agricultural Worker,2012-08-02,2023-01-09,128
4850,3952,Security Services,Tea Solutions,Malaysia,Logistics Coordinator,2014-07-09,2021-02-26,81
4851,3952,Retail & Sales,Hotel Ltd,Qatar,Logistics Coordinator,2021-10-22,2025-06-29,45
4852,3954,Facility Management,Ceylon Solutions,Romania,Technician,2011-02-05,2013-10-13,33
4853,3955,Manufacturing,Sri Inc,Japan,Welder,2013-05-01,2020-03-04,84
4854,3955,Construction,Construction Co,Saudi Arabia,Welder,2021-12-17,2025-08-20,45
4855,3956,Healthcare & Nursing,Gem Solutions,United Kingdom,Delivery Driver,2017-06-30,2020-06-11,36
4856,3956,Hospitality & Tourism,Ceylon Pvt,United Arab Emirates,Delivery Driver,2023-07-12,2024-03-21,9
4857,3957,Construction,Tea Enterprises,Jordan,Nurse,2013-01-16,2013-04-12,3
4858,3957,Garment & Apparel,Construction Enterprises,Kuwait,Nurse,2016-09-28,2019-02-19,30
4859,3957,Security Services,Hotel Solutions,Cyprus,Nurse,2020-07-13,2024-12-08,54
4860,3959,Education & Training,Ceylon Plantations,Oman,Electrician,2011-07-13,2017-08-27,75
4861,3959,Agriculture & Fishery,Lanka Ltd,Kuwait,Electrician,2018-03-04,2018-03-23,1
4862,3959,Engineering & Technical,Lanka Corp,Saudi Arabia,Electrician,2018-06-13,2020-09-14,28
4863,3961,Beauty & Personal Care,Gem Group,Kuwait,Construction Supervisor,2016-05-23,2025-04-30,109
4864,3962,Beauty & Personal Care,Tech Co,Saudi Arabia,Heavy Vehicle Operator,2014-02-26,2016-02-08,24
4865,3962,Facility Management,Sri Co,Qatar,Heavy Vehicle Operator,2017-12-21,2018-12-14,12
4866,3962,Hospitality & Tourism,Gem Ltd,Saudi Arabia,Heavy Vehicle Operator,2020-06-26,2021-06-18,12
4867,3964,Construction,Hotel Corp,Kuwait,Tailor,2013-12-24,2023-09-23,119
4868,3966,Domestic Services,Lanka Corp,Jordan,Shuttering Carpenter,2011-12-02,2013-03-23,16
4869,3966,Domestic Services,Sri Ltd,Qatar,Shuttering Carpenter,2018-02-06,2018-09-12,8
4870,3966,Domestic Services,Tea Plantations,Cyprus,Shuttering Carpenter,2018-10-11,2024-09-18,73
4871,3967,Healthcare & Nursing,Tea Co,Cyprus,Chef,2014-07-06,2014-08-14,2
4872,3967,Driving & Transportation,Hotel Enterprises,Maldives,Chef,2014-08-31,2016-05-20,21
4873,3967,Agriculture & Fishery,Apparel Plantations,Saudi Arabia,Chef,2016-08-19,2016-08-30,1
4874,3967,Logistics & Warehousing,Gem Corp,United Kingdom,Chef,2017-06-08,2025-05-04,97
4875,3968,Domestic Services,Tech Solutions,Saudi Arabia,Housemaid,2022-11-20,2024-07-17,21
4876,3969,Logistics & Warehousing,Ceylon Pvt,Bahrain,Machine Operator,2011-09-06,2018-02-18,79
4877,3970,Domestic Services,Tea Group,Saudi Arabia,Caregiver,2015-09-12,2019-12-12,52
4878,3971,Healthcare & Nursing,Lanka Group,United Arab Emirates,Caregiver,2011-10-18,2011-12-13,2
4879,3971,Domestic Services,Sri Inc,Saudi Arabia,Caregiver,2012-01-08,2012-08-13,8
4881,3972,Facility Management,Hotel Corp,New Zealand,Delivery Driver,2019-10-25,2021-01-10,15
4882,3974,IT & Professional Services,Tea Inc,Seychelles,Cook,2023-09-15,2024-12-02,15
4883,3976,Healthcare & Nursing,Sri Co,Saudi Arabia,Forklift Operator,2018-03-18,2018-06-22,4
4884,3977,Cleaning Services,Island Ltd,Saudi Arabia,Domestic Worker,2024-03-29,2025-01-25,11
4885,3978,Cleaning Services,Ceylon Plantations,United Arab Emirates,Logistics Coordinator,2021-04-28,2021-12-22,8
4886,3978,Healthcare & Nursing,Tea Solutions,Saudi Arabia,Logistics Coordinator,2022-04-18,2024-07-25,28
4887,3979,Agriculture & Fishery,Construction Pvt,Kuwait,Kitchen Helper,2014-06-27,2015-07-04,13
4888,3979,Security Services,Island Inc,Saudi Arabia,Kitchen Helper,2017-09-11,2018-03-28,7
4889,3979,Construction,Sri Inc,Maldives,Kitchen Helper,2018-03-29,2018-06-18,3
4890,3979,Logistics & Warehousing,Sri Corp,Saudi Arabia,Kitchen Helper,2018-07-13,2020-10-07,28
4892,3982,Logistics & Warehousing,Island Ltd,Saudi Arabia,Driver,2016-02-12,2019-12-03,47
4893,3984,Agriculture & Fishery,Tea Co,United Arab Emirates,Construction Supervisor,2020-06-21,2022-11-13,30
4894,3985,Healthcare & Nursing,Ceylon Ltd,Kuwait,Delivery Driver,2011-10-25,2018-12-20,88
4895,3986,Engineering & Technical,Sri Solutions,Qatar,Technician,2013-09-05,2015-08-25,24
4896,3986,Agriculture & Fishery,Tech Inc,Saudi Arabia,Technician,2017-06-03,2019-02-24,22
4897,3987,Security Services,Hotel Group,Romania,Warehouse Worker,2021-10-16,2021-11-04,1
4898,3988,Domestic Services,Ceylon Plantations,United Arab Emirates,Housemaid,2021-08-23,2022-09-07,13
4899,3988,Cleaning Services,Tech Ltd,Saudi Arabia,Housemaid,2023-08-21,2023-12-31,5
4900,3990,Hospitality & Tourism,Construction Inc,Jordan,Delivery Driver,2015-06-25,2022-10-23,90
4901,3991,Engineering & Technical,Ceylon Solutions,United Arab Emirates,Cook,2019-02-27,2020-06-14,16
4902,3991,Logistics & Warehousing,Island Co,Kuwait,Cook,2023-07-18,2025-02-28,20
4903,3993,Manufacturing,Tech Ltd,Qatar,House Driver,2010-11-29,2011-11-12,12
4904,3993,Logistics & Warehousing,Construction Plantations,Saudi Arabia,House Driver,2013-09-27,2014-01-08,4
4905,3993,Garment & Apparel,Island Group,Oman,House Driver,2014-02-23,2017-04-05,38
4906,3995,Engineering & Technical,Island Enterprises,Saudi Arabia,Technician,2015-03-21,2018-03-27,37
4908,3998,IT & Professional Services,Hotel Enterprises,Kuwait,General Labourer,2015-11-25,2018-05-08,30
4909,3999,Cleaning Services,Island Solutions,South Korea,Fishery Worker,2017-09-07,2023-12-27,77
4910,4000,Security Services,Tea Inc,Saudi Arabia,Nurse,2019-01-26,2022-02-14,38
4911,4000,Agriculture & Fishery,Apparel Ltd,Qatar,Nurse,2022-10-06,2024-08-17,23
4912,4001,Agriculture & Fishery,Lanka Co,Saudi Arabia,Domestic Worker,2014-10-25,2014-11-26,2
4913,4001,Engineering & Technical,Sri Group,South Korea,Domestic Worker,2015-11-21,2021-05-09,67
4914,4002,Security Services,Sri Co,Maldives,Domestic Worker,2011-03-20,2011-06-04,3
4915,4002,Engineering & Technical,Hotel Pvt,Qatar,Domestic Worker,2012-10-12,2014-08-22,23
4916,4002,Driving & Transportation,Ceylon Co,Kuwait,Domestic Worker,2014-11-10,2016-02-02,15
4917,4002,Logistics & Warehousing,Lanka Enterprises,United Arab Emirates,Domestic Worker,2016-04-13,2016-11-06,7
4918,4005,Agriculture & Fishery,Construction Ltd,Kuwait,General Labourer,2010-10-30,2013-12-30,39
4919,4005,Education & Training,Tech Enterprises,United Arab Emirates,General Labourer,2015-01-12,2019-10-29,59
4920,4005,Garment & Apparel,Island Enterprises,Cyprus,General Labourer,2023-08-23,2024-05-14,9
4921,4006,Cleaning Services,Apparel Solutions,Singapore,House Driver,2011-11-13,2025-03-17,163
4922,4012,Cleaning Services,Hotel Solutions,United Arab Emirates,Housemaid,2022-10-02,2024-11-29,27
4923,4013,Domestic Services,Construction Corp,Qatar,Engineer,2014-06-03,2015-01-23,8
4924,4013,Driving & Transportation,Tech Group,Singapore,Engineer,2015-09-26,2019-11-24,51
4925,4015,Retail & Sales,Sri Pvt,Saudi Arabia,Domestic Worker,2020-07-07,2020-10-29,4
4926,4021,Construction,Construction Co,Kuwait,Mason,2019-10-06,2019-11-28,2
4927,4023,Education & Training,Apparel Solutions,Qatar,Chef,2015-05-29,2020-05-29,61
4928,4023,Retail & Sales,Apparel Inc,Singapore,Chef,2024-02-27,2024-09-13,7
4929,4026,Security Services,Construction Solutions,Saudi Arabia,Heavy Vehicle Operator,2019-11-04,2025-07-06,70
4930,4028,Logistics & Warehousing,Apparel Solutions,Qatar,Hotel Housekeeper,2022-10-19,2024-02-03,16
4931,4029,Textile & Sewing,Construction Solutions,Saudi Arabia,Technician,2016-11-13,2017-06-27,8
4932,4029,Garment & Apparel,Sri Corp,United Arab Emirates,Technician,2023-08-21,2024-01-17,5
4933,4032,Security Services,Sri Corp,Qatar,Warehouse Worker,2015-08-04,2016-10-23,15
4934,4032,Cleaning Services,Lanka Co,Saudi Arabia,Warehouse Worker,2022-11-10,2023-04-11,6
4935,4033,IT & Professional Services,Construction Co,South Korea,Laundry Worker,2023-06-26,2024-10-31,17
4936,4034,Domestic Services,Island Enterprises,Kuwait,Housemaid,2017-08-26,2017-10-10,2
4937,4034,Cleaning Services,Construction Solutions,Saudi Arabia,Housemaid,2020-04-09,2021-03-16,12
4938,4035,Cleaning Services,Gem Corp,Japan,Sewing Machine Operator,2012-08-04,2014-08-08,25
4939,4035,Manufacturing,Construction Plantations,Saudi Arabia,Sewing Machine Operator,2016-06-22,2024-05-19,97
4940,4037,IT & Professional Services,Island Inc,Romania,Cook,2016-05-25,2019-10-28,42
4941,4037,Agriculture & Fishery,Sri Pvt,United Arab Emirates,Cook,2020-12-25,2022-02-03,14
4942,4037,Driving & Transportation,Island Ltd,Kuwait,Cook,2022-02-19,2025-07-27,42
4943,4038,Agriculture & Fishery,Construction Group,United Arab Emirates,Construction Supervisor,2013-02-22,2014-08-12,18
4944,4038,Beauty & Personal Care,Ceylon Pvt,Saudi Arabia,Construction Supervisor,2015-03-06,2015-03-10,1
4945,4038,Textile & Sewing,Ceylon Enterprises,Maldives,Construction Supervisor,2021-10-30,2025-04-11,42
4946,4039,Cleaning Services,Tech Ltd,Saudi Arabia,Administrative Assistant,2013-04-02,2015-09-22,31
4947,4039,Retail & Sales,Tea Plantations,Qatar,Administrative Assistant,2017-02-08,2020-04-20,39
4948,4040,Logistics & Warehousing,Ceylon Group,Malaysia,Forklift Operator,2010-09-29,2010-10-22,1
4949,4040,Cleaning Services,Gem Corp,Qatar,Forklift Operator,2011-05-02,2012-06-27,15
4950,4040,Engineering & Technical,Apparel Corp,United Arab Emirates,Forklift Operator,2017-08-17,2020-01-06,30
4951,4041,Retail & Sales,Apparel Corp,Qatar,Laundry Worker,2013-11-29,2017-04-02,41
4952,4041,Logistics & Warehousing,Construction Ltd,Qatar,Laundry Worker,2018-01-23,2024-07-02,79
4953,4044,Cleaning Services,Apparel Solutions,South Korea,Plumber,2014-11-19,2016-12-29,26
4954,4044,Healthcare & Nursing,Gem Enterprises,United Arab Emirates,Plumber,2018-12-04,2021-08-21,34
4955,4047,Domestic Services,Lanka Inc,Japan,Packing Worker,2012-10-25,2015-12-25,39
4956,4047,Logistics & Warehousing,Sri Co,Japan,Packing Worker,2020-04-23,2021-05-09,13
4957,4047,Cleaning Services,Island Enterprises,Kuwait,Packing Worker,2023-10-14,2025-02-28,17
4958,4049,Textile & Sewing,Construction Ltd,Qatar,Hotel Housekeeper,2012-07-23,2012-09-13,2
4959,4049,Domestic Services,Lanka Pvt,United Arab Emirates,Hotel Housekeeper,2013-02-28,2015-12-10,34
4960,4049,Logistics & Warehousing,Lanka Pvt,Jordan,Hotel Housekeeper,2016-03-06,2018-04-30,27
4961,4049,Healthcare & Nursing,Tech Pvt,Saudi Arabia,Hotel Housekeeper,2020-08-16,2022-09-05,25
4962,4051,Retail & Sales,Lanka Co,United Arab Emirates,Delivery Driver,2022-10-20,2024-04-26,19
4963,4052,Textile & Sewing,Island Plantations,United Arab Emirates,General Labourer,2011-01-02,2011-09-09,9
4964,4052,Retail & Sales,Apparel Corp,Kuwait,General Labourer,2015-01-29,2016-12-04,23
4965,4052,Facility Management,Island Ltd,Saudi Arabia,General Labourer,2017-01-08,2023-06-18,79
4966,4052,Construction,Gem Enterprises,Canada,General Labourer,2024-07-03,2024-08-16,2
4967,4054,Agriculture & Fishery,Hotel Plantations,Seychelles,Administrative Assistant,2021-12-11,2024-05-23,30
4968,4055,Engineering & Technical,Tech Inc,Qatar,General Labourer,2021-07-12,2024-09-23,39
4969,4056,Cleaning Services,Construction Plantations,Saudi Arabia,Receptionist,2012-05-10,2013-12-30,20
4970,4056,Engineering & Technical,Construction Plantations,Saudi Arabia,Receptionist,2018-06-15,2021-12-01,43
4971,4057,Security Services,Construction Corp,Oman,Accountant,2022-03-25,2024-10-08,31
4972,4059,Agriculture & Fishery,Tea Solutions,Romania,Construction Supervisor,2015-06-14,2024-03-22,107
4973,4061,Cleaning Services,Island Enterprises,Kuwait,Housemaid,2021-02-24,2021-04-22,2
4974,4061,Cleaning Services,Tech Plantations,Saudi Arabia,Housemaid,2023-02-10,2023-02-27,1
4975,4061,Cleaning Services,Construction Pvt,United Arab Emirates,Housemaid,2023-05-25,2024-10-23,18
4976,4062,Garment & Apparel,Island Co,Bahrain,Nursing Assistant,2011-05-14,2011-09-07,4
4977,4062,Beauty & Personal Care,Tech Plantations,Saudi Arabia,Nursing Assistant,2012-04-28,2013-12-24,21
4978,4062,Healthcare & Nursing,Apparel Solutions,United Arab Emirates,Nursing Assistant,2022-02-27,2022-05-01,3
4980,4063,Beauty & Personal Care,Lanka Enterprises,Saudi Arabia,Maintenance Worker,2021-02-10,2022-07-20,18
4981,4063,IT & Professional Services,Tea Solutions,Hong Kong,Maintenance Worker,2022-09-16,2023-04-23,8
4982,4065,Manufacturing,Construction Plantations,Kuwait,Machine Operator,2014-05-30,2014-10-03,5
4983,4065,Retail & Sales,Lanka Enterprises,Russia,Machine Operator,2022-03-14,2024-09-09,31
4984,4069,Healthcare & Nursing,Gem Group,Saudi Arabia,Caregiver,2011-09-22,2012-06-25,10
4985,4069,Healthcare & Nursing,Sri Corp,United Arab Emirates,Caregiver,2019-06-16,2022-01-09,32
4986,4069,Domestic Services,Island Pvt,Kuwait,Caregiver,2022-06-08,2022-09-30,4
4987,4070,Construction,Lanka Corp,Malaysia,Cleaner,2013-02-20,2022-02-13,110
4988,4073,Driving & Transportation,Sri Ltd,Saudi Arabia,Driver,2010-11-14,2014-07-28,46
4989,4073,Logistics & Warehousing,Tea Group,United Arab Emirates,Driver,2017-05-15,2019-11-08,31
4990,4074,Agriculture & Fishery,Ceylon Group,Qatar,Machine Operator,2014-01-27,2017-02-02,37
4991,4075,Cleaning Services,Hotel Pvt,United Arab Emirates,Housemaid,2010-11-09,2021-06-12,129
4992,4076,Healthcare & Nursing,Gem Corp,Saudi Arabia,Teacher Assistant,2022-06-27,2024-11-14,30
4993,4077,Facility Management,Lanka Enterprises,Maldives,Plumber,2012-01-26,2012-09-27,9
4994,4077,Beauty & Personal Care,Ceylon Solutions,Maldives,Plumber,2014-03-26,2022-06-30,101
4995,4080,Retail & Sales,Gem Group,Jordan,Delivery Driver,2014-04-22,2014-09-10,5
4996,4080,Construction,Island Inc,Saudi Arabia,Delivery Driver,2014-12-19,2015-02-28,3
4997,4080,Textile & Sewing,Construction Solutions,Saudi Arabia,Delivery Driver,2015-09-20,2016-07-30,11
4998,4080,Garment & Apparel,Gem Plantations,Malaysia,Delivery Driver,2016-10-30,2016-10-30,1
5000,4082,Retail & Sales,Gem Inc,Malaysia,Construction Supervisor,2011-11-01,2012-01-29,3
5001,4082,Education & Training,Island Co,Saudi Arabia,Construction Supervisor,2019-06-03,2024-09-15,65
5002,4084,Manufacturing,Gem Ltd,Japan,Welder,2017-10-20,2020-12-10,39
5003,4084,Construction,Island Enterprises,Saudi Arabia,Welder,2021-03-19,2022-03-16,13
5004,4085,Cleaning Services,Hotel Plantations,United Arab Emirates,Sewing Machine Operator,2016-03-23,2020-03-23,49
5005,4085,Manufacturing,Construction Pvt,Malaysia,Sewing Machine Operator,2020-06-15,2023-07-17,38
5006,4085,Driving & Transportation,Island Corp,Romania,Sewing Machine Operator,2023-12-30,2024-03-06,3
5007,4086,Security Services,Construction Group,Qatar,Construction Supervisor,2011-01-11,2013-09-25,33
5008,4086,Construction,Sri Pvt,Saudi Arabia,Construction Supervisor,2016-04-30,2025-04-01,109
5009,4087,Agriculture & Fishery,Island Pvt,Qatar,Laundry Worker,2013-03-28,2014-08-07,17
5010,4092,Beauty & Personal Care,Ceylon Solutions,United Kingdom,Receptionist,2014-09-15,2022-06-12,95
5011,4093,Beauty & Personal Care,Sri Co,Australia,Salesperson,2014-05-03,2020-04-17,73
5012,4095,Beauty & Personal Care,Tea Group,United Arab Emirates,Carpenter,2019-07-07,2023-01-02,43
5013,4097,Garment & Apparel,Tech Co,Oman,Cleaner,2014-07-08,2014-11-19,5
5014,4097,Manufacturing,Tea Solutions,Kuwait,Cleaner,2019-10-02,2024-04-25,56
5015,4098,Manufacturing,Construction Co,Saudi Arabia,Welder,2011-01-14,2018-01-19,86
5016,4103,Manufacturing,Island Co,Malaysia,Room Attendant,2021-11-25,2023-11-04,24
5017,4105,Hospitality & Tourism,Tea Co,Romania,Accountant,2016-07-04,2024-03-03,94
5018,4108,Domestic Services,Sri Pvt,Turkey,Hotel Housekeeper,2022-06-08,2025-01-06,32
5019,4109,Manufacturing,Construction Inc,Saudi Arabia,Hotel Housekeeper,2012-04-18,2013-04-27,13
5020,4110,Construction,Ceylon Co,United Arab Emirates,Nursing Assistant,2014-11-22,2014-12-11,1
5021,4110,Agriculture & Fishery,Construction Group,Saudi Arabia,Nursing Assistant,2016-03-06,2016-04-08,2
5022,4110,IT & Professional Services,Ceylon Inc,Qatar,Nursing Assistant,2020-08-28,2021-09-12,13
5023,4110,Textile & Sewing,Gem Inc,Israel,Nursing Assistant,2022-12-07,2025-01-14,26
5024,4114,Healthcare & Nursing,Construction Co,Qatar,Engineer,2022-10-14,2022-10-16,1
5025,4116,Manufacturing,Ceylon Solutions,Kuwait,Packing Worker,2012-05-09,2014-12-31,33
5026,4116,Agriculture & Fishery,Island Ltd,Cyprus,Packing Worker,2015-11-22,2016-02-09,3
5027,4116,Agriculture & Fishery,Island Solutions,Qatar,Packing Worker,2017-01-12,2020-05-08,41
5028,4117,Logistics & Warehousing,Lanka Inc,Japan,Gardener,2014-12-17,2015-01-29,2
5029,4117,Cleaning Services,Ceylon Solutions,Lebanon,Gardener,2015-05-06,2020-02-14,59
5030,4117,Facility Management,Ceylon Enterprises,Bahrain,Gardener,2024-02-06,2025-02-10,13
5031,4119,Domestic Services,Tea Solutions,Singapore,Forklift Operator,2011-02-16,2014-06-23,41
5032,4119,Education & Training,Island Co,United Arab Emirates,Forklift Operator,2016-12-05,2019-10-13,35
5033,4120,Engineering & Technical,Lanka Enterprises,United Arab Emirates,General Labourer,2013-07-21,2014-05-12,10
5034,4120,Facility Management,Apparel Pvt,Qatar,General Labourer,2021-12-20,2022-01-30,2
5035,4120,Construction,Island Ltd,Saudi Arabia,General Labourer,2023-10-06,2024-04-01,6
5036,4121,Domestic Services,Lanka Corp,Kuwait,Caregiver,2023-03-30,2025-05-22,27
5037,4122,Domestic Services,Lanka Ltd,Kuwait,Housemaid,2017-02-13,2020-03-04,38
5038,4122,Domestic Services,Hotel Solutions,Saudi Arabia,Housemaid,2020-08-23,2022-10-06,26
5039,4124,Hospitality & Tourism,Sri Enterprises,United Arab Emirates,Shuttering Carpenter,2012-02-11,2012-11-20,10
5040,4126,Healthcare & Nursing,Hotel Enterprises,Saudi Arabia,Fishery Worker,2023-06-20,2025-05-30,24
5041,4127,Agriculture & Fishery,Lanka Inc,Qatar,General Labourer,2012-02-25,2017-07-28,66
5042,4127,Healthcare & Nursing,Gem Enterprises,Saudi Arabia,General Labourer,2019-10-27,2020-01-15,3
5043,4127,Facility Management,Gem Group,Singapore,General Labourer,2020-10-07,2022-09-19,24
5044,4130,Education & Training,Tech Ltd,Kuwait,Construction Supervisor,2011-07-26,2014-11-29,41
5045,4130,Garment & Apparel,Lanka Plantations,Oman,Construction Supervisor,2017-11-08,2024-09-21,84
5046,4133,Driving & Transportation,Apparel Inc,Saudi Arabia,Hotel Housekeeper,2012-12-21,2015-09-19,34
5047,4133,Construction,Tech Inc,South Korea,Hotel Housekeeper,2019-07-01,2020-08-22,14
5048,4133,IT & Professional Services,Tea Enterprises,Oman,Hotel Housekeeper,2020-11-19,2023-04-04,29
5049,4135,Hospitality & Tourism,Hotel Pvt,United Arab Emirates,Quality Control Inspector,2015-02-16,2020-06-23,66
5050,4135,Garment & Apparel,Island Enterprises,Qatar,Quality Control Inspector,2022-05-08,2024-12-16,32
5051,4136,Domestic Services,Apparel Plantations,Saudi Arabia,Plumber,2024-03-06,2024-03-24,1
5052,4136,Logistics & Warehousing,Island Co,Saudi Arabia,Plumber,2024-03-24,2024-10-31,8
5053,4138,Domestic Services,Apparel Plantations,Saudi Arabia,Nursing Assistant,2014-08-06,2015-05-09,10
5054,4138,Driving & Transportation,Tea Corp,Qatar,Nursing Assistant,2017-11-27,2022-03-19,53
5055,4138,Hospitality & Tourism,Sri Ltd,Canada,Nursing Assistant,2024-03-25,2024-05-12,2
5056,4139,Manufacturing,Lanka Enterprises,United Arab Emirates,Quality Control Inspector,2015-07-31,2016-12-29,18
5057,4139,IT & Professional Services,Lanka Pvt,Maldives,Quality Control Inspector,2020-10-22,2021-07-29,10
5058,4139,Cleaning Services,Gem Group,Qatar,Quality Control Inspector,2022-09-26,2023-03-19,6
5059,4141,Agriculture & Fishery,Lanka Solutions,Serbia,Engineer,2016-12-04,2018-09-12,22
5060,4141,Construction,Construction Corp,Japan,Engineer,2019-02-18,2021-07-05,29
5061,4141,Agriculture & Fishery,Construction Solutions,United Arab Emirates,Engineer,2021-12-02,2022-10-06,11
5062,4141,Driving & Transportation,Tea Inc,Qatar,Engineer,2024-01-20,2025-05-19,17
5063,4142,Manufacturing,Lanka Group,Qatar,Cleaner,2011-06-26,2018-06-17,85
5064,4144,Textile & Sewing,Construction Corp,Malaysia,Nurse,2022-07-20,2023-06-09,11
5065,4145,Retail & Sales,Gem Plantations,Qatar,Construction Helper,2020-08-19,2021-02-07,6
5066,4146,Garment & Apparel,Sri Solutions,Kuwait,Construction Helper,2012-01-29,2012-04-30,4
5067,4146,Agriculture & Fishery,Gem Group,Kuwait,Construction Helper,2013-11-24,2014-03-29,5
5068,4146,Logistics & Warehousing,Construction Ltd,Maldives,Construction Helper,2015-10-30,2024-05-21,105
5069,4147,Education & Training,Sri Inc,Bahrain,Waiter,2016-07-18,2018-01-28,19
5070,4147,IT & Professional Services,Sri Pvt,South Korea,Waiter,2019-10-08,2021-07-09,22
5071,4148,Facility Management,Tea Enterprises,Saudi Arabia,House Driver,2016-09-22,2017-02-16,5
5072,4148,Beauty & Personal Care,Apparel Ltd,Saudi Arabia,House Driver,2017-07-25,2020-01-21,31
5073,4148,Manufacturing,Construction Corp,Saudi Arabia,House Driver,2020-12-16,2023-01-26,26
5074,4152,Hospitality & Tourism,Tech Pvt,Saudi Arabia,Engineer,2012-01-02,2021-09-17,119
5075,4153,Domestic Services,Sri Inc,Kuwait,Cleaner,2017-08-20,2024-07-11,84
5076,4155,Security Services,Apparel Inc,Maldives,Cook,2017-10-31,2019-07-08,21
5078,4158,Domestic Services,Sri Enterprises,Qatar,Plumber,2015-11-26,2017-02-05,15
5079,4158,IT & Professional Services,Tea Inc,United Arab Emirates,Plumber,2019-09-01,2024-01-28,54
5080,4160,Agriculture & Fishery,Tech Plantations,Saudi Arabia,Waiter,2018-03-30,2023-06-19,64
5081,4162,Garment & Apparel,Tech Group,South Korea,General Labourer,2011-02-15,2017-07-20,79
5082,4162,Garment & Apparel,Hotel Co,Maldives,General Labourer,2023-12-30,2024-05-11,5
5083,4164,Construction,Gem Corp,Cyprus,Nurse,2023-02-22,2023-03-20,1
5084,4167,Logistics & Warehousing,Tech Co,United Arab Emirates,Driver,2023-03-16,2023-11-03,8
5085,4169,Security Services,Tech Solutions,Kuwait,Nursing Assistant,2019-10-15,2021-05-04,19
5086,4169,Retail & Sales,Gem Ltd,Kuwait,Nursing Assistant,2023-12-18,2024-09-04,9
5087,4170,Driving & Transportation,Island Pvt,Qatar,Gardener,2011-12-03,2014-01-25,27
5088,4170,Retail & Sales,Hotel Group,Jordan,Gardener,2014-06-09,2017-04-21,35
5089,4170,Domestic Services,Apparel Ltd,Saudi Arabia,Gardener,2020-08-16,2024-07-23,48
5090,4171,Facility Management,Tea Pvt,Saudi Arabia,Laundry Worker,2020-01-08,2022-01-08,25
5091,4171,IT & Professional Services,Hotel Pvt,Saudi Arabia,Laundry Worker,2022-12-30,2023-05-18,5
