HigherEduID,PersonalID,QualificationType,CourseName,University,Year,Result
810,4662,BA,Business Tech,University of Colombo,1980,Second Lower
811,4672,BA,Engineering Elite,University of Moratuwa,2025,Second Upper
812,4687,BSc,Hospitality Advanced,Eastern University,2018,Second Upper
813,4690,BSc,Nursing Global,Eastern University,1998,Second Upper
814,4694,BA,Nursing Tech,University of Moratuwa,2024,First Class
815,4709,Diploma,Accounting Premier,University of Kelaniya,2000,Second Lower
816,4714,BA,Engineering International,University of Moratuwa,2022,Second Upper
817,4714,BSc,Hospitality National,University of Moratuwa,1996,Second Upper
818,4721,Higher Diploma,Nursing Advanced,University of Ruhuna,1983,
819,4729,BA,Engineering Global,University of Sri Jayewardenepura,2003,First Class
820,4732,MSc,Nursing Elite,Eastern University,2021,Pass
821,4735,BSc,Computer Science Premier,Open University of Sri Lanka,2018,Merit
822,4738,BA,Business Elite,Open University of Sri Lanka,2023,Second Upper
823,4746,Diploma,Business Tech,University of Peradeniya,1993,Second Upper
824,4762,BA,Hospitality Global,Sabaragamuwa University of Sri Lanka,2000,
825,4763,Higher Diploma,Nursing Advanced,University of Colombo,1989,Second Upper
826,4768,BA,Business Elite,University of Colombo,1982,Pass
827,4770,BSc,Accounting Global,Sabaragamuwa University of Sri Lanka,2019,Merit
828,4777,Higher Diploma,Nursing International,University of Ruhuna,1991,Second Lower
829,4777,BSc,Nursing Global,University of Peradeniya,2013,First Class
830,4781,BSc,Hospitality International,University of Ruhuna,2001,Pass
831,4781,BSc,Hospitality Premier,University of Kelaniya,1986,
832,4784,Diploma,Engineering Tech,University of Sri Jayewardenepura,2010,Merit
833,4786,BSc,Nursing Advanced,University of Moratuwa,2007,Second Upper
834,4805,Higher Diploma,Business Elite,University of Ruhuna,2010,Second Lower
835,4806,MSc,Nursing Advanced,University of Jaffna,1995,Second Lower
836,4810,BSc,Accounting Advanced,University of Moratuwa,2006,Merit
837,4819,BSc,Hospitality International,University of Sri Jayewardenepura,2011,Merit
838,4819,Diploma,Engineering Premier,University of Ruhuna,1980,First Class
839,4826,BSc,Hospitality Tech,University of Jaffna,2015,Pass
840,4826,MSc,Business Premier,University of Ruhuna,2012,Pass
841,4832,Higher Diploma,Hospitality National,Open University of Sri Lanka,2016,Second Upper
842,4842,BA,Engineering Advanced,Open University of Sri Lanka,2021,
843,4844,BSc,Business National,University of Jaffna,2004,
844,4851,BA,Accounting Elite,University of Moratuwa,1984,Second Upper
845,4852,Higher Diploma,Business International,University of Moratuwa,2025,Second Lower
846,4858,BA,Accounting National,University of Kelaniya,1984,Pass
847,4859,MSc,Accounting International,University of Ruhuna,2015,Pass
848,4863,MSc,Business Tech,Eastern University,1981,First Class
849,4863,BSc,Business Advanced,Open University of Sri Lanka,1986,Merit
850,4870,MSc,Business Global,University of Colombo,2006,Pass
851,4870,BSc,Business International,Sabaragamuwa University of Sri Lanka,2011,Merit
852,4870,Higher Diploma,Hospitality Global,University of Kelaniya,2025,Second Upper
853,4879,Diploma,Hospitality International,Eastern University,1983,Merit
854,4881,Higher Diploma,Computer Science International,University of Moratuwa,1985,Merit
855,4906,Diploma,Accounting Elite,Open University of Sri Lanka,2004,First Class
856,4922,Higher Diploma,Accounting Premier,Eastern University,2009,Pass
857,4924,BA,Engineering National,University of Ruhuna,1980,Pass
858,4924,Higher Diploma,Hospitality National,University of Colombo,1997,Merit
859,4928,Diploma,Computer Science Tech,University of Jaffna,1994,Second Lower
860,4938,Higher Diploma,Nursing Advanced,University of Peradeniya,1987,Second Lower
861,4940,Diploma,Accounting Advanced,University of Kelaniya,1991,Pass
862,4941,Higher Diploma,Nursing Tech,University of Ruhuna,1989,
863,4945,MSc,Accounting Tech,University of Moratuwa,2021,First Class
864,4945,Diploma,Computer Science International,University of Jaffna,1991,Merit
865,4947,BA,Hospitality National,University of Ruhuna,2005,Merit
866,4959,Diploma,Accounting Premier,University of Peradeniya,2017,
867,4959,Diploma,Engineering Premier,University of Colombo,2002,Merit
868,4966,Higher Diploma,Nursing International,University of Ruhuna,2023,Second Lower
869,4979,BSc,Engineering Elite,University of Sri Jayewardenepura,1991,
870,4988,MSc,Hospitality National,University of Kelaniya,2000,First Class
871,4989,BA,Hospitality Premier,University of Peradeniya,1998,Second Upper
872,4990,MSc,Computer Science Tech,University of Peradeniya,1988,Second Upper
873,5001,MSc,Computer Science Elite,Open University of Sri Lanka,2007,Pass
874,5002,BA,Computer Science National,University of Sri Jayewardenepura,2025,Pass
875,5003,MSc,Nursing International,University of Sri Jayewardenepura,1988,Pass
876,5007,BA,Computer Science Elite,Open University of Sri Lanka,2010,Second Upper
877,5015,Higher Diploma,Nursing International,Open University of Sri Lanka,1982,Second Upper
878,5015,Higher Diploma,Hospitality Tech,Eastern University,1995,First Class
879,5024,Higher Diploma,Accounting Elite,University of Peradeniya,2002,
880,5032,Higher Diploma,Engineering International,University of Sri Jayewardenepura,2016,Second Upper
881,5034,MSc,Hospitality International,University of Moratuwa,2020,Second Upper
882,5036,BSc,Accounting Global,Open University of Sri Lanka,1999,Second Upper
883,5043,Diploma,Nursing Advanced,Sabaragamuwa University of Sri Lanka,2003,First Class
884,5046,BSc,Accounting Premier,Sabaragamuwa University of Sri Lanka,1989,Second Lower
885,5053,BSc,Accounting Advanced,Sabaragamuwa University of Sri Lanka,2008,
886,5081,Diploma,Engineering Premier,Sabaragamuwa University of Sri Lanka,2024,Second Upper
887,5083,BA,Hospitality Premier,University of Jaffna,1999,Pass
888,5086,Diploma,Engineering National,University of Ruhuna,1997,Second Upper
889,5091,Diploma,Engineering International,Sabaragamuwa University of Sri Lanka,1985,Second Upper
890,5099,BA,Engineering Premier,University of Sri Jayewardenepura,2016,Second Lower
891,5100,MSc,Nursing Tech,University of Peradeniya,1992,
892,5102,BSc,Nursing Global,University of Kelaniya,2025,Merit
893,5106,Diploma,Nursing National,University of Jaffna,2023,First Class
894,5107,BSc,Engineering Elite,University of Colombo,1985,First Class
895,5134,MSc,Business Elite,University of Sri Jayewardenepura,2022,Pass
896,5142,BSc,Accounting International,University of Sri Jayewardenepura,2016,
897,5144,Higher Diploma,Engineering Tech,University of Colombo,2006,First Class
898,5144,BA,Engineering Premier,University of Jaffna,1988,
899,5146,BA,Nursing National,Eastern University,1996,Merit
900,5146,Higher Diploma,Engineering Global,Open University of Sri Lanka,2003,
901,5148,Diploma,Hospitality International,Eastern University,1994,Merit
902,5156,BA,Nursing Global,University of Jaffna,1992,Second Upper
903,5160,BSc,Hospitality Tech,Sabaragamuwa University of Sri Lanka,2021,Second Upper
904,5163,BA,Nursing Tech,University of Ruhuna,1990,Second Lower
905,5170,Diploma,Accounting International,University of Kelaniya,2017,Merit
906,5179,BA,Computer Science National,Sabaragamuwa University of Sri Lanka,1995,
907,5179,Diploma,Business Premier,University of Moratuwa,2023,Merit
908,5189,Diploma,Computer Science Global,Open University of Sri Lanka,2021,Pass
909,5192,Diploma,Nursing International,University of Kelaniya,2009,Merit
910,5199,Diploma,Business International,University of Ruhuna,1983,First Class
911,5206,Higher Diploma,Computer Science International,University of Moratuwa,2002,Second Lower
912,5208,BSc,Business Tech,Sabaragamuwa University of Sri Lanka,1989,
913,5210,BSc,Hospitality Advanced,University of Ruhuna,1982,Pass
914,5221,BSc,Business Elite,University of Jaffna,2012,Pass
915,5221,Diploma,Nursing Global,Open University of Sri Lanka,2022,Merit
916,5221,Higher Diploma,Computer Science Premier,University of Moratuwa,1995,Merit
917,5225,MSc,Business Elite,University of Kelaniya,2023,Second Upper
918,5225,BA,Accounting Premier,University of Moratuwa,2007,Merit
919,5227,BA,Engineering Premier,University of Moratuwa,2017,Second Lower
920,5232,Higher Diploma,Business International,Sabaragamuwa University of Sri Lanka,1998,Pass
921,5232,BSc,Engineering Advanced,University of Ruhuna,1998,First Class
922,5233,MSc,Hospitality Premier,University of Peradeniya,1993,Second Lower
923,5239,MSc,Hospitality Tech,University of Moratuwa,2002,Pass
924,5239,BSc,Accounting Global,University of Ruhuna,1997,
925,5249,Diploma,Engineering Premier,University of Colombo,1996,Merit
926,5249,BA,Accounting Elite,Open University of Sri Lanka,1985,Second Upper
927,5249,BSc,Computer Science National,Sabaragamuwa University of Sri Lanka,2002,Second Lower
928,5251,Higher Diploma,Computer Science Premier,Open University of Sri Lanka,1986,Pass
929,5257,Diploma,Business Advanced,Open University of Sri Lanka,1997,First Class
930,5273,BA,Accounting Elite,Sabaragamuwa University of Sri Lanka,1994,Pass
931,5274,MSc,Business Advanced,Sabaragamuwa University of Sri Lanka,1990,Merit
932,5277,MSc,Engineering International,Sabaragamuwa University of Sri Lanka,2025,Second Upper
933,5286,Higher Diploma,Nursing Premier,Open University of Sri Lanka,2019,
934,5295,Higher Diploma,Nursing Premier,University of Ruhuna,1997,Pass
935,5295,Diploma,Engineering Elite,University of Kelaniya,2001,Second Lower
936,5298,MSc,Nursing Elite,University of Sri Jayewardenepura,1998,
937,5303,BA,Business Premier,Eastern University,2007,Pass
938,5307,BA,Accounting Tech,Open University of Sri Lanka,2001,Second Upper
939,5309,Diploma,Nursing Elite,University of Ruhuna,1995,Second Upper
940,5323,Diploma,Hospitality International,University of Sri Jayewardenepura,1982,First Class
941,5327,BSc,Hospitality International,University of Sri Jayewardenepura,1987,
942,5328,BA,Accounting Advanced,Open University of Sri Lanka,2025,Pass
943,5332,Diploma,Engineering Premier,Eastern University,2024,Merit
944,5335,BSc,Hospitality Advanced,University of Jaffna,1987,Second Upper
945,5335,Higher Diploma,Engineering National,University of Kelaniya,2006,Pass
946,5335,BSc,Accounting Premier,University of Kelaniya,2012,Merit
947,5337,BA,Hospitality International,Eastern University,2001,First Class
948,5341,Diploma,Accounting Tech,University of Moratuwa,2022,First Class
949,5347,Higher Diploma,Nursing International,Sabaragamuwa University of Sri Lanka,1991,Second Upper
950,5370,Diploma,Business International,University of Sri Jayewardenepura,2002,
951,5370,Higher Diploma,Accounting Premier,University of Sri Jayewardenepura,2005,
952,5370,MSc,Nursing Global,University of Ruhuna,2009,Merit
953,5372,MSc,Accounting Global,Open University of Sri Lanka,1995,Second Upper
954,5376,Higher Diploma,Engineering International,Eastern University,1994,First Class
955,5389,BSc,Nursing Tech,University of Moratuwa,2006,
956,5395,Higher Diploma,Business Elite,University of Ruhuna,2001,Merit
957,5397,MSc,Hospitality Premier,University of Kelaniya,2012,First Class
958,5397,MSc,Engineering Elite,University of Jaffna,1983,Second Lower
959,5406,Higher Diploma,Engineering Tech,University of Kelaniya,2024,Pass
960,5406,Higher Diploma,Nursing Elite,University of Sri Jayewardenepura,2012,Merit
961,5406,BSc,Hospitality National,University of Jaffna,2016,Second Lower
962,5409,Diploma,Accounting Premier,University of Moratuwa,2015,Pass
963,5409,BSc,Business Advanced,University of Colombo,2015,Merit
964,5411,Diploma,Engineering Advanced,University of Colombo,2005,
965,5415,Diploma,Computer Science Advanced,University of Jaffna,2024,Second Upper
966,5418,MSc,Nursing Tech,Eastern University,1998,First Class
967,5420,MSc,Business Global,University of Sri Jayewardenepura,2003,
968,5446,BA,Computer Science Advanced,University of Moratuwa,1982,Merit
969,5471,Diploma,Business International,University of Peradeniya,1987,
970,5480,BSc,Hospitality Advanced,University of Ruhuna,1995,First Class
971,5488,BSc,Computer Science Elite,Eastern University,1991,Merit
972,5500,Higher Diploma,Engineering Elite,University of Peradeniya,2005,Pass
973,5511,Diploma,Accounting Tech,Sabaragamuwa University of Sri Lanka,2014,Second Upper
974,5514,Higher Diploma,Business International,Eastern University,2007,Pass
975,5517,BA,Hospitality Advanced,University of Ruhuna,1995,First Class
976,5517,BA,Accounting Global,Sabaragamuwa University of Sri Lanka,1989,
977,5521,MSc,Business National,University of Kelaniya,2011,Pass
978,5540,Diploma,Business Elite,University of Colombo,1990,Pass
979,5552,MSc,Engineering Tech,Sabaragamuwa University of Sri Lanka,2003,Second Lower
980,5552,Higher Diploma,Hospitality National,Open University of Sri Lanka,2014,First Class
981,5554,Higher Diploma,Hospitality Advanced,University of Sri Jayewardenepura,1980,Pass
982,5554,Diploma,Computer Science Elite,University of Jaffna,1990,First Class
983,5554,Diploma,Nursing Global,University of Colombo,2005,Second Lower
984,5560,MSc,Nursing Premier,University of Moratuwa,1986,Merit
985,5571,BA,Computer Science Global,University of Peradeniya,2007,Second Lower
986,5571,BA,Computer Science Global,University of Moratuwa,2025,Pass
987,5581,BSc,Business Global,University of Colombo,2019,Second Lower
988,5581,BA,Business Tech,University of Jaffna,2018,Pass
989,5584,BA,Business Advanced,University of Moratuwa,1986,Merit
990,5585,BSc,Engineering Tech,University of Jaffna,1981,First Class
991,5611,Higher Diploma,Engineering Advanced,University of Moratuwa,1995,
992,5622,BSc,Hospitality Global,University of Sri Jayewardenepura,2008,Second Lower
993,5642,Diploma,Computer Science International,Eastern University,1987,
994,5647,BSc,Computer Science Premier,Eastern University,1996,Second Upper
995,5657,Higher Diploma,Hospitality Global,University of Moratuwa,2021,Merit
996,5657,Diploma,Nursing Advanced,University of Peradeniya,2002,Pass
997,5658,BSc,Nursing Premier,Sabaragamuwa University of Sri Lanka,2009,Pass
998,5666,Diploma,Hospitality National,University of Moratuwa,1991,Second Lower
999,5673,BA,Hospitality National,University of Jaffna,1991,First Class
1000,5701,BA,Nursing Global,University of Moratuwa,2022,Merit
1001,5714,BSc,Nursing Elite,University of Kelaniya,1996,
1002,5714,MSc,Accounting Tech,University of Colombo,2000,Second Upper
1003,5735,MSc,Computer Science Tech,Sabaragamuwa University of Sri Lanka,1994,Second Upper
1004,5741,Diploma,Hospitality Advanced,Sabaragamuwa University of Sri Lanka,2016,Second Lower
1005,5741,MSc,Nursing Global,Eastern University,1998,Second Lower
1006,5741,BSc,Engineering Elite,Eastern University,1980,First Class
1007,5742,BA,Nursing Elite,University of Ruhuna,1996,Pass
1008,5760,MSc,Nursing Advanced,University of Moratuwa,2015,First Class
1009,5782,Diploma,Accounting Advanced,University of Jaffna,1988,First Class
1010,5797,Higher Diploma,Business Tech,University of Colombo,2023,Pass
1011,5799,MSc,Engineering Global,Open University of Sri Lanka,2016,
1012,5799,MSc,Nursing Tech,University of Moratuwa,2011,
1013,5799,MSc,Computer Science International,University of Kelaniya,2020,Second Upper
1014,5812,MSc,Accounting Advanced,Sabaragamuwa University of Sri Lanka,1999,Merit
1015,5812,MSc,Business Advanced,University of Sri Jayewardenepura,1998,Pass
1016,5812,MSc,Nursing Elite,Open University of Sri Lanka,2025,Second Lower
1017,5826,MSc,Hospitality Tech,University of Ruhuna,2011,Second Upper
1018,5828,Diploma,Computer Science International,Sabaragamuwa University of Sri Lanka,1986,Second Lower
1019,5828,BSc,Accounting Tech,Sabaragamuwa University of Sri Lanka,1984,First Class
1020,5835,MSc,Hospitality Tech,University of Jaffna,2024,Second Upper
1021,5835,BSc,Accounting Elite,University of Colombo,1983,
1022,5838,MSc,Nursing Advanced,University of Kelaniya,2021,Merit
1023,5847,Higher Diploma,Nursing International,Eastern University,2015,Merit
1024,5847,Diploma,Nursing Global,University of Jaffna,1987,Second Lower
1025,5857,Higher Diploma,Nursing Elite,University of Colombo,1984,First Class
1026,5876,Diploma,Engineering Tech,University of Ruhuna,2010,Pass
1027,5876,Higher Diploma,Computer Science International,Sabaragamuwa University of Sri Lanka,2004,Second Upper
1028,5881,Diploma,Hospitality National,Open University of Sri Lanka,2002,Second Lower
1029,5882,BA,Computer Science Global,University of Moratuwa,1993,First Class
1030,5882,MSc,Nursing Tech,University of Moratuwa,1987,First Class
1031,5884,BA,Hospitality Global,University of Ruhuna,2006,First Class
1032,5884,MSc,Nursing National,Sabaragamuwa University of Sri Lanka,1982,
1033,5884,BA,Business Tech,University of Moratuwa,1982,
1034,5885,MSc,Accounting International,Open University of Sri Lanka,2019,
1035,5890,Higher Diploma,Computer Science Global,University of Kelaniya,2008,Merit
1036,5907,BSc,Nursing Elite,University of Jaffna,2004,Second Upper
1037,5907,BA,Hospitality Elite,University of Ruhuna,2008,Second Upper
1038,5907,MSc,Nursing International,University of Peradeniya,2019,Second Lower
1039,5917,Higher Diploma,Hospitality National,University of Kelaniya,1981,Merit
1040,5918,Diploma,Hospitality Elite,University of Jaffna,1984,Second Upper
1041,5926,BA,Accounting Global,Open University of Sri Lanka,2005,First Class
1042,5929,Higher Diploma,Accounting Global,University of Kelaniya,1984,Second Upper
1043,5929,Higher Diploma,Nursing Elite,Sabaragamuwa University of Sri Lanka,2002,First Class
1044,5929,MSc,Computer Science Global,University of Moratuwa,1990,Merit
1045,5932,Higher Diploma,Hospitality Elite,University of Sri Jayewardenepura,2011,
1046,5935,BSc,Computer Science Premier,University of Colombo,2003,First Class
1047,5942,Diploma,Hospitality Premier,University of Peradeniya,2009,First Class
1048,5947,BA,Accounting Advanced,University of Moratuwa,1990,Pass
1049,5949,Higher Diploma,Accounting International,University of Colombo,2002,First Class
1050,5951,Diploma,Hospitality Advanced,University of Ruhuna,1998,Second Upper
1051,5971,BA,Hospitality Premier,Sabaragamuwa University of Sri Lanka,2016,Second Lower
1052,5973,BSc,Hospitality National,University of Moratuwa,2018,First Class
1053,5973,BA,Computer Science International,Open University of Sri Lanka,2004,First Class
1054,5973,Higher Diploma,Computer Science National,University of Moratuwa,2013,
1055,5978,Higher Diploma,Engineering International,University of Ruhuna,2021,Second Lower
1056,5984,BA,Nursing Advanced,University of Sri Jayewardenepura,2022,Merit
1057,5985,Diploma,Accounting Premier,University of Peradeniya,2006,Second Upper
1058,5985,Diploma,Hospitality Advanced,University of Moratuwa,2024,First Class
1059,5985,Diploma,Accounting Advanced,University of Peradeniya,2021,Second Lower
1060,5989,Higher Diploma,Nursing Global,Eastern University,2020,Second Lower
1061,5990,Higher Diploma,Business Global,University of Jaffna,2012,First Class
1062,5992,BSc,Engineering Elite,University of Kelaniya,1998,Merit
1063,5997,BSc,Computer Science Tech,Sabaragamuwa University of Sri Lanka,2002,Pass
1064,5997,BA,Accounting Premier,University of Peradeniya,1998,First Class
1065,5997,MSc,Engineering Tech,University of Sri Jayewardenepura,1991,Pass
1066,6004,Higher Diploma,Hospitality Advanced,University of Kelaniya,1981,
1067,6006,BSc,Computer Science International,University of Ruhuna,2011,
1068,6017,Higher Diploma,Business International,University of Peradeniya,2005,Pass
1069,6027,Higher Diploma,Engineering Global,University of Colombo,2002,Pass
1070,6030,BA,Computer Science Tech,University of Kelaniya,2017,Merit
1071,6030,Diploma,Business Global,Eastern University,2005,
1072,6031,BA,Hospitality International,University of Kelaniya,1981,Second Upper
1073,6035,Higher Diploma,Hospitality International,University of Kelaniya,2021,First Class
1074,6046,BA,Computer Science Tech,University of Sri Jayewardenepura,2015,Second Lower
1075,6064,Diploma,Engineering Premier,Open University of Sri Lanka,1996,Merit
1076,6079,MSc,Accounting Premier,University of Peradeniya,2001,Pass
1077,6082,MSc,Business Elite,University of Colombo,1991,First Class
1078,6084,MSc,Business Elite,University of Jaffna,2004,Second Upper
1079,6088,MSc,Nursing Global,University of Colombo,2001,Second Upper
1080,6089,MSc,Computer Science Global,Sabaragamuwa University of Sri Lanka,1994,Second Upper
1081,6099,MSc,Accounting Elite,Sabaragamuwa University of Sri Lanka,1985,
1082,6100,Higher Diploma,Computer Science Elite,Eastern University,1999,
1083,6112,BA,Accounting Tech,University of Sri Jayewardenepura,2001,First Class
1084,6115,Diploma,Hospitality Advanced,University of Colombo,1981,Pass
1085,6125,Diploma,Engineering National,University of Ruhuna,1985,
1086,6131,Higher Diploma,Nursing Global,University of Moratuwa,2019,Second Lower
1087,6135,BSc,Engineering Elite,University of Sri Jayewardenepura,2015,First Class
1088,6143,Higher Diploma,Engineering Premier,Sabaragamuwa University of Sri Lanka,2012,Second Lower
1089,6154,Higher Diploma,Nursing Tech,University of Colombo,2004,First Class
1090,6162,Diploma,Accounting Advanced,University of Jaffna,2019,Merit
1091,6165,Diploma,Nursing Global,University of Colombo,1993,Second Lower
1092,6166,BSc,Business International,University of Jaffna,2021,Pass
1093,6168,Higher Diploma,Business Global,University of Moratuwa,2000,Second Lower
1094,6172,Diploma,Engineering Premier,University of Kelaniya,1981,Merit
1095,6173,BA,Nursing National,Eastern University,2010,Second Upper
1096,6176,BA,Engineering Tech,University of Sri Jayewardenepura,2007,Second Lower
1097,6185,BA,Nursing Elite,Sabaragamuwa University of Sri Lanka,2003,Pass
1098,6191,Diploma,Business Global,University of Moratuwa,1986,
1099,6209,MSc,Nursing Global,Sabaragamuwa University of Sri Lanka,1993,Merit
1100,6209,Diploma,Engineering Global,University of Sri Jayewardenepura,2015,First Class
1101,6209,Diploma,Business Advanced,Eastern University,1992,Second Upper
1102,6223,Diploma,Engineering National,University of Sri Jayewardenepura,1982,First Class
1103,6225,BSc,Business Tech,University of Peradeniya,2003,Pass
1104,6244,BA,Accounting National,University of Moratuwa,2004,Merit
1105,6265,MSc,Business Premier,University of Ruhuna,2018,Second Upper
1106,6265,MSc,Nursing Tech,University of Moratuwa,1986,Second Upper
1107,6265,Diploma,Accounting Global,University of Colombo,1988,Second Lower
1108,6278,BA,Engineering International,Open University of Sri Lanka,1998,Second Upper
1109,6288,BA,Business Advanced,University of Kelaniya,2000,Merit
1110,6290,Diploma,Computer Science Global,University of Kelaniya,2023,Pass
1111,6293,BSc,Computer Science Premier,University of Colombo,2018,Second Upper
1112,6300,BA,Business International,University of Kelaniya,2020,Merit
1113,6313,Diploma,Computer Science Premier,University of Colombo,2016,Second Lower
1114,6315,Higher Diploma,Engineering Global,Open University of Sri Lanka,1983,First Class
1115,6339,BSc,Computer Science Tech,University of Kelaniya,1995,Merit
1116,6357,Higher Diploma,Business Global,University of Colombo,1990,Second Lower
1117,6361,Diploma,Business Tech,University of Peradeniya,1999,
1118,6366,MSc,Engineering Global,University of Moratuwa,2007,
1119,6373,BA,Business International,University of Moratuwa,2006,Merit
1120,6374,Higher Diploma,Engineering International,University of Jaffna,2002,Pass
1121,6378,Higher Diploma,Engineering Global,University of Moratuwa,1983,First Class
1122,6382,MSc,Nursing Global,University of Peradeniya,2010,Second Upper
1123,6387,BSc,Accounting Elite,University of Kelaniya,1987,Second Lower
1124,6391,Diploma,Business Elite,University of Kelaniya,1984,Merit
1125,6391,Diploma,Nursing International,University of Jaffna,2002,First Class
1126,6405,BSc,Hospitality Global,University of Sri Jayewardenepura,2002,Second Upper
1127,6408,BA,Nursing Tech,University of Colombo,1986,Second Lower
1128,6419,Higher Diploma,Accounting Elite,Sabaragamuwa University of Sri Lanka,1981,Second Lower
1129,6428,Diploma,Accounting Tech,Sabaragamuwa University of Sri Lanka,2001,Second Lower
1130,6428,Diploma,Computer Science Premier,University of Colombo,1995,Merit
1131,6434,Diploma,Engineering International,University of Jaffna,2011,Second Upper
1132,6439,MSc,Accounting Global,University of Jaffna,2017,Second Lower
1133,6452,Diploma,Accounting National,University of Kelaniya,2003,Second Upper
1134,6453,BA,Hospitality National,Open University of Sri Lanka,1989,
1135,6463,BA,Nursing Elite,University of Ruhuna,2007,First Class
1136,6464,Higher Diploma,Nursing Advanced,University of Colombo,2011,Merit
1137,6472,MSc,Engineering Global,University of Colombo,2024,Pass
1138,6472,BA,Nursing Elite,University of Colombo,1985,First Class
1139,6474,MSc,Nursing Advanced,Open University of Sri Lanka,2010,Pass
1140,6481,Diploma,Nursing Global,University of Ruhuna,2010,First Class
1141,6488,Diploma,Engineering Elite,Open University of Sri Lanka,1984,Second Upper
1142,6502,Higher Diploma,Engineering Premier,University of Ruhuna,1997,First Class
1143,6502,BA,Business International,University of Jaffna,1988,
1144,6505,BA,Computer Science Elite,Eastern University,1998,Merit
1145,6514,BSc,Engineering Tech,University of Sri Jayewardenepura,2006,
1146,6517,BA,Nursing Tech,University of Jaffna,1989,
1147,6517,Higher Diploma,Nursing Global,University of Moratuwa,1983,Second Upper
1148,6517,Diploma,Nursing Advanced,Eastern University,2013,
1149,6521,Diploma,Business International,University of Jaffna,2001,First Class
1150,6521,MSc,Computer Science Advanced,University of Colombo,1990,
1151,6522,MSc,Computer Science National,University of Moratuwa,2024,First Class
1152,6551,MSc,Hospitality National,University of Kelaniya,1984,Second Upper
1153,6553,MSc,Business Elite,Open University of Sri Lanka,2012,Pass
1154,6554,BSc,Nursing Elite,University of Colombo,1991,First Class
1155,6560,BSc,Nursing National,Eastern University,1981,Pass
1156,6574,BSc,Business Tech,University of Sri Jayewardenepura,2023,Second Upper
1157,6578,BA,Nursing International,University of Peradeniya,2000,
1158,6587,BSc,Accounting National,Eastern University,1984,First Class
1159,6593,MSc,Engineering International,University of Sri Jayewardenepura,2021,First Class
1160,6601,BA,Hospitality Elite,University of Moratuwa,1983,Second Upper
1161,6601,MSc,Nursing Advanced,University of Moratuwa,2023,Second Upper
1162,6615,MSc,Business National,University of Peradeniya,2014,First Class
1163,6629,MSc,Business Elite,Sabaragamuwa University of Sri Lanka,1987,Merit
1164,6638,Higher Diploma,Nursing Advanced,University of Moratuwa,1986,Second Upper
1165,6639,BA,Business Tech,Eastern University,2000,Pass
1166,6641,MSc,Computer Science Global,University of Sri Jayewardenepura,1998,Pass
1167,6641,BA,Computer Science Advanced,University of Jaffna,1991,Second Lower
1168,6641,Diploma,Accounting Global,University of Kelaniya,2006,
1169,6653,Higher Diploma,Accounting Tech,University of Colombo,2007,First Class
1170,6669,BA,Engineering International,University of Moratuwa,2018,Second Lower
1171,6675,MSc,Computer Science Advanced,Eastern University,1982,Second Lower
1172,6680,Higher Diploma,Computer Science Premier,Eastern University,2018,Merit
1173,6695,MSc,Business Global,University of Colombo,1999,
1174,6697,MSc,Engineering International,University of Kelaniya,1981,First Class
1175,6702,BSc,Hospitality International,Open University of Sri Lanka,1980,Merit
1176,6702,Higher Diploma,Engineering International,Eastern University,1992,Second Upper
1177,6711,Diploma,Engineering Advanced,Open University of Sri Lanka,2022,
1178,6712,MSc,Business Premier,University of Kelaniya,2004,Second Upper
1179,6719,Higher Diploma,Computer Science Tech,Eastern University,1986,First Class
1180,6721,Higher Diploma,Computer Science Tech,University of Moratuwa,1980,
1181,6728,BA,Hospitality Tech,University of Colombo,2014,Second Upper
1182,6728,BA,Engineering Advanced,University of Peradeniya,2010,
1183,6731,Higher Diploma,Business Global,University of Jaffna,1983,Second Upper
1184,6736,BSc,Engineering International,University of Kelaniya,2019,Pass
1185,6737,BSc,Business National,University of Jaffna,1982,Merit
1186,6754,MSc,Accounting Global,University of Peradeniya,2016,Second Upper
1187,6759,BA,Accounting Elite,University of Jaffna,2001,Pass
1188,6772,MSc,Engineering Tech,Eastern University,2012,Merit
1189,6779,BSc,Computer Science International,University of Peradeniya,1982,Merit
1190,6780,BSc,Business Advanced,Eastern University,2005,First Class
1191,6781,Higher Diploma,Nursing International,University of Kelaniya,2023,Pass
1192,6787,Diploma,Nursing Global,University of Moratuwa,1992,Pass
1193,6800,BA,Nursing Elite,University of Peradeniya,1984,Merit
1194,6809,BSc,Nursing Advanced,Sabaragamuwa University of Sri Lanka,1995,Second Upper
1195,6815,Higher Diploma,Business International,Eastern University,2010,
1196,6837,MSc,Business Premier,University of Ruhuna,1993,Second Lower
1197,6837,Higher Diploma,Accounting Premier,Eastern University,2021,Second Lower
1198,6837,Higher Diploma,Nursing Global,University of Peradeniya,2016,Merit
1199,6839,BSc,Engineering Elite,University of Ruhuna,2022,Merit
1200,6841,BA,Business Global,University of Ruhuna,2015,Merit
1201,6847,MSc,Nursing Tech,University of Sri Jayewardenepura,2007,Second Upper
1202,6848,Diploma,Engineering Global,University of Ruhuna,1985,Second Lower
1203,6856,MSc,Engineering International,University of Peradeniya,2004,Second Lower
1204,6859,BA,Nursing National,University of Moratuwa,2015,Pass
1205,6862,Diploma,Engineering Tech,Eastern University,2006,Second Lower
1206,6865,BSc,Computer Science Advanced,University of Sri Jayewardenepura,2013,Pass
1207,6875,BSc,Hospitality Tech,University of Peradeniya,2025,Pass
