ContractID,ApplicationID,JobID,EmployerID,PersonalID,ContractNumber,ContractStartDate,ContractEndDate,RenewalEligible,ContractStatus,SignedDate,Remarks,CreatedDate
1669,16388,3706,88,5629,C0001669,2025-02-15,2026-12-06,0,Completed,2025-02-15,Standard contract,2025-02-15
1670,16390,115,69,5630,C0001670,2025-07-18,2025-07-22,0,Completed,2025-07-18,Probation period,2025-07-18
1671,16444,3567,42,5652,C0001671,2024-09-01,2024-10-23,1,Active,2024-09-01,Training provided,2024-09-01
1672,16463,4189,37,5659,C0001672,2026-04-05,2026-11-30,0,Terminated,2026-04-05,Probation period,2026-04-05
1673,16481,3780,56,5663,C0001673,2026-07-07,2027-06-05,0,Expired,2026-07-07,,2026-07-07
1674,16483,846,42,5664,C0001674,2025-10-02,2027-07-20,0,Expired,2025-10-02,Probation period,2025-10-02
1675,16490,4724,71,5666,C0001675,2026-01-07,2026-03-07,0,Active,2026-01-07,,2026-01-07
1676,16494,3203,67,5667,C0001676,2026-07-19,2026-07-31,0,Expired,2026-07-19,,2026-07-19
1677,16510,496,51,5670,C0001677,2026-02-15,2027-08-15,0,Terminated,2026-02-15,Standard contract,2026-02-15
1678,16513,4752,84,5671,C0001678,2026-03-16,2026-12-11,0,Active,2026-03-16,Probation period,2026-03-16
1679,16526,1923,39,5677,C0001679,2025-07-31,2026-11-25,0,Completed,2025-07-31,Training provided,2025-07-31
1680,16532,4163,55,5678,C0001680,2025-07-24,2027-04-24,0,Expired,2025-07-24,Requires visa,2025-07-24
1681,16551,1318,58,5687,C0001681,2025-06-18,2026-10-12,0,Active,2025-06-18,,2025-06-18
1682,16552,2913,75,5688,C0001682,2024-05-22,2025-12-09,1,Terminated,2024-05-22,Training provided,2024-05-22
1683,16554,3107,50,5688,C0001683,2026-07-03,2027-07-14,1,Terminated,2026-07-03,Requires visa,2026-07-03
1684,16587,3311,61,5696,C0001684,2025-12-03,2026-05-08,0,Expired,2025-12-03,Probation period,2025-12-03
1685,16589,2554,77,5697,C0001685,2026-03-16,2027-05-14,0,Expired,2026-03-16,Standard contract,2026-03-16
1686,16591,4269,77,5698,C0001686,2025-08-22,2026-11-14,0,Completed,2025-08-22,,2025-08-22
1687,16597,4214,76,5700,C0001687,2026-06-17,2027-04-30,0,Expired,2026-06-17,Standard contract,2026-06-17
1688,16607,4192,30,5704,C0001688,2026-03-07,2026-04-24,0,Terminated,2026-03-07,Requires visa,2026-03-07
1689,16613,3161,5,5705,C0001689,2025-08-21,2026-03-01,1,Active,2025-08-21,Requires visa,2025-08-21
1690,16618,3103,32,5706,C0001690,2025-05-12,2027-01-07,0,Expired,2025-05-12,Requires visa,2025-05-12
1691,16623,946,8,5707,C0001691,2024-03-21,2024-06-14,1,Completed,2024-03-21,Probation period,2024-03-21
1692,16627,3949,21,5709,C0001692,2025-05-04,2026-08-25,0,Active,2025-05-04,Probation period,2025-05-04
1693,16631,3116,12,5710,C0001693,2025-11-07,2027-08-12,1,Completed,2025-11-07,Requires visa,2025-11-07
1694,16638,4269,77,5714,C0001694,2025-12-26,2026-12-18,1,Terminated,2025-12-26,Probation period,2025-12-26
1695,16656,2351,6,5720,C0001695,2025-01-18,2026-09-15,0,Active,2025-01-18,Training provided,2025-01-18
1696,16667,362,28,5723,C0001696,2024-04-24,2025-06-16,1,Active,2024-04-24,Training provided,2024-04-24
1697,16670,1657,80,5724,C0001697,2024-12-06,2025-12-08,0,Terminated,2024-12-06,Standard contract,2024-12-06
1698,16675,4900,55,5728,C0001698,2026-03-01,2027-07-29,1,Completed,2026-03-01,Requires visa,2026-03-01
1699,16680,2061,35,5730,C0001699,2025-02-17,2025-06-04,1,Active,2025-02-17,Standard contract,2025-02-17
1700,16689,3418,78,5733,C0001700,2024-08-21,2027-02-15,0,Terminated,2024-08-21,,2024-08-21
1701,16694,269,40,5734,C0001701,2025-10-03,2027-03-05,0,Terminated,2025-10-03,Standard contract,2025-10-03
1702,16700,3361,81,5735,C0001702,2025-12-01,2026-12-29,1,Active,2025-12-01,Training provided,2025-12-01
1703,16707,2844,46,5738,C0001703,2024-05-05,2027-05-29,1,Completed,2024-05-05,Requires visa,2024-05-05
1704,16714,1244,5,5741,C0001704,2026-06-24,2026-09-17,0,Active,2026-06-24,Standard contract,2026-06-24
1705,16730,3049,60,5746,C0001705,2026-03-27,2026-08-05,0,Active,2026-03-27,Probation period,2026-03-27
1706,16732,2099,64,5747,C0001706,2026-07-19,2027-03-30,1,Expired,2026-07-19,,2026-07-19
1707,16733,3973,80,5747,C0001707,2025-02-18,2027-05-08,1,Active,2025-02-18,Requires visa,2025-02-18
1708,16734,3774,22,5747,C0001708,2026-08-05,2027-07-21,0,Active,2026-08-05,,2026-08-05
1709,16752,3349,46,5752,C0001709,2025-10-13,2027-02-24,0,Active,2025-10-13,Standard contract,2025-10-13
1710,16761,4457,61,5754,C0001710,2025-10-13,2026-04-22,1,Terminated,2025-10-13,Training provided,2025-10-13
1711,16773,4257,21,5758,C0001711,2024-04-06,2025-07-30,0,Expired,2024-04-06,Probation period,2024-04-06
1712,16778,1372,17,5760,C0001712,2024-01-31,2025-06-13,1,Expired,2024-01-31,Standard contract,2024-01-31
1713,16792,2142,31,5764,C0001713,2024-10-12,2027-07-09,1,Terminated,2024-10-12,Standard contract,2024-10-12
1714,16793,1233,3,5764,C0001714,2024-11-15,2025-05-12,1,Completed,2024-11-15,Probation period,2024-11-15
1715,16808,1466,71,5769,C0001715,2026-03-21,2026-03-31,1,Terminated,2026-03-21,,2026-03-21
1716,16832,4544,70,5779,C0001716,2023-12-17,2024-06-27,0,Active,2023-12-17,Training provided,2023-12-17
1717,16863,3351,35,5788,C0001717,2025-05-05,2026-03-26,1,Expired,2025-05-05,Standard contract,2025-05-05
1718,16881,2705,60,5795,C0001718,2026-01-18,2027-04-17,1,Active,2026-01-18,Training provided,2026-01-18
1719,16885,1180,7,5797,C0001719,2025-08-06,2027-05-03,0,Completed,2025-08-06,Standard contract,2025-08-06
1720,16886,436,81,5797,C0001720,2026-03-29,2026-08-21,0,Completed,2026-03-29,Probation period,2026-03-29
1721,16892,2488,36,5800,C0001721,2025-04-29,2027-02-07,1,Active,2025-04-29,Standard contract,2025-04-29
1722,16901,4425,80,5801,C0001722,2024-12-01,2027-01-21,0,Active,2024-12-01,,2024-12-01
1723,16904,4684,3,5802,C0001723,2025-09-11,2027-02-03,0,Completed,2025-09-11,Standard contract,2025-09-11
1724,16905,320,35,5802,C0001724,2025-08-08,2027-05-09,0,Expired,2025-08-08,Requires visa,2025-08-08
1725,16914,4056,73,5805,C0001725,2026-05-12,2026-06-29,1,Terminated,2026-05-12,Standard contract,2026-05-12
1726,16915,4480,75,5805,C0001726,2025-10-11,2027-04-18,0,Terminated,2025-10-11,Requires visa,2025-10-11
1727,16917,362,28,5805,C0001727,2025-05-31,2027-07-23,1,Active,2025-05-31,Requires visa,2025-05-31
1728,16919,1128,56,5806,C0001728,2024-12-29,2026-06-29,0,Terminated,2024-12-29,Training provided,2024-12-29
1729,16931,159,2,5812,C0001729,2025-10-04,2026-12-25,0,Completed,2025-10-04,,2025-10-04
1730,16941,323,64,5818,C0001730,2026-05-17,2026-05-25,1,Expired,2026-05-17,,2026-05-17
1731,16946,2965,17,5821,C0001731,2024-11-18,2027-07-26,0,Completed,2024-11-18,Standard contract,2024-11-18
1732,16978,1204,24,5833,C0001732,2026-05-19,2026-06-05,1,Active,2026-05-19,Training provided,2026-05-19
1733,16990,1484,14,5837,C0001733,2026-04-28,2026-07-20,1,Active,2026-04-28,Training provided,2026-04-28
1734,16994,114,47,5837,C0001734,2024-05-02,2026-07-22,0,Terminated,2024-05-02,,2024-05-02
1735,17004,4752,84,5840,C0001735,2025-02-01,2025-10-29,1,Completed,2025-02-01,,2025-02-01
1736,17006,1177,42,5841,C0001736,2026-08-28,2027-04-20,1,Completed,2026-08-28,Standard contract,2026-08-28
1737,17011,2950,2,5843,C0001737,2025-07-10,2027-01-07,1,Terminated,2025-07-10,Training provided,2025-07-10
1738,17034,3945,47,5854,C0001738,2026-03-25,2027-06-17,1,Active,2026-03-25,Probation period,2026-03-25
1739,17052,807,88,5860,C0001739,2025-11-11,2026-11-25,1,Active,2025-11-11,Standard contract,2025-11-11
1740,17056,3141,45,5862,C0001740,2026-08-18,2026-11-15,0,Completed,2026-08-18,Standard contract,2026-08-18
1741,17080,4262,33,5871,C0001741,2025-11-20,2026-01-12,1,Expired,2025-11-20,Standard contract,2025-11-20
1742,17090,2653,74,5875,C0001742,2025-04-28,2026-04-09,1,Expired,2025-04-28,Probation period,2025-04-28
1743,17091,3935,88,5875,C0001743,2026-01-28,2027-06-03,0,Completed,2026-01-28,,2026-01-28
1744,17094,3872,60,5875,C0001744,2025-08-20,2026-11-12,0,Expired,2025-08-20,,2025-08-20
1745,17124,2043,79,5883,C0001745,2024-12-02,2025-01-18,1,Active,2024-12-02,Training provided,2024-12-02
1746,17131,1975,55,5886,C0001746,2026-05-01,2027-07-09,0,Active,2026-05-01,,2026-05-01
1747,17143,2298,47,5890,C0001747,2025-01-06,2026-10-01,0,Terminated,2025-01-06,Probation period,2025-01-06
1748,17146,568,87,5891,C0001748,2024-05-20,2024-08-22,1,Terminated,2024-05-20,Requires visa,2024-05-20
1749,17149,750,15,5893,C0001749,2024-05-08,2026-01-20,0,Active,2024-05-08,Training provided,2024-05-08
1750,17156,1072,85,5895,C0001750,2026-05-01,2027-07-29,0,Active,2026-05-01,Requires visa,2026-05-01
1751,17177,2080,84,5905,C0001751,2025-07-26,2026-10-14,0,Terminated,2025-07-26,Probation period,2025-07-26
1752,17214,4891,38,5916,C0001752,2026-07-10,2027-01-07,0,Active,2026-07-10,Training provided,2026-07-10
1753,17220,818,39,5918,C0001753,2026-04-06,2027-03-24,0,Terminated,2026-04-06,Training provided,2026-04-06
1754,17225,4661,40,5919,C0001754,2025-03-31,2025-11-02,0,Expired,2025-03-31,Requires visa,2025-03-31
1755,17229,3349,46,5920,C0001755,2025-03-21,2027-02-13,0,Terminated,2025-03-21,,2025-03-21
1756,17230,2073,80,5921,C0001756,2024-10-19,2027-08-04,0,Terminated,2024-10-19,Training provided,2024-10-19
1757,17251,1904,60,5928,C0001757,2025-07-02,2025-10-08,1,Expired,2025-07-02,Requires visa,2025-07-02
1758,17256,3418,78,5929,C0001758,2025-07-15,2025-08-24,1,Expired,2025-07-15,Standard contract,2025-07-15
1759,17258,2460,40,5930,C0001759,2025-03-27,2027-07-17,0,Terminated,2025-03-27,Standard contract,2025-03-27
1760,17261,83,12,5931,C0001760,2025-05-04,2027-02-07,0,Active,2025-05-04,,2025-05-04
1761,17274,2662,5,5933,C0001761,2024-11-28,2025-03-19,1,Expired,2024-11-28,Training provided,2024-11-28
1762,17292,3940,63,5938,C0001762,2025-05-16,2025-08-02,1,Completed,2025-05-16,Standard contract,2025-05-16
1763,17294,3103,32,5938,C0001763,2024-08-09,2027-03-01,1,Terminated,2024-08-09,Requires visa,2024-08-09
1764,17319,3982,28,5951,C0001764,2025-01-29,2026-07-24,1,Terminated,2025-01-29,Probation period,2025-01-29
1765,17325,769,18,5955,C0001765,2026-02-14,2026-12-25,0,Completed,2026-02-14,Requires visa,2026-02-14
1766,17328,2143,45,5956,C0001766,2025-08-22,2026-01-11,0,Terminated,2025-08-22,Requires visa,2025-08-22
1767,17329,4205,76,5956,C0001767,2025-06-20,2026-01-12,0,Active,2025-06-20,Training provided,2025-06-20
1768,17340,4480,75,5960,C0001768,2024-10-08,2027-04-17,0,Active,2024-10-08,Probation period,2024-10-08
1769,17350,3620,3,5964,C0001769,2026-07-15,2026-07-30,0,Completed,2026-07-15,Probation period,2026-07-15
1770,17372,4774,46,5975,C0001770,2025-09-21,2027-07-16,1,Terminated,2025-09-21,Requires visa,2025-09-21
1771,17375,2601,12,5976,C0001771,2026-07-31,2027-01-05,0,Completed,2026-07-31,,2026-07-31
1772,17379,1300,24,5977,C0001772,2025-09-25,2026-01-20,1,Expired,2025-09-25,Standard contract,2025-09-25
1773,17387,4348,64,5981,C0001773,2025-08-15,2027-04-01,0,Expired,2025-08-15,,2025-08-15
1774,17390,3465,49,5983,C0001774,2026-06-21,2027-05-17,0,Active,2026-06-21,Standard contract,2026-06-21
1775,17396,3926,42,5984,C0001775,2026-05-18,2026-10-05,0,Expired,2026-05-18,Probation period,2026-05-18
1776,17397,3053,41,5985,C0001776,2025-01-10,2026-03-28,0,Expired,2025-01-10,Requires visa,2025-01-10
1777,17400,3149,22,5985,C0001777,2025-09-23,2026-01-07,0,Active,2025-09-23,Standard contract,2025-09-23
1778,17401,1921,31,5986,C0001778,2025-12-28,2027-04-20,0,Completed,2025-12-28,Standard contract,2025-12-28
1779,17437,1180,7,6001,C0001779,2026-04-09,2027-06-06,0,Terminated,2026-04-09,Training provided,2026-04-09
1780,17448,334,38,6004,C0001780,2024-09-18,2024-10-07,1,Active,2024-09-18,Requires visa,2024-09-18
1781,17454,3708,29,6006,C0001781,2026-08-22,2027-06-28,1,Expired,2026-08-22,Standard contract,2026-08-22
1782,17466,727,61,6010,C0001782,2026-03-22,2026-08-23,1,Active,2026-03-22,,2026-03-22
1783,17470,3333,10,6010,C0001783,2025-06-21,2025-06-23,0,Completed,2025-06-21,Requires visa,2025-06-21
1784,17500,2661,84,6021,C0001784,2026-06-18,2027-06-16,1,Terminated,2026-06-18,Probation period,2026-06-18
1785,17511,2518,87,6025,C0001785,2025-12-18,2026-05-05,1,Expired,2025-12-18,Training provided,2025-12-18
1786,17516,4098,73,6027,C0001786,2026-07-15,2027-08-19,0,Active,2026-07-15,Probation period,2026-07-15
1787,17529,104,61,6034,C0001787,2026-07-08,2026-11-28,0,Expired,2026-07-08,Training provided,2026-07-08
1788,17540,4800,19,6039,C0001788,2026-06-20,2027-03-11,0,Expired,2026-06-20,,2026-06-20
1789,17552,1201,4,6044,C0001789,2026-03-11,2026-12-02,1,Active,2026-03-11,Standard contract,2026-03-11
1790,17560,4108,24,6046,C0001790,2025-10-29,2026-04-25,0,Active,2025-10-29,Probation period,2025-10-29
1791,17574,3568,37,6052,C0001791,2025-03-11,2025-05-10,0,Terminated,2025-03-11,Requires visa,2025-03-11
1792,17579,3143,85,6055,C0001792,2025-09-16,2026-11-18,0,Active,2025-09-16,Requires visa,2025-09-16
1793,17586,4777,39,6057,C0001793,2025-03-21,2025-09-26,1,Expired,2025-03-21,Probation period,2025-03-21
1794,17594,4690,43,6058,C0001794,2025-11-05,2026-03-21,0,Completed,2025-11-05,Training provided,2025-11-05
1795,17600,4637,7,6060,C0001795,2026-07-16,2026-10-04,0,Completed,2026-07-16,Probation period,2026-07-16
1796,17636,2465,4,6073,C0001796,2025-07-03,2026-06-24,1,Active,2025-07-03,Requires visa,2025-07-03
1797,17653,4022,76,6078,C0001797,2025-05-24,2026-03-08,1,Expired,2025-05-24,,2025-05-24
1798,17657,2183,60,6080,C0001798,2026-08-18,2027-06-29,1,Expired,2026-08-18,Probation period,2026-08-18
1799,17670,1709,51,6085,C0001799,2024-10-20,2025-05-23,1,Active,2024-10-20,Standard contract,2024-10-20
1800,17676,3361,81,6087,C0001800,2025-05-12,2026-06-25,0,Completed,2025-05-12,Probation period,2025-05-12
1801,17679,2284,51,6089,C0001801,2024-07-15,2026-12-06,1,Active,2024-07-15,Probation period,2024-07-15
1802,17692,4028,53,6094,C0001802,2024-06-06,2027-08-24,0,Expired,2024-06-06,Standard contract,2024-06-06
1803,17695,2140,25,6095,C0001803,2025-01-18,2027-03-30,1,Expired,2025-01-18,Requires visa,2025-01-18
1804,17706,2664,53,6098,C0001804,2024-05-04,2025-06-25,1,Active,2024-05-04,Probation period,2024-05-04
1805,17722,2979,12,6103,C0001805,2026-06-16,2027-02-09,0,Active,2026-06-16,Probation period,2026-06-16
1806,17739,464,43,6108,C0001806,2025-06-03,2025-06-06,0,Expired,2025-06-03,Probation period,2025-06-03
1807,17752,2560,5,6112,C0001807,2025-01-07,2025-05-22,1,Active,2025-01-07,Training provided,2025-01-07
1808,17756,135,26,6114,C0001808,2025-07-01,2026-11-17,0,Terminated,2025-07-01,Requires visa,2025-07-01
1809,17759,4779,7,6115,C0001809,2025-06-01,2026-12-22,0,Active,2025-06-01,Training provided,2025-06-01
1810,17766,535,21,6117,C0001810,2024-04-18,2027-02-26,0,Active,2024-04-18,,2024-04-18
1811,17774,962,20,6120,C0001811,2024-10-12,2025-09-02,0,Expired,2024-10-12,Training provided,2024-10-12
1812,17775,3286,81,6120,C0001812,2026-03-15,2026-10-18,0,Terminated,2026-03-15,Requires visa,2026-03-15
1813,17782,2100,51,6122,C0001813,2026-01-12,2026-07-25,1,Active,2026-01-12,Probation period,2026-01-12
1814,17791,800,45,6125,C0001814,2026-07-28,2026-09-19,1,Completed,2026-07-28,,2026-07-28
1815,17795,13,43,6126,C0001815,2024-08-26,2025-05-11,0,Active,2024-08-26,Standard contract,2024-08-26
1816,17811,4532,55,6134,C0001816,2025-08-18,2025-11-26,0,Active,2025-08-18,Standard contract,2025-08-18
1817,17820,2979,12,6135,C0001817,2026-07-30,2027-07-07,1,Active,2026-07-30,,2026-07-30
1818,17826,976,57,6139,C0001818,2025-09-10,2027-06-29,1,Terminated,2025-09-10,,2025-09-10
1819,17838,3395,34,6142,C0001819,2026-05-19,2027-04-29,0,Terminated,2026-05-19,Standard contract,2026-05-19
1820,17840,533,2,6143,C0001820,2025-05-31,2026-02-20,1,Expired,2025-05-31,Training provided,2025-05-31
1821,17854,1497,87,6148,C0001821,2026-02-16,2026-11-17,1,Terminated,2026-02-16,Training provided,2026-02-16
1822,17861,1943,70,6149,C0001822,2024-10-02,2025-08-31,1,Terminated,2024-10-02,Standard contract,2024-10-02
1823,17863,3835,11,6150,C0001823,2025-01-15,2027-07-27,1,Terminated,2025-01-15,,2025-01-15
1824,17882,4371,56,6159,C0001824,2025-08-31,2027-04-24,0,Active,2025-08-31,Probation period,2025-08-31
1825,17883,528,27,6160,C0001825,2026-03-24,2027-04-09,1,Active,2026-03-24,Probation period,2026-03-24
1826,17891,2324,31,6161,C0001826,2025-08-18,2027-01-30,1,Terminated,2025-08-18,Probation period,2025-08-18
1827,17892,3478,74,6162,C0001827,2026-06-11,2026-09-05,1,Active,2026-06-11,Probation period,2026-06-11
1828,17937,1898,68,6177,C0001828,2025-09-15,2027-08-03,1,Terminated,2025-09-15,Probation period,2025-09-15
1829,17938,1953,24,6177,C0001829,2025-10-29,2026-11-19,0,Expired,2025-10-29,Probation period,2025-10-29
1830,17948,1682,9,6182,C0001830,2025-11-22,2026-12-04,1,Terminated,2025-11-22,Training provided,2025-11-22
1831,17957,317,18,6185,C0001831,2024-10-04,2026-03-22,1,Completed,2024-10-04,Standard contract,2024-10-04
1832,17961,3464,75,6186,C0001832,2025-03-01,2026-11-01,0,Expired,2025-03-01,Training provided,2025-03-01
1833,17964,1628,36,6186,C0001833,2024-04-04,2026-06-29,0,Terminated,2024-04-04,Training provided,2024-04-04
1834,17990,773,89,6195,C0001834,2025-07-08,2025-12-18,1,Terminated,2025-07-08,Requires visa,2025-07-08
1835,17998,433,3,6198,C0001835,2025-12-22,2027-01-24,0,Terminated,2025-12-22,Requires visa,2025-12-22
1836,18016,3659,17,6201,C0001836,2026-05-26,2026-08-06,1,Terminated,2026-05-26,Probation period,2026-05-26
1837,18018,829,88,6202,C0001837,2026-03-14,2027-08-17,1,Active,2026-03-14,Requires visa,2026-03-14
1838,18021,615,88,6203,C0001838,2026-02-13,2026-03-03,1,Completed,2026-02-13,,2026-02-13
1839,18028,3641,24,6206,C0001839,2026-01-19,2027-07-05,1,Terminated,2026-01-19,Training provided,2026-01-19
1840,18032,3852,40,6208,C0001840,2024-08-12,2026-05-24,0,Terminated,2024-08-12,,2024-08-12
1841,18037,3758,17,6211,C0001841,2024-10-18,2026-09-26,1,Completed,2024-10-18,Training provided,2024-10-18
1842,18044,236,67,6212,C0001842,2026-04-20,2026-07-27,0,Terminated,2026-04-20,Standard contract,2026-04-20
1843,18064,4855,9,6217,C0001843,2025-01-20,2027-04-15,0,Active,2025-01-20,Training provided,2025-01-20
1844,18069,3530,45,6218,C0001844,2024-07-22,2027-02-03,1,Expired,2024-07-22,Training provided,2024-07-22
1845,18071,2371,48,6218,C0001845,2025-01-22,2026-04-15,0,Expired,2025-01-22,Requires visa,2025-01-22
1846,18083,4642,79,6223,C0001846,2025-11-24,2027-03-03,1,Active,2025-11-24,Training provided,2025-11-24
1847,18089,4057,52,6224,C0001847,2025-10-19,2025-12-14,0,Terminated,2025-10-19,,2025-10-19
1848,18092,1662,88,6230,C0001848,2026-08-20,2026-09-17,1,Expired,2026-08-20,Training provided,2026-08-20
1849,18096,2283,83,6232,C0001849,2026-08-24,2027-01-26,1,Active,2026-08-24,Requires visa,2026-08-24
1850,18104,214,66,6236,C0001850,2026-07-14,2026-10-26,1,Completed,2026-07-14,Requires visa,2026-07-14
1851,18136,4947,80,6243,C0001851,2026-08-25,2027-02-27,0,Expired,2026-08-25,Probation period,2026-08-25
1852,18171,3238,54,6255,C0001852,2026-03-06,2027-08-20,0,Terminated,2026-03-06,Probation period,2026-03-06
1853,18177,104,61,6256,C0001853,2025-10-28,2025-11-16,0,Completed,2025-10-28,Standard contract,2025-10-28
1854,18185,782,52,6261,C0001854,2026-07-24,2027-06-12,0,Active,2026-07-24,Standard contract,2026-07-24
1855,18215,3548,60,6272,C0001855,2025-11-17,2027-01-28,0,Terminated,2025-11-17,Requires visa,2025-11-17
1856,18225,1640,13,6276,C0001856,2026-03-08,2027-06-29,0,Expired,2026-03-08,,2026-03-08
1857,18228,2307,43,6276,C0001857,2025-05-07,2026-01-24,0,Terminated,2025-05-07,Requires visa,2025-05-07
1858,18232,794,90,6278,C0001858,2026-03-04,2026-12-13,1,Terminated,2026-03-04,Training provided,2026-03-04
1859,18239,1757,55,6280,C0001859,2026-02-02,2026-09-21,0,Completed,2026-02-02,,2026-02-02
1860,18254,3663,64,6286,C0001860,2025-09-24,2026-11-30,1,Active,2025-09-24,Training provided,2025-09-24
1861,18270,524,8,6289,C0001861,2025-01-09,2025-10-12,0,Expired,2025-01-09,Probation period,2025-01-09
1862,18271,3345,37,6290,C0001862,2026-08-19,2027-04-04,1,Completed,2026-08-19,Requires visa,2026-08-19
1863,18277,1281,69,6291,C0001863,2026-07-02,2027-08-26,0,Expired,2026-07-02,Training provided,2026-07-02
1864,18299,3192,74,6304,C0001864,2026-03-26,2026-06-29,1,Terminated,2026-03-26,Training provided,2026-03-26
1865,18313,1266,87,6310,C0001865,2024-07-04,2024-07-30,1,Expired,2024-07-04,Standard contract,2024-07-04
1866,18316,3657,54,6312,C0001866,2026-01-23,2026-07-22,0,Active,2026-01-23,,2026-01-23
1867,18319,2411,54,6312,C0001867,2025-03-15,2025-05-30,1,Completed,2025-03-15,Training provided,2025-03-15
1868,18327,1150,60,6314,C0001868,2024-05-28,2024-09-01,1,Expired,2024-05-28,Training provided,2024-05-28
1869,18330,3002,85,6314,C0001869,2025-12-22,2026-04-04,1,Completed,2025-12-22,Training provided,2025-12-22
1870,18341,2557,41,6319,C0001870,2026-03-20,2026-07-07,1,Active,2026-03-20,Probation period,2026-03-20
1871,18345,2406,65,6319,C0001871,2025-10-22,2026-07-05,1,Active,2025-10-22,Standard contract,2025-10-22
1872,18358,2795,34,6325,C0001872,2026-05-07,2026-06-26,1,Completed,2026-05-07,Requires visa,2026-05-07
1873,18361,2442,59,6326,C0001873,2026-06-20,2027-02-01,0,Completed,2026-06-20,,2026-06-20
1874,18364,4410,58,6328,C0001874,2025-04-23,2025-12-13,1,Terminated,2025-04-23,Requires visa,2025-04-23
1875,18394,3739,34,6339,C0001875,2026-07-28,2026-12-05,1,Active,2026-07-28,Probation period,2026-07-28
1876,18400,278,41,6341,C0001876,2025-06-18,2026-01-15,0,Completed,2025-06-18,Training provided,2025-06-18
1877,18406,4310,30,6345,C0001877,2025-11-23,2026-05-26,0,Active,2025-11-23,,2025-11-23
1878,18408,2326,75,6345,C0001878,2026-01-05,2027-08-06,0,Active,2026-01-05,Probation period,2026-01-05
1879,18417,1836,22,6347,C0001879,2025-09-28,2027-01-02,1,Active,2025-09-28,Probation period,2025-09-28
1880,18428,4425,80,6352,C0001880,2025-09-19,2026-10-26,1,Expired,2025-09-19,Training provided,2025-09-19
1881,18431,4011,51,6353,C0001881,2026-04-25,2027-08-04,0,Completed,2026-04-25,,2026-04-25
1882,18437,1657,80,6356,C0001882,2024-08-10,2027-03-31,1,Expired,2024-08-10,Probation period,2024-08-10
1883,18462,4874,68,6364,C0001883,2024-11-20,2027-07-18,1,Terminated,2024-11-20,,2024-11-20
1884,18482,1950,43,6373,C0001884,2026-08-05,2027-05-14,1,Expired,2026-08-05,,2026-08-05
1885,18487,464,43,6374,C0001885,2024-09-26,2025-06-27,0,Active,2024-09-26,Probation period,2024-09-26
1886,18534,2342,25,6387,C0001886,2025-06-15,2026-09-15,0,Completed,2025-06-15,Training provided,2025-06-15
1887,18535,1937,73,6388,C0001887,2025-08-09,2026-12-10,1,Terminated,2025-08-09,Probation period,2025-08-09
1888,18537,3664,82,6391,C0001888,2025-08-30,2027-01-21,0,Active,2025-08-30,Requires visa,2025-08-30
1889,18541,2903,6,6391,C0001889,2025-08-12,2027-03-31,1,Active,2025-08-12,Training provided,2025-08-12
1890,18564,3759,45,6399,C0001890,2025-12-22,2027-06-23,1,Active,2025-12-22,Probation period,2025-12-22
1891,18574,2672,75,6402,C0001891,2025-07-25,2027-06-05,0,Completed,2025-07-25,Probation period,2025-07-25
1892,18585,2458,12,6406,C0001892,2024-11-16,2025-06-26,0,Completed,2024-11-16,Requires visa,2024-11-16
1893,18589,2132,49,6408,C0001893,2025-05-04,2026-05-17,0,Expired,2025-05-04,Requires visa,2025-05-04
1894,18596,2485,23,6410,C0001894,2025-07-18,2026-03-24,1,Active,2025-07-18,Requires visa,2025-07-18
1895,18603,2688,81,6413,C0001895,2026-05-10,2027-04-16,0,Completed,2026-05-10,Probation period,2026-05-10
1896,18617,4754,87,6419,C0001896,2025-12-13,2026-01-12,1,Terminated,2025-12-13,Requires visa,2025-12-13
1897,18641,2326,75,6426,C0001897,2025-12-29,2026-12-14,0,Active,2025-12-29,Probation period,2025-12-29
1898,18661,3443,50,6437,C0001898,2026-02-11,2026-04-12,1,Terminated,2026-02-11,Standard contract,2026-02-11
1899,18681,3066,7,6441,C0001899,2026-08-11,2026-10-10,1,Terminated,2026-08-11,Probation period,2026-08-11
1900,18691,1902,21,6443,C0001900,2024-11-29,2025-05-23,1,Expired,2024-11-29,Standard contract,2024-11-29
1901,18697,2181,15,6443,C0001901,2024-04-24,2025-05-04,1,Completed,2024-04-24,Probation period,2024-04-24
1902,18698,3130,25,6444,C0001902,2026-04-30,2026-07-23,0,Expired,2026-04-30,Standard contract,2026-04-30
1903,18709,4752,84,6446,C0001903,2025-11-13,2027-07-14,0,Expired,2025-11-13,Training provided,2025-11-13
1904,18729,3560,30,6454,C0001904,2025-01-24,2027-03-25,0,Completed,2025-01-24,Training provided,2025-01-24
1905,18736,4096,62,6456,C0001905,2026-01-28,2026-04-22,0,Expired,2026-01-28,Probation period,2026-01-28
1906,18747,284,6,6458,C0001906,2026-08-03,2026-08-25,0,Expired,2026-08-03,Training provided,2026-08-03
1907,18765,3792,30,6465,C0001907,2024-12-10,2027-04-21,1,Active,2024-12-10,Requires visa,2024-12-10
1908,18775,2755,88,6468,C0001908,2023-10-03,2024-07-13,0,Active,2023-10-03,Standard contract,2023-10-03
1909,18776,4102,80,6468,C0001909,2025-10-06,2026-02-17,0,Completed,2025-10-06,,2025-10-06
1910,18789,880,31,6471,C0001910,2025-03-12,2025-12-02,1,Completed,2025-03-12,,2025-03-12
